ngram,Alcon,Alcn,Alcon,Alcn
1903,1.4255930340973627e-08,6.196219033892194e-10,1.4255930340973627e-08,6.196219033892194e-10
1904,1.4719498635835343e-08,6.114528585835341e-10,1.4719498635835343e-08,6.114528585835341e-10
1905,1.6856455786751212e-08,5.766668511756176e-10,1.6856455786751212e-08,5.766668511756176e-10
1906,1.9502717916809942e-08,5.139283700986549e-10,1.9502717916809942e-08,5.139283700986549e-10
1907,1.9035087411063093e-08,4.391939688914397e-10,1.9035087411063093e-08,4.391939688914397e-10
1908,2.0162229600170382e-08,5.1812846473582e-10,2.0162229600170382e-08,5.1812846473582e-10
1909,1.8052498036118843e-08,5.043793398813128e-10,1.8052498036118843e-08,5.043793398813128e-10
1910,1.9619118266486372e-08,5.348747318072761e-10,1.9619118266486372e-08,5.348747318072761e-10
1911,1.9661840409769737e-08,5.572031685258899e-10,1.9661840409769737e-08,5.572031685258899e-10
1912,2.2178751026201227e-08,5.377925366938691e-10,2.2178751026201227e-08,5.377925366938691e-10
1913,1.8921503538596847e-08,5.484392543283637e-10,1.8921503538596847e-08,5.484392543283637e-10
1914,1.7440454858075327e-08,5.19004169006822e-10,1.7440454858075327e-08,5.19004169006822e-10
1915,1.6968158624207164e-08,5.026266030367615e-10,1.6968158624207164e-08,5.026266030367615e-10
1916,1.6235062246952988e-08,5.077100168853527e-10,1.6235062246952988e-08,5.077100168853527e-10
1917,2.1078411080058653e-08,4.3941610271071493e-10,2.1078411080058653e-08,4.3941610271071493e-10
1918,2.11777719805184e-08,5.42089313913609e-10,2.11777719805184e-08,5.42089313913609e-10
1919,1.6753757048348916e-08,5.836647474856602e-10,1.6753757048348916e-08,5.836647474856602e-10
1920,1.8405170086412326e-08,6.424813459027234e-10,1.8405170086412326e-08,6.424813459027234e-10
1921,1.9014693185072573e-08,6.964618207546838e-10,1.9014693185072573e-08,6.964618207546838e-10
1922,1.8111593367921486e-08,7.858272723014283e-10,1.8111593367921486e-08,7.858272723014283e-10
1923,1.905770791970391e-08,8.483870471222486e-10,1.905770791970391e-08,8.483870471222486e-10
1924,1.3065149724005615e-08,8.553329037105531e-10,1.3065149724005615e-08,8.553329037105531e-10
1925,1.441073584272447e-08,8.208010818641246e-10,1.441073584272447e-08,8.208010818641246e-10
1926,1.3965518138750862e-08,8.217699259167282e-10,1.3965518138750862e-08,8.217699259167282e-10
1927,1.2527516674814315e-08,7.967151660626115e-10,1.2527516674814315e-08,7.967151660626115e-10
1928,1.451204553351967e-08,7.070782193879005e-10,1.451204553351967e-08,7.070782193879005e-10
1929,1.4979015868935415e-08,6.391623401182298e-10,1.4979015868935415e-08,6.391623401182298e-10
1930,1.3685451755967343e-08,6.253046869979834e-10,1.3685451755967343e-08,6.253046869979834e-10
1931,1.3782399348778135e-08,8.125587207054506e-10,1.3782399348778135e-08,8.125587207054506e-10
1932,1.3791866569436349e-08,7.454574120689474e-10,1.3791866569436349e-08,7.454574120689474e-10
1933,1.3204904788669377e-08,7.930127130359058e-10,1.3204904788669377e-08,7.930127130359058e-10
1934,1.3236585859134818e-08,8.14398574371695e-10,1.3236585859134818e-08,8.14398574371695e-10
1935,1.1198819205304744e-08,7.915890879292168e-10,1.1198819205304744e-08,7.915890879292168e-10
1936,1.2586017244282338e-08,7.113833312104895e-10,1.2586017244282338e-08,7.113833312104895e-10
1937,1.251047031049422e-08,7.37128269138029e-10,1.251047031049422e-08,7.37128269138029e-10
1938,1.1905727895619326e-08,5.662879272648271e-10,1.1905727895619326e-08,5.662879272648271e-10
1939,1.193510376243775e-08,9.683446643744225e-10,1.193510376243775e-08,9.683446643744225e-10
1940,1.3528278814638789e-08,8.835543308898558e-10,1.3528278814638789e-08,8.835543308898558e-10
1941,1.3706188565062608e-08,8.53950662167107e-10,1.3706188565062608e-08,8.53950662167107e-10
1942,1.4094925988266432e-08,8.788587080310606e-10,1.4094925988266432e-08,8.788587080310606e-10
1943,1.3186488726343474e-08,1.0295478775068645e-09,1.3186488726343474e-08,1.0295478775068645e-09
1944,1.359895041019854e-08,9.138646902709776e-10,1.359895041019854e-08,9.138646902709776e-10
1945,1.3816248843413957e-08,8.673773584298518e-10,1.3816248843413957e-08,8.673773584298518e-10
1946,1.2847978173421585e-08,4.440351955173735e-10,1.2847978173421585e-08,4.440351955173735e-10
1947,1.2682480843295707e-08,4.163263365005879e-10,1.2682480843295707e-08,4.163263365005879e-10
1948,1.6916209385645483e-08,3.848906292886716e-10,1.6916209385645483e-08,3.848906292886716e-10
1949,2.219138155774252e-08,3.9399490812743107e-10,2.219138155774252e-08,3.9399490812743107e-10
1950,2.3978123232991167e-08,2.56208256991083e-10,2.3978123232991167e-08,2.56208256991083e-10
1951,2.6083450447142046e-08,2.7033513126463657e-10,2.6083450447142046e-08,2.7033513126463657e-10
1952,2.9042052699220936e-08,3.143015074393217e-10,2.9042052699220936e-08,3.143015074393217e-10
1953,3.2313033264992034e-08,2.960356682013554e-10,3.2313033264992034e-08,2.960356682013554e-10
1954,3.523939870068002e-08,2.608806979966159e-10,3.523939870068002e-08,2.608806979966159e-10
1955,4.024820832171372e-08,3.1104045926179577e-10,4.024820832171372e-08,3.1104045926179577e-10
1956,3.931425572391488e-08,3.309001564818662e-10,3.931425572391488e-08,3.309001564818662e-10
1957,4.349865229918188e-08,3.4803510866916147e-10,4.349865229918188e-08,3.4803510866916147e-10
1958,4.695155705495121e-08,3.9824957022625643e-10,4.695155705495121e-08,3.9824957022625643e-10
1959,4.760341403604278e-08,3.6939559149613237e-10,4.760341403604278e-08,3.6939559149613237e-10
1960,4.949942728720609e-08,4.4389572573244607e-10,4.949942728720609e-08,4.4389572573244607e-10
1961,5.350650969912099e-08,4.744020454250375e-10,5.350650969912099e-08,4.744020454250375e-10
1962,5.2080973184891784e-08,4.545563330499951e-10,5.2080973184891784e-08,4.545563330499951e-10
1963,5.324700071339196e-08,4.898190186786167e-10,5.324700071339196e-08,4.898190186786167e-10
1964,5.206155861969819e-08,4.568307359382422e-10,5.206155861969819e-08,4.568307359382422e-10
1965,5.18332201287259e-08,4.175934875672027e-10,5.18332201287259e-08,4.175934875672027e-10
1966,6.003340757843034e-08,4.540562410187172e-10,6.003340757843034e-08,4.540562410187172e-10
1967,6.950749613971701e-08,4.366244231248016e-10,6.950749613971701e-08,4.366244231248016e-10
1968,7.018194228943944e-08,4.270283135035921e-10,7.018194228943944e-08,4.270283135035921e-10
1969,6.701079818023053e-08,3.9029869415761556e-10,6.701079818023053e-08,3.9029869415761556e-10
1970,6.874629982738562e-08,3.3624202232042574e-10,6.874629982738562e-08,3.3624202232042574e-10
1971,6.977816521417221e-08,3.8091170693834084e-10,6.977816521417221e-08,3.8091170693834084e-10
1972,7.413189199009399e-08,4.1509529940293126e-10,7.413189199009399e-08,4.1509529940293126e-10
1973,7.39017553184697e-08,4.107835024517012e-10,7.39017553184697e-08,4.107835024517012e-10
1974,6.781802243592341e-08,3.875167369533321e-10,6.781802243592341e-08,3.875167369533321e-10
1975,6.687004473958171e-08,3.845285716825535e-10,6.687004473958171e-08,3.845285716825535e-10
1976,6.990925527361469e-08,4.2804488128592565e-10,6.990925527361469e-08,4.2804488128592565e-10
1977,7.493566097796897e-08,4.732309583881695e-10,7.493566097796897e-08,4.732309583881695e-10
1978,7.691339882447729e-08,4.5137429508354133e-10,7.691339882447729e-08,4.5137429508354133e-10
1979,7.518070382112845e-08,4.54392301563189e-10,7.518070382112845e-08,4.54392301563189e-10
1980,7.230818661290478e-08,4.275436631712941e-10,7.230818661290478e-08,4.275436631712941e-10
1981,7.72777336724825e-08,3.85253035822026e-10,7.72777336724825e-08,3.85253035822026e-10
1982,8.254820268608195e-08,4.2692998739443256e-10,8.254820268608195e-08,4.2692998739443256e-10
1983,9.117213092427587e-08,4.0515179703223426e-10,9.117213092427587e-08,4.0515179703223426e-10
1984,8.972237606842879e-08,3.983936157160782e-10,8.972237606842879e-08,3.983936157160782e-10
1985,9.653735487193313e-08,3.8653027405783595e-10,9.653735487193313e-08,3.8653027405783595e-10
1986,9.830433254722135e-08,3.743388119322891e-10,9.830433254722135e-08,3.743388119322891e-10
1987,1.013871084865059e-07,3.819669481502126e-10,1.013871084865059e-07,3.819669481502126e-10
1988,1.0303929493764891e-07,4.3532306132869943e-10,1.0303929493764891e-07,4.3532306132869943e-10
1989,1.0075775642397794e-07,4.210762155620884e-10,1.0075775642397794e-07,4.210762155620884e-10
1990,1.0135977898276646e-07,4.2768575387557613e-10,1.0135977898276646e-07,4.2768575387557613e-10
1991,1.081914839622706e-07,4.133032388553559e-10,1.081914839622706e-07,4.133032388553559e-10
1992,1.0816100878433385e-07,4.3526570839677193e-10,1.0816100878433385e-07,4.3526570839677193e-10
1993,1.1578666711134897e-07,4.563591924990261e-10,1.1578666711134897e-07,4.563591924990261e-10
1994,1.1677654145257423e-07,5.201001296306629e-10,1.1677654145257423e-07,5.201001296306629e-10
1995,1.1588987039853496e-07,5.077259327254272e-10,1.1588987039853496e-07,5.077259327254272e-10
1996,1.3019155074646604e-07,4.793680214681168e-10,1.3019155074646604e-07,4.793680214681168e-10
1997,1.37066528793639e-07,4.291460322024067e-10,1.37066528793639e-07,4.291460322024067e-10
1998,1.4566806072480176e-07,4.451338504145903e-10,1.4566806072480176e-07,4.451338504145903e-10
1999,1.518033384075222e-07,4.484675250207967e-10,1.518033384075222e-07,4.484675250207967e-10
2000,1.521347091478934e-07,3.9982792870192034e-10,1.521347091478934e-07,3.9982792870192034e-10
2001,1.544992664597495e-07,2.9941617935014264e-10,1.544992664597495e-07,2.9941617935014264e-10
2002,1.526253541328515e-07,2.73124742068896e-10,1.526253541328515e-07,2.73124742068896e-10
2003,1.374902761800253e-07,2.9319592091482857e-10,1.374902761800253e-07,2.9319592091482857e-10
2004,1.2726781863290982e-07,3.307443733573707e-10,1.2726781863290982e-07,3.307443733573707e-10
2005,1.1325376192417025e-07,3.003504796063515e-10,1.1325376192417025e-07,3.003504796063515e-10
2006,1.0033647056064052e-07,2.6670432430002984e-10,1.0033647056064052e-07,2.6670432430002984e-10
2007,8.933289308288295e-08,2.5200069511280686e-10,8.933289308288295e-08,2.5200069511280686e-10
2008,8.280708284148983e-08,2.418592350204664e-10,8.280708284148983e-08,2.418592350204664e-10
2009,7.838448620337399e-08,2.0427935930124518e-10,7.838448620337399e-08,2.0427935930124518e-10
2010,7.518539391071499e-08,1.526979852086084e-10,7.518539391071499e-08,1.526979852086084e-10
2011,6.676958465488627e-08,9.213943497066168e-11,6.676958465488627e-08,9.213943497066168e-11
2012,5.890326804092183e-08,6.344166660264352e-11,5.890326804092183e-08,6.344166660264352e-11
2013,5.579310676954005e-08,4.820640067682014e-11,5.579310676954005e-08,4.820640067682014e-11
2014,5.4209519666820986e-08,2.1370595273565283e-11,5.4209519666820986e-08,2.1370595273565283e-11
2015,5.73676171963403e-08,2.680126656321288e-11,5.73676171963403e-08,2.680126656321288e-11
2016,5.468736726957754e-08,2.680126656321288e-11,5.468736726957754e-08,2.680126656321288e-11
2017,5.458383907826677e-08,3.126814432374836e-11,5.458383907826677e-08,3.126814432374836e-11
2018,5.644050489195252e-08,3.7521773188498034e-11,5.644050489195252e-08,3.7521773188498034e-11
2019,6.019664766654387e-08,1.8867964482471855e-11,6.019664766654387e-08,1.8867964482471855e-11
