ngram,Diageo,Diago,Diage,Diage
1975,2.523388888715188e-11,8.532829871248687e-09,1.3137399898103093e-09,1.3137399898103093e-09
1976,2.4293434327685557e-11,8.398772534588618e-09,1.4489911968697454e-09,1.4489911968697454e-09
1977,4.0346256097960924e-11,8.013519118118699e-09,1.5108255281757822e-09,1.5108255281757822e-09
1978,4.850618468396231e-11,7.850659551016698e-09,1.819821277797879e-09,1.819821277797879e-09
1979,4.850618468396231e-11,8.138087346866639e-09,1.6432529464133999e-09,1.6432529464133999e-09
1980,4.850618468396231e-11,7.99244740231789e-09,1.503676548354958e-09,1.503676548354958e-09
1981,4.798848025305042e-11,8.14730968404628e-09,1.7537710172987886e-09,1.7537710172987886e-09
1982,9.917094030896325e-11,7.922895545980119e-09,2.0976566991340715e-09,2.0976566991340715e-09
1983,1.5035455469944051e-10,7.97923105366749e-09,2.272371925547491e-09,2.272371925547491e-09
1984,1.3430173292916514e-10,8.244879065192175e-09,2.3597364379972826e-09,2.3597364379972826e-09
1985,6.759314784475303e-10,8.305197164913482e-09,2.0129705204295435e-09,2.0129705204295435e-09
1986,7.035656987564032e-10,8.51123616030236e-09,1.974770489989096e-09,1.974770489989096e-09
1987,7.971902433813658e-10,8.67581892042121e-09,1.994206815553972e-09,1.994206815553972e-09
1988,8.103546742363069e-10,9.026333458450608e-09,1.7430169054120726e-09,1.7430169054120726e-09
1989,7.510627140058393e-10,1.0462120312938948e-08,1.4009619654840678e-09,1.4009619654840678e-09
1990,7.384449064134252e-10,1.1347493103893872e-08,1.127718458298383e-09,1.127718458298383e-09
1991,1.2574171049622202e-09,1.1826709897125705e-08,9.739933225029672e-10,9.739933225029672e-10
1992,1.0766435183860524e-09,1.2097298908640499e-08,1.0248010931920452e-09,1.0248010931920452e-09
1993,1.222926004510302e-09,1.2381663313679577e-08,1.0228329373949764e-09,1.0228329373949764e-09
1994,2.085261532891458e-09,1.2860437794058401e-08,1.0769370078251533e-09,1.0769370078251533e-09
1995,1.2066715476028683e-08,1.3278560092747479e-08,1.0463457640013424e-09,1.0463457640013424e-09
1996,2.5880785871544376e-08,1.2776547439078253e-08,1.190245275355701e-09,1.190245275355701e-09
1997,4.002566184840057e-08,1.2520513768622874e-08,1.1442888303569987e-09,1.1442888303569987e-09
1998,5.201559962118653e-08,1.3530913278714252e-08,1.1127088060471279e-09,1.1127088060471279e-09
1999,7.082317578431332e-08,1.4129345566565071e-08,9.841000554138596e-10,9.841000554138596e-10
2000,8.922257821453172e-08,1.6445731126119815e-08,9.91524957376961e-10,9.91524957376961e-10
2001,1.1342251074860802e-07,1.7945868029707005e-08,8.834069983468648e-10,8.834069983468648e-10
2002,1.3274867123007944e-07,1.818722835825578e-08,9.509694619071395e-10,9.509694619071395e-10
2003,1.4283225015430746e-07,1.881549278286749e-08,7.963311438834759e-10,7.963311438834759e-10
2004,1.6032298739381596e-07,1.8827263938346406e-08,7.814009003340569e-10,7.814009003340569e-10
2005,1.7099753384692512e-07,1.8272459735767044e-08,7.841687735662564e-10,7.841687735662564e-10
2006,1.6896932005952943e-07,1.9202062035666197e-08,7.800186885287275e-10,7.800186885287275e-10
2007,1.6572461346088729e-07,1.9457429318541538e-08,7.092467288075507e-10,7.092467288075507e-10
2008,1.4979107224430015e-07,1.800032123355777e-08,7.138740749328726e-10,7.138740749328726e-10
2009,1.3101275442295446e-07,1.8773580785185525e-08,6.14316823601056e-10,6.14316823601056e-10
2010,1.1536021204960889e-07,1.7492028397165475e-08,5.099267654954228e-10,5.099267654954228e-10
2011,9.217822543356696e-08,1.8863997728958892e-08,5.650239898973603e-10,5.650239898973603e-10
2012,7.868661049721076e-08,2.716900977211318e-08,7.692814579796092e-10,7.692814579796092e-10
2013,7.347101263884984e-08,4.1842373502528774e-08,7.402420799345372e-10,7.402420799345372e-10
2014,6.83780280650938e-08,3.952680075311069e-08,7.799225610576649e-10,7.799225610576649e-10
2015,6.737228222927375e-08,4.000385673513003e-08,7.013939131875599e-10,7.013939131875599e-10
2016,6.543386784788449e-08,4.621327168560388e-08,8.186918781794006e-10,8.186918781794006e-10
2017,6.672022105173407e-08,5.251605343185398e-08,9.264832512290155e-10,9.264832512290155e-10
2018,6.816394488851074e-08,5.86256994949963e-08,9.427966518593679e-10,9.427966518593679e-10
2019,6.824420850648494e-08,5.483558584984394e-08,6.645345523859092e-10,6.645345523859092e-10
