ngram,Aegon,Aegon,Aegon,Aegon
1927,4.641333317678686e-09,4.641333317678686e-09,4.641333317678686e-09,4.641333317678686e-09
1928,4.830213213529484e-09,4.830213213529484e-09,4.830213213529484e-09,4.830213213529484e-09
1929,4.528725902222927e-09,4.528725902222927e-09,4.528725902222927e-09,4.528725902222927e-09
1930,4.151914478889296e-09,4.151914478889296e-09,4.151914478889296e-09,4.151914478889296e-09
1931,3.867041242777702e-09,3.867041242777702e-09,3.867041242777702e-09,3.867041242777702e-09
1932,3.446532789322784e-09,3.446532789322784e-09,3.446532789322784e-09,3.446532789322784e-09
1933,2.9680809397549167e-09,2.9680809397549167e-09,2.9680809397549167e-09,2.9680809397549167e-09
1934,2.6922448556224563e-09,2.6922448556224563e-09,2.6922448556224563e-09,2.6922448556224563e-09
1935,2.2091355570249706e-09,2.2091355570249706e-09,2.2091355570249706e-09,2.2091355570249706e-09
1936,2.265990712529182e-09,2.265990712529182e-09,2.265990712529182e-09,2.265990712529182e-09
1937,2.23728086850323e-09,2.23728086850323e-09,2.23728086850323e-09,2.23728086850323e-09
1938,5.767500826132326e-09,5.767500826132326e-09,5.767500826132326e-09,5.767500826132326e-09
1939,5.252352529096425e-09,5.252352529096425e-09,5.252352529096425e-09,5.252352529096425e-09
1940,5.129106195322919e-09,5.129106195322919e-09,5.129106195322919e-09,5.129106195322919e-09
1941,6.012680995949791e-09,6.012680995949791e-09,6.012680995949791e-09,6.012680995949791e-09
1942,5.9567568496835375e-09,5.9567568496835375e-09,5.9567568496835375e-09,5.9567568496835375e-09
1943,5.7075712330981585e-09,5.7075712330981585e-09,5.7075712330981585e-09,5.7075712330981585e-09
1944,5.819543918190411e-09,5.819543918190411e-09,5.819543918190411e-09,5.819543918190411e-09
1945,1.9297462913340067e-09,1.9297462913340067e-09,1.9297462913340067e-09,1.9297462913340067e-09
1946,2.1611322731374116e-09,2.1611322731374116e-09,2.1611322731374116e-09,2.1611322731374116e-09
1947,2.6520947818805698e-09,2.6520947818805698e-09,2.6520947818805698e-09,2.6520947818805698e-09
1948,1.6068733645267587e-09,1.6068733645267587e-09,1.6068733645267587e-09,1.6068733645267587e-09
1949,2.7827033296671087e-09,2.7827033296671087e-09,2.7827033296671087e-09,2.7827033296671087e-09
1950,1.1782916689969828e-08,1.1782916689969828e-08,1.1782916689969828e-08,1.1782916689969828e-08
1951,1.1983115150953389e-08,1.1983115150953389e-08,1.1983115150953389e-08,1.1983115150953389e-08
1952,1.213712576473926e-08,1.213712576473926e-08,1.213712576473926e-08,1.213712576473926e-08
1953,1.1931677574532934e-08,1.1931677574532934e-08,1.1931677574532934e-08,1.1931677574532934e-08
1954,1.1605306517368876e-08,1.1605306517368876e-08,1.1605306517368876e-08,1.1605306517368876e-08
1955,1.1650254784699245e-08,1.1650254784699245e-08,1.1650254784699245e-08,1.1650254784699245e-08
1956,1.0738428773177894e-08,1.0738428773177894e-08,1.0738428773177894e-08,1.0738428773177894e-08
1957,2.060201334927062e-09,2.060201334927062e-09,2.060201334927062e-09,2.060201334927062e-09
1958,1.9942335322780433e-09,1.9942335322780433e-09,1.9942335322780433e-09,1.9942335322780433e-09
1959,2.0099548612785766e-09,2.0099548612785766e-09,2.0099548612785766e-09,2.0099548612785766e-09
1960,2.2761918223273322e-09,2.2761918223273322e-09,2.2761918223273322e-09,2.2761918223273322e-09
1961,2.1819521744959047e-09,2.1819521744959047e-09,2.1819521744959047e-09,2.1819521744959047e-09
1962,3.0512759779150703e-09,3.0512759779150703e-09,3.0512759779150703e-09,3.0512759779150703e-09
1963,3.093697948613234e-09,3.093697948613234e-09,3.093697948613234e-09,3.093697948613234e-09
1964,3.225497313685821e-09,3.225497313685821e-09,3.225497313685821e-09,3.225497313685821e-09
1965,3.091461737397034e-09,3.091461737397034e-09,3.091461737397034e-09,3.091461737397034e-09
1966,3.0992846225938055e-09,3.0992846225938055e-09,3.0992846225938055e-09,3.0992846225938055e-09
1967,2.964029450452139e-09,2.964029450452139e-09,2.964029450452139e-09,2.964029450452139e-09
1968,2.854053112891616e-09,2.854053112891616e-09,2.854053112891616e-09,2.854053112891616e-09
1969,3.559889264323094e-09,3.559889264323094e-09,3.559889264323094e-09,3.559889264323094e-09
1970,3.3642993708354093e-09,3.3642993708354093e-09,3.3642993708354093e-09,3.3642993708354093e-09
1971,3.281196703230904e-09,3.281196703230904e-09,3.281196703230904e-09,3.281196703230904e-09
1972,3.199587888287019e-09,3.199587888287019e-09,3.199587888287019e-09,3.199587888287019e-09
1973,3.8173672080508785e-09,3.8173672080508785e-09,3.8173672080508785e-09,3.8173672080508785e-09
1974,3.927509167096182e-09,3.927509167096182e-09,3.927509167096182e-09,3.927509167096182e-09
1975,4.128644632522034e-09,4.128644632522034e-09,4.128644632522034e-09,4.128644632522034e-09
1976,2.6400200438457334e-09,2.6400200438457334e-09,2.6400200438457334e-09,2.6400200438457334e-09
1977,3.0074534291506846e-09,3.0074534291506846e-09,3.0074534291506846e-09,3.0074534291506846e-09
1978,2.795755373240029e-09,2.795755373240029e-09,2.795755373240029e-09,2.795755373240029e-09
1979,3.0206715541579244e-09,3.0206715541579244e-09,3.0206715541579244e-09,3.0206715541579244e-09
1980,2.488888619010611e-09,2.488888619010611e-09,2.488888619010611e-09,2.488888619010611e-09
1981,2.9157500223776977e-09,2.9157500223776977e-09,2.9157500223776977e-09,2.9157500223776977e-09
1982,3.837199161590579e-09,3.837199161590579e-09,3.837199161590579e-09,3.837199161590579e-09
1983,5.544866946546481e-09,5.544866946546481e-09,5.544866946546481e-09,5.544866946546481e-09
1984,7.55437423727301e-09,7.55437423727301e-09,7.55437423727301e-09,7.55437423727301e-09
1985,9.25554255459815e-09,9.25554255459815e-09,9.25554255459815e-09,9.25554255459815e-09
1986,1.2609849799259467e-08,1.2609849799259467e-08,1.2609849799259467e-08,1.2609849799259467e-08
1987,1.6553785961040797e-08,1.6553785961040797e-08,1.6553785961040797e-08,1.6553785961040797e-08
1988,2.299667897379517e-08,2.299667897379517e-08,2.299667897379517e-08,2.299667897379517e-08
1989,2.7792334021471887e-08,2.7792334021471887e-08,2.7792334021471887e-08,2.7792334021471887e-08
1990,3.241196796669296e-08,3.241196796669296e-08,3.241196796669296e-08,3.241196796669296e-08
1991,3.8817887317220216e-08,3.8817887317220216e-08,3.8817887317220216e-08,3.8817887317220216e-08
1992,4.2076320332690946e-08,4.2076320332690946e-08,4.2076320332690946e-08,4.2076320332690946e-08
1993,4.316934416286651e-08,4.316934416286651e-08,4.316934416286651e-08,4.316934416286651e-08
1994,4.489715113972384e-08,4.489715113972384e-08,4.489715113972384e-08,4.489715113972384e-08
1995,4.2738528398850965e-08,4.2738528398850965e-08,4.2738528398850965e-08,4.2738528398850965e-08
1996,4.641029452808912e-08,4.641029452808912e-08,4.641029452808912e-08,4.641029452808912e-08
1997,4.702214947574898e-08,4.702214947574898e-08,4.702214947574898e-08,4.702214947574898e-08
1998,4.4066608901565426e-08,4.4066608901565426e-08,4.4066608901565426e-08,4.4066608901565426e-08
1999,4.374312924580538e-08,4.374312924580538e-08,4.374312924580538e-08,4.374312924580538e-08
2000,4.4066943364181755e-08,4.4066943364181755e-08,4.4066943364181755e-08,4.4066943364181755e-08
2001,4.2095899337774815e-08,4.2095899337774815e-08,4.2095899337774815e-08,4.2095899337774815e-08
2002,4.0980122660373904e-08,4.0980122660373904e-08,4.0980122660373904e-08,4.0980122660373904e-08
2003,3.403458518188732e-08,3.403458518188732e-08,3.403458518188732e-08,3.403458518188732e-08
2004,2.974992950401299e-08,2.974992950401299e-08,2.974992950401299e-08,2.974992950401299e-08
2005,2.6613800433291805e-08,2.6613800433291805e-08,2.6613800433291805e-08,2.6613800433291805e-08
2006,2.448629692659259e-08,2.448629692659259e-08,2.448629692659259e-08,2.448629692659259e-08
2007,2.1611432643453554e-08,2.1611432643453554e-08,2.1611432643453554e-08,2.1611432643453554e-08
2008,2.636537769059747e-08,2.636537769059747e-08,2.636537769059747e-08,2.636537769059747e-08
2009,2.8277914866846132e-08,2.8277914866846132e-08,2.8277914866846132e-08,2.8277914866846132e-08
2010,2.9301071537344925e-08,2.9301071537344925e-08,2.9301071537344925e-08,2.9301071537344925e-08
2011,3.5667956968917936e-08,3.5667956968917936e-08,3.5667956968917936e-08,3.5667956968917936e-08
2012,3.614642807292512e-08,3.614642807292512e-08,3.614642807292512e-08,3.614642807292512e-08
2013,3.932194506514211e-08,3.932194506514211e-08,3.932194506514211e-08,3.932194506514211e-08
2014,4.212736952930689e-08,4.212736952930689e-08,4.212736952930689e-08,4.212736952930689e-08
2015,4.762266847535557e-08,4.762266847535557e-08,4.762266847535557e-08,4.762266847535557e-08
2016,4.4264049949203713e-08,4.4264049949203713e-08,4.4264049949203713e-08,4.4264049949203713e-08
2017,4.722817159574788e-08,4.722817159574788e-08,4.722817159574788e-08,4.722817159574788e-08
2018,4.374008781837801e-08,4.374008781837801e-08,4.374008781837801e-08,4.374008781837801e-08
2019,4.87598827980662e-08,4.87598827980662e-08,4.87598827980662e-08,4.87598827980662e-08
