ngram,Renault,Renalt,Renult,Renult
1641,6.733503710165678e-08,0.0,0.0,0.0
1642,6.733503710165678e-08,0.0,0.0,0.0
1643,6.733503710165678e-08,0.0,0.0,0.0
1644,6.733503710165678e-08,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,1.3176041388110855e-07,0.0,0.0,0.0
1651,1.3176041388110855e-07,0.0,0.0,0.0
1652,1.3176041388110855e-07,0.0,0.0,0.0
1653,1.3176041388110855e-07,0.0,0.0,0.0
1654,1.3176041388110855e-07,0.0,0.0,0.0
1655,1.3176041388110855e-07,0.0,0.0,0.0
1656,1.3176041388110855e-07,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,2.4742870355761885e-08,0.0,0.0,0.0
1674,2.4742870355761885e-08,0.0,0.0,0.0
1675,2.4742870355761885e-08,0.0,0.0,0.0
1676,2.4742870355761885e-08,0.0,0.0,0.0
1677,2.4742870355761885e-08,0.0,0.0,0.0
1678,2.4742870355761885e-08,0.0,0.0,0.0
1679,3.7081940921065583e-07,0.0,0.0,0.0
1680,3.6417846769966543e-07,0.0,0.0,0.0
1681,3.6417846769966543e-07,0.0,0.0,0.0
1682,3.6417846769966543e-07,0.0,0.0,0.0
1683,3.6417846769966543e-07,0.0,0.0,0.0
1684,3.6417846769966543e-07,0.0,0.0,0.0
1685,3.8438429937416784e-07,0.0,0.0,0.0
1686,3.830776051927387e-08,0.0,0.0,0.0
1687,2.0205831674502406e-08,0.0,0.0,0.0
1688,2.0205831674502406e-08,0.0,0.0,0.0
1689,8.334817128538166e-08,0.0,0.0,0.0
1690,8.334817128538166e-08,0.0,0.0,0.0
1691,8.334817128538166e-08,0.0,0.0,0.0
1692,8.681038415098946e-08,0.0,0.0,0.0
1693,8.681038415098946e-08,0.0,0.0,0.0
1694,8.681038415098946e-08,0.0,0.0,0.0
1695,8.681038415098946e-08,0.0,0.0,0.0
1696,3.9413990293724055e-08,0.0,0.0,0.0
1697,3.9413990293724055e-08,0.0,0.0,0.0
1698,4.978526086623398e-08,0.0,0.0,0.0
1699,5.225629706728796e-08,0.0,0.0,0.0
1700,3.3820906456380075e-07,0.0,0.0,0.0
1701,3.3820906456380075e-07,0.0,0.0,0.0
1702,3.501942243490573e-07,0.0,0.0,0.0
1703,3.565306982977745e-07,0.0,0.0,0.0
1704,3.825159972896992e-07,0.0,0.0,0.0
1705,4.1793374906871706e-07,0.0,0.0,0.0
1706,4.139454341205757e-07,0.0,0.0,0.0
1707,1.5229757264835696e-07,0.0,0.0,0.0
1708,1.8123517467724275e-07,0.0,0.0,0.0
1709,1.8127503104941362e-07,0.0,0.0,0.0
1710,1.5919261134708256e-07,0.0,0.0,0.0
1711,1.3320731235515787e-07,0.0,0.0,0.0
1712,8.741829000363005e-08,0.0,0.0,0.0
1713,6.526752421060727e-08,0.0,0.0,0.0
1714,4.096261818631319e-08,0.0,0.0,0.0
1715,3.4669722838641196e-08,0.0,0.0,0.0
1716,2.264470668121378e-08,0.0,0.0,0.0
1717,6.085173457189999e-08,0.0,0.0,0.0
1718,6.085173457189999e-08,0.0,0.0,0.0
1719,7.402147669414002e-08,0.0,0.0,0.0
1720,8.308260492283028e-08,0.0,0.0,0.0
1721,9.184266299858532e-08,0.0,0.0,0.0
1722,6.919795631737153e-08,0.0,0.0,0.0
1723,6.919795631737153e-08,0.0,0.0,0.0
1724,3.0990928426685316e-08,0.0,0.0,0.0
1725,8.246160072238646e-08,0.0,0.0,0.0
1726,6.929185860014644e-08,0.0,0.0,0.0
1727,6.707344622571196e-08,0.0,0.0,0.0
1728,8.423162814860266e-08,0.0,0.0,0.0
1729,8.423162814860266e-08,0.0,0.0,0.0
1730,1.1696457998969631e-07,0.0,0.0,0.0
1731,1.1696457998969631e-07,0.0,0.0,0.0
1732,9.052800312555778e-08,0.0,0.0,0.0
1733,9.052800312555778e-08,0.0,0.0,0.0
1734,9.400875049842788e-08,0.0,0.0,0.0
1735,1.392266954423706e-07,0.0,0.0,0.0
1736,1.4473902051495964e-07,0.0,0.0,0.0
1737,1.1892769689682479e-07,0.0,0.0,0.0
1738,1.1892769689682479e-07,0.0,0.0,0.0
1739,9.712451795199481e-08,0.0,0.0,0.0
1740,9.712451795199481e-08,0.0,0.0,0.0
1741,8.680105472486893e-08,0.0,0.0,0.0
1742,2.2042242063337525e-08,0.0,0.0,0.0
1743,1.652991699074846e-08,0.0,0.0,0.0
1744,2.746453020563422e-08,0.0,0.0,0.0
1745,2.746453020563422e-08,0.0,0.0,0.0
1746,3.418956800211552e-08,0.0,0.0,0.0
1747,5.914447852108294e-08,0.0,0.0,0.0
1748,8.462260022871046e-08,0.0,0.0,0.0
1749,8.32005083241581e-08,0.0,0.0,0.0
1750,8.32005083241581e-08,0.0,0.0,0.0
1751,7.605168304637897e-08,0.0,0.0,0.0
1752,9.164604364286788e-08,0.0,0.0,0.0
1753,8.671944178623952e-08,0.0,0.0,0.0
1754,6.59485999778196e-08,0.0,0.0,0.0
1755,6.359032487880865e-08,0.0,0.0,0.0
1756,8.291880883502602e-08,0.0,0.0,0.0
1757,1.4382127412813717e-07,3.045123264655558e-09,0.0,0.0
1758,1.393290275534095e-07,3.045123264655558e-09,0.0,0.0
1759,1.2721346185985893e-07,3.045123264655558e-09,0.0,0.0
1760,1.3549094468601197e-07,3.045123264655558e-09,0.0,0.0
1761,1.3685801089228074e-07,3.045123264655558e-09,0.0,0.0
1762,1.2983365646082996e-07,3.045123264655558e-09,0.0,0.0
1763,1.424526599537655e-07,3.045123264655558e-09,0.0,0.0
1764,1.1527835092855249e-07,0.0,0.0,0.0
1765,1.2674763181865144e-07,0.0,0.0,0.0
1766,1.232688369157131e-07,0.0,0.0,0.0
1767,2.3952010660569354e-07,0.0,0.0,0.0
1768,2.581088856296836e-07,0.0,0.0,0.0
1769,2.602909522205924e-07,0.0,0.0,0.0
1770,2.4645155706691314e-07,0.0,0.0,0.0
1771,2.2851926319487704e-07,0.0,0.0,0.0
1772,2.266513031859826e-07,0.0,0.0,0.0
1773,2.3184168489771245e-07,0.0,0.0,0.0
1774,1.022835799549934e-07,0.0,0.0,0.0
1775,9.54758009795244e-08,0.0,0.0,0.0
1776,1.2330852326515795e-07,0.0,0.0,0.0
1777,1.0608125121182508e-07,0.0,0.0,0.0
1778,1.0975339494377425e-07,0.0,0.0,0.0
1779,1.1699207545591759e-07,0.0,0.0,0.0
1780,1.329439557805147e-07,0.0,0.0,0.0
1781,1.8075687587984897e-07,0.0,0.0,0.0
1782,2.1953621143211421e-07,0.0,0.0,0.0
1783,1.8212432654049086e-07,0.0,0.0,0.0
1784,1.8128164214203935e-07,0.0,0.0,0.0
1785,1.71522370148328e-07,0.0,0.0,0.0
1786,1.538275924417576e-07,0.0,0.0,0.0
1787,1.3526361364313289e-07,0.0,0.0,0.0
1788,1.0574242256414631e-07,0.0,0.0,0.0
1789,5.7774645765919427e-08,0.0,0.0,0.0
1790,5.7915036829773014e-08,0.0,0.0,0.0
1791,6.595321596794942e-08,0.0,0.0,0.0
1792,5.950926786267376e-08,0.0,0.0,0.0
1793,6.598113978993427e-08,0.0,0.0,0.0
1794,7.937062562746178e-08,0.0,0.0,0.0
1795,6.29054408562979e-08,0.0,0.0,0.0
1796,7.846578777202597e-08,0.0,0.0,0.0
1797,7.756393140466247e-08,0.0,0.0,0.0
1798,8.247069389304735e-08,0.0,0.0,0.0
1799,9.242283915966709e-08,0.0,0.0,0.0
1800,8.923551599236492e-08,0.0,0.0,0.0
1801,1.0252119737279892e-07,0.0,0.0,0.0
1802,1.0720655499848622e-07,0.0,0.0,0.0
1803,9.508551305056504e-08,0.0,0.0,0.0
1804,9.904660710649945e-08,0.0,0.0,0.0
1805,9.539051148976796e-08,0.0,0.0,0.0
1806,9.018863319657352e-08,0.0,0.0,0.0
1807,9.97459384929503e-08,0.0,0.0,0.0
1808,8.838009080136544e-08,7.531622056181471e-09,0.0,0.0
1809,1.1244448318490998e-07,7.712546870993923e-09,0.0,0.0
1810,1.2505256360587476e-07,7.712546870993923e-09,0.0,0.0
1811,1.2206112895033323e-07,7.946930811821216e-09,0.0,0.0
1812,1.1780461355621291e-07,7.946930811821216e-09,0.0,0.0
1813,1.167728192236999e-07,7.946930811821216e-09,0.0,0.0
1814,1.251082549304426e-07,7.946930811821216e-09,0.0,0.0
1815,1.3368092867592297e-07,4.1530875563974435e-10,0.0,0.0
1816,1.1698724275025338e-07,2.343839408272938e-10,0.0,0.0
1817,1.0290567027076187e-07,2.343839408272938e-10,0.0,0.0
1818,1.1118642666880468e-07,0.0,0.0,0.0
1819,1.1198209546949198e-07,0.0,0.0,0.0
1820,1.2091770632391023e-07,0.0,0.0,0.0
1821,1.0800677431786556e-07,0.0,0.0,0.0
1822,1.2134777652558375e-07,0.0,0.0,0.0
1823,1.2558486466624735e-07,1.4046276840064464e-10,0.0,0.0
1824,1.288873597055889e-07,1.4046276840064464e-10,0.0,0.0
1825,1.3411118666389094e-07,1.4046276840064464e-10,0.0,0.0
1826,1.6820060315987056e-07,1.4046276840064464e-10,0.0,0.0
1827,1.7298671346160128e-07,1.4046276840064464e-10,0.0,0.0
1828,2.016160891571417e-07,1.4046276840064464e-10,0.0,0.0
1829,2.0763363904409614e-07,1.4046276840064464e-10,0.0,0.0
1830,2.1334007880925908e-07,0.0,1.9060908407197985e-10,1.9060908407197985e-10
1831,2.3420620566737072e-07,0.0,1.9060908407197985e-10,1.9060908407197985e-10
1832,2.2150207001914168e-07,0.0,3.609080018967299e-10,3.609080018967299e-10
1833,1.8789075945895612e-07,0.0,3.609080018967299e-10,3.609080018967299e-10
1834,1.8462842023479554e-07,0.0,3.609080018967299e-10,3.609080018967299e-10
1835,1.6172625955895065e-07,0.0,3.609080018967299e-10,3.609080018967299e-10
1836,1.243142833118327e-07,0.0,3.609080018967299e-10,3.609080018967299e-10
1837,1.375825827868279e-07,0.0,1.7029891782475e-10,1.7029891782475e-10
1838,1.6932622567570173e-07,7.632574730972611e-11,1.7029891782475e-10,1.7029891782475e-10
1839,1.6840983464914772e-07,7.632574730972611e-11,0.0,0.0
1840,1.8001286150592932e-07,7.632574730972611e-11,0.0,0.0
1841,1.7705558669993999e-07,7.632574730972611e-11,0.0,0.0
1842,1.7241895733377532e-07,7.632574730972611e-11,0.0,0.0
1843,2.1784879525707117e-07,7.632574730972611e-11,0.0,0.0
1844,1.894361310356934e-07,7.632574730972611e-11,6.678285702221842e-11,6.678285702221842e-11
1845,1.4210121333592595e-07,1.3347753061562376e-10,6.678285702221842e-11,6.678285702221842e-11
1846,1.4335452342655636e-07,1.3347753061562376e-10,1.3200335665811532e-10,1.3200335665811532e-10
1847,1.3936087940789677e-07,1.3347753061562376e-10,1.3200335665811532e-10,1.3200335665811532e-10
1848,1.353208592799352e-07,1.3347753061562376e-10,1.3200335665811532e-10,1.3200335665811532e-10
1849,1.322112623824978e-07,1.3347753061562376e-10,1.3200335665811532e-10,1.3200335665811532e-10
1850,9.589096906990693e-08,1.3347753061562376e-10,1.3200335665811532e-10,1.3200335665811532e-10
1851,1.04805634139536e-07,2.2633472080662338e-10,6.52204996358969e-11,6.52204996358969e-11
1852,1.0113556722249736e-07,9.285719019099962e-11,6.52204996358969e-11,6.52204996358969e-11
1853,1.0759630494508851e-07,9.285719019099962e-11,0.0,0.0
1854,1.0570652721396203e-07,9.285719019099962e-11,0.0,0.0
1855,1.1090670324977379e-07,9.285719019099962e-11,0.0,0.0
1856,1.144074001250114e-07,9.285719019099962e-11,0.0,0.0
1857,1.1441186233339198e-07,1.4099141695414882e-10,4.8134226763149204e-11,4.8134226763149204e-11
1858,1.0879695671357175e-07,4.8134226763149204e-11,4.8134226763149204e-11,4.8134226763149204e-11
1859,1.0809857643932577e-07,4.8134226763149204e-11,4.8134226763149204e-11,4.8134226763149204e-11
1860,1.0586676069124223e-07,4.8134226763149204e-11,4.8134226763149204e-11,4.8134226763149204e-11
1861,1.0313876381522797e-07,2.7408094841315945e-10,4.8134226763149204e-11,4.8134226763149204e-11
1862,9.546095469659122e-08,2.7408094841315945e-10,4.8134226763149204e-11,4.8134226763149204e-11
1863,9.572411536445153e-08,3.6955671063004e-10,4.8134226763149204e-11,4.8134226763149204e-11
1864,1.0344624103351765e-07,3.214224838668908e-10,0.0,0.0
1865,1.0831502602773721e-07,3.214224838668908e-10,0.0,0.0
1866,1.0430445079074551e-07,3.214224838668908e-10,0.0,0.0
1867,1.0040256118567673e-07,3.646349412887519e-10,0.0,0.0
1868,1.0484272041009848e-07,1.3868821963874163e-10,4.4811698003093574e-11,4.4811698003093574e-11
1869,1.2153701435733767e-07,1.7827410579508906e-10,4.4811698003093574e-11,4.4811698003093574e-11
1870,1.239892029047951e-07,8.279834357820854e-11,4.4811698003093574e-11,4.4811698003093574e-11
1871,1.2706830939837994e-07,8.279834357820854e-11,1.259638227057991e-10,1.259638227057991e-10
1872,1.3073480127039667e-07,2.466051846854762e-10,1.66915532982616e-10,1.66915532982616e-10
1873,1.3942423342833926e-07,2.466051846854762e-10,1.66915532982616e-10,1.66915532982616e-10
1874,1.5508341277836735e-07,4.0209630466517664e-10,1.66915532982616e-10,1.66915532982616e-10
1875,1.5636952355180256e-07,5.22441395700568e-10,1.622188653246529e-10,1.622188653246529e-10
1876,1.6034151022787618e-07,5.211874939562275e-10,4.3054276810394754e-10,4.3054276810394754e-10
1877,1.6859167268583925e-07,5.561391664648291e-10,4.3054276810394754e-10,4.3054276810394754e-10
1878,1.6262136374020235e-07,6.287098857400102e-10,3.49390643401242e-10,3.49390643401242e-10
1879,1.610278437575679e-07,5.347306724396666e-10,3.084389331244251e-10,3.084389331244251e-10
1880,1.7037890082909663e-07,7.320507692095849e-10,3.413256165802585e-10,3.413256165802585e-10
1881,1.6663404218369188e-07,7.227407719919857e-10,3.413256165802585e-10,3.413256165802585e-10
1882,1.6654853344074842e-07,7.320339969117486e-10,3.0121058623512806e-10,3.0121058623512806e-10
1883,1.5596745786946746e-07,9.185604142393698e-10,9.71319393964062e-11,9.71319393964062e-11
1884,1.5073245914923712e-07,1.005652370901698e-09,9.71319393964062e-11,9.71319393964062e-11
1885,1.5110590417017583e-07,9.911282072838645e-10,9.71319393964062e-11,9.71319393964062e-11
1886,1.506394003821957e-07,1.0316550431393218e-09,9.71319393964062e-11,9.71319393964062e-11
1887,1.4448115694319442e-07,1.0001387614913933e-09,6.424525594057279e-11,6.424525594057279e-11
1888,1.7328522566068777e-07,9.457593874717674e-10,6.424525594057279e-11,6.424525594057279e-11
1889,1.7392365845937873e-07,8.161210715166131e-10,6.424525594057279e-11,6.424525594057279e-11
1890,1.8660500497194983e-07,5.91262669776985e-10,0.0,0.0
1891,1.9595441155420952e-07,5.460341980155294e-10,2.5605051808977717e-11,2.5605051808977717e-11
1892,2.0048721337064178e-07,6.003455510494859e-10,4.8076633943746774e-11,4.8076633943746774e-11
1893,2.09381574174066e-07,2.1734933138998056e-09,4.8076633943746774e-11,4.8076633943746774e-11
1894,2.1467366195793147e-07,3.6866641723547796e-09,4.8076633943746774e-11,4.8076633943746774e-11
1895,1.9667488158704926e-07,3.805704457920151e-09,1.115902568761738e-10,1.115902568761738e-10
1896,2.1804379863559526e-07,3.9801282983705934e-09,1.115902568761738e-10,1.115902568761738e-10
1897,2.2344132284095914e-07,4.314509900143244e-09,1.673205225165881e-10,1.673205225165881e-10
1898,2.3057393556363032e-07,4.436114594711224e-09,1.4171547070761037e-10,1.4171547070761037e-10
1899,2.514734762014216e-07,5.708013585601992e-09,2.467412345869795e-10,2.467412345869795e-10
1900,2.8240003148636917e-07,4.078723172698925e-09,2.467412345869795e-10,2.467412345869795e-10
1901,3.1760386726935916e-07,2.519705305514819e-09,2.467412345869795e-10,2.467412345869795e-10
1902,3.775092563630876e-07,2.282869104070733e-09,2.5210077279704176e-10,2.5210077279704176e-10
1903,4.183101184805439e-07,2.1403235533108092e-09,2.5210077279704176e-10,2.5210077279704176e-10
1904,4.6105068512198546e-07,1.8217956914859786e-09,2.2807798705226645e-10,2.2807798705226645e-10
1905,5.247706716155725e-07,1.6691164254305819e-09,2.2807798705226645e-10,2.2807798705226645e-10
1906,5.68151518466818e-07,3.1588949809099477e-10,1.1609562715937066e-10,1.1609562715937066e-10
1907,5.821284787543846e-07,2.6167768448136034e-10,1.4539597502162748e-10,1.4539597502162748e-10
1908,5.991815571958017e-07,3.06414327442907e-10,1.4539597502162748e-10,1.4539597502162748e-10
1909,5.791284495769235e-07,3.305390653645419e-10,1.0408483202312929e-10,1.0408483202312929e-10
1910,5.623790530405261e-07,3.124346654408734e-10,1.1785872178997943e-10,1.1785872178997943e-10
1911,5.446741267535669e-07,3.944264508258323e-10,1.1410710570869398e-10,1.1410710570869398e-10
1912,5.126335054228548e-07,4.2075640491586897e-10,1.5734942812991751e-10,1.5734942812991751e-10
1913,4.7225304099031617e-07,4.755139446881757e-10,3.563032339409007e-10,3.563032339409007e-10
1914,4.734462411956234e-07,4.755139446881757e-10,4.1470182149394574e-10,4.1470182149394574e-10
1915,4.7118529421043475e-07,3.586366630257766e-10,7.175375462448968e-10,7.175375462448968e-10
1916,4.964558156318941e-07,5.129678418147599e-10,7.652348427541636e-10,7.652348427541636e-10
1917,5.441880830403534e-07,4.991939520479097e-10,8.073238902791705e-10,8.073238902791705e-10
1918,5.825750487734435e-07,4.4448914390419047e-10,8.656494608429353e-10,8.656494608429353e-10
1919,5.749151301058321e-07,4.0083009728813275e-10,8.508186318177482e-10,8.508186318177482e-10
1920,5.939421855925633e-07,3.6144589503945516e-10,6.827531496516365e-10,6.827531496516365e-10
1921,5.757898569364832e-07,3.6144589503945516e-10,5.950542142363346e-10,5.950542142363346e-10
1922,5.598250741708657e-07,3.619323194322835e-10,3.163697855278004e-10,3.163697855278004e-10
1923,5.366961041935221e-07,3.1357877604078407e-10,2.411104708745425e-10,2.411104708745425e-10
1924,4.783855810533819e-07,3.1357877604078407e-10,1.8524753358268546e-10,1.8524753358268546e-10
1925,4.5083738444061184e-07,4.0846910576153306e-10,9.896609920456712e-11,9.896609920456712e-11
1926,4.4696483720534683e-07,4.259035386271799e-10,7.055460580853077e-11,7.055460580853077e-11
1927,4.1673116259387045e-07,4.0223860750135797e-10,9.236642799821076e-11,9.236642799821076e-11
1928,4.204665832016222e-07,4.934765532712707e-10,1.1517591444068894e-10,1.1517591444068894e-10
1929,4.060859615557482e-07,6.221745341150609e-10,9.102461839827214e-11,9.102461839827214e-11
1930,3.9139188905729885e-07,4.748538705103198e-10,9.102461839827214e-11,9.102461839827214e-11
1931,3.9891242766186353e-07,4.748538705103198e-10,9.102461839827214e-11,9.102461839827214e-11
1932,3.721594014548048e-07,3.3682282360051174e-10,9.102461839827214e-11,9.102461839827214e-11
1933,3.662384610184485e-07,3.8364553200942453e-10,1.1419177706592113e-10,1.1419177706592113e-10
1934,3.679875045950861e-07,4.0584290293489897e-10,6.844451989301043e-11,6.844451989301043e-11
1935,3.618901506082953e-07,4.0349428956762013e-10,6.785736655119073e-11,6.785736655119073e-11
1936,3.652794475783594e-07,2.264937166389964e-10,6.785736655119073e-11,6.785736655119073e-11
1937,3.6272319903218886e-07,3.162633845286779e-10,6.785736655119073e-11,6.785736655119073e-11
1938,3.353551392137888e-07,3.597678861171667e-10,8.96096173454351e-11,8.96096173454351e-11
1939,3.4143344659501705e-07,3.8466191145035214e-10,8.96096173454351e-11,8.96096173454351e-11
1940,3.424531891076705e-07,3.435798015142108e-10,9.223572104501341e-11,9.223572104501341e-11
1941,3.518283254574531e-07,3.813797591226528e-10,1.2492498702165733e-10,1.2492498702165733e-10
1942,3.562081393023878e-07,3.42306518447926e-10,1.0270265392099885e-10,1.0270265392099885e-10
1943,3.4972979230068244e-07,4.4957314260241077e-10,1.0270265392099885e-10,1.0270265392099885e-10
1944,3.486958226923369e-07,6.633446351735271e-10,1.0270265392099885e-10,1.0270265392099885e-10
1945,3.6936407760939413e-07,7.887649125118809e-10,8.095040312675446e-11,8.095040312675446e-11
1946,3.7868140014195107e-07,8.300633038059248e-10,8.095040312675446e-11,8.095040312675446e-11
1947,3.7669628990702873e-07,8.778186312761806e-10,5.5157140759527174e-11,5.5157140759527174e-11
1948,3.783742751498461e-07,8.292829240768335e-10,0.0,0.0
1949,3.752595034711703e-07,8.134791570516395e-10,0.0,0.0
1950,3.890821419970182e-07,9.09252244924679e-10,0.0,0.0
1951,3.998354226756159e-07,7.546529750308245e-10,1.654909840117672e-11,1.654909840117672e-11
1952,4.183362542724873e-07,6.01412145283055e-10,4.791699675932293e-11,4.791699675932293e-11
1953,4.4319379201494614e-07,5.352197286558256e-10,4.791699675932293e-11,4.791699675932293e-11
1954,5.011915829657352e-07,4.93941700041578e-10,6.243295265693862e-11,6.243295265693862e-11
1955,5.614497687085012e-07,5.177187081817358e-10,7.692720468569344e-11,7.692720468569344e-11
1956,6.250692397965654e-07,5.375784054018062e-10,7.692720468569344e-11,7.692720468569344e-11
1957,6.896956189653533e-07,4.747196713109478e-10,7.692720468569344e-11,7.692720468569344e-11
1958,7.140241515506724e-07,3.495813965684721e-10,7.227991419675054e-11,7.227991419675054e-11
1959,7.642011041752994e-07,4.355429013479041e-10,6.349989383520288e-11,6.349989383520288e-11
1960,7.85145118697983e-07,4.884822050822888e-10,6.349989383520288e-11,6.349989383520288e-11
1961,7.8004947161909e-07,4.866962249883144e-10,6.023950683513896e-11,6.023950683513896e-11
1962,7.48866073406264e-07,4.389209729798489e-10,4.574525480638414e-11,4.574525480638414e-11
