ngram,Tesla,Teala,Tsla,Teala
1958,2.0990996826445292e-07,4.788246347039607e-10,5.391087100546445e-10,4.788246347039607e-10
1959,2.1219073533172506e-07,4.229927658139232e-10,4.5442285648685955e-10,4.229927658139232e-10
1960,1.9412942110972965e-07,4.872901546556666e-10,3.4459819918199383e-10,4.872901546556666e-10
1961,2.051836795707069e-07,4.194451750213649e-10,3.4133781218192993e-10,4.194451750213649e-10
1962,1.9248303877767675e-07,3.9207343522600675e-10,6.141095063028068e-10,3.9207343522600675e-10
1963,1.7493185566763714e-07,3.7147713080213206e-10,7.143464441004634e-10,3.7147713080213206e-10
1964,1.7072292532053064e-07,3.414738055810115e-10,7.263247116846244e-10,3.414738055810115e-10
1965,1.613514005579678e-07,3.4102870924027483e-10,7.166194354194363e-10,3.4102870924027483e-10
1966,1.5657579309293267e-07,4.2395768840020054e-10,7.304943128568933e-10,4.2395768840020054e-10
1967,1.524439972350982e-07,3.5881610579594335e-10,8.189411024317472e-10,3.5881610579594335e-10
1968,1.3679752137412444e-07,5.198933168891275e-10,8.34255157019673e-10,5.198933168891275e-10
1969,1.3900731943294886e-07,5.700800169229834e-10,7.424228533535273e-10,5.700800169229834e-10
1970,1.4525020069251176e-07,6.730454289132532e-10,6.484454877815032e-10,6.730454289132532e-10
1971,1.5510597048010562e-07,7.711660516512048e-10,6.212959194737014e-10,7.711660516512048e-10
1972,1.6313763292633405e-07,7.880783961918983e-10,5.769812405631569e-10,7.880783961918983e-10
1973,1.8405997691063802e-07,8.228811838278155e-10,5.396530563687005e-10,8.228811838278155e-10
1974,2.053329544488796e-07,8.668859677715293e-10,5.408287984121074e-10,8.668859677715293e-10
1975,2.258932677737643e-07,7.774655522549015e-10,6.440111777195057e-10,7.774655522549015e-10
1976,2.810367314103652e-07,9.056207926429392e-10,5.320990632234108e-10,9.056207926429392e-10
1977,2.9948185036638666e-07,8.470589547242874e-10,4.983595599686705e-10,8.470589547242874e-10
1978,3.58479508934449e-07,8.565102833329214e-10,7.39993522807276e-10,8.565102833329214e-10
1979,3.913714741494394e-07,9.262531218214219e-10,7.794965387449995e-10,9.262531218214219e-10
1980,4.1736625381158123e-07,9.113227157036314e-10,8.640325637505291e-10,9.113227157036314e-10
1981,4.3643900734683226e-07,9.274819563158993e-10,8.125590240342412e-10,9.274819563158993e-10
1982,4.5754048626024867e-07,1.0592262939772873e-09,9.051518780532421e-10,1.0592262939772873e-09
1983,4.411423942331437e-07,1.0945617745505842e-09,8.888744224793449e-10,1.0945617745505842e-09
1984,4.6395701198369874e-07,1.3170236171485987e-09,8.600644640921473e-10,1.3170236171485987e-09
1985,4.4741179294760514e-07,1.2315481571053714e-09,6.404994986767118e-10,1.2315481571053714e-09
1986,4.5100229531921545e-07,1.3307064101424665e-09,5.905141475010772e-10,1.3307064101424665e-09
1987,4.5659425040867063e-07,1.3725038645289495e-09,4.930241373887359e-10,1.3725038645289495e-09
1988,4.6060243010158176e-07,1.4791636090575162e-09,4.895321925602047e-10,1.4791636090575162e-09
1989,4.599018349641223e-07,1.6943325710703861e-09,3.1375141770365444e-10,1.6943325710703861e-09
1990,4.582470905591306e-07,2.0159341735619715e-09,2.3083376480112098e-10,2.0159341735619715e-09
1991,4.5565143734295687e-07,2.1102786105865944e-09,2.1879522003688733e-10,2.1102786105865944e-09
1992,4.531704535436022e-07,2.232555410383189e-09,1.8637200513030701e-10,2.232555410383189e-09
1993,4.6208156488449147e-07,2.191839709730914e-09,1.8590480940375694e-10,2.191839709730914e-09
1994,4.4521960213777287e-07,2.239256304191274e-09,2.2437057767277224e-10,2.239256304191274e-09
1995,5.036386880874488e-07,2.144649537326261e-09,2.3442344890664147e-10,2.144649537326261e-09
1996,5.086914143248578e-07,2.309912610393943e-09,2.3827568093207473e-10,2.309912610393943e-09
1997,5.100488635889633e-07,1.985634339491631e-09,2.9399104579346565e-10,1.985634339491631e-09
1998,5.18959049194174e-07,1.7143947372844082e-09,1.6643555383095381e-09,1.7143947372844082e-09
1999,5.166362728102416e-07,1.747544204582547e-09,1.6768688620200883e-09,1.747544204582547e-09
2000,4.942488942560885e-07,1.8839243339944088e-09,1.691197219964659e-09,1.8839243339944088e-09
2001,5.108393403523743e-07,1.94314045806213e-09,1.65295196974391e-09,1.94314045806213e-09
2002,4.4426077546891716e-07,1.9324874399119706e-09,1.629716266699737e-09,1.9324874399119706e-09
2003,4.457486519575988e-07,1.6501664796513588e-09,1.7495184903967446e-09,1.6501664796513588e-09
2004,4.6196320064544647e-07,3.4927839192328794e-09,1.7107674760945863e-09,3.4927839192328794e-09
2005,4.571395168438487e-07,4.143200782458223e-09,3.5067330785208487e-10,4.143200782458223e-09
2006,4.7660132703900414e-07,5.628126393502393e-09,3.487366030872709e-10,5.628126393502393e-09
2007,5.148075713025589e-07,5.595847737563783e-09,3.816384965985417e-10,5.595847737563783e-09
2008,5.735559917801376e-07,5.538962590177578e-09,3.71937735570744e-10,5.538962590177578e-09
2009,6.23646976854226e-07,5.809610364211031e-09,3.5461219947566635e-10,5.809610364211031e-09
2010,6.797543587059149e-07,5.6994957325124625e-09,1.4002808622447833e-09,5.6994957325124625e-09
2011,7.214323350776144e-07,3.847392119179663e-09,1.5881942574065754e-09,3.847392119179663e-09
2012,8.394957262680691e-07,3.295451736892322e-09,1.6720047595956767e-09,3.295451736892322e-09
2013,9.444114782906711e-07,2.9416207406437624e-09,1.6359787559868032e-09,2.9416207406437624e-09
2014,1.0311549577376615e-06,5.3693426688943595e-09,1.6186773972284456e-09,5.3693426688943595e-09
2015,1.1055865586838211e-06,5.261021832466842e-09,1.9285048416825943e-09,5.261021832466842e-09
2016,1.2312913132258733e-06,5.0296179522822476e-09,1.9243561625145335e-09,5.0296179522822476e-09
2017,1.2921120836987636e-06,5.60519594627884e-09,8.265471224122578e-10,5.60519594627884e-09
2018,1.386412759529776e-06,6.401267349520623e-09,6.863868085016378e-10,6.401267349520623e-09
2019,1.4028659052200965e-06,7.637138907390373e-09,6.243647474035718e-10,7.637138907390373e-09
