ngram,Danske Bank,Danske Bnk,Danske Bank
1864,0.0,0.0,0.0
1865,0.0,0.0,0.0
1866,0.0,0.0,0.0
1867,0.0,0.0,0.0
1868,0.0,0.0,0.0
1869,0.0,0.0,0.0
1870,0.0,0.0,0.0
1871,0.0,0.0,0.0
1872,0.0,0.0,0.0
1873,0.0,0.0,0.0
1874,0.0,0.0,0.0
1875,0.0,0.0,0.0
1876,0.0,0.0,0.0
1877,0.0,0.0,0.0
1878,0.0,0.0,0.0
1879,0.0,0.0,0.0
1880,0.0,0.0,0.0
1881,0.0,0.0,0.0
1882,0.0,0.0,0.0
1883,0.0,0.0,0.0
1884,0.0,0.0,0.0
1885,0.0,0.0,0.0
1886,0.0,0.0,0.0
1887,0.0,0.0,0.0
1888,0.0,0.0,0.0
1889,0.0,0.0,0.0
1890,0.0,0.0,0.0
1891,0.0,0.0,0.0
1892,0.0,0.0,0.0
1893,0.0,0.0,0.0
1894,0.0,0.0,0.0
1895,0.0,0.0,0.0
1896,0.0,0.0,0.0
1897,0.0,0.0,0.0
1898,0.0,0.0,0.0
1899,0.0,0.0,0.0
1900,0.0,0.0,0.0
1901,0.0,0.0,0.0
1902,0.0,0.0,0.0
1903,0.0,0.0,0.0
1904,0.0,0.0,0.0
1905,0.0,0.0,0.0
1906,0.0,0.0,0.0
1907,0.0,0.0,0.0
1908,0.0,0.0,0.0
1909,0.0,0.0,0.0
1910,0.0,0.0,0.0
1911,0.0,0.0,0.0
1912,0.0,0.0,0.0
1913,0.0,0.0,0.0
1914,0.0,0.0,0.0
1915,0.0,0.0,0.0
1916,0.0,0.0,0.0
1917,0.0,0.0,0.0
1918,1.0928821339969578e-10,0.0,1.0928821339969578e-10
1919,1.4978340789895128e-10,0.0,1.4978340789895128e-10
1920,1.9383236285871622e-10,0.0,1.9383236285871622e-10
1921,2.4719901126069033e-10,0.0,2.4719901126069033e-10
1922,2.4719901126069033e-10,0.0,2.4719901126069033e-10
1923,2.4719901126069033e-10,0.0,2.4719901126069033e-10
1924,2.4719901126069033e-10,0.0,2.4719901126069033e-10
1925,1.3791079786099455e-10,0.0,1.3791079786099455e-10
1926,9.741560336173904e-11,0.0,9.741560336173904e-11
1927,5.336664840197411e-11,0.0,5.336664840197411e-11
1928,2.164537398525417e-11,0.0,2.164537398525417e-11
1929,2.164537398525417e-11,0.0,2.164537398525417e-11
1930,2.164537398525417e-11,0.0,2.164537398525417e-11
1931,2.164537398525417e-11,0.0,2.164537398525417e-11
1932,2.164537398525417e-11,0.0,2.164537398525417e-11
1933,2.164537398525417e-11,0.0,2.164537398525417e-11
1934,2.164537398525417e-11,0.0,2.164537398525417e-11
1935,0.0,0.0,0.0
1936,0.0,0.0,0.0
1937,0.0,0.0,0.0
1938,1.2397297474312349e-10,0.0,1.2397297474312349e-10
1939,1.2397297474312349e-10,0.0,1.2397297474312349e-10
1940,1.2397297474312349e-10,0.0,1.2397297474312349e-10
1941,1.2397297474312349e-10,0.0,1.2397297474312349e-10
1942,1.2397297474312349e-10,0.0,1.2397297474312349e-10
1943,1.2397297474312349e-10,0.0,1.2397297474312349e-10
1944,1.781256967322723e-10,0.0,1.781256967322723e-10
1945,5.4152721989148795e-11,0.0,5.4152721989148795e-11
1946,5.4152721989148795e-11,0.0,5.4152721989148795e-11
1947,5.4152721989148795e-11,0.0,5.4152721989148795e-11
1948,5.4152721989148795e-11,0.0,5.4152721989148795e-11
1949,5.4152721989148795e-11,0.0,5.4152721989148795e-11
1950,8.631881519084926e-11,0.0,8.631881519084926e-11
1951,3.216609320170047e-11,0.0,3.216609320170047e-11
1952,4.707721811587311e-11,0.0,4.707721811587311e-11
1953,4.707721811587311e-11,0.0,4.707721811587311e-11
1954,4.707721811587311e-11,0.0,4.707721811587311e-11
1955,6.086098787637186e-11,0.0,6.086098787637186e-11
1956,6.086098787637186e-11,0.0,6.086098787637186e-11
1957,2.8694894674671392e-11,0.0,2.8694894674671392e-11
1958,2.8694894674671392e-11,0.0,2.8694894674671392e-11
1959,1.1051597930451201e-10,0.0,1.1051597930451201e-10
1960,1.1051597930451201e-10,0.0,1.1051597930451201e-10
1961,1.533412067957128e-10,0.0,1.533412067957128e-10
1962,1.3955743703521406e-10,1.9411849112265552e-11,1.3955743703521406e-10
1963,1.3955743703521406e-10,2.8837384860988127e-11,1.3955743703521406e-10
1964,1.3955743703521406e-10,2.8837384860988127e-11,1.3955743703521406e-10
1965,1.3955743703521406e-10,2.8837384860988127e-11,1.3955743703521406e-10
1966,6.793851592412636e-11,3.720848133572017e-11,6.793851592412636e-11
1967,7.635639442155856e-11,4.562635983315236e-11,7.635639442155856e-11
1968,5.039422946400458e-11,5.4057891099975766e-11,5.039422946400458e-11
1969,5.039422946400458e-11,3.4646041987710217e-11,5.039422946400458e-11
1970,1.004695305125861e-10,2.522050623898764e-11,1.004695305125861e-10
1971,1.2603392635091026e-10,2.522050623898764e-11,1.2603392635091026e-10
1972,2.3365977109517695e-10,2.522050623898764e-11,2.3365977109517695e-10
1973,1.214297266904918e-09,2.4706837766151425e-11,1.214297266904918e-09
1974,3.020306346293974e-09,2.404292043234335e-11,3.020306346293974e-09
1975,4.0521465032623234e-09,1.5611389165519948e-11,4.0521465032623234e-09
1976,5.061178472352625e-09,1.5611389165519948e-11,5.061178472352625e-09
1977,6.584136430509702e-09,2.3247472895139764e-11,6.584136430509702e-09
1978,8.126449164385413e-09,7.757984879508406e-11,8.126449164385413e-09
1979,9.680867663064419e-09,7.757984879508406e-11,9.680867663064419e-09
1980,1.0412038977035211e-08,7.717702221346886e-11,1.0412038977035211e-08
1981,1.1594979706533844e-08,7.668060977850111e-11,1.1594979706533844e-08
1982,1.2548109091475063e-08,1.1192414009486562e-10,1.2548109091475063e-08
1983,1.999364800704078e-08,1.2600335903635773e-10,1.999364800704078e-08
1984,2.4293782858413645e-08,1.253591422136134e-10,2.4293782858413645e-08
1985,2.869305022150976e-08,9.16743253730003e-11,2.869305022150976e-08
1986,3.1669632376869165e-08,1.5080695670418746e-10,3.1669632376869165e-08
1987,3.7891993796636466e-08,1.4335235528390681e-10,3.7891993796636466e-08
1988,4.113939284471664e-08,1.42689069389444e-10,4.113939284471664e-08
1989,4.822083913122047e-08,1.0744553907307949e-10,4.822083913122047e-08
1990,4.4904214442047826e-08,9.970164227942772e-11,4.4904214442047826e-08
1991,5.194463170710151e-08,9.270977537255222e-11,5.194463170710151e-08
1992,5.890148610124665e-08,9.023091301907371e-11,5.890148610124665e-08
1993,5.965834911795095e-08,3.722951956640154e-11,5.965834911795095e-08
1994,5.66898852939955e-08,3.722951956640154e-11,5.66898852939955e-08
1995,5.90297639340471e-08,3.0635256732208e-11,5.90297639340471e-08
1996,5.5552588053485256e-08,3.0635256732208e-11,5.5552588053485256e-08
1997,5.501516042727417e-08,2.429993458436768e-11,5.501516042727417e-08
1998,4.684858621674591e-08,3.530111966631999e-11,4.684858621674591e-08
1999,3.910274719893485e-08,2.7457766715072954e-11,3.910274719893485e-08
2000,3.932448931566666e-08,2.132652883655796e-11,3.932448931566666e-08
2001,4.005758823057347e-08,2.6156840086745602e-11,4.005758823057347e-08
2002,3.352396138467384e-08,2.6156840086745602e-11,3.352396138467384e-08
2003,3.0945492137033984e-08,3.5986820170633547e-11,3.0945492137033984e-08
2004,2.8734702109797387e-08,3.5986820170633547e-11,2.8734702109797387e-08
2005,2.57153750991636e-08,2.4985635088681235e-11,2.57153750991636e-08
2006,2.2815974760297715e-08,1.4660291334075584e-11,2.2815974760297715e-08
2007,1.937515862035103e-08,1.4660291334075584e-11,1.937515862035103e-08
2008,1.4471373432911605e-08,9.829980083887945e-12,1.4471373432911605e-08
2009,1.6765895719369643e-08,9.829980083887945e-12,1.6765895719369643e-08
2010,1.5141354329070315e-08,0.0,1.5141354329070315e-08
2011,1.5048960427017325e-08,0.0,1.5048960427017325e-08
2012,1.4818420395507864e-08,0.0,1.4818420395507864e-08
2013,1.408723804274814e-08,0.0,1.408723804274814e-08
2014,1.3728524475961227e-08,0.0,1.3728524475961227e-08
2015,1.524337659272338e-08,0.0,1.524337659272338e-08
2016,1.3176365649363625e-08,0.0,1.3176365649363625e-08
2017,1.3735485489737206e-08,0.0,1.3735485489737206e-08
2018,1.3266314091708865e-08,0.0,1.3266314091708865e-08
2019,1.3962890399454864e-08,0.0,1.3962890399454864e-08
