ngram,CNOOC,CNOC,CNOC,CNOC
2005,1.059455375492949e-07,8.24598973230601e-09,8.24598973230601e-09,8.24598973230601e-09
2006,1.0872390175466404e-07,6.032035379125286e-09,6.032035379125286e-09,6.032035379125286e-09
2007,1.1783504711664656e-07,5.084016636252337e-09,5.084016636252337e-09,5.084016636252337e-09
2008,1.1587162619873328e-07,4.8465629604826125e-09,4.8465629604826125e-09,4.8465629604826125e-09
2009,1.0052479229979586e-07,4.773639832628922e-09,4.773639832628922e-09,4.773639832628922e-09
2010,9.046681118515412e-08,4.1681895712741834e-09,4.1681895712741834e-09,4.1681895712741834e-09
2011,8.442860582087113e-08,3.843562135230627e-09,3.843562135230627e-09,3.843562135230627e-09
2012,8.007546575023688e-08,3.532602686563889e-09,3.532602686563889e-09,3.532602686563889e-09
2013,8.421656667272665e-08,3.490710831499655e-09,3.490710831499655e-09,3.490710831499655e-09
2014,7.399919965678237e-08,4.023923036048213e-09,4.023923036048213e-09,4.023923036048213e-09
2015,7.638082877292618e-08,3.868973014980221e-09,3.868973014980221e-09,3.868973014980221e-09
2016,7.026610709155128e-08,4.853275939861337e-09,4.853275939861337e-09,4.853275939861337e-09
2017,7.130706691782507e-08,5.074681156772935e-09,5.074681156772935e-09,5.074681156772935e-09
2018,6.84036820075562e-08,5.576168282672711e-09,5.576168282672711e-09,5.576168282672711e-09
2019,6.763743876092576e-08,5.792771762269666e-09,5.792771762269666e-09,5.792771762269666e-09
