ngram,Oneok,Onok,Onek,Onek
1997,7.228046732572173e-09,3.6574523915430413e-10,1.4359106665600457e-08,1.4359106665600457e-08
1998,7.267224282665146e-09,4.053982705087833e-10,1.3920627380973168e-08,1.3920627380973168e-08
1999,7.273843432337961e-09,4.775672833380793e-10,1.3534142885772229e-08,1.3534142885772229e-08
2000,7.731554824934911e-09,4.842053524007589e-10,1.3173348761037168e-08,1.3173348761037168e-08
2001,7.702850357560465e-09,3.7078734824566185e-10,1.316762077152589e-08,1.316762077152589e-08
2002,7.687632371958638e-09,3.4958879937699704e-10,1.0564955830817877e-08,1.0564955830817877e-08
2003,6.474441808076595e-09,2.888773674634772e-10,8.770251382271356e-09,8.770251382271356e-09
2004,5.923587398370955e-09,2.4215119245092025e-10,5.38015961940427e-09,5.38015961940427e-09
2005,5.05284293770915e-09,2.2574045460291688e-10,5.1633412466247e-09,5.1633412466247e-09
2006,4.632709168664714e-09,1.3326862926702328e-10,5.6119816095799385e-09,5.6119816095799385e-09
2007,3.772387941707629e-09,1.1267364323299032e-10,6.13903512152498e-09,6.13903512152498e-09
2008,3.2187942708031667e-09,1.1311434229753305e-10,6.512691782692823e-09,6.512691782692823e-09
2009,2.828609830490032e-09,1.1482327192232792e-10,6.427811679746551e-09,6.427811679746551e-09
2010,2.3159116053455317e-09,9.705731060119912e-11,6.431107392655479e-09,6.431107392655479e-09
2011,1.6380472375335638e-09,1.1058035291016438e-10,6.9947943944928934e-09,6.9947943944928934e-09
2012,1.1697434806493386e-09,9.144850600979154e-11,7.289576815188476e-09,7.289576815188476e-09
2013,1.0605725861026878e-09,8.630193385325161e-11,6.933433700189491e-09,6.933433700189491e-09
2014,9.55168313491025e-10,8.093477277260064e-11,6.022323084664549e-09,6.022323084664549e-09
2015,9.849739079914599e-10,8.121395619501267e-11,4.814029460778865e-09,4.814029460778865e-09
2016,9.088972233569795e-10,8.754337631795245e-11,4.4235753155723904e-09,4.4235753155723904e-09
2017,9.123175224538352e-10,6.870045389055039e-11,4.434853632477124e-09,4.434853632477124e-09
2018,9.062997075037771e-10,5.644312101038551e-11,3.5929957231672914e-09,3.5929957231672914e-09
2019,1.0394271277025524e-09,5.18643999275481e-11,2.9493608111330616e-09,2.9493608111330616e-09
