ngram,Kubota,Kubta,Kubota,Kubta
1993,3.7761215513195824e-07,7.228286570483609e-11,3.7761215513195824e-07,7.228286570483609e-11
1994,3.7652761924229186e-07,7.209852804065545e-11,3.7652761924229186e-07,7.209852804065545e-11
1995,3.6415452037934823e-07,7.155424962863271e-11,3.6415452037934823e-07,7.155424962863271e-11
1996,3.5562517756001656e-07,7.120427709751885e-11,3.5562517756001656e-07,7.120427709751885e-11
1997,3.4978084581130784e-07,8.66519757733045e-11,3.4978084581130784e-07,8.66519757733045e-11
1998,3.3415609631707153e-07,8.586049480523756e-11,3.3415609631707153e-07,8.586049480523756e-11
1999,3.2327194584727946e-07,8.492139283444722e-11,3.2327194584727946e-07,8.492139283444722e-11
2000,3.0766394892063023e-07,8.511810254645852e-11,3.0766394892063023e-07,8.511810254645852e-11
2001,2.8783810332047975e-07,8.368570271279272e-11,2.8783810332047975e-07,8.368570271279272e-11
2002,2.812566910798913e-07,8.266712512940342e-11,2.812566910798913e-07,8.266712512940342e-11
2003,2.697146998441115e-07,8.15232231919451e-11,2.697146998441115e-07,8.15232231919451e-11
2004,2.6109259262544325e-07,7.294678402991472e-11,2.6109259262544325e-07,7.294678402991472e-11
2005,2.56099251519767e-07,8.207477752986136e-11,2.56099251519767e-07,8.207477752986136e-11
2006,2.4707971541764504e-07,8.179810549140726e-11,2.4707971541764504e-07,8.179810549140726e-11
2007,2.4159621148100996e-07,7.730460269932721e-11,2.4159621148100996e-07,7.730460269932721e-11
2008,2.4417777767991667e-07,1.780554622394475e-10,2.4417777767991667e-07,1.780554622394475e-10
2009,2.467669142041424e-07,1.7268690842366296e-10,2.467669142041424e-07,1.7268690842366296e-10
2010,2.4747116762163e-07,1.6752877111352634e-10,2.4747116762163e-07,1.6752877111352634e-10
2011,2.4099295257786123e-07,1.4734258704003038e-10,2.4099295257786123e-07,1.4734258704003038e-10
2012,2.393861677774112e-07,1.3777666358984397e-10,2.393861677774112e-07,1.3777666358984397e-10
2013,2.4190654812628054e-07,1.3263009143330403e-10,2.4190654812628054e-07,1.3263009143330403e-10
2014,2.418740600822795e-07,1.1116144711070014e-10,2.418740600822795e-07,1.1116144711070014e-10
2015,2.42386073117424e-07,5.339857524409654e-12,2.42386073117424e-07,5.339857524409654e-12
2016,2.367522731511989e-07,5.339857524409654e-12,2.367522731511989e-07,5.339857524409654e-12
2017,2.3446211372402104e-07,6.2298337784779294e-12,2.3446211372402104e-07,6.2298337784779294e-12
2018,2.4023311198106965e-07,7.475800534173515e-12,2.4023311198106965e-07,7.475800534173515e-12
2019,2.418119393610141e-07,0.0,2.418119393610141e-07,0.0
