ngram,TAQA,TAQ,TAQ,TAQ
1986,3.218363591501421e-10,8.76567815158832e-09,8.76567815158832e-09,8.76567815158832e-09
1987,3.919504205323372e-10,8.987417350019605e-09,8.987417350019605e-09,8.987417350019605e-09
1988,3.718021010116043e-10,9.771817069800396e-09,9.771817069800396e-09,9.771817069800396e-09
1989,4.2273974400407e-10,1.1954174348817657e-08,1.1954174348817657e-08,1.1954174348817657e-08
1990,4.4564437457721747e-10,1.4648093595224867e-08,1.4648093595224867e-08,1.4648093595224867e-08
1991,4.3438715521418713e-10,1.7642877698469713e-08,1.7642877698469713e-08,1.7642877698469713e-08
1992,4.227944363658206e-10,1.8393439787140712e-08,1.8393439787140712e-08,1.8393439787140712e-08
1993,3.592158534912063e-10,1.891957397098005e-08,1.891957397098005e-08,1.891957397098005e-08
1994,3.046100891365303e-10,1.861834153515929e-08,1.861834153515929e-08,1.861834153515929e-08
1995,3.071872696690038e-10,1.8431542514463217e-08,1.8431542514463217e-08,1.8431542514463217e-08
1996,2.466192210765732e-10,1.8205090006923845e-08,1.8205090006923845e-08,1.8205090006923845e-08
1997,2.2121720725084718e-10,1.616097769893291e-08,1.616097769893291e-08,1.616097769893291e-08
1998,1.9992643949092884e-10,1.3855875558022035e-08,1.3855875558022035e-08,1.3855875558022035e-08
1999,2.223471516032178e-10,1.4026904336463173e-08,1.4026904336463173e-08,1.4026904336463173e-08
2000,2.2898522066589726e-10,1.3322339041467655e-08,1.3322339041467655e-08,1.3322339041467655e-08
2001,2.406737398660422e-10,1.4125063150873172e-08,1.4125063150873172e-08,1.4125063150873172e-08
2002,2.8084210453225925e-10,1.4501571752946672e-08,1.4501571752946672e-08,1.4501571752946672e-08
2003,3.6108449464571686e-10,1.4564632928275906e-08,1.4564632928275906e-08,1.4564632928275906e-08
2004,9.523410383706553e-10,1.4240011582598657e-08,1.4240011582598657e-08,1.4240011582598657e-08
2005,1.636388530631575e-09,1.4394143274135525e-08,1.4394143274135525e-08,1.4394143274135525e-08
2006,2.0041750144393434e-09,1.5688376185453634e-08,1.5688376185453634e-08,1.5688376185453634e-08
2007,2.3861171173842978e-09,1.5648805552968626e-08,1.5648805552968626e-08,1.5648805552968626e-08
2008,2.5417619279163463e-09,1.5253914702790487e-08,1.5253914702790487e-08,1.5253914702790487e-08
2009,3.6162753505994007e-09,1.4410409500596546e-08,1.4410409500596546e-08,1.4410409500596546e-08
2010,3.8140955156101035e-09,1.3135594453420448e-08,1.3135594453420448e-08,1.3135594453420448e-08
2011,3.657205934918092e-09,1.2705930783697892e-08,1.2705930783697892e-08,1.2705930783697892e-08
2012,3.185876879767997e-09,1.153617899620128e-08,1.153617899620128e-08,1.153617899620128e-08
2013,3.0153560125002953e-09,9.549523965241796e-09,9.549523965241796e-09,9.549523965241796e-09
2014,2.6957795123167774e-09,9.00285484257373e-09,9.00285484257373e-09,9.00285484257373e-09
2015,2.5980408300897905e-09,8.816923318428443e-09,8.816923318428443e-09,8.816923318428443e-09
2016,1.5949826221677605e-09,8.205774345729618e-09,8.205774345729618e-09,8.205774345729618e-09
2017,1.5217019866398118e-09,7.3476885316855105e-09,7.3476885316855105e-09,7.3476885316855105e-09
2018,1.1696074331268846e-09,7.263880164032344e-09,7.263880164032344e-09,7.263880164032344e-09
2019,1.0695297703033901e-09,7.257623835243976e-09,7.257623835243976e-09,7.257623835243976e-09
