ngram,Sony,Sny,Sony,Sny
1886,2.5150767563835482e-08,7.311203883578596e-08,2.5150767563835482e-08,7.311203883578596e-08
1887,2.5440356361221868e-08,7.037468208181963e-08,2.5440356361221868e-08,7.037468208181963e-08
1888,2.6551445740454127e-08,6.638463366316825e-08,2.6551445740454127e-08,6.638463366316825e-08
1889,2.7618640327123752e-08,4.1532994440477266e-08,2.7618640327123752e-08,4.1532994440477266e-08
1890,2.8588214716153615e-08,3.439358233135538e-08,2.8588214716153615e-08,3.439358233135538e-08
1891,3.0402083644227266e-08,3.341516549174425e-08,3.0402083644227266e-08,3.341516549174425e-08
1892,2.96224317456303e-08,3.318989324644203e-08,2.96224317456303e-08,3.318989324644203e-08
1893,2.8687150432915587e-08,3.317912547881211e-08,2.8687150432915587e-08,3.317912547881211e-08
1894,2.7071293524321456e-08,3.5992784879519083e-08,2.7071293524321456e-08,3.5992784879519083e-08
1895,2.3882925097901923e-08,3.693077665900546e-08,2.3882925097901923e-08,3.693077665900546e-08
1896,2.180889297725181e-08,3.8073050743849176e-08,2.180889297725181e-08,3.8073050743849176e-08
1897,2.1819215386845566e-08,4.070903081299093e-08,2.1819215386845566e-08,4.070903081299093e-08
1898,1.9136873926787042e-08,4.0484542956115936e-08,1.9136873926787042e-08,4.0484542956115936e-08
1899,1.8338788138854463e-08,4.397714091299219e-08,1.8338788138854463e-08,4.397714091299219e-08
1900,1.8222261160311907e-08,4.238447611929327e-08,1.8222261160311907e-08,4.238447611929327e-08
1901,1.736254949337633e-08,4.217928152781626e-08,1.736254949337633e-08,4.217928152781626e-08
1902,1.6865888495333692e-08,4.3082250909622285e-08,1.6865888495333692e-08,4.3082250909622285e-08
1903,1.6140673940258565e-08,4.575408445767997e-08,1.6140673940258565e-08,4.575408445767997e-08
1904,1.4697853727747251e-08,4.690394713894161e-08,1.4697853727747251e-08,4.690394713894161e-08
1905,1.5015720857190573e-08,4.54963909086408e-08,1.5015720857190573e-08,4.54963909086408e-08
1906,1.5156636580724936e-08,4.147705696360455e-08,1.5156636580724936e-08,4.147705696360455e-08
1907,1.4860934324393123e-08,3.921934497798572e-08,1.4860934324393123e-08,3.921934497798572e-08
1908,1.4506364236816743e-08,3.813250388467233e-08,1.4506364236816743e-08,3.813250388467233e-08
1909,1.40285182835344e-08,3.883123435498094e-08,1.40285182835344e-08,3.883123435498094e-08
1910,1.3793287781790501e-08,3.9025248048980236e-08,1.3793287781790501e-08,3.9025248048980236e-08
1911,1.3333107824158624e-08,3.708807356466488e-08,1.3333107824158624e-08,3.708807356466488e-08
1912,1.2389346057009983e-08,3.868862893544442e-08,1.2389346057009983e-08,3.868862893544442e-08
1913,1.2030956548463628e-08,4.372266104724076e-08,1.2030956548463628e-08,4.372266104724076e-08
1914,1.1777962605208359e-08,5.030759047437121e-08,1.1777962605208359e-08,5.030759047437121e-08
1915,1.1733757457729358e-08,4.84682353934269e-08,1.1733757457729358e-08,4.84682353934269e-08
1916,1.209337189119911e-08,5.0804324810574797e-08,1.209337189119911e-08,5.0804324810574797e-08
1917,1.2450803562761133e-08,5.0024665552785205e-08,1.2450803562761133e-08,5.0024665552785205e-08
1918,1.2142390585064992e-08,4.800874567730976e-08,1.2142390585064992e-08,4.800874567730976e-08
1919,1.2546059936978184e-08,4.5865947230692786e-08,1.2546059936978184e-08,4.5865947230692786e-08
1920,1.3741304855890185e-08,4.221296582126602e-08,1.3741304855890185e-08,4.221296582126602e-08
1921,1.3549202394967454e-08,3.60226890856146e-08,1.3549202394967454e-08,3.60226890856146e-08
1922,1.9112812919632105e-08,3.5089770835026816e-08,1.9112812919632105e-08,3.5089770835026816e-08
1923,1.8571422241312315e-08,3.0620043389717466e-08,1.8571422241312315e-08,3.0620043389717466e-08
1924,1.8692049432088098e-08,2.5841763522700082e-08,1.8692049432088098e-08,2.5841763522700082e-08
1925,1.9134694590710362e-08,2.6424908483591025e-08,1.9134694590710362e-08,2.6424908483591025e-08
1926,1.9718750568894653e-08,2.7730877911429682e-08,1.9718750568894653e-08,2.7730877911429682e-08
1927,1.9206999927031835e-08,2.567530975129882e-08,1.9206999927031835e-08,2.567530975129882e-08
1928,2.0266445030106946e-08,2.412827664650357e-08,2.0266445030106946e-08,2.412827664650357e-08
1929,1.4183068180224317e-08,2.3313767043881787e-08,1.4183068180224317e-08,2.3313767043881787e-08
1930,1.4411329653439355e-08,2.1989560014138273e-08,1.4411329653439355e-08,2.1989560014138273e-08
1931,1.5640858893764938e-08,2.171300561570888e-08,1.5640858893764938e-08,2.171300561570888e-08
1932,1.5835678292473532e-08,1.946286116399116e-08,1.5835678292473532e-08,1.946286116399116e-08
1933,1.5306772103786315e-08,1.8647433692413936e-08,1.5306772103786315e-08,1.8647433692413936e-08
1934,1.5211506594019804e-08,1.9039157678995318e-08,1.5211506594019804e-08,1.9039157678995318e-08
1935,1.4478488249583928e-08,2.010036632376406e-08,1.4478488249583928e-08,2.010036632376406e-08
1936,1.5057496836691697e-08,2.089809874356823e-08,1.5057496836691697e-08,2.089809874356823e-08
1937,1.5724369742794612e-08,2.1535792070283477e-08,1.5724369742794612e-08,2.1535792070283477e-08
1938,2.5579122692980557e-08,2.419959115635655e-08,2.5579122692980557e-08,2.419959115635655e-08
1939,2.6238110477956004e-08,2.598643636783241e-08,2.6238110477956004e-08,2.598643636783241e-08
1940,2.6905066999713005e-08,2.6596266776225874e-08,2.6905066999713005e-08,2.6596266776225874e-08
1941,2.744371523683802e-08,2.7771439243500547e-08,2.744371523683802e-08,2.7771439243500547e-08
1942,2.776626167084422e-08,3.0649723013555426e-08,2.776626167084422e-08,3.0649723013555426e-08
1943,2.924593773505941e-08,3.501674023758434e-08,2.924593773505941e-08,3.501674023758434e-08
1944,2.9050359578215127e-08,6.066908093365392e-08,2.9050359578215127e-08,6.066908093365392e-08
1945,1.889335469026524e-08,6.600503102812841e-08,1.889335469026524e-08,6.600503102812841e-08
1946,1.8595785482895215e-08,6.684425000815151e-08,1.8595785482895215e-08,6.684425000815151e-08
1947,1.8363718672682287e-08,6.990182350412916e-08,1.8363718672682287e-08,6.990182350412916e-08
1948,1.836558308606787e-08,7.0201137601446e-08,1.836558308606787e-08,7.0201137601446e-08
1949,1.847740880935232e-08,7.452653605355408e-08,1.847740880935232e-08,7.452653605355408e-08
1950,1.8292618975124242e-08,8.118895777897706e-08,1.8292618975124242e-08,8.118895777897706e-08
1951,4.760586667730747e-08,6.599625379521967e-08,4.760586667730747e-08,6.599625379521967e-08
1952,4.913542055768565e-08,6.164248641685585e-08,4.913542055768565e-08,6.164248641685585e-08
1953,4.991742511403377e-08,5.887048385285912e-08,4.991742511403377e-08,5.887048385285912e-08
1954,5.282338046340231e-08,5.651153120059657e-08,5.282338046340231e-08,5.651153120059657e-08
1955,5.6993321554240795e-08,6.134250314054108e-08,5.6993321554240795e-08,6.134250314054108e-08
1956,6.10713942908855e-08,5.68896444873092e-08,6.10713942908855e-08,5.68896444873092e-08
1957,7.406575771743259e-08,4.917155926875694e-08,7.406575771743259e-08,4.917155926875694e-08
1958,6.235680314960388e-08,4.585181935721851e-08,6.235680314960388e-08,4.585181935721851e-08
1959,7.977955921286853e-08,4.9681887302556656e-08,7.977955921286853e-08,4.9681887302556656e-08
1960,1.0727903441777795e-07,5.422389496142646e-08,1.0727903441777795e-07,5.422389496142646e-08
1961,1.3261658235056269e-07,5.6541874674361936e-08,1.3261658235056269e-07,5.6541874674361936e-08
1962,1.6040652133548455e-07,5.640694159378004e-08,1.6040652133548455e-07,5.640694159378004e-08
1963,2.0887737406383167e-07,5.5667454392148234e-08,2.0887737406383167e-07,5.5667454392148234e-08
1964,2.478653462795981e-07,5.428462098880768e-08,2.478653462795981e-07,5.428462098880768e-08
1965,2.94880808025612e-07,4.630739220650477e-08,2.94880808025612e-07,4.630739220650477e-08
1966,3.3178621094975824e-07,3.944242976672285e-08,3.3178621094975824e-07,3.944242976672285e-08
1967,3.8008396277941105e-07,3.424668256915961e-08,3.8008396277941105e-07,3.424668256915961e-08
1968,4.435084934227364e-07,2.988054895577566e-08,4.435084934227364e-07,2.988054895577566e-08
1969,5.276960735045577e-07,2.4303163037586728e-08,5.276960735045577e-07,2.4303163037586728e-08
1970,5.985529217663757e-07,2.146665004484508e-08,5.985529217663757e-07,2.146665004484508e-08
1971,6.805434143838543e-07,1.9446892223535476e-08,6.805434143838543e-07,1.9446892223535476e-08
1972,7.380164715544067e-07,1.8961790994507866e-08,7.380164715544067e-07,1.8961790994507866e-08
1973,8.228264667715328e-07,1.978661742388762e-08,8.228264667715328e-07,1.978661742388762e-08
1974,9.094610342279858e-07,2.1753681015265362e-08,9.094610342279858e-07,2.1753681015265362e-08
1975,9.583536098034529e-07,2.2016462557823095e-08,9.583536098034529e-07,2.2016462557823095e-08
1976,9.943773225781375e-07,2.1394655951618395e-08,9.943773225781375e-07,2.1394655951618395e-08
1977,1.0567595641727427e-06,2.3955400203184192e-08,1.0567595641727427e-06,2.3955400203184192e-08
1978,1.168244807558949e-06,2.3877312064054682e-08,1.168244807558949e-06,2.3877312064054682e-08
1979,1.3392740194311564e-06,2.4643377624248127e-08,1.3392740194311564e-06,2.4643377624248127e-08
1980,1.4535680585530436e-06,2.301729422932957e-08,1.4535680585530436e-06,2.301729422932957e-08
1981,1.5873505714937762e-06,2.1648768872799858e-08,1.5873505714937762e-06,2.1648768872799858e-08
1982,1.7576678926291476e-06,2.0570293151373724e-08,1.7576678926291476e-06,2.0570293151373724e-08
1983,1.9815104548927465e-06,1.924992355993384e-08,1.9815104548927465e-06,1.924992355993384e-08
1984,2.0951487320936783e-06,1.5999160853295635e-08,2.0951487320936783e-06,1.5999160853295635e-08
1985,2.1653398951977058e-06,2.5432780960597612e-08,2.1653398951977058e-06,2.5432780960597612e-08
1986,2.1962341309387867e-06,2.416364327676287e-08,2.1962341309387867e-06,2.416364327676287e-08
1987,2.2731776425644057e-06,2.6694131857344213e-08,2.2731776425644057e-06,2.6694131857344213e-08
1988,2.3449966387748385e-06,2.6886479582393415e-08,2.3449966387748385e-06,2.6886479582393415e-08
1989,2.4318333414287608e-06,2.9907409374426864e-08,2.4318333414287608e-06,2.9907409374426864e-08
1990,2.4716335766632776e-06,3.3361194695658014e-08,2.4716335766632776e-06,3.3361194695658014e-08
1991,2.578182212736075e-06,3.7269744370048234e-08,2.578182212736075e-06,3.7269744370048234e-08
1992,2.6919190077023814e-06,2.762343166905014e-08,2.6919190077023814e-06,2.762343166905014e-08
1993,2.797841749010591e-06,2.9814577727295596e-08,2.797841749010591e-06,2.9814577727295596e-08
1994,2.9694686613116313e-06,2.9333819183209797e-08,2.9694686613116313e-06,2.9333819183209797e-08
1995,3.067903727631866e-06,2.960642829309888e-08,3.067903727631866e-06,2.960642829309888e-08
1996,3.2180390202743832e-06,2.694601392810065e-08,3.2180390202743832e-06,2.694601392810065e-08
1997,3.3024384720192757e-06,2.5905738252975296e-08,3.3024384720192757e-06,2.5905738252975296e-08
1998,3.4186576028462568e-06,2.4626153307037513e-08,3.4186576028462568e-06,2.4626153307037513e-08
1999,3.4754310230969817e-06,2.3422516624650924e-08,3.4754310230969817e-06,2.3422516624650924e-08
2000,3.4982246493850004e-06,2.1125018559838996e-08,3.4982246493850004e-06,2.1125018559838996e-08
2001,3.4527353623811256e-06,1.826851368593095e-08,3.4527353623811256e-06,1.826851368593095e-08
2002,3.4544588873229387e-06,1.8383378755767613e-08,3.4544588873229387e-06,1.8383378755767613e-08
2003,3.394960458535934e-06,1.8918817877379623e-08,3.394960458535934e-06,1.8918817877379623e-08
2004,3.3244840713970395e-06,1.5788454353428605e-08,3.3244840713970395e-06,1.5788454353428605e-08
2005,3.1830102541009964e-06,1.357267250970803e-08,3.1830102541009964e-06,1.357267250970803e-08
2006,3.015010893899931e-06,1.348004133713435e-08,3.015010893899931e-06,1.348004133713435e-08
2007,2.872410537487927e-06,1.231199237799225e-08,2.872410537487927e-06,1.231199237799225e-08
2008,2.7202313179129433e-06,1.2625238315117876e-08,2.7202313179129433e-06,1.2625238315117876e-08
2009,2.5404936942712605e-06,1.1182905839441609e-08,2.5404936942712605e-06,1.1182905839441609e-08
2010,2.3113572232042704e-06,9.896521380170498e-09,2.3113572232042704e-06,9.896521380170498e-09
2011,2.1743029005197708e-06,9.027872068959449e-09,2.1743029005197708e-06,9.027872068959449e-09
2012,2.0554719282829737e-06,7.994926213125301e-09,2.0554719282829737e-06,7.994926213125301e-09
2013,2.0172461258230863e-06,7.040011208912591e-09,2.0172461258230863e-06,7.040011208912591e-09
2014,1.925289585155302e-06,6.874014278425631e-09,1.925289585155302e-06,6.874014278425631e-09
2015,1.8071588426339856e-06,5.92445194490056e-09,1.8071588426339856e-06,5.92445194490056e-09
2016,1.704287927038552e-06,4.794841761730189e-09,1.704287927038552e-06,4.794841761730189e-09
2017,1.6830595465459435e-06,4.242314092609926e-09,1.6830595465459435e-06,4.242314092609926e-09
2018,1.6060134385043056e-06,4.512334239592519e-09,1.6060134385043056e-06,4.512334239592519e-09
2019,1.5452226307388628e-06,4.126568198259406e-09,1.5452226307388628e-06,4.126568198259406e-09
