ngram,ING Group,IG Group
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,0.0,0.0
1881,0.0,0.0
1882,0.0,0.0
1883,0.0,0.0
1884,0.0,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,0.0,0.0
1900,0.0,0.0
1901,0.0,0.0
1902,0.0,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,1.3912518954344628e-11,0.0
1908,1.3912518954344628e-11,0.0
1909,1.3912518954344628e-11,0.0
1910,1.3912518954344628e-11,0.0
1911,1.3912518954344628e-11,0.0
1912,1.3912518954344628e-11,0.0
1913,1.3912518954344628e-11,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,0.0,0.0
1921,2.6683324200987054e-11,0.0
1922,2.6683324200987054e-11,0.0
1923,2.6683324200987054e-11,0.0
1924,4.9874989059363524e-11,0.0
1925,4.9874989059363524e-11,2.1843410017271683e-11
1926,4.9874989059363524e-11,4.3604897470572723e-11
1927,7.146528805243183e-11,8.678549545670933e-11
1928,6.642733783669895e-11,8.678549545670933e-11
1929,6.642733783669895e-11,8.678549545670933e-11
1930,6.642733783669895e-11,8.678549545670933e-11
1931,4.323567297832247e-11,8.678549545670933e-11
1932,4.323567297832247e-11,6.494208543943764e-11
1933,8.725100800585243e-11,4.3180597986136604e-11
1934,1.0834228950492734e-10,0.0
1935,8.669691551967316e-11,0.0
1936,1.0659087699784107e-10,0.0
1937,1.0659087699784107e-10,0.0
1938,1.272530394550283e-10,0.0
1939,1.272530394550283e-10,0.0
1940,8.323770442749837e-11,0.0
1941,4.0556123935355155e-11,0.0
1942,4.0556123935355155e-11,0.0
1943,4.106444549480313e-11,0.0
1944,4.106444549480313e-11,7.220363196225321e-11
1945,2.0402283037615885e-11,7.220363196225321e-11
1946,2.0402283037615885e-11,7.220363196225321e-11
1947,3.6144567497739135e-11,7.220363196225321e-11
1948,5.239672386446261e-11,7.220363196225321e-11
1949,1.1707263928136972e-10,7.220363196225321e-11
1950,9.667035624375383e-11,1.0436972516395367e-10
1951,9.667035624375383e-11,1.1084713107718208e-10
1952,9.667035624375383e-11,1.4066938090552738e-10
1953,9.667035624375383e-11,1.4066938090552738e-10
1954,9.473094134523511e-11,1.4066938090552738e-10
1955,9.226255473901038e-11,1.5445315066602612e-10
1956,2.758663932210327e-11,1.9289782668011465e-10
1957,5.183183247682775e-11,2.3346731294258763e-10
1958,6.315405143286767e-11,1.54786275067106e-10
1959,7.390207493581816e-11,1.357120487417112e-10
1960,8.397412923752005e-11,1.5585615734511497e-10
1961,7.017125967591551e-11,1.8797507796351554e-10
1962,6.609341447154954e-11,1.838972327591496e-10
1963,8.49444859689947e-11,1.4545255674506104e-10
1964,8.638313278971514e-11,1.3264593590189833e-10
1965,2.0927748819613409e-10,1.3264593590189833e-10
1966,2.738693339570426e-10,2.1397997659481201e-10
1967,2.637972796553407e-10,1.9383586799140825e-10
1968,2.722288109221641e-10,1.7858000990665446e-10
1969,2.71069275161105e-10,1.8596686294066903e-10
1970,2.6056408717175673e-10,2.0265862995686287e-10
1971,2.519231777551946e-10,1.4272967133585216e-10
1972,1.9221680299029232e-10,1.4272967133585216e-10
1973,1.6402149975526725e-10,5.850503514188382e-11
1974,2.182992288919066e-10,5.850503514188382e-11
1975,2.0986769762508318e-10,4.1641972608237006e-11
1976,3.6184912209437567e-10,5.5125920693312376e-11
1977,3.7641148927950295e-10,4.607023740673835e-11
1978,3.6713032663552147e-10,4.607023740673835e-11
1979,3.080810046558151e-10,1.0791374787813953e-10
1980,2.683910400472619e-10,1.2242012512835617e-10
1981,2.43143505825248e-10,2.1676825760961827e-10
1982,2.783870361416125e-10,2.3086567033092642e-10
1983,1.6009688069299318e-10,2.0732855412644976e-10
1984,1.5816423022476022e-10,2.6261927305434464e-10
1985,2.742878166658461e-10,3.0391439117300704e-10
1986,2.719675238984008e-10,2.6178175847284864e-10
1987,3.981219986618331e-10,2.5214262671816433e-10
1988,4.746000090943043e-10,1.5779449423690218e-10
1989,1.2115934198380402e-09,1.626865145574831e-10
1990,1.5177984652844527e-09,1.5564690508673706e-10
1991,2.278516876167266e-09,1.0522720690829348e-10
1992,4.050232150657315e-09,8.210078549548377e-11
1993,5.680263259755236e-09,8.691485923830098e-11
1994,8.184481917591517e-09,9.895852193242405e-11
1995,1.0056301727853371e-08,1.354630395950756e-10
1996,1.3047476718089764e-08,1.2247585832419235e-10
1997,1.5612695961461246e-08,1.4985989780463045e-10
1998,1.8087352821843135e-08,6.654096931195991e-10
1999,1.957846481762512e-08,1.5042445439063444e-09
2000,2.0377997701968653e-08,1.8604650275723588e-09
2001,2.223718986726908e-08,1.9033210498747052e-09
2002,2.4075472282447663e-08,2.0253740643952754e-09
2003,2.2730235471613014e-08,2.171736504915803e-09
2004,2.260539159034839e-08,2.2212853778569297e-09
2005,2.1531129641110576e-08,1.8920305005260777e-09
2006,2.0045833564503416e-08,1.16734202463117e-09
2007,1.9217559226498386e-08,9.449742337836702e-10
2008,1.5882814301854912e-08,1.0383576696883422e-09
2009,1.2868425309469395e-08,9.113753660480331e-10
2010,1.1381747607889077e-08,8.057804205620554e-10
2011,9.377815413103008e-09,7.464853933404823e-10
2012,8.002661834792337e-09,5.882838898558467e-10
2013,7.037936773051407e-09,5.526923918530713e-10
2014,6.470660895985247e-09,5.079211178633208e-10
2015,6.016113892773742e-09,7.808487190175128e-10
2016,5.690825588544612e-09,8.028159704480992e-10
2017,5.552549531273598e-09,8.820539275829672e-10
2018,5.564219218712197e-09,1.0337716738195723e-09
2019,5.543137171493129e-09,1.2211636840619988e-09
