ngram,PICC,PIC,PCC,PCC
1927,3.0686441879598393e-10,2.9234970000402427e-08,2.03837550648091e-08,2.03837550648091e-08
1928,4.2091184902583375e-10,3.511272618693186e-08,2.339780934081302e-08,2.339780934081302e-08
1929,5.473408353535397e-10,3.608118273997921e-08,2.2459793199861418e-08,2.2459793199861418e-08
1930,6.071435180007459e-10,3.755921110634322e-08,2.3827720875755987e-08,2.3827720875755987e-08
1931,6.143894361519488e-10,4.037734667252023e-08,2.358189465923033e-08,2.358189465923033e-08
1932,6.156655780425219e-10,4.250956691415857e-08,3.249724362624258e-08,3.249724362624258e-08
1933,7.551569211220307e-10,4.5769605756212125e-08,2.627810134571616e-08,2.627810134571616e-08
1934,7.318775387320033e-10,4.745609721063764e-08,2.6621643683150912e-08,2.6621643683150912e-08
1935,6.400524416028119e-10,4.79153230108815e-08,3.5449423587051247e-08,3.5449423587051247e-08
1936,5.55498319961981e-10,5.194259650969408e-08,4.70371733943661e-08,4.70371733943661e-08
1937,5.812432578895204e-10,5.498547445930464e-08,5.7045214266590194e-08,5.7045214266590194e-08
1938,5.633202218183594e-10,6.807846629288048e-08,7.012964456773066e-08,7.012964456773066e-08
1939,5.409277549693416e-10,6.803138776133113e-08,8.600482180400246e-08,8.600482180400246e-08
1940,3.81383747995377e-10,6.802488020493261e-08,9.815830637194267e-08,9.815830637194267e-08
1941,6.673908271264445e-10,6.627836007006798e-08,1.1747612761934891e-07,1.1747612761934891e-07
1942,2.015111002665445e-09,6.355609422874814e-08,1.2917167729093698e-07,1.2917167729093698e-07
1943,2.7241024911996347e-09,6.533391681630616e-08,2.2476007391755308e-07,2.2476007391755308e-07
1944,2.722247237154006e-09,8.360162340181887e-08,2.642706939630963e-07,2.642706939630963e-07
1945,2.7103159161434576e-09,7.682235952139698e-08,2.699029094190207e-07,2.699029094190207e-07
1946,2.8674510444653175e-09,8.62467390204204e-08,3.7309467160184795e-07,3.7309467160184795e-07
1947,3.00722754634616e-09,9.001879927187214e-08,4.547781945315624e-07,4.547781945315624e-07
1948,2.761784721551562e-09,9.521816325884305e-08,5.063926827071035e-07,5.063926827071035e-07
1949,1.4938791870200419e-09,1.0024648133821756e-07,5.225268608910483e-07,5.225268608910483e-07
1950,8.445326898127397e-10,9.924152420483421e-08,4.430361266421252e-07,4.430361266421252e-07
1951,7.613807283059413e-10,9.288407503455736e-08,4.325134312921364e-07,4.325134312921364e-07
1952,8.901943785285685e-10,9.679933400873e-08,4.6599597729774747e-07,4.6599597729774747e-07
1953,9.278145394832547e-10,1.078936569293936e-07,3.8575752065688515e-07,3.8575752065688515e-07
1954,9.50952205869271e-10,1.1373787600632568e-07,3.24976818027218e-07,3.24976818027218e-07
1955,1.66263604471441e-09,1.2393659330557837e-07,3.0744901989367334e-07,3.0744901989367334e-07
1956,1.9646392370096878e-09,1.2985068004971773e-07,2.9777476941360093e-07,2.9777476941360093e-07
1957,2.4493307778808824e-09,1.4700036083630558e-07,3.0379304608426795e-07,3.0379304608426795e-07
1958,3.149497408903658e-09,1.503013454648031e-07,3.2105676593476217e-07,3.2105676593476217e-07
1959,3.758769708182643e-09,1.5871817485698818e-07,3.3431927753164406e-07,3.3431927753164406e-07
1960,4.110864886592529e-09,1.5964286502269586e-07,3.210039421576637e-07,3.210039421576637e-07
1961,4.6200027295891945e-09,2.6689289102575587e-07,3.659344664746251e-07,3.659344664746251e-07
1962,4.03705576904453e-09,2.707663355749901e-07,3.4618376990433066e-07,3.4618376990433066e-07
1963,3.930131299765906e-09,2.7829932491840736e-07,3.5447766322249663e-07,3.5447766322249663e-07
1964,3.7666054719665e-09,2.757975486084823e-07,3.7344478138428325e-07,3.7344478138428325e-07
1965,3.2547987479806093e-09,2.7905311737543214e-07,3.6580822130157943e-07,3.6580822130157943e-07
1966,2.7405995568179672e-09,2.8391226741015476e-07,3.5504232544423887e-07,3.5504232544423887e-07
1967,2.7349145170774136e-09,2.883403677092896e-07,3.820907303569194e-07,3.820907303569194e-07
1968,2.400187445620158e-09,2.1708308598330665e-07,3.7049327618530826e-07,3.7049327618530826e-07
1969,2.5360491167398483e-09,2.3426343277930884e-07,4.411064001682722e-07,4.411064001682722e-07
1970,3.6069768759107644e-09,2.577433763560423e-07,4.838924212435813e-07,4.838924212435813e-07
1971,4.29420296147295e-09,2.894643833834769e-07,5.371917950469651e-07,5.371917950469651e-07
1972,5.186603654497698e-09,3.200756221336373e-07,5.694319814405649e-07,5.694319814405649e-07
1973,7.545458321648165e-09,3.79712616904726e-07,9.125485251258527e-07,9.125485251258527e-07
1974,8.812587072780178e-09,4.283127249696658e-07,9.627704977382173e-07,9.627704977382173e-07
1975,1.0728238297730286e-08,4.865787031706401e-07,1.013074966392326e-06,1.013074966392326e-06
1976,1.2845324042538259e-08,5.635457317306905e-07,1.0211370441278892e-06,1.0211370441278892e-06
1977,1.6798790929734812e-08,6.639052076349929e-07,1.0475814633537084e-06,1.0475814633537084e-06
1978,2.2208662083958837e-08,7.359899468286e-07,1.097143240258447e-06,1.097143240258447e-06
1979,2.497142289773332e-08,8.228076759613552e-07,1.1859863613088756e-06,1.1859863613088756e-06
1980,2.602826005520293e-08,8.712213213714546e-07,9.165428715667596e-07,9.165428715667596e-07
1981,2.8559316689324987e-08,9.598165076697894e-07,9.300477066582451e-07,9.300477066582451e-07
1982,3.452212991663016e-08,1.0460602441396207e-06,9.836773610264312e-07,9.836773610264312e-07
1983,3.8850445907964315e-08,1.1276722813948124e-06,1.026359833693797e-06,1.026359833693797e-06
1984,4.6693848026231015e-08,1.142745791834646e-06,1.0571572732130465e-06,1.0571572732130465e-06
1985,4.546940830201558e-08,1.1925201793669008e-06,1.0376636347635731e-06,1.0376636347635731e-06
1986,4.722052920109425e-08,1.22644423429717e-06,1.0335394498334999e-06,1.0335394498334999e-06
1987,5.1998956759494574e-08,1.6208189370965037e-06,1.0770932346661409e-06,1.0770932346661409e-06
1988,6.012511225402964e-08,1.6928567967105273e-06,1.103586474268273e-06,1.103586474268273e-06
1989,5.8548845264080485e-08,1.6422586505931186e-06,1.0853828241254502e-06,1.0853828241254502e-06
1990,5.9555890885576446e-08,1.5960995045004113e-06,1.0643687379082882e-06,1.0643687379082882e-06
1991,5.475365735411028e-08,1.623523985472275e-06,1.0869032231702086e-06,1.0869032231702086e-06
1992,6.035701360929124e-08,1.6236949542352313e-06,1.131613966468389e-06,1.131613966468389e-06
1993,6.364688940964567e-08,1.6322895654801478e-06,1.113466981093682e-06,1.113466981093682e-06
1994,9.043328371863676e-08,1.2757371255897202e-06,1.0836460952694843e-06,1.0836460952694843e-06
1995,1.0812207967043313e-07,1.2347326868881022e-06,1.0755041525304217e-06,1.0755041525304217e-06
1996,1.23280726833335e-07,1.240157985193946e-06,1.0625994621347803e-06,1.0625994621347803e-06
1997,1.368545627298902e-07,1.24467127144661e-06,1.0696308793610245e-06,1.0696308793610245e-06
1998,1.425261300726431e-07,1.1857395715456472e-06,1.0265348383394927e-06,1.0265348383394927e-06
1999,1.4521265764447629e-07,1.152446917071107e-06,9.783164419526917e-07,9.783164419526917e-07
2000,1.52120593708917e-07,1.0964340049213206e-06,9.541157299151694e-07,9.541157299151694e-07
2001,1.3374185873057547e-07,1.0562785795238078e-06,9.146309756553299e-07,9.146309756553299e-07
2002,1.1769806462780252e-07,1.0059718614944098e-06,8.923947721736372e-07,8.923947721736372e-07
2003,1.0794414302089145e-07,9.773051650492043e-07,8.76215998297474e-07,8.76215998297474e-07
2004,1.0200514566349739e-07,9.667297555487103e-07,8.53024589884756e-07,8.53024589884756e-07
2005,1.0289655400746206e-07,9.297916595382308e-07,8.593514085727552e-07,8.593514085727552e-07
2006,1.21920009072645e-07,8.724962786540605e-07,8.320063622185054e-07,8.320063622185054e-07
2007,1.2463218419205597e-07,8.135319912331138e-07,8.192342306756473e-07,8.192342306756473e-07
2008,1.2672112603695496e-07,7.540058878216119e-07,8.104670184496041e-07,8.104670184496041e-07
2009,1.3649041363805736e-07,6.860124699414882e-07,8.111526637679032e-07,8.111526637679032e-07
2010,1.4205278274305654e-07,6.410104041216462e-07,8.10950463606527e-07,8.10950463606527e-07
2011,1.485832216628426e-07,5.629892062383338e-07,7.970771451125204e-07,7.970771451125204e-07
2012,1.5313736818305707e-07,5.260420193410807e-07,7.963802691587521e-07,7.963802691587521e-07
2013,1.3951946544109107e-07,4.993546391623178e-07,8.488445116329655e-07,8.488445116329655e-07
2014,1.5046146221006245e-07,4.839789369270875e-07,8.535083517407267e-07,8.535083517407267e-07
2015,1.8137964527146062e-07,4.7480215568741967e-07,8.837307063913613e-07,8.837307063913613e-07
2016,1.7738319968430005e-07,4.573191217462279e-07,8.735088304742281e-07,8.735088304742281e-07
2017,1.8637592091863553e-07,4.4222735577174416e-07,8.714895803526209e-07,8.714895803526209e-07
2018,1.9289615238449187e-07,4.3228557728980376e-07,8.952364169090288e-07,8.952364169090288e-07
2019,2.0703053849047137e-07,4.3620038070457667e-07,9.027238832004514e-07,9.027238832004514e-07
