ngram,Aeon,Aeon,Aeon,Aeon
1858,6.444898456184741e-08,6.444898456184741e-08,6.444898456184741e-08,6.444898456184741e-08
1859,8.00877896064581e-08,8.00877896064581e-08,8.00877896064581e-08,8.00877896064581e-08
1860,8.4708060756254e-08,8.4708060756254e-08,8.4708060756254e-08,8.4708060756254e-08
1861,8.753493878949875e-08,8.753493878949875e-08,8.753493878949875e-08,8.753493878949875e-08
1862,1.0555902260226243e-07,1.0555902260226243e-07,1.0555902260226243e-07,1.0555902260226243e-07
1863,1.0278974826860576e-07,1.0278974826860576e-07,1.0278974826860576e-07,1.0278974826860576e-07
1864,1.150666254342728e-07,1.150666254342728e-07,1.150666254342728e-07,1.150666254342728e-07
1865,1.1308003118009375e-07,1.1308003118009375e-07,1.1308003118009375e-07,1.1308003118009375e-07
1866,1.5772048353060848e-07,1.5772048353060848e-07,1.5772048353060848e-07,1.5772048353060848e-07
1867,1.631286425306046e-07,1.631286425306046e-07,1.631286425306046e-07,1.631286425306046e-07
1868,1.6482635345482777e-07,1.6482635345482777e-07,1.6482635345482777e-07,1.6482635345482777e-07
1869,1.5052483348654278e-07,1.5052483348654278e-07,1.5052483348654278e-07,1.5052483348654278e-07
1870,1.620601730272548e-07,1.620601730272548e-07,1.620601730272548e-07,1.620601730272548e-07
1871,1.7470140432708702e-07,1.7470140432708702e-07,1.7470140432708702e-07,1.7470140432708702e-07
1872,1.7406456111400204e-07,1.7406456111400204e-07,1.7406456111400204e-07,1.7406456111400204e-07
1873,1.230747455695434e-07,1.230747455695434e-07,1.230747455695434e-07,1.230747455695434e-07
1874,1.2984788660170515e-07,1.2984788660170515e-07,1.2984788660170515e-07,1.2984788660170515e-07
1875,1.3624391113710642e-07,1.3624391113710642e-07,1.3624391113710642e-07,1.3624391113710642e-07
1876,1.4059636807165328e-07,1.4059636807165328e-07,1.4059636807165328e-07,1.4059636807165328e-07
1877,1.4328479786789622e-07,1.4328479786789622e-07,1.4328479786789622e-07,1.4328479786789622e-07
1878,1.347423526405172e-07,1.347423526405172e-07,1.347423526405172e-07,1.347423526405172e-07
1879,1.5837974132182353e-07,1.5837974132182353e-07,1.5837974132182353e-07,1.5837974132182353e-07
1880,1.4776858238617153e-07,1.4776858238617153e-07,1.4776858238617153e-07,1.4776858238617153e-07
1881,1.4618311183767219e-07,1.4618311183767219e-07,1.4618311183767219e-07,1.4618311183767219e-07
1882,1.494815567834199e-07,1.494815567834199e-07,1.494815567834199e-07,1.494815567834199e-07
1883,1.4155882307623609e-07,1.4155882307623609e-07,1.4155882307623609e-07,1.4155882307623609e-07
1884,1.4289959894751648e-07,1.4289959894751648e-07,1.4289959894751648e-07,1.4289959894751648e-07
1885,1.2522685009587674e-07,1.2522685009587674e-07,1.2522685009587674e-07,1.2522685009587674e-07
1886,1.009553954085212e-07,1.009553954085212e-07,1.009553954085212e-07,1.009553954085212e-07
1887,1.0453479910259895e-07,1.0453479910259895e-07,1.0453479910259895e-07,1.0453479910259895e-07
1888,9.501868599873628e-08,9.501868599873628e-08,9.501868599873628e-08,9.501868599873628e-08
1889,9.194799030102071e-08,9.194799030102071e-08,9.194799030102071e-08,9.194799030102071e-08
1890,9.523334552698413e-08,9.523334552698413e-08,9.523334552698413e-08,9.523334552698413e-08
1891,9.330766508648075e-08,9.330766508648075e-08,9.330766508648075e-08,9.330766508648075e-08
1892,8.830769512461042e-08,8.830769512461042e-08,8.830769512461042e-08,8.830769512461042e-08
1893,8.363317048422556e-08,8.363317048422556e-08,8.363317048422556e-08,8.363317048422556e-08
1894,7.604183340146977e-08,7.604183340146977e-08,7.604183340146977e-08,7.604183340146977e-08
1895,6.935196950053069e-08,6.935196950053069e-08,6.935196950053069e-08,6.935196950053069e-08
1896,5.733098110535398e-08,5.733098110535398e-08,5.733098110535398e-08,5.733098110535398e-08
1897,5.6950099747155036e-08,5.6950099747155036e-08,5.6950099747155036e-08,5.6950099747155036e-08
1898,4.064625004827706e-08,4.064625004827706e-08,4.064625004827706e-08,4.064625004827706e-08
1899,4.0570347843121065e-08,4.0570347843121065e-08,4.0570347843121065e-08,4.0570347843121065e-08
1900,3.785679173315007e-08,3.785679173315007e-08,3.785679173315007e-08,3.785679173315007e-08
1901,3.7098461445696426e-08,3.7098461445696426e-08,3.7098461445696426e-08,3.7098461445696426e-08
1902,3.992660424501082e-08,3.992660424501082e-08,3.992660424501082e-08,3.992660424501082e-08
1903,3.789965674627638e-08,3.789965674627638e-08,3.789965674627638e-08,3.789965674627638e-08
1904,3.1342233697273514e-08,3.1342233697273514e-08,3.1342233697273514e-08,3.1342233697273514e-08
1905,3.17965065071186e-08,3.17965065071186e-08,3.17965065071186e-08,3.17965065071186e-08
1906,3.3442253918484055e-08,3.3442253918484055e-08,3.3442253918484055e-08,3.3442253918484055e-08
1907,3.264729210781882e-08,3.264729210781882e-08,3.264729210781882e-08,3.264729210781882e-08
1908,3.3203685388473655e-08,3.3203685388473655e-08,3.3203685388473655e-08,3.3203685388473655e-08
1909,2.9482117572651338e-08,2.9482117572651338e-08,2.9482117572651338e-08,2.9482117572651338e-08
1910,2.8860507380760022e-08,2.8860507380760022e-08,2.8860507380760022e-08,2.8860507380760022e-08
1911,2.989911505681318e-08,2.989911505681318e-08,2.989911505681318e-08,2.989911505681318e-08
1912,3.023277222220193e-08,3.023277222220193e-08,3.023277222220193e-08,3.023277222220193e-08
1913,2.6962709144738384e-08,2.6962709144738384e-08,2.6962709144738384e-08,2.6962709144738384e-08
1914,2.7248099903382742e-08,2.7248099903382742e-08,2.7248099903382742e-08,2.7248099903382742e-08
1915,2.6518629831733572e-08,2.6518629831733572e-08,2.6518629831733572e-08,2.6518629831733572e-08
1916,2.753603770396954e-08,2.753603770396954e-08,2.753603770396954e-08,2.753603770396954e-08
1917,2.7544979123003292e-08,2.7544979123003292e-08,2.7544979123003292e-08,2.7544979123003292e-08
1918,2.5079043096200493e-08,2.5079043096200493e-08,2.5079043096200493e-08,2.5079043096200493e-08
1919,2.3642365018109298e-08,2.3642365018109298e-08,2.3642365018109298e-08,2.3642365018109298e-08
1920,2.324111772874663e-08,2.324111772874663e-08,2.324111772874663e-08,2.324111772874663e-08
1921,2.7050027995301207e-08,2.7050027995301207e-08,2.7050027995301207e-08,2.7050027995301207e-08
1922,2.7785438204221335e-08,2.7785438204221335e-08,2.7785438204221335e-08,2.7785438204221335e-08
1923,2.710284593579867e-08,2.710284593579867e-08,2.710284593579867e-08,2.710284593579867e-08
1924,2.5983662713510317e-08,2.5983662713510317e-08,2.5983662713510317e-08,2.5983662713510317e-08
1925,2.593151217565394e-08,2.593151217565394e-08,2.593151217565394e-08,2.593151217565394e-08
1926,2.592215788053766e-08,2.592215788053766e-08,2.592215788053766e-08,2.592215788053766e-08
1927,2.7177051466407776e-08,2.7177051466407776e-08,2.7177051466407776e-08,2.7177051466407776e-08
1928,2.421614121926398e-08,2.421614121926398e-08,2.421614121926398e-08,2.421614121926398e-08
1929,2.261711833690632e-08,2.261711833690632e-08,2.261711833690632e-08,2.261711833690632e-08
1930,2.6080814206709746e-08,2.6080814206709746e-08,2.6080814206709746e-08,2.6080814206709746e-08
1931,2.5613382906694175e-08,2.5613382906694175e-08,2.5613382906694175e-08,2.5613382906694175e-08
1932,2.5689313279794338e-08,2.5689313279794338e-08,2.5689313279794338e-08,2.5689313279794338e-08
1933,2.371210910163362e-08,2.371210910163362e-08,2.371210910163362e-08,2.371210910163362e-08
1934,2.2760375679402907e-08,2.2760375679402907e-08,2.2760375679402907e-08,2.2760375679402907e-08
1935,2.1209061935272596e-08,2.1209061935272596e-08,2.1209061935272596e-08,2.1209061935272596e-08
1936,2.0618966597599605e-08,2.0618966597599605e-08,2.0618966597599605e-08,2.0618966597599605e-08
1937,1.6621530183970534e-08,1.6621530183970534e-08,1.6621530183970534e-08,1.6621530183970534e-08
1938,1.6202293475129992e-08,1.6202293475129992e-08,1.6202293475129992e-08,1.6202293475129992e-08
1939,1.5703891647384742e-08,1.5703891647384742e-08,1.5703891647384742e-08,1.5703891647384742e-08
1940,1.642937735064314e-08,1.642937735064314e-08,1.642937735064314e-08,1.642937735064314e-08
1941,1.6868124294181338e-08,1.6868124294181338e-08,1.6868124294181338e-08,1.6868124294181338e-08
1942,1.6061490677137565e-08,1.6061490677137565e-08,1.6061490677137565e-08,1.6061490677137565e-08
1943,1.7955486494461833e-08,1.7955486494461833e-08,1.7955486494461833e-08,1.7955486494461833e-08
1944,1.8193256298307655e-08,1.8193256298307655e-08,1.8193256298307655e-08,1.8193256298307655e-08
1945,1.950565360025231e-08,1.950565360025231e-08,1.950565360025231e-08,1.950565360025231e-08
1946,2.0202264115555735e-08,2.0202264115555735e-08,2.0202264115555735e-08,2.0202264115555735e-08
1947,2.1249257464717175e-08,2.1249257464717175e-08,2.1249257464717175e-08,2.1249257464717175e-08
1948,2.0691322052560475e-08,2.0691322052560475e-08,2.0691322052560475e-08,2.0691322052560475e-08
1949,2.2860378479094834e-08,2.2860378479094834e-08,2.2860378479094834e-08,2.2860378479094834e-08
1950,2.1363043144008642e-08,2.1363043144008642e-08,2.1363043144008642e-08,2.1363043144008642e-08
1951,2.3226181359145163e-08,2.3226181359145163e-08,2.3226181359145163e-08,2.3226181359145163e-08
1952,3.0000345065315873e-08,3.0000345065315873e-08,3.0000345065315873e-08,3.0000345065315873e-08
1953,3.0581425392028905e-08,3.0581425392028905e-08,3.0581425392028905e-08,3.0581425392028905e-08
1954,3.119364906061557e-08,3.119364906061557e-08,3.119364906061557e-08,3.119364906061557e-08
1955,3.259095215923935e-08,3.259095215923935e-08,3.259095215923935e-08,3.259095215923935e-08
1956,3.200898593799398e-08,3.200898593799398e-08,3.200898593799398e-08,3.200898593799398e-08
1957,3.460606607624024e-08,3.460606607624024e-08,3.460606607624024e-08,3.460606607624024e-08
1958,3.599587751677648e-08,3.599587751677648e-08,3.599587751677648e-08,3.599587751677648e-08
1959,3.1857939016991365e-08,3.1857939016991365e-08,3.1857939016991365e-08,3.1857939016991365e-08
1960,3.40672516228681e-08,3.40672516228681e-08,3.40672516228681e-08,3.40672516228681e-08
1961,3.697176710813567e-08,3.697176710813567e-08,3.697176710813567e-08,3.697176710813567e-08
1962,3.8085278930566346e-08,3.8085278930566346e-08,3.8085278930566346e-08,3.8085278930566346e-08
1963,4.0122219197818206e-08,4.0122219197818206e-08,4.0122219197818206e-08,4.0122219197818206e-08
1964,3.992386358017289e-08,3.992386358017289e-08,3.992386358017289e-08,3.992386358017289e-08
1965,3.995801277158405e-08,3.995801277158405e-08,3.995801277158405e-08,3.995801277158405e-08
1966,3.98606821201091e-08,3.98606821201091e-08,3.98606821201091e-08,3.98606821201091e-08
1967,3.9745663014757934e-08,3.9745663014757934e-08,3.9745663014757934e-08,3.9745663014757934e-08
1968,4.221382151773209e-08,4.221382151773209e-08,4.221382151773209e-08,4.221382151773209e-08
1969,4.377699828036644e-08,4.377699828036644e-08,4.377699828036644e-08,4.377699828036644e-08
1970,4.4559631159505186e-08,4.4559631159505186e-08,4.4559631159505186e-08,4.4559631159505186e-08
1971,4.6076624166906706e-08,4.6076624166906706e-08,4.6076624166906706e-08,4.6076624166906706e-08
1972,4.661005397516809e-08,4.661005397516809e-08,4.661005397516809e-08,4.661005397516809e-08
1973,4.533994284778535e-08,4.533994284778535e-08,4.533994284778535e-08,4.533994284778535e-08
1974,4.542939358032072e-08,4.542939358032072e-08,4.542939358032072e-08,4.542939358032072e-08
1975,4.2489259095240025e-08,4.2489259095240025e-08,4.2489259095240025e-08,4.2489259095240025e-08
1976,3.943343150427024e-08,3.943343150427024e-08,3.943343150427024e-08,3.943343150427024e-08
1977,3.656434926264345e-08,3.656434926264345e-08,3.656434926264345e-08,3.656434926264345e-08
1978,3.444079865744243e-08,3.444079865744243e-08,3.444079865744243e-08,3.444079865744243e-08
1979,3.15243582349467e-08,3.15243582349467e-08,3.15243582349467e-08,3.15243582349467e-08
1980,3.095764178340232e-08,3.095764178340232e-08,3.095764178340232e-08,3.095764178340232e-08
1981,3.1139935074975256e-08,3.1139935074975256e-08,3.1139935074975256e-08,3.1139935074975256e-08
1982,2.937764495162095e-08,2.937764495162095e-08,2.937764495162095e-08,2.937764495162095e-08
1983,2.8771166274818175e-08,2.8771166274818175e-08,2.8771166274818175e-08,2.8771166274818175e-08
1984,3.157060060995523e-08,3.157060060995523e-08,3.157060060995523e-08,3.157060060995523e-08
1985,3.24276331501291e-08,3.24276331501291e-08,3.24276331501291e-08,3.24276331501291e-08
1986,3.414339744267636e-08,3.414339744267636e-08,3.414339744267636e-08,3.414339744267636e-08
1987,3.537767564612945e-08,3.537767564612945e-08,3.537767564612945e-08,3.537767564612945e-08
1988,3.445100661890267e-08,3.445100661890267e-08,3.445100661890267e-08,3.445100661890267e-08
1989,3.726451883575724e-08,3.726451883575724e-08,3.726451883575724e-08,3.726451883575724e-08
1990,4.134946861102305e-08,4.134946861102305e-08,4.134946861102305e-08,4.134946861102305e-08
1991,3.939712860707394e-08,3.939712860707394e-08,3.939712860707394e-08,3.939712860707394e-08
1992,4.016467209615777e-08,4.016467209615777e-08,4.016467209615777e-08,4.016467209615777e-08
1993,4.3049070086453867e-08,4.3049070086453867e-08,4.3049070086453867e-08,4.3049070086453867e-08
1994,4.54891900655444e-08,4.54891900655444e-08,4.54891900655444e-08,4.54891900655444e-08
1995,4.8709160133902126e-08,4.8709160133902126e-08,4.8709160133902126e-08,4.8709160133902126e-08
1996,4.791176014659218e-08,4.791176014659218e-08,4.791176014659218e-08,4.791176014659218e-08
1997,5.5158463701283315e-08,5.5158463701283315e-08,5.5158463701283315e-08,5.5158463701283315e-08
1998,6.92555498663491e-08,6.92555498663491e-08,6.92555498663491e-08,6.92555498663491e-08
1999,7.305765592491298e-08,7.305765592491298e-08,7.305765592491298e-08,7.305765592491298e-08
2000,7.703590045236655e-08,7.703590045236655e-08,7.703590045236655e-08,7.703590045236655e-08
2001,8.259380379627146e-08,8.259380379627146e-08,8.259380379627146e-08,8.259380379627146e-08
2002,8.799923075944857e-08,8.799923075944857e-08,8.799923075944857e-08,8.799923075944857e-08
2003,9.660034245533617e-08,9.660034245533617e-08,9.660034245533617e-08,9.660034245533617e-08
2004,9.551574160176252e-08,9.551574160176252e-08,9.551574160176252e-08,9.551574160176252e-08
2005,8.983101703766547e-08,8.983101703766547e-08,8.983101703766547e-08,8.983101703766547e-08
2006,9.337079680855303e-08,9.337079680855303e-08,9.337079680855303e-08,9.337079680855303e-08
2007,1.0303495352153342e-07,1.0303495352153342e-07,1.0303495352153342e-07,1.0303495352153342e-07
2008,9.94473166672703e-08,9.94473166672703e-08,9.94473166672703e-08,9.94473166672703e-08
2009,9.758026209283344e-08,9.758026209283344e-08,9.758026209283344e-08,9.758026209283344e-08
2010,9.672555632635391e-08,9.672555632635391e-08,9.672555632635391e-08,9.672555632635391e-08
2011,1.0169163390725902e-07,1.0169163390725902e-07,1.0169163390725902e-07,1.0169163390725902e-07
2012,1.0460816416265775e-07,1.0460816416265775e-07,1.0460816416265775e-07,1.0460816416265775e-07
2013,1.0674098912691729e-07,1.0674098912691729e-07,1.0674098912691729e-07,1.0674098912691729e-07
2014,1.0346472123501371e-07,1.0346472123501371e-07,1.0346472123501371e-07,1.0346472123501371e-07
2015,1.1080285945906456e-07,1.1080285945906456e-07,1.1080285945906456e-07,1.1080285945906456e-07
2016,1.2012218673719743e-07,1.2012218673719743e-07,1.2012218673719743e-07,1.2012218673719743e-07
2017,1.2329685124730835e-07,1.2329685124730835e-07,1.2329685124730835e-07,1.2329685124730835e-07
2018,1.213413597156432e-07,1.213413597156432e-07,1.213413597156432e-07,1.213413597156432e-07
2019,1.2453954312263704e-07,1.2453954312263704e-07,1.2453954312263704e-07,1.2453954312263704e-07
