ngram,Chevron,Chevon,Chvron,Chevon
1975,9.573179308322973e-07,1.7431997432838996e-09,2.447309715991608e-11,1.7431997432838996e-09
1976,1.0215979874114315e-06,1.8014208061753072e-09,3.2509528303486284e-11,1.8014208061753072e-09
1977,1.098931656023134e-06,1.9778541661606498e-09,3.2509528303486284e-11,1.9778541661606498e-09
1978,1.1834357808636144e-06,1.9880964493726847e-09,1.0594888607313407e-10,1.9880964493726847e-09
1979,1.2941025115001788e-06,2.0502494305471177e-09,1.8722589500578098e-10,2.0502494305471177e-09
1980,1.3749082492202952e-06,1.7199942581314076e-09,1.9464545302930577e-10,1.7199942581314076e-09
1981,1.4949623131802322e-06,1.8648246756315855e-09,2.1753484975652248e-10,1.8648246756315855e-09
1982,1.6002521111399152e-06,2.0147803425629718e-09,2.3096182952264677e-10,2.0147803425629718e-09
1983,1.7159662287927598e-06,2.2216412836379665e-09,3.043529614840271e-10,2.2216412836379665e-09
1984,1.7712968493859599e-06,2.095755188439138e-09,3.1905414818059595e-10,2.095755188439138e-09
