ngram,Eni,Eni,Eni,Eni
1862,2.841513817892454e-08,2.841513817892454e-08,2.841513817892454e-08,2.841513817892454e-08
1863,2.9116870438526477e-08,2.9116870438526477e-08,2.9116870438526477e-08,2.9116870438526477e-08
1864,3.245056820081313e-08,3.245056820081313e-08,3.245056820081313e-08,3.245056820081313e-08
1865,3.211587998716173e-08,3.211587998716173e-08,3.211587998716173e-08,3.211587998716173e-08
1866,3.292328771513959e-08,3.292328771513959e-08,3.292328771513959e-08,3.292328771513959e-08
1867,3.260125046113314e-08,3.260125046113314e-08,3.260125046113314e-08,3.260125046113314e-08
1868,3.0850854823175466e-08,3.0850854823175466e-08,3.0850854823175466e-08,3.0850854823175466e-08
1869,2.6728933479245953e-08,2.6728933479245953e-08,2.6728933479245953e-08,2.6728933479245953e-08
1870,2.5904965283984893e-08,2.5904965283984893e-08,2.5904965283984893e-08,2.5904965283984893e-08
1871,2.1871535947428e-08,2.1871535947428e-08,2.1871535947428e-08,2.1871535947428e-08
1872,2.2138645964072826e-08,2.2138645964072826e-08,2.2138645964072826e-08,2.2138645964072826e-08
1873,2.1763970689140218e-08,2.1763970689140218e-08,2.1763970689140218e-08,2.1763970689140218e-08
1874,2.2500211218000133e-08,2.2500211218000133e-08,2.2500211218000133e-08,2.2500211218000133e-08
1875,2.303010506109006e-08,2.303010506109006e-08,2.303010506109006e-08,2.303010506109006e-08
1876,2.332690561347915e-08,2.332690561347915e-08,2.332690561347915e-08,2.332690561347915e-08
1877,2.531458116144287e-08,2.531458116144287e-08,2.531458116144287e-08,2.531458116144287e-08
1878,2.6414900489157844e-08,2.6414900489157844e-08,2.6414900489157844e-08,2.6414900489157844e-08
1879,2.500940686291285e-08,2.500940686291285e-08,2.500940686291285e-08,2.500940686291285e-08
1880,2.504041317154458e-08,2.504041317154458e-08,2.504041317154458e-08,2.504041317154458e-08
1881,2.3553214236114528e-08,2.3553214236114528e-08,2.3553214236114528e-08,2.3553214236114528e-08
1882,2.363279020097967e-08,2.363279020097967e-08,2.363279020097967e-08,2.363279020097967e-08
1883,2.4330788304739925e-08,2.4330788304739925e-08,2.4330788304739925e-08,2.4330788304739925e-08
1884,2.2519730080716727e-08,2.2519730080716727e-08,2.2519730080716727e-08,2.2519730080716727e-08
1885,2.2925529918893517e-08,2.2925529918893517e-08,2.2925529918893517e-08,2.2925529918893517e-08
1886,2.3599076470759428e-08,2.3599076470759428e-08,2.3599076470759428e-08,2.3599076470759428e-08
1887,2.2105474530219127e-08,2.2105474530219127e-08,2.2105474530219127e-08,2.2105474530219127e-08
1888,2.1608134456333313e-08,2.1608134456333313e-08,2.1608134456333313e-08,2.1608134456333313e-08
1889,2.1304555326245074e-08,2.1304555326245074e-08,2.1304555326245074e-08,2.1304555326245074e-08
1890,2.0183786578594924e-08,2.0183786578594924e-08,2.0183786578594924e-08,2.0183786578594924e-08
1891,2.0956584531209695e-08,2.0956584531209695e-08,2.0956584531209695e-08,2.0956584531209695e-08
1892,2.0918494872798225e-08,2.0918494872798225e-08,2.0918494872798225e-08,2.0918494872798225e-08
1893,2.029164189057805e-08,2.029164189057805e-08,2.029164189057805e-08,2.029164189057805e-08
1894,2.0510942531716736e-08,2.0510942531716736e-08,2.0510942531716736e-08,2.0510942531716736e-08
1895,2.0341060899145954e-08,2.0341060899145954e-08,2.0341060899145954e-08,2.0341060899145954e-08
1896,1.9703601544002984e-08,1.9703601544002984e-08,1.9703601544002984e-08,1.9703601544002984e-08
1897,2.0163310005776632e-08,2.0163310005776632e-08,2.0163310005776632e-08,2.0163310005776632e-08
1898,1.9168532158378833e-08,1.9168532158378833e-08,1.9168532158378833e-08,1.9168532158378833e-08
1899,1.8648862771491233e-08,1.8648862771491233e-08,1.8648862771491233e-08,1.8648862771491233e-08
1900,1.8923004623567456e-08,1.8923004623567456e-08,1.8923004623567456e-08,1.8923004623567456e-08
1901,1.8730176774641094e-08,1.8730176774641094e-08,1.8730176774641094e-08,1.8730176774641094e-08
1902,1.8591146907657015e-08,1.8591146907657015e-08,1.8591146907657015e-08,1.8591146907657015e-08
1903,1.946364847071891e-08,1.946364847071891e-08,1.946364847071891e-08,1.946364847071891e-08
1904,1.9458255705119753e-08,1.9458255705119753e-08,1.9458255705119753e-08,1.9458255705119753e-08
1905,1.9404194061069446e-08,1.9404194061069446e-08,1.9404194061069446e-08,1.9404194061069446e-08
1906,1.895955088165075e-08,1.895955088165075e-08,1.895955088165075e-08,1.895955088165075e-08
1907,1.8948981050925795e-08,1.8948981050925795e-08,1.8948981050925795e-08,1.8948981050925795e-08
1908,1.9812777196648312e-08,1.9812777196648312e-08,1.9812777196648312e-08,1.9812777196648312e-08
1909,1.989323753345421e-08,1.989323753345421e-08,1.989323753345421e-08,1.989323753345421e-08
1910,1.9907446865577834e-08,1.9907446865577834e-08,1.9907446865577834e-08,1.9907446865577834e-08
1911,1.993679786340051e-08,1.993679786340051e-08,1.993679786340051e-08,1.993679786340051e-08
1912,1.9868965647365907e-08,1.9868965647365907e-08,1.9868965647365907e-08,1.9868965647365907e-08
1913,2.0148500265041288e-08,2.0148500265041288e-08,2.0148500265041288e-08,2.0148500265041288e-08
1914,1.964520711185612e-08,1.964520711185612e-08,1.964520711185612e-08,1.964520711185612e-08
1915,1.8410086534613257e-08,1.8410086534613257e-08,1.8410086534613257e-08,1.8410086534613257e-08
1916,1.8043318331503348e-08,1.8043318331503348e-08,1.8043318331503348e-08,1.8043318331503348e-08
1917,1.7654312932182037e-08,1.7654312932182037e-08,1.7654312932182037e-08,1.7654312932182037e-08
1918,1.719677390963982e-08,1.719677390963982e-08,1.719677390963982e-08,1.719677390963982e-08
1919,1.7530076818721748e-08,1.7530076818721748e-08,1.7530076818721748e-08,1.7530076818721748e-08
1920,1.76297761151594e-08,1.76297761151594e-08,1.76297761151594e-08,1.76297761151594e-08
1921,1.771210010405509e-08,1.771210010405509e-08,1.771210010405509e-08,1.771210010405509e-08
1922,1.834403841525857e-08,1.834403841525857e-08,1.834403841525857e-08,1.834403841525857e-08
1923,3.706280311226757e-08,3.706280311226757e-08,3.706280311226757e-08,3.706280311226757e-08
1924,3.717932831445328e-08,3.717932831445328e-08,3.717932831445328e-08,3.717932831445328e-08
1925,3.751541198328466e-08,3.751541198328466e-08,3.751541198328466e-08,3.751541198328466e-08
1926,3.7943529207495885e-08,3.7943529207495885e-08,3.7943529207495885e-08,3.7943529207495885e-08
1927,3.734128841058139e-08,3.734128841058139e-08,3.734128841058139e-08,3.734128841058139e-08
1928,3.85434952525949e-08,3.85434952525949e-08,3.85434952525949e-08,3.85434952525949e-08
1929,3.859016395324488e-08,3.859016395324488e-08,3.859016395324488e-08,3.859016395324488e-08
1930,2.002822898004654e-08,2.002822898004654e-08,2.002822898004654e-08,2.002822898004654e-08
1931,2.0241983581367355e-08,2.0241983581367355e-08,2.0241983581367355e-08,2.0241983581367355e-08
1932,1.952042438801982e-08,1.952042438801982e-08,1.952042438801982e-08,1.952042438801982e-08
1933,1.8999088270886333e-08,1.8999088270886333e-08,1.8999088270886333e-08,1.8999088270886333e-08
1934,1.863556090394728e-08,1.863556090394728e-08,1.863556090394728e-08,1.863556090394728e-08
1935,2.5655699279322367e-08,2.5655699279322367e-08,2.5655699279322367e-08,2.5655699279322367e-08
1936,2.6434429502484946e-08,2.6434429502484946e-08,2.6434429502484946e-08,2.6434429502484946e-08
1937,2.7452968660262352e-08,2.7452968660262352e-08,2.7452968660262352e-08,2.7452968660262352e-08
1938,2.9186473174799436e-08,2.9186473174799436e-08,2.9186473174799436e-08,2.9186473174799436e-08
1939,2.8832310761117697e-08,2.8832310761117697e-08,2.8832310761117697e-08,2.8832310761117697e-08
1940,2.860053248200854e-08,2.860053248200854e-08,2.860053248200854e-08,2.860053248200854e-08
1941,3.230657011751451e-08,3.230657011751451e-08,3.230657011751451e-08,3.230657011751451e-08
1942,2.4216857852366047e-08,2.4216857852366047e-08,2.4216857852366047e-08,2.4216857852366047e-08
1943,2.3829491269111713e-08,2.3829491269111713e-08,2.3829491269111713e-08,2.3829491269111713e-08
1944,2.2980988286950118e-08,2.2980988286950118e-08,2.2980988286950118e-08,2.2980988286950118e-08
1945,2.6860999266123794e-08,2.6860999266123794e-08,2.6860999266123794e-08,2.6860999266123794e-08
1946,2.824557806694169e-08,2.824557806694169e-08,2.824557806694169e-08,2.824557806694169e-08
1947,3.175381380060571e-08,3.175381380060571e-08,3.175381380060571e-08,3.175381380060571e-08
1948,2.8542742518717594e-08,2.8542742518717594e-08,2.8542742518717594e-08,2.8542742518717594e-08
1949,2.8899868910668503e-08,2.8899868910668503e-08,2.8899868910668503e-08,2.8899868910668503e-08
1950,2.91867317616022e-08,2.91867317616022e-08,2.91867317616022e-08,2.91867317616022e-08
1951,2.919272924982254e-08,2.919272924982254e-08,2.919272924982254e-08,2.919272924982254e-08
1952,2.3416617216704642e-08,2.3416617216704642e-08,2.3416617216704642e-08,2.3416617216704642e-08
1953,3.02125829116611e-08,3.02125829116611e-08,3.02125829116611e-08,3.02125829116611e-08
1954,2.748300685441661e-08,2.748300685441661e-08,2.748300685441661e-08,2.748300685441661e-08
1955,2.9485976834767565e-08,2.9485976834767565e-08,2.9485976834767565e-08,2.9485976834767565e-08
1956,3.0595611631513616e-08,3.0595611631513616e-08,3.0595611631513616e-08,3.0595611631513616e-08
1957,3.084336341885319e-08,3.084336341885319e-08,3.084336341885319e-08,3.084336341885319e-08
1958,3.110215602524542e-08,3.110215602524542e-08,3.110215602524542e-08,3.110215602524542e-08
1959,3.270942094957263e-08,3.270942094957263e-08,3.270942094957263e-08,3.270942094957263e-08
1960,2.618386396591177e-08,2.618386396591177e-08,2.618386396591177e-08,2.618386396591177e-08
1961,2.6797684833062315e-08,2.6797684833062315e-08,2.6797684833062315e-08,2.6797684833062315e-08
1962,2.702570510239509e-08,2.702570510239509e-08,2.702570510239509e-08,2.702570510239509e-08
1963,2.894622649510633e-08,2.894622649510633e-08,2.894622649510633e-08,2.894622649510633e-08
1964,2.99158546823719e-08,2.99158546823719e-08,2.99158546823719e-08,2.99158546823719e-08
1965,3.1700992053629307e-08,3.1700992053629307e-08,3.1700992053629307e-08,3.1700992053629307e-08
1966,3.3491839904594856e-08,3.3491839904594856e-08,3.3491839904594856e-08,3.3491839904594856e-08
1967,3.5242868940648416e-08,3.5242868940648416e-08,3.5242868940648416e-08,3.5242868940648416e-08
1968,3.621953987525168e-08,3.621953987525168e-08,3.621953987525168e-08,3.621953987525168e-08
1969,3.8154945615685524e-08,3.8154945615685524e-08,3.8154945615685524e-08,3.8154945615685524e-08
1970,3.780901839231124e-08,3.780901839231124e-08,3.780901839231124e-08,3.780901839231124e-08
1971,3.747427739548519e-08,3.747427739548519e-08,3.747427739548519e-08,3.747427739548519e-08
1972,3.655799853317733e-08,3.655799853317733e-08,3.655799853317733e-08,3.655799853317733e-08
1973,3.469245335452342e-08,3.469245335452342e-08,3.469245335452342e-08,3.469245335452342e-08
1974,3.406300993650088e-08,3.406300993650088e-08,3.406300993650088e-08,3.406300993650088e-08
1975,3.437388253400643e-08,3.437388253400643e-08,3.437388253400643e-08,3.437388253400643e-08
1976,3.273383672056493e-08,3.273383672056493e-08,3.273383672056493e-08,3.273383672056493e-08
1977,3.293336321113267e-08,3.293336321113267e-08,3.293336321113267e-08,3.293336321113267e-08
1978,3.565342814632848e-08,3.565342814632848e-08,3.565342814632848e-08,3.565342814632848e-08
1979,3.699778566052763e-08,3.699778566052763e-08,3.699778566052763e-08,3.699778566052763e-08
1980,3.840994011738985e-08,3.840994011738985e-08,3.840994011738985e-08,3.840994011738985e-08
1981,3.793018039337832e-08,3.793018039337832e-08,3.793018039337832e-08,3.793018039337832e-08
1982,4.018193955346305e-08,4.018193955346305e-08,4.018193955346305e-08,4.018193955346305e-08
1983,4.168415174936919e-08,4.168415174936919e-08,4.168415174936919e-08,4.168415174936919e-08
1984,4.229888388757834e-08,4.229888388757834e-08,4.229888388757834e-08,4.229888388757834e-08
1985,4.258255183385375e-08,4.258255183385375e-08,4.258255183385375e-08,4.258255183385375e-08
1986,4.646597950852538e-08,4.646597950852538e-08,4.646597950852538e-08,4.646597950852538e-08
1987,4.8706944509392865e-08,4.8706944509392865e-08,4.8706944509392865e-08,4.8706944509392865e-08
1988,5.4617248882290626e-08,5.4617248882290626e-08,5.4617248882290626e-08,5.4617248882290626e-08
1989,6.278248727247566e-08,6.278248727247566e-08,6.278248727247566e-08,6.278248727247566e-08
1990,7.442918966863285e-08,7.442918966863285e-08,7.442918966863285e-08,7.442918966863285e-08
1991,1.5640521715860295e-07,1.5640521715860295e-07,1.5640521715860295e-07,1.5640521715860295e-07
1992,1.6996503252439003e-07,1.6996503252439003e-07,1.6996503252439003e-07,1.6996503252439003e-07
1993,1.6952785689535892e-07,1.6952785689535892e-07,1.6952785689535892e-07,1.6952785689535892e-07
1994,1.706372125503159e-07,1.706372125503159e-07,1.706372125503159e-07,1.706372125503159e-07
1995,1.7853069879590423e-07,1.7853069879590423e-07,1.7853069879590423e-07,1.7853069879590423e-07
1996,1.7582570320330758e-07,1.7582570320330758e-07,1.7582570320330758e-07,1.7582570320330758e-07
1997,1.7137810155125927e-07,1.7137810155125927e-07,1.7137810155125927e-07,1.7137810155125927e-07
1998,1.0088770453973797e-07,1.0088770453973797e-07,1.0088770453973797e-07,1.0088770453973797e-07
1999,9.775551847366972e-08,9.775551847366972e-08,9.775551847366972e-08,9.775551847366972e-08
2000,1.0731942268193961e-07,1.0731942268193961e-07,1.0731942268193961e-07,1.0731942268193961e-07
2001,1.1445979757646845e-07,1.1445979757646845e-07,1.1445979757646845e-07,1.1445979757646845e-07
2002,1.1655637572565475e-07,1.1655637572565475e-07,1.1655637572565475e-07,1.1655637572565475e-07
2003,1.183115137288431e-07,1.183115137288431e-07,1.183115137288431e-07,1.183115137288431e-07
2004,1.2605580021077652e-07,1.2605580021077652e-07,1.2605580021077652e-07,1.2605580021077652e-07
2005,1.263343390535608e-07,1.263343390535608e-07,1.263343390535608e-07,1.263343390535608e-07
2006,1.225416750928941e-07,1.225416750928941e-07,1.225416750928941e-07,1.225416750928941e-07
2007,1.1834927704512666e-07,1.1834927704512666e-07,1.1834927704512666e-07,1.1834927704512666e-07
2008,1.1292291292517933e-07,1.1292291292517933e-07,1.1292291292517933e-07,1.1292291292517933e-07
2009,1.0264541064738556e-07,1.0264541064738556e-07,1.0264541064738556e-07,1.0264541064738556e-07
2010,9.744910605442264e-08,9.744910605442264e-08,9.744910605442264e-08,9.744910605442264e-08
2011,9.416235461198344e-08,9.416235461198344e-08,9.416235461198344e-08,9.416235461198344e-08
2012,8.476996323939342e-08,8.476996323939342e-08,8.476996323939342e-08,8.476996323939342e-08
2013,8.051512574119052e-08,8.051512574119052e-08,8.051512574119052e-08,8.051512574119052e-08
2014,7.508102279578971e-08,7.508102279578971e-08,7.508102279578971e-08,7.508102279578971e-08
2015,7.337664292046092e-08,7.337664292046092e-08,7.337664292046092e-08,7.337664292046092e-08
2016,7.412308227523162e-08,7.412308227523162e-08,7.412308227523162e-08,7.412308227523162e-08
2017,7.544865591550358e-08,7.544865591550358e-08,7.544865591550358e-08,7.544865591550358e-08
2018,6.527538971567992e-08,6.527538971567992e-08,6.527538971567992e-08,6.527538971567992e-08
2019,6.63809824885675e-08,6.63809824885675e-08,6.63809824885675e-08,6.63809824885675e-08
