ngram,Repsol,Repsl,Repol,Repol
2005,1.0275551025935264e-07,1.2539427036400193e-10,6.189112496311568e-10,6.189112496311568e-10
2006,9.908807032031421e-08,9.257813414685425e-11,5.890283043065634e-10,5.890283043065634e-10
2007,9.287940524619184e-08,8.738570482304451e-11,6.596750526785148e-10,6.596750526785148e-10
2008,8.852851455084679e-08,7.724424473070407e-11,5.994873407212862e-10,5.994873407212862e-10
2009,7.344082523072107e-08,4.386684002155583e-10,5.426312335973396e-10,5.426312335973396e-10
2010,6.647193322757111e-08,4.169716092742938e-10,5.580284091953404e-10,5.580284091953404e-10
2011,5.839873042288803e-08,3.917388786867886e-10,4.163209692661532e-10,4.163209692661532e-10
2012,5.50421361822373e-08,3.8677028519380167e-10,3.902220486224588e-10,3.902220486224588e-10
2013,5.0114141661846845e-08,3.8162371303726173e-10,3.922665560429639e-10,3.922665560429639e-10
2014,4.946251306949177e-08,3.8162371303726173e-10,3.060491607166847e-10,3.060491607166847e-10
2015,4.567153055745621e-08,3.9248505561655696e-10,4.5309605918388204e-10,4.5309605918388204e-10
2016,4.318582063384773e-08,1.49552386843491e-11,4.6160622001388344e-10,4.6160622001388344e-10
2017,4.188657598547252e-08,1.2671566342511062e-11,3.761493784273003e-10,3.761493784273003e-10
2018,4.192521743107136e-08,1.5205879611013275e-11,4.4487989819819165e-10,4.4487989819819165e-10
2019,4.0220967001403096e-08,1.900734951376659e-11,4.626523660705706e-10,4.626523660705706e-10
