ngram,Inpex,Inpe,Inpex,Inpe
1952,4.824562951525177e-10,4.78479847013499e-10,4.824562951525177e-10,4.78479847013499e-10
1953,4.1282840836297044e-10,4.7676211193234e-10,4.1282840836297044e-10,4.7676211193234e-10
1954,3.7359139393178253e-10,2.4088240727479105e-10,3.7359139393178253e-10,2.4088240727479105e-10
1955,3.289684021222174e-10,2.5016516437746464e-10,3.289684021222174e-10,2.5016516437746464e-10
1956,3.7861765508509903e-10,2.2962084515544745e-10,3.7861765508509903e-10,2.2962084515544745e-10
1957,5.146223843891359e-10,2.5949952405156043e-10,5.146223843891359e-10,2.5949952405156043e-10
1958,5.860332298799977e-10,2.5949952405156043e-10,5.860332298799977e-10,2.5949952405156043e-10
1959,6.588247051083787e-10,1.8107977716492433e-10,6.588247051083787e-10,1.8107977716492433e-10
1960,6.27831342470131e-10,1.6028916487759963e-10,6.27831342470131e-10,1.6028916487759963e-10
1961,6.630724580514169e-10,1.5376839087747181e-10,6.630724580514169e-10,1.5376839087747181e-10
1962,6.357007182560587e-10,1.1028563379993678e-10,6.357007182560587e-10,1.1028563379993678e-10
1963,5.406360835204436e-10,1.1662534132872437e-10,5.406360835204436e-10,1.1662534132872437e-10
1964,4.5965785939421673e-10,9.787326207425347e-11,4.5965785939421673e-10,9.787326207425347e-11
1965,4.146922587068756e-10,1.2431850687777413e-10,4.146922587068756e-10,1.2431850687777413e-10
1966,3.2313034192821277e-10,1.682838620437848e-10,3.2313034192821277e-10,1.682838620437848e-10
1967,3.444348318464614e-10,1.753853590136245e-10,3.444348318464614e-10,1.753853590136245e-10
1968,4.1620704700167417e-10,1.8830038718751852e-10,4.1620704700167417e-10,1.8830038718751852e-10
1969,5.202550672013726e-10,2.2420792999966466e-10,5.202550672013726e-10,2.2420792999966466e-10
1970,5.244871858251748e-10,2.745562884186116e-10,5.244871858251748e-10,2.745562884186116e-10
1971,1.338679867354412e-09,2.4749153916735015e-10,1.338679867354412e-09,2.4749153916735015e-10
1972,1.3470164031811498e-09,2.384371846789587e-10,1.3470164031811498e-09,2.384371846789587e-10
1973,1.6827394874344544e-09,2.274882167561744e-10,1.6827394874344544e-09,2.274882167561744e-10
1974,1.808916476926064e-09,3.07568896938472e-10,1.808916476926064e-09,3.07568896938472e-10
1975,1.8610927878169393e-09,2.964712305018681e-10,1.8610927878169393e-09,2.964712305018681e-10
1976,1.9675324385610385e-09,4.4540161043509537e-10,1.9675324385610385e-09,4.4540161043509537e-10
1977,2.485533683633483e-09,3.832719498918026e-10,2.485533683633483e-09,3.832719498918026e-10
1978,1.9992310346899397e-09,4.714492229147232e-10,1.9992310346899397e-09,4.714492229147232e-10
1979,2.5740268488101084e-09,1.9089167885288916e-09,2.5740268488101084e-09,1.9089167885288916e-09
1980,2.923163346300685e-09,3.8821282200800815e-09,2.923163346300685e-09,3.8821282200800815e-09
1981,3.2169657889927603e-09,4.13532892651336e-09,3.2169657889927603e-09,4.13532892651336e-09
1982,3.4959754615014406e-09,5.311662599839982e-09,3.4959754615014406e-09,5.311662599839982e-09
1983,3.6028002803334402e-09,5.5709750126523414e-09,3.6028002803334402e-09,5.5709750126523414e-09
1984,3.4746364832979484e-09,5.629103940910493e-09,3.4746364832979484e-09,5.629103940910493e-09
1985,4.19608157743921e-09,9.371552712427495e-09,4.19608157743921e-09,9.371552712427495e-09
1986,4.201365414299321e-09,8.282847681538387e-09,4.201365414299321e-09,8.282847681538387e-09
1987,3.913913320425471e-09,7.413489381903813e-09,3.913913320425471e-09,7.413489381903813e-09
1988,4.418194572102558e-09,7.87349360709122e-09,4.418194572102558e-09,7.87349360709122e-09
1989,5.080593374578208e-09,7.098560188069567e-09,5.080593374578208e-09,7.098560188069567e-09
1990,5.47165395532139e-09,7.2202941443182715e-09,5.47165395532139e-09,7.2202941443182715e-09
1991,6.082482644537939e-09,7.870189071874328e-09,6.082482644537939e-09,7.870189071874328e-09
1992,5.5401745413519166e-09,4.136183459227791e-09,5.5401745413519166e-09,4.136183459227791e-09
1993,5.447063213180416e-09,4.150070223981775e-09,5.447063213180416e-09,4.150070223981775e-09
1994,5.883612930190907e-09,3.104244520165825e-09,5.883612930190907e-09,3.104244520165825e-09
1995,5.557771544571568e-09,2.58069046291506e-09,5.557771544571568e-09,2.58069046291506e-09
1996,4.917788684214283e-09,2.3062106589501396e-09,4.917788684214283e-09,2.3062106589501396e-09
1997,4.943896117889526e-09,1.935912200387183e-09,4.943896117889526e-09,1.935912200387183e-09
1998,4.644717023692481e-09,1.445195637764637e-09,4.644717023692481e-09,1.445195637764637e-09
1999,4.77076527489422e-09,1.3849058487304588e-09,4.77076527489422e-09,1.3849058487304588e-09
2000,5.464043630252848e-09,1.0671748088394599e-09,5.464043630252848e-09,1.0671748088394599e-09
2001,5.8385914515822284e-09,1.0319090225165338e-09,5.8385914515822284e-09,1.0319090225165338e-09
2002,6.191023630261075e-09,7.552252176809152e-10,6.191023630261075e-09,7.552252176809152e-10
2003,7.389045819650164e-09,6.658739135475703e-10,7.389045819650164e-09,6.658739135475703e-10
2004,8.354925386454073e-09,5.308466305420367e-10,8.354925386454073e-09,5.308466305420367e-10
2005,9.572185203207288e-09,3.353244884144299e-10,9.572185203207288e-09,3.353244884144299e-10
2006,1.0194979019725484e-08,3.119714784124586e-10,1.0194979019725484e-08,3.119714784124586e-10
2007,1.0005078353105188e-08,2.5502948958993395e-10,1.0005078353105188e-08,2.5502948958993395e-10
2008,9.424575088599698e-09,2.0454254014740895e-10,9.424575088599698e-09,2.0454254014740895e-10
2009,9.17986385319734e-09,2.145488276126896e-10,9.17986385319734e-09,2.145488276126896e-10
2010,8.112232409627853e-09,1.649328704365706e-10,8.112232409627853e-09,1.649328704365706e-10
2011,7.054414639741578e-09,1.0901671728045871e-10,7.054414639741578e-09,1.0901671728045871e-10
2012,5.679204535218625e-09,8.988487038008586e-11,5.679204535218625e-09,8.988487038008586e-11
2013,4.988160678160674e-09,7.505850405494944e-11,4.988160678160674e-09,7.505850405494944e-11
2014,4.373497151734438e-09,1.164530922089949e-10,4.373497151734438e-09,1.164530922089949e-10
2015,4.021939638475049e-09,1.165926839202009e-10,4.021939638475049e-09,1.165926839202009e-10
2016,3.4567443827983523e-09,1.3965868937505987e-10,3.4567443827983523e-09,1.3965868937505987e-10
2017,3.292555598536732e-09,1.4860650094742725e-10,3.292555598536732e-09,1.4860650094742725e-10
2018,3.008660121039952e-09,1.7182844522234397e-10,3.008660121039952e-09,1.7182844522234397e-10
2019,2.732902626423339e-09,1.9609605519249618e-10,2.732902626423339e-09,1.9609605519249618e-10
