ngram,BMW Group,BW Group
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,3.1293683914032247e-11,0.0
1881,3.1293683914032247e-11,0.0
1882,3.1293683914032247e-11,0.0
1883,3.1293683914032247e-11,0.0
1884,3.1293683914032247e-11,0.0
1885,3.1293683914032247e-11,0.0
1886,3.1293683914032247e-11,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,1.842626844756572e-11,0.0
1897,1.842626844756572e-11,0.0
1898,1.842626844756572e-11,0.0
1899,1.842626844756572e-11,0.0
1900,1.842626844756572e-11,0.0
1901,1.842626844756572e-11,0.0
1902,1.842626844756572e-11,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,0.0,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,0.0,0.0
1921,0.0,0.0
1922,0.0,0.0
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,3.5683971650562234e-11,0.0
1946,3.5683971650562234e-11,0.0
1947,3.5683971650562234e-11,0.0
1948,3.5683971650562234e-11,0.0
1949,3.5683971650562234e-11,0.0
1950,3.5683971650562234e-11,0.0
1951,3.5683971650562234e-11,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,0.0,0.0
1955,0.0,0.0
1956,0.0,0.0
1957,0.0,0.0
1958,0.0,0.0
1959,0.0,0.0
1960,0.0,0.0
1961,0.0,0.0
1962,0.0,0.0
1963,0.0,0.0
1964,0.0,8.561279661391451e-12
1965,0.0,1.694981555904513e-11
1966,1.6742192949464093e-11,1.694981555904513e-11
1967,2.516007144689628e-11,1.694981555904513e-11
1968,2.516007144689628e-11,2.5381346825868535e-11
1969,3.3706460241969947e-11,2.5381346825868535e-11
1970,3.3706460241969947e-11,2.5381346825868535e-11
1971,3.3706460241969947e-11,2.5341532443918472e-11
1972,3.3706460241969947e-11,1.6952996546264795e-11
1973,3.267912329629752e-11,1.6952996546264795e-11
1974,3.201520596248944e-11,3.246091887351302e-11
1975,7.057047208507733e-11,2.4029387606689615e-11
1976,6.966826470880934e-11,2.4029387606689615e-11
1977,9.257651540203352e-11,2.4029387606689615e-11
1978,9.257651540203352e-11,2.3269690242149518e-11
1979,1.0030695421095866e-10,5.4191445477850106e-11
1980,9.204669962744764e-11,7.655525072996256e-11
1981,1.0606538564106316e-10,6.104732840271434e-11
1982,1.0980235669112913e-10,6.104732840271434e-11
1983,1.2327700418019687e-10,6.104732840271434e-11
1984,1.213443537119639e-10,6.803919530958983e-11
1985,1.5575695346587663e-10,6.715994724634403e-11
1986,1.8087797628732868e-10,3.623819201064344e-11
1987,1.8614804836447618e-10,1.3874386758530984e-11
1988,1.7756392685562362e-10,4.684570092949869e-11
1989,1.9223998880863695e-10,5.950532328784825e-11
1990,1.964624484921248e-10,6.584064543568857e-11
1991,2.9430434379212096e-10,5.884877852881308e-11
1992,4.718598537694391e-10,5.8022490582018296e-11
1993,6.597329577481429e-10,6.41537284605333e-11
1994,9.937650028276783e-10,6.41537284605333e-11
1995,1.4064625020182575e-09,4.335058651335924e-11
1996,1.8776923547760204e-09,6.070222350567406e-11
1997,3.2927516269154466e-09,7.079732583911306e-11
1998,4.411567492265281e-09,1.4780562240404978e-10
1999,6.326620227703472e-09,1.7272542176300602e-10
2000,8.439815893776118e-09,3.19881312906199e-10
2001,1.1768926151083697e-08,3.5369349215314776e-10
2002,1.4217534927141173e-08,3.568695973653137e-10
2003,1.841755713018399e-08,4.399031099706312e-10
2004,1.990541560153198e-08,4.378976070640306e-10
2005,2.1753946961260747e-08,3.750894545359199e-10
2006,2.1680259999966112e-08,3.4901398140599737e-10
2007,2.2151156718410092e-08,2.0083580879697623e-10
2008,2.2108028043175765e-08,1.8714960384984865e-10
2009,2.1866117932185196e-08,1.7969913354961723e-10
2010,1.9106124428601235e-08,7.055184041149243e-11
2011,1.8841186135075205e-08,6.053639013681167e-11
2012,2.153552054145231e-08,6.66365055892618e-11
2013,2.4725622565264464e-08,7.19173765678649e-11
2014,2.498323820836796e-08,8.162664220141241e-11
2015,2.3520176917202207e-08,6.66665653732888e-11
2016,2.2928155628067415e-08,9.446774488656003e-11
2017,2.4453250239512652e-08,1.0566531041348674e-10
2018,2.561525125344133e-08,1.2062511267618703e-10
2019,2.1903190594585453e-08,1.1525593673900048e-10
