ngram,Nokia,Noka,Nokia,Noka
1965,7.799092831867987e-09,9.895506890091253e-09,7.799092831867987e-09,9.895506890091253e-09
1966,7.708331592074354e-09,8.902601132478237e-09,7.708331592074354e-09,8.902601132478237e-09
1967,8.95174705790274e-09,8.420779565706686e-09,8.95174705790274e-09,8.420779565706686e-09
1968,1.1622165388810605e-08,8.431457627316213e-09,1.1622165388810605e-08,8.431457627316213e-09
1969,1.475872370347377e-08,8.296302502129395e-09,1.475872370347377e-08,8.296302502129395e-09
1970,1.5698722766188666e-08,8.280466724995352e-09,1.5698722766188666e-08,8.280466724995352e-09
1971,1.850540374905206e-08,8.567576616412355e-09,1.850540374905206e-08,8.567576616412355e-09
1972,1.9727519237225773e-08,8.39287382449681e-09,1.9727519237225773e-08,8.39287382449681e-09
1973,2.3497963701808137e-08,8.293394098452772e-09,2.3497963701808137e-08,8.293394098452772e-09
1974,2.403176400735317e-08,7.130120827092412e-09,2.403176400735317e-08,7.130120827092412e-09
1975,2.414632481263977e-08,6.973043491826607e-09,2.414632481263977e-08,6.973043491826607e-09
1976,2.4955858078458604e-08,6.540184980887074e-09,2.4955858078458604e-08,6.540184980887074e-09
1977,2.601210523169227e-08,6.75542131757721e-09,2.601210523169227e-08,6.75542131757721e-09
1978,2.688232036973659e-08,5.677487511869726e-09,2.688232036973659e-08,5.677487511869726e-09
1979,2.885254042033531e-08,5.390089596879477e-09,2.885254042033531e-08,5.390089596879477e-09
1980,3.121369372495662e-08,4.939595795886273e-09,3.121369372495662e-08,4.939595795886273e-09
1981,3.627716463735656e-08,5.228221221033534e-09,3.627716463735656e-08,5.228221221033534e-09
1982,4.235519744457049e-08,5.1362879029324765e-09,4.235519744457049e-08,5.1362879029324765e-09
1983,5.523630847952583e-08,5.050892466178831e-09,5.523630847952583e-08,5.050892466178831e-09
1984,6.628970845261912e-08,4.547264723494696e-09,6.628970845261912e-08,4.547264723494696e-09
1985,7.85612474122185e-08,4.669504465632761e-09,7.85612474122185e-08,4.669504465632761e-09
1986,9.130510036925443e-08,4.1509576411056875e-09,9.130510036925443e-08,4.1509576411056875e-09
1987,1.0132432848308781e-07,4.333089093882287e-09,1.0132432848308781e-07,4.333089093882287e-09
1988,1.1349487851118414e-07,4.282805062974912e-09,1.1349487851118414e-07,4.282805062974912e-09
1989,1.2439351796241942e-07,4.235717110390169e-09,1.2439351796241942e-07,4.235717110390169e-09
1990,1.2971875561009127e-07,4.119873775465521e-09,1.2971875561009127e-07,4.119873775465521e-09
1991,1.4972478063717582e-07,3.9231757525166296e-09,1.4972478063717582e-07,3.9231757525166296e-09
1992,1.836695844303904e-07,3.2452546047271167e-09,1.836695844303904e-07,3.2452546047271167e-09
1993,2.0661024231165876e-07,3.961716764168597e-09,2.0661024231165876e-07,3.961716764168597e-09
1994,2.46415908122799e-07,4.4984453939633795e-09,2.46415908122799e-07,4.4984453939633795e-09
1995,2.953801409181064e-07,5.097970521918325e-09,2.953801409181064e-07,5.097970521918325e-09
1996,3.69232060799212e-07,4.937627354603283e-09,3.69232060799212e-07,4.937627354603283e-09
1997,4.6512874567789755e-07,4.874604592990701e-09,4.6512874567789755e-07,4.874604592990701e-09
1998,5.652306356296322e-07,4.926604457722306e-09,5.652306356296322e-07,4.926604457722306e-09
1999,6.677003950374325e-07,4.9695435703053394e-09,6.677003950374325e-07,4.9695435703053394e-09
2000,7.782973991002759e-07,4.97905431170612e-09,7.782973991002759e-07,4.97905431170612e-09
2001,8.613309400321409e-07,4.580559677590048e-09,8.613309400321409e-07,4.580559677590048e-09
2002,9.670107488091162e-07,3.863140379018708e-09,9.670107488091162e-07,3.863140379018708e-09
2003,1.0142639845461027e-06,6.57182974705961e-09,1.0142639845461027e-06,6.57182974705961e-09
2004,1.0430372624016724e-06,6.4114919405357435e-09,1.0430372624016724e-06,6.4114919405357435e-09
2005,1.0494347861822462e-06,6.481135279250745e-09,1.0494347861822462e-06,6.481135279250745e-09
2006,1.018511519695104e-06,6.4324386452239784e-09,1.018511519695104e-06,6.4324386452239784e-09
2007,1.0277594079915225e-06,5.985913035086046e-09,1.0277594079915225e-06,5.985913035086046e-09
2008,1.0096024100546077e-06,6.72620740057742e-09,1.0096024100546077e-06,6.72620740057742e-09
2009,9.348359526484273e-07,7.2204114116252475e-09,9.348359526484273e-07,7.2204114116252475e-09
2010,8.822448925067355e-07,4.8286920176618e-09,8.822448925067355e-07,4.8286920176618e-09
2011,8.184357755323748e-07,5.520988840704685e-09,8.184357755323748e-07,5.520988840704685e-09
2012,7.542487147864969e-07,5.6727089375081215e-09,7.542487147864969e-07,5.6727089375081215e-09
2013,7.267428584002898e-07,5.485317216320189e-09,7.267428584002898e-07,5.485317216320189e-09
2014,6.365382806247258e-07,5.39737454730016e-09,6.365382806247258e-07,5.39737454730016e-09
2015,5.948311110971969e-07,4.262876813448153e-09,5.948311110971969e-07,4.262876813448153e-09
2016,5.551939961735895e-07,3.850633431160386e-09,5.551939961735895e-07,3.850633431160386e-09
2017,5.442783551264559e-07,3.828512210960848e-09,5.442783551264559e-07,3.828512210960848e-09
2018,5.360156308142904e-07,3.229349898603573e-09,5.360156308142904e-07,3.229349898603573e-09
2019,5.343991702488893e-07,2.7190775742091944e-09,5.343991702488893e-07,2.7190775742091944e-09
