ngram,Barclays,Barclays,Barlays,Barlays
1944,4.230681684345784e-07,4.230681684345784e-07,4.0723573323044244e-11,4.0723573323044244e-11
1945,4.379592358613341e-07,4.379592358613341e-07,1.8971322528799864e-11,1.8971322528799864e-11
1946,4.482754596730436e-07,4.482754596730436e-07,5.2067530842414556e-11,5.2067530842414556e-11
1947,4.960685414191955e-07,4.960685414191955e-07,5.2067530842414556e-11,5.2067530842414556e-11
1948,5.166654334841172e-07,5.166654334841172e-07,1.2046753079213753e-10,1.2046753079213753e-10
1949,5.663539427912058e-07,5.663539427912058e-07,1.2046753079213753e-10,1.2046753079213753e-10
1950,5.938187013855765e-07,5.938187013855765e-07,1.5430748147503082e-10,1.5430748147503082e-10
1951,6.091553887342473e-07,6.091553887342473e-07,1.684343557485844e-10,1.684343557485844e-10
1952,6.620962307936549e-07,6.620962307936549e-07,1.684343557485844e-10,1.684343557485844e-10
1953,7.179800799609179e-07,7.179800799609179e-07,1.353381474349697e-10,1.353381474349697e-10
1954,7.070969607931537e-07,7.070969607931537e-07,1.353381474349697e-10,1.353381474349697e-10
1955,7.648422086146769e-07,7.648422086146769e-07,8.143239951400157e-11,8.143239951400157e-11
1956,7.6915944191569e-07,7.6915944191569e-07,1.622404343807179e-10,1.622404343807179e-10
1957,7.79769387853386e-07,7.79769387853386e-07,1.5388793513291888e-10,1.5388793513291888e-10
1958,7.592882574109743e-07,7.592882574109743e-07,1.4459335415503308e-10,1.4459335415503308e-10
1959,7.009541036495648e-07,7.009541036495648e-07,1.4459335415503308e-10,1.4459335415503308e-10
1960,6.789597039512176e-07,6.789597039512176e-07,1.5518121510016414e-10,1.5518121510016414e-10
1961,7.200277098360987e-07,7.200277098360987e-07,1.776923528952677e-10,1.776923528952677e-10
1962,7.419860545659114e-07,7.419860545659114e-07,1.9380336918617402e-10,1.9380336918617402e-10
1963,7.708741723685566e-07,7.708741723685566e-07,1.1299533431945769e-10,1.1299533431945769e-10
1964,7.831427280637269e-07,7.831427280637269e-07,9.650119294927047e-11,9.650119294927047e-11
1965,8.102498603485791e-07,8.102498603485791e-07,7.269757712480285e-11,7.269757712480285e-11
1966,8.542688436006886e-07,8.542688436006886e-07,7.269757712480285e-11,7.269757712480285e-11
1967,9.055956167815436e-07,9.055956167815436e-07,7.095439513715718e-11,7.095439513715718e-11
1968,9.346190056801009e-07,9.346190056801009e-07,6.615634032655241e-11,6.615634032655241e-11
1969,9.25687475371108e-07,9.25687475371108e-07,4.452795770992779e-11,4.452795770992779e-11
1970,9.467349530366067e-07,9.467349530366067e-07,4.452795770992779e-11,4.452795770992779e-11
1971,9.66017101485964e-07,9.66017101485964e-07,4.4485548181657666e-11,4.4485548181657666e-11
1972,9.88156386938499e-07,9.88156386938499e-07,5.318099333922228e-11,5.318099333922228e-11
1973,9.835910239936702e-07,9.835910239936702e-07,7.794328476291262e-11,7.794328476291262e-11
1974,9.730951221951858e-07,9.730951221951858e-07,9.354111532974433e-11,9.354111532974433e-11
1975,9.494499490106786e-07,9.494499490106786e-07,7.582803234524554e-11,7.582803234524554e-11
1976,9.363972545933003e-07,9.363972545933003e-07,8.292400892934942e-11,8.292400892934942e-11
1977,9.130878879659576e-07,9.130878879659576e-07,9.09504198144871e-11,9.09504198144871e-11
1978,9.142537952097232e-07,9.142537952097232e-07,9.015944786385153e-11,9.015944786385153e-11
1979,9.136278679631817e-07,9.136278679631817e-07,9.77194044928163e-11,9.77194044928163e-11
1980,9.703031115090458e-07,9.703031115090458e-07,1.0430442273778873e-10,1.0430442273778873e-10
1981,1.0070208824280208e-06,1.0070208824280208e-06,7.986191321347163e-11,7.986191321347163e-11
1982,1.065071525577618e-06,1.065071525577618e-06,9.468490327108853e-11,9.468490327108853e-11
1983,1.15976645734658e-06,1.15976645734658e-06,1.2302707612575426e-10,1.2302707612575426e-10
1984,1.1751579417510323e-06,1.1751579417510323e-06,1.811560043839057e-10,1.811560043839057e-10
1985,1.1966555380890246e-06,1.1966555380890246e-06,2.0916645201588376e-10,2.0916645201588376e-10
1986,1.219312123014658e-06,1.219312123014658e-06,2.1363671546100908e-10,2.1363671546100908e-10
1987,1.2098811501865775e-06,1.2098811501865775e-06,1.8228940579234632e-10,1.8228940579234632e-10
1988,1.1954118365663038e-06,1.1954118365663038e-06,2.2387786465952582e-10,2.2387786465952582e-10
1989,1.1688936833057336e-06,1.1688936833057336e-06,2.290109094424001e-10,2.290109094424001e-10
1990,1.0938944602198068e-06,1.0938944602198068e-06,2.045682611402049e-10,2.045682611402049e-10
1991,1.103551978433513e-06,1.103551978433513e-06,1.5155145888234856e-10,1.5155145888234856e-10
1992,1.0904039657231936e-06,1.0904039657231936e-06,1.2174342883015347e-10,1.2174342883015347e-10
1993,1.055777748401202e-06,1.055777748401202e-06,1.2034184165050325e-10,1.2034184165050325e-10
1994,1.0044887842143777e-06,1.0044887842143777e-06,1.6586374932244955e-10,1.6586374932244955e-10
1995,9.71365531248531e-07,9.71365531248531e-07,1.3066242185444388e-10,1.3066242185444388e-10
1996,9.381994995497475e-07,9.381994995497475e-07,1.3591454400433252e-10,1.3591454400433252e-10
1997,8.941419196162315e-07,8.941419196162315e-07,1.3319972952000444e-10,1.3319972952000444e-10
1998,8.809922340852998e-07,8.809922340852998e-07,1.2006119263457167e-10,1.2006119263457167e-10
1999,8.384718707280367e-07,8.384718707280367e-07,1.1912209066378132e-10,1.1912209066378132e-10
2000,8.12538928585127e-07,8.12538928585127e-07,1.1537530008757076e-10,1.1537530008757076e-10
2001,8.016427922744437e-07,8.016427922744437e-07,7.49241224617947e-11,7.49241224617947e-11
2002,8.221635994232201e-07,8.221635994232201e-07,7.39055448784054e-11,7.39055448784054e-11
2003,8.014058039407246e-07,8.014058039407246e-07,7.448807493434399e-11,7.448807493434399e-11
2004,7.93334874872796e-07,7.93334874872796e-07,6.732359461580906e-11,6.732359461580906e-11
2005,7.480212015512475e-07,7.480212015512475e-07,8.222937559040514e-11,8.222937559040514e-11
2006,7.368131004373676e-07,7.368131004373676e-07,8.709927570849096e-11,8.709927570849096e-11
2007,7.370701869798982e-07,7.370701869798982e-07,7.688914931334802e-11,7.688914931334802e-11
2008,7.252379776088804e-07,7.252379776088804e-07,7.710949884561939e-11,7.710949884561939e-11
2009,6.865550322540262e-07,6.865550322540262e-07,1.0907905779019726e-10,1.0907905779019726e-10
2010,6.641673491815579e-07,6.641673491815579e-07,1.0785174786983757e-10,1.0785174786983757e-10
2011,6.576313791941044e-07,6.576313791941044e-07,1.1168584658295875e-10,1.1168584658295875e-10
2012,6.418013965360712e-07,6.418013965360712e-07,9.678006560836267e-11,9.678006560836267e-11
2013,6.482170371262847e-07,6.482170371262847e-07,9.183794399561914e-11,9.183794399561914e-11
2014,6.268688334135472e-07,6.268688334135472e-07,8.647078291496818e-11,8.647078291496818e-11
2015,6.0263893228044e-07,6.0263893228044e-07,1.0833306028039985e-10,1.0833306028039985e-10
2016,5.683066928798195e-07,5.683066928798195e-07,7.099494752003745e-11,7.099494752003745e-11
2017,5.673426196987444e-07,5.673426196987444e-07,5.4170165459758536e-11,5.4170165459758536e-11
2018,5.498946222814993e-07,5.498946222814993e-07,4.550613150189342e-11,4.550613150189342e-11
2019,5.433002527865938e-07,5.433002527865938e-07,5.6882664377366776e-11,5.6882664377366776e-11
