ngram,Ecopetrol,Ecopetrol
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,0.0,0.0
1881,0.0,0.0
1882,0.0,0.0
1883,0.0,0.0
1884,0.0,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,0.0,0.0
1900,0.0,0.0
1901,1.7136687307279479e-10,1.7136687307279479e-10
1902,1.7136687307279479e-10,1.7136687307279479e-10
1903,1.7136687307279479e-10,1.7136687307279479e-10
1904,1.7136687307279479e-10,1.7136687307279479e-10
1905,1.7136687307279479e-10,1.7136687307279479e-10
1906,1.7136687307279479e-10,1.7136687307279479e-10
1907,2.0066722093505162e-10,2.0066722093505162e-10
1908,2.930034786225682e-11,2.930034786225682e-11
1909,2.930034786225682e-11,2.930034786225682e-11
1910,2.930034786225682e-11,2.930034786225682e-11
1911,2.930034786225682e-11,2.930034786225682e-11
1912,2.930034786225682e-11,2.930034786225682e-11
1913,2.930034786225682e-11,2.930034786225682e-11
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,1.396573432296425e-11,1.396573432296425e-11
1918,1.396573432296425e-11,1.396573432296425e-11
1919,1.396573432296425e-11,1.396573432296425e-11
1920,1.396573432296425e-11,1.396573432296425e-11
1921,9.830055916085608e-11,9.830055916085608e-11
1922,9.830055916085608e-11,9.830055916085608e-11
1923,9.830055916085608e-11,9.830055916085608e-11
1924,8.433482483789184e-11,8.433482483789184e-11
1925,8.433482483789184e-11,8.433482483789184e-11
1926,8.433482483789184e-11,8.433482483789184e-11
1927,8.433482483789184e-11,8.433482483789184e-11
1928,4.5618972884956375e-11,4.5618972884956375e-11
1929,4.5618972884956375e-11,4.5618972884956375e-11
1930,4.5618972884956375e-11,4.5618972884956375e-11
1931,4.5618972884956375e-11,4.5618972884956375e-11
1932,4.5618972884956375e-11,4.5618972884956375e-11
1933,4.5618972884956375e-11,4.5618972884956375e-11
1934,6.808684766783963e-11,6.808684766783963e-11
1935,2.2467874782883257e-11,2.2467874782883257e-11
1936,2.2467874782883257e-11,2.2467874782883257e-11
1937,2.2467874782883257e-11,2.2467874782883257e-11
1938,2.2467874782883257e-11,2.2467874782883257e-11
1939,2.2467874782883257e-11,2.2467874782883257e-11
1940,2.2467874782883257e-11,2.2467874782883257e-11
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,3.794264505759973e-11,3.794264505759973e-11
1945,3.794264505759973e-11,3.794264505759973e-11
1946,7.103885337121442e-11,7.103885337121442e-11
1947,7.103885337121442e-11,7.103885337121442e-11
1948,1.9073884931814737e-10,1.9073884931814737e-10
1949,1.9073884931814737e-10,1.9073884931814737e-10
1950,2.0765882465959403e-10,2.0765882465959403e-10
1951,2.690107680265135e-10,2.690107680265135e-10
1952,6.924773948702168e-10,6.924773948702168e-10
1953,1.8988308722997107e-09,1.8988308722997107e-09
1954,2.9004318332002755e-09,2.9004318332002755e-09
1955,4.592513292275438e-09,4.592513292275438e-09
1956,5.7507617735279885e-09,5.7507617735279885e-09
1957,7.543450895676683e-09,7.543450895676683e-09
1958,8.586729835105951e-09,8.586729835105951e-09
1959,9.733120722086954e-09,9.733120722086954e-09
1960,1.065359457795369e-08,1.065359457795369e-08
1961,1.2443374711576131e-08,1.2443374711576131e-08
1962,1.3141225377718716e-08,1.3141225377718716e-08
1963,1.556817303643194e-08,1.556817303643194e-08
1964,1.519749354932693e-08,1.519749354932693e-08
1965,1.5879641855422377e-08,1.5879641855422377e-08
1966,1.6604775966909202e-08,1.6604775966909202e-08
1967,1.6832915759680744e-08,1.6832915759680744e-08
1968,1.6361948494493716e-08,1.6361948494493716e-08
1969,1.596188451255135e-08,1.596188451255135e-08
1970,1.5384629950939858e-08,1.5384629950939858e-08
1971,1.636244346363875e-08,1.636244346363875e-08
1972,1.6633323924557837e-08,1.6633323924557837e-08
1973,1.6451381082812792e-08,1.6451381082812792e-08
1974,1.604316095844232e-08,1.604316095844232e-08
1975,1.5977188080488044e-08,1.5977188080488044e-08
1976,1.753223242774636e-08,1.753223242774636e-08
1977,1.661115765573738e-08,1.661115765573738e-08
1978,1.7425746179355883e-08,1.7425746179355883e-08
1979,1.8556841016196098e-08,1.8556841016196098e-08
1980,1.9837138534991742e-08,1.9837138534991742e-08
1981,2.302266897759507e-08,2.302266897759507e-08
1982,2.658625142260007e-08,2.658625142260007e-08
1983,2.9961421788016196e-08,2.9961421788016196e-08
1984,3.2049691916264626e-08,3.2049691916264626e-08
1985,3.5690731639955886e-08,3.5690731639955886e-08
1986,4.1528058706116356e-08,4.1528058706116356e-08
1987,4.211375553048973e-08,4.211375553048973e-08
1988,4.18419572006152e-08,4.18419572006152e-08
1989,4.207726459323372e-08,4.207726459323372e-08
1990,4.4877210519140524e-08,4.4877210519140524e-08
1991,4.959029428367298e-08,4.959029428367298e-08
1992,5.328578035955291e-08,5.328578035955291e-08
1993,5.3097949402415775e-08,5.3097949402415775e-08
1994,6.124724346737562e-08,6.124724346737562e-08
1995,6.254279836883012e-08,6.254279836883012e-08
1996,6.159411926530214e-08,6.159411926530214e-08
1997,5.687989000437353e-08,5.687989000437353e-08
1998,5.241745475765518e-08,5.241745475765518e-08
1999,4.694202360155941e-08,4.694202360155941e-08
2000,4.1196865347663854e-08,4.1196865347663854e-08
2001,3.20095515807647e-08,3.20095515807647e-08
2002,2.9728728431369485e-08,2.9728728431369485e-08
2003,3.0875739298608096e-08,3.0875739298608096e-08
2004,3.1367045595840996e-08,3.1367045595840996e-08
2005,2.9281467663265304e-08,2.9281467663265304e-08
2006,2.693731079464864e-08,2.693731079464864e-08
2007,2.5394955471824687e-08,2.5394955471824687e-08
2008,2.3633842819289645e-08,2.3633842819289645e-08
2009,2.1252249737813145e-08,2.1252249737813145e-08
2010,1.70352535887121e-08,1.70352535887121e-08
2011,1.3233624989490117e-08,1.3233624989490117e-08
2012,1.3002661169991825e-08,1.3002661169991825e-08
2013,1.178478419611955e-08,1.178478419611955e-08
2014,1.1479454847013976e-08,1.1479454847013976e-08
2015,1.1439985086220922e-08,1.1439985086220922e-08
2016,1.2041156262552834e-08,1.2041156262552834e-08
2017,1.1674238168761045e-08,1.1674238168761045e-08
2018,1.1467837701673034e-08,1.1467837701673034e-08
2019,1.0643620651507035e-08,1.0643620651507035e-08
