ngram,RBC,RC,RBC,RC
1903,7.969780680643673e-09,1.4077645005272643e-07,7.969780680643673e-09,1.4077645005272643e-07
1904,6.8224991568919896e-09,1.4208743185203536e-07,6.8224991568919896e-09,1.4208743185203536e-07
1905,7.091360070583213e-09,1.4725975461260532e-07,7.091360070583213e-09,1.4725975461260532e-07
1906,7.16285862369302e-09,1.4348490192820203e-07,7.16285862369302e-09,1.4348490192820203e-07
1907,1.9491701586105137e-09,1.5414077328809332e-07,1.9491701586105137e-09,1.5414077328809332e-07
1908,2.0660168338031734e-09,1.4630782731371384e-07,2.0660168338031734e-09,1.4630782731371384e-07
1909,2.114298196837743e-09,1.5385337296233308e-07,2.114298196837743e-09,1.5385337296233308e-07
1910,2.5965661684271677e-09,1.5588729951332425e-07,2.5965661684271677e-09,1.5588729951332425e-07
1911,2.5600785301195727e-09,1.6223148589590763e-07,2.5600785301195727e-09,1.6223148589590763e-07
1912,3.7109662009982003e-09,1.6082361651927256e-07,3.7109662009982003e-09,1.6082361651927256e-07
1913,3.93699187536559e-09,1.7048302173147283e-07,3.93699187536559e-09,1.7048302173147283e-07
1914,3.526214336397564e-09,1.86113630158096e-07,3.526214336397564e-09,1.86113630158096e-07
1915,4.305895259396461e-09,2.022606366836044e-07,4.305895259396461e-09,2.022606366836044e-07
1916,4.575756297674007e-09,2.1888211522634394e-07,4.575756297674007e-09,2.1888211522634394e-07
1917,5.787744585182355e-09,2.305945798752873e-07,5.787744585182355e-09,2.305945798752873e-07
1918,6.956969318088519e-09,2.4343291776014145e-07,6.956969318088519e-09,2.4343291776014145e-07
1919,7.546771937530901e-09,2.7037752658998215e-07,7.546771937530901e-09,2.7037752658998215e-07
1920,8.49563571872888e-09,2.729941469072271e-07,8.49563571872888e-09,2.729941469072271e-07
1921,8.556383094112822e-09,2.486666232925927e-07,8.556383094112822e-09,2.486666232925927e-07
1922,9.348138453800305e-09,2.42090371622388e-07,9.348138453800305e-09,2.42090371622388e-07
1923,1.3321752970593285e-08,2.427921320499341e-07,1.3321752970593285e-08,2.427921320499341e-07
1924,1.293647398727314e-08,3.0986126172852633e-07,1.293647398727314e-08,3.0986126172852633e-07
1925,1.2786755908069023e-08,3.604963601284388e-07,1.2786755908069023e-08,3.604963601284388e-07
1926,1.2276966871687428e-08,4.014255949869039e-07,1.2276966871687428e-08,4.014255949869039e-07
1927,1.3272397276458442e-08,4.763373807138903e-07,1.3272397276458442e-08,4.763373807138903e-07
1928,1.5791545848742317e-08,5.483274817054605e-07,1.5791545848742317e-08,5.483274817054605e-07
1929,1.4715755725092095e-08,5.444169224639544e-07,1.4715755725092095e-08,5.444169224639544e-07
1930,1.2362743590748387e-08,5.514369304039844e-07,1.2362743590748387e-08,5.514369304039844e-07
1931,1.2219971066786326e-08,5.003217162473967e-07,1.2219971066786326e-08,5.003217162473967e-07
1932,1.2890880363158885e-08,4.843359826216849e-07,1.2890880363158885e-08,4.843359826216849e-07
1933,1.4181435200758382e-08,4.7215406441734687e-07,1.4181435200758382e-08,4.7215406441734687e-07
1934,1.4714729244604184e-08,4.436911110263152e-07,1.4714729244604184e-08,4.436911110263152e-07
1935,1.5153035905411472e-08,4.3215049215307643e-07,1.5153035905411472e-08,4.3215049215307643e-07
1936,2.3916645552901628e-08,4.7545690254732366e-07,2.3916645552901628e-08,4.7545690254732366e-07
1937,2.775450421868949e-08,5.217610115388587e-07,2.775450421868949e-08,5.217610115388587e-07
1938,3.935855895166794e-08,5.523660157840433e-07,3.935855895166794e-08,5.523660157840433e-07
1939,4.51070637349663e-08,5.547703299920872e-07,4.51070637349663e-08,5.547703299920872e-07
1940,5.80661466845608e-08,6.196281512010111e-07,5.80661466845608e-08,6.196281512010111e-07
1941,6.923797281542323e-08,6.707795867961457e-07,6.923797281542323e-08,6.707795867961457e-07
1942,7.70553698308569e-08,7.013557511267468e-07,7.70553698308569e-08,7.013557511267468e-07
1943,8.941174454792287e-08,7.961125610173829e-07,8.941174454792287e-08,7.961125610173829e-07
1944,1.0111824723578269e-07,8.485374434842794e-07,1.0111824723578269e-07,8.485374434842794e-07
1945,1.162368142055519e-07,1.1754307982820528e-06,1.162368142055519e-07,1.1754307982820528e-06
1946,1.3386344781857978e-07,1.515125632067793e-06,1.3386344781857978e-07,1.515125632067793e-06
1947,1.42714751762339e-07,2.207623846775927e-06,1.42714751762339e-07,2.207623846775927e-06
1948,1.5555460107309826e-07,2.6426985592869253e-06,1.5555460107309826e-07,2.6426985592869253e-06
1949,1.7006479627720443e-07,3.1443721582036233e-06,1.7006479627720443e-07,3.1443721582036233e-06
1950,1.759943119493203e-07,4.316399213166733e-06,1.759943119493203e-07,4.316399213166733e-06
1951,1.8581320253880612e-07,5.173693060506983e-06,1.8581320253880612e-07,5.173693060506983e-06
1952,1.8594674397068696e-07,5.418227504248664e-06,1.8594674397068696e-07,5.418227504248664e-06
1953,1.9248244801214502e-07,5.49864898857777e-06,1.9248244801214502e-07,5.49864898857777e-06
1954,2.089113065397084e-07,5.148001069496136e-06,2.089113065397084e-07,5.148001069496136e-06
1955,2.1576490943126763e-07,5.117542319307436e-06,2.1576490943126763e-07,5.117542319307436e-06
1956,2.3266219021219774e-07,4.932881113615752e-06,2.3266219021219774e-07,4.932881113615752e-06
1957,2.398995633257073e-07,4.035792536732126e-06,2.398995633257073e-07,4.035792536732126e-06
1958,2.57042724375164e-07,3.6809266735612515e-06,2.57042724375164e-07,3.6809266735612515e-06
1959,2.823185464454322e-07,3.649080911470394e-06,2.823185464454322e-07,3.649080911470394e-06
1960,3.02666395311592e-07,3.592884825463573e-06,3.02666395311592e-07,3.592884825463573e-06
1961,3.343680065524625e-07,3.5672554921412873e-06,3.343680065524625e-07,3.5672554921412873e-06
1962,3.504276833155018e-07,3.5118838630816233e-06,3.504276833155018e-07,3.5118838630816233e-06
1963,3.7237061941855896e-07,3.5619956244253056e-06,3.7237061941855896e-07,3.5619956244253056e-06
1964,4.049385730857986e-07,3.550364746323404e-06,4.049385730857986e-07,3.550364746323404e-06
1965,4.3891485493726836e-07,3.4135109672206454e-06,4.3891485493726836e-07,3.4135109672206454e-06
1966,4.673883527824988e-07,3.2979435543113922e-06,4.673883527824988e-07,3.2979435543113922e-06
1967,5.081192365910933e-07,3.3627045792984845e-06,5.081192365910933e-07,3.3627045792984845e-06
1968,5.455096519264251e-07,3.4327857585075046e-06,5.455096519264251e-07,3.4327857585075046e-06
1969,6.036827398604925e-07,3.503646731977434e-06,6.036827398604925e-07,3.503646731977434e-06
1970,6.466308824266369e-07,3.919982516111174e-06,6.466308824266369e-07,3.919982516111174e-06
1971,7.052446449051786e-07,4.276787844251625e-06,7.052446449051786e-07,4.276787844251625e-06
1972,7.673165539147573e-07,4.339428284895673e-06,7.673165539147573e-07,4.339428284895673e-06
1973,8.209558797846382e-07,4.717277274072071e-06,8.209558797846382e-07,4.717277274072071e-06
1974,8.671185339283381e-07,4.862277202326888e-06,8.671185339283381e-07,4.862277202326888e-06
1975,9.307393530174782e-07,5.868318469635726e-06,9.307393530174782e-07,5.868318469635726e-06
1976,9.597978873898683e-07,6.137075875553169e-06,9.597978873898683e-07,6.137075875553169e-06
1977,1.00531035838815e-06,6.007102066567833e-06,1.00531035838815e-06,6.007102066567833e-06
1978,1.0369280484415607e-06,6.30777179009913e-06,1.0369280484415607e-06,6.30777179009913e-06
1979,1.04420678326278e-06,7.129307505238103e-06,1.04420678326278e-06,7.129307505238103e-06
1980,1.0589991948758585e-06,7.186174570961157e-06,1.0589991948758585e-06,7.186174570961157e-06
1981,1.0872937536987592e-06,7.508237558795372e-06,1.0872937536987592e-06,7.508237558795372e-06
1982,1.081771025772988e-06,7.162263955251547e-06,1.081771025772988e-06,7.162263955251547e-06
1983,1.1168166825622653e-06,7.271927253376427e-06,1.1168166825622653e-06,7.271927253376427e-06
1984,1.1382188469204785e-06,7.650108857758045e-06,1.1382188469204785e-06,7.650108857758045e-06
1985,1.1309115117390839e-06,7.69990966935958e-06,1.1309115117390839e-06,7.69990966935958e-06
1986,1.1553078463423714e-06,7.571164977499782e-06,1.1553078463423714e-06,7.571164977499782e-06
1987,1.1543066063625571e-06,8.125349852759558e-06,1.1543066063625571e-06,8.125349852759558e-06
1988,1.1358815267418062e-06,8.419543519266881e-06,1.1358815267418062e-06,8.419543519266881e-06
1989,1.1089876709645199e-06,8.17596966434004e-06,1.1089876709645199e-06,8.17596966434004e-06
1990,1.1071758113497969e-06,8.41646345049542e-06,1.1071758113497969e-06,8.41646345049542e-06
1991,1.088471663024393e-06,8.340666681760922e-06,1.088471663024393e-06,8.340666681760922e-06
1992,1.0890145826384208e-06,8.465131031698547e-06,1.0890145826384208e-06,8.465131031698547e-06
1993,1.048945315622924e-06,8.236799723298255e-06,1.048945315622924e-06,8.236799723298255e-06
1994,1.039758314748594e-06,8.002189978079904e-06,1.039758314748594e-06,8.002189978079904e-06
1995,1.0403449225902608e-06,7.873164772068516e-06,1.0403449225902608e-06,7.873164772068516e-06
1996,1.0400793826192967e-06,7.877869653124695e-06,1.0400793826192967e-06,7.877869653124695e-06
1997,9.875166061387323e-07,7.665977136639412e-06,9.875166061387323e-07,7.665977136639412e-06
1998,9.61652144074573e-07,7.61684597299401e-06,9.61652144074573e-07,7.61684597299401e-06
1999,9.414309991890539e-07,7.222909776568745e-06,9.414309991890539e-07,7.222909776568745e-06
2000,9.517711094174177e-07,7.0073947426863015e-06,9.517711094174177e-07,7.0073947426863015e-06
2001,9.532459037992729e-07,6.67042032936089e-06,9.532459037992729e-07,6.67042032936089e-06
2002,9.514877043719545e-07,6.314867407906734e-06,9.514877043719545e-07,6.314867407906734e-06
2003,9.601320617288626e-07,6.148183664273736e-06,9.601320617288626e-07,6.148183664273736e-06
2004,1.0104487598385146e-06,5.906597185198084e-06,1.0104487598385146e-06,5.906597185198084e-06
2005,1.032664653978697e-06,5.642784799420042e-06,1.032664653978697e-06,5.642784799420042e-06
2006,1.0345564922837575e-06,5.579821650566633e-06,1.0345564922837575e-06,5.579821650566633e-06
2007,1.0336210932239607e-06,5.399221793465715e-06,1.0336210932239607e-06,5.399221793465715e-06
2008,1.0729736784144604e-06,5.100536327518057e-06,1.0729736784144604e-06,5.100536327518057e-06
2009,1.1309833455795472e-06,5.022936550501202e-06,1.1309833455795472e-06,5.022936550501202e-06
2010,1.1618817065287397e-06,4.792533608061993e-06,1.1618817065287397e-06,4.792533608061993e-06
2011,1.1370670368445905e-06,4.55881633700171e-06,1.1370670368445905e-06,4.55881633700171e-06
2012,1.138371057355211e-06,4.275208701593718e-06,1.138371057355211e-06,4.275208701593718e-06
2013,1.1425433642995943e-06,4.006815450858474e-06,1.1425433642995943e-06,4.006815450858474e-06
2014,1.1288607554758658e-06,3.827466116490541e-06,1.1288607554758658e-06,3.827466116490541e-06
2015,1.0854263093408787e-06,3.7806431204704235e-06,1.0854263093408787e-06,3.7806431204704235e-06
2016,1.0314217969867708e-06,3.5897179649119996e-06,1.0314217969867708e-06,3.5897179649119996e-06
2017,9.925798375813126e-07,3.5407319955993444e-06,9.925798375813126e-07,3.5407319955993444e-06
2018,9.905451747727056e-07,3.5822329664370043e-06,9.905451747727056e-07,3.5822329664370043e-06
2019,9.699964635956349e-07,3.6535281537908304e-06,9.699964635956349e-07,3.6535281537908304e-06
