ngram,Komatsu,Komats,Komatsu,Komats
1989,3.7008305753261084e-07,1.3253623248491283e-10,3.7008305753261084e-07,1.3253623248491283e-10
1990,3.7080361283057884e-07,1.510185305182115e-10,3.7080361283057884e-07,1.510185305182115e-10
1991,3.6880492513903717e-07,1.3553601792480408e-10,3.6880492513903717e-07,1.3553601792480408e-10
1992,3.6723389484905056e-07,1.3928317725366212e-10,3.6723389484905056e-07,1.3928317725366212e-10
1993,3.6659048419096507e-07,1.378815900740119e-10,3.6659048419096507e-07,1.378815900740119e-10
1994,3.637941128025497e-07,1.5070351266513856e-10,3.637941128025497e-07,1.5070351266513856e-10
1995,3.54647596623181e-07,1.826391691653725e-10,3.54647596623181e-07,1.826391691653725e-10
1996,3.475331027402717e-07,1.7388732467815693e-10,3.475331027402717e-07,1.7388732467815693e-10
1997,3.3897020606283537e-07,1.808676854120339e-10,3.3897020606283537e-07,1.808676854120339e-10
1998,3.352215856011753e-07,1.858539919186164e-10,3.352215856011753e-07,1.858539919186164e-10
1999,3.244503139805082e-07,1.9294407242544309e-10,3.244503139805082e-07,1.9294407242544309e-10
2000,3.111830600183956e-07,1.8400485302105807e-10,3.111830600183956e-07,1.8400485302105807e-10
2001,2.986284032756105e-07,1.6956619293208496e-10,2.986284032756105e-07,1.6956619293208496e-10
2002,2.8359128886482464e-07,1.483676440634201e-10,2.8359128886482464e-07,1.483676440634201e-10
2003,2.665542768097241e-07,1.1571354390544591e-10,2.665542768097241e-07,1.1571354390544591e-10
2004,2.529680926954825e-07,9.563205782825435e-11,2.529680926954825e-07,9.563205782825435e-11
2005,2.3424120497241218e-07,8.407648287895547e-11,2.3424120497241218e-07,8.407648287895547e-11
2006,2.187192222891099e-07,6.697673467424638e-11,2.187192222891099e-07,6.697673467424638e-11
2007,2.031276754418546e-07,5.659187602662692e-11,2.031276754418546e-07,5.659187602662692e-11
2008,1.9974942233602633e-07,6.739438521141672e-11,1.9974942233602633e-07,6.739438521141672e-11
2009,1.9951519090812197e-07,5.665727757984764e-11,1.9951519090812197e-07,5.665727757984764e-11
2010,1.959415811825238e-07,5.559303637476492e-11,1.959415811825238e-07,5.559303637476492e-11
2011,1.9185373746820134e-07,3.540685230126897e-11,1.9185373746820134e-07,3.540685230126897e-11
2012,1.9129336083421678e-07,3.540685230126897e-11,1.9129336083421678e-07,3.540685230126897e-11
2013,1.9518932552793039e-07,2.5318158036350245e-11,1.9518932552793039e-07,2.5318158036350245e-11
2014,1.9825700649432421e-07,3.0513908116528274e-11,1.9825700649432421e-07,3.0513908116528274e-11
2015,1.8818003663259981e-07,4.179402582944152e-11,1.8818003663259981e-07,4.179402582944152e-11
2016,1.857110975476774e-07,5.4310997415644e-11,1.857110975476774e-07,5.4310997415644e-11
2017,1.823601915399801e-07,5.858661819568844e-11,1.823601915399801e-07,5.858661819568844e-11
2018,1.8271530848323892e-07,7.030394183482614e-11,1.8271530848323892e-07,7.030394183482614e-11
2019,1.8522138844900837e-07,8.787992729353267e-11,1.8522138844900837e-07,8.787992729353267e-11
