ngram,Cencora,Cencra,Cencora,Cencra
2008,5.246387005386488e-11,1.5417810381565136e-11,5.246387005386488e-11,1.5417810381565136e-11
2009,3.5138333958787247e-11,1.5417810381565136e-11,3.5138333958787247e-11,1.5417810381565136e-11
2010,4.1197643758729614e-11,1.0259673071428515e-11,4.1197643758729614e-11,1.0259673071428515e-11
2011,3.615109774035563e-11,1.0259673071428515e-11,3.615109774035563e-11,1.0259673071428515e-11
2012,3.11825042473687e-11,5.29107957844158e-12,3.11825042473687e-11,5.29107957844158e-12
2013,4.1884549648041336e-11,5.29107957844158e-12,4.1884549648041336e-11,5.29107957844158e-12
2014,3.651738856739037e-11,5.29107957844158e-12,3.651738856739037e-11,5.29107957844158e-12
2015,3.1226308988948783e-11,0.0,3.1226308988948783e-11,0.0
2016,4.585308720019197e-11,0.0,4.585308720019197e-11,0.0
2017,3.4390419909972415e-11,0.0,3.4390419909972415e-11,0.0
2018,4.12685038919669e-11,0.0,4.12685038919669e-11,0.0
2019,5.1585629864958626e-11,0.0,5.1585629864958626e-11,0.0
