ngram,Larsen,Larsen,Larsn,Larsn
1948,2.056528826090341e-06,2.056528826090341e-06,2.1183466687129433e-10,2.1183466687129433e-10
1949,2.0612412592007397e-06,2.0612412592007397e-06,1.6201857514338717e-10,1.6201857514338717e-10
1950,2.135677862367759e-06,2.135677862367759e-06,1.40565249915982e-10,1.40565249915982e-10
1951,2.168004763396831e-06,2.168004763396831e-06,1.0262260485838226e-10,1.0262260485838226e-10
1952,2.207254413276262e-06,2.207254413276262e-06,8.385318431677494e-11,8.385318431677494e-11
1953,2.181761828978779e-06,2.181761828978779e-06,5.075697600316025e-11,5.075697600316025e-11
1954,2.0188564836384363e-06,2.0188564836384363e-06,4.871595587247717e-11,4.871595587247717e-11
1955,1.9332053885331594e-06,1.9332053885331594e-06,1.451595589761569e-11,1.451595589761569e-11
1956,1.93512044331458e-06,1.93512044331458e-06,1.451595589761569e-11,1.451595589761569e-11
1957,1.890728575355232e-06,1.890728575355232e-06,1.451595589761569e-11,1.451595589761569e-11
1958,1.8834967119931077e-06,1.8834967119931077e-06,5.022137864304657e-11,5.022137864304657e-11
1959,1.8450026085961975e-06,1.8450026085961975e-06,5.022137864304657e-11,5.022137864304657e-11
1960,1.777319458337193e-06,1.777319458337193e-06,7.139710053330869e-11,7.139710053330869e-11
1961,1.7374143388743896e-06,1.7374143388743896e-06,6.813671353324478e-11,6.813671353324478e-11
1962,1.753110187304888e-06,1.753110187304888e-06,7.83384696397985e-11,7.83384696397985e-11
1963,1.714759345564484e-06,1.714759345564484e-06,9.814618264928195e-11,9.814618264928195e-11
1964,1.701860030932169e-06,1.701860030932169e-06,1.1613280277909612e-10,1.1613280277909612e-10
1965,1.6965273549171149e-06,1.6965273549171149e-06,8.042738003366523e-11,8.042738003366523e-11
1966,1.6771339395355817e-06,1.6771339395355817e-06,8.042738003366523e-11,8.042738003366523e-11
1967,1.6639202645559896e-06,1.6639202645559896e-06,5.925165814340311e-11,5.925165814340311e-11
1968,1.6449655991631777e-06,1.6449655991631777e-06,4.799608924585133e-11,4.799608924585133e-11
1969,1.6002996809610131e-06,1.6002996809610131e-06,3.7794333139297616e-11,3.7794333139297616e-11
1970,1.6361646300668196e-06,1.6361646300668196e-06,1.798662012981416e-11,1.798662012981416e-11
1971,1.6583262062600364e-06,1.6583262062600364e-06,0.0,0.0
1972,1.707342741091062e-06,1.707342741091062e-06,0.0,0.0
1973,1.7369083187596907e-06,1.7369083187596907e-06,8.254096810806593e-12,8.254096810806593e-12
1974,1.7809731259278903e-06,1.7809731259278903e-06,8.254096810806593e-12,8.254096810806593e-12
1975,1.8422727927307797e-06,1.8422727927307797e-06,8.254096810806593e-12,8.254096810806593e-12
1976,1.908947248401611e-06,1.908947248401611e-06,1.62905279543768e-11,1.62905279543768e-11
1977,1.9430993591283496e-06,1.9430993591283496e-06,3.2343349724652166e-11,3.2343349724652166e-11
1978,1.999207305353983e-06,1.999207305353983e-06,4.050327831065356e-11,4.050327831065356e-11
1979,1.9953490339373403e-06,1.9953490339373403e-06,4.050327831065356e-11,4.050327831065356e-11
1980,2.0380921504121422e-06,2.0380921504121422e-06,4.792283633417835e-11,4.792283633417835e-11
1981,2.0906784681886037e-06,2.0906784681886037e-06,4.792283633417835e-11,4.792283633417835e-11
1982,2.102450123077558e-06,2.102450123077558e-06,4.792283633417835e-11,4.792283633417835e-11
1983,2.1134697557759604e-06,2.1134697557759604e-06,5.4691416574120004e-11,5.4691416574120004e-11
1984,2.141298279769087e-06,2.141298279769087e-06,3.863859480384464e-11,3.863859480384464e-11
1985,2.15487885465596e-06,2.15487885465596e-06,4.494681611027269e-11,4.494681611027269e-11
1986,2.171369974998275e-06,2.171369974998275e-06,4.494681611027269e-11,4.494681611027269e-11
1987,2.191450318735276e-06,2.191450318735276e-06,4.2648096363974626e-11,4.2648096363974626e-11
1988,2.1997944129127845e-06,2.1997944129127845e-06,4.9579506175171215e-11,4.9579506175171215e-11
1989,2.2453929692086864e-06,2.2453929692086864e-06,4.9579506175171215e-11,4.9579506175171215e-11
1990,2.2839170209668476e-06,2.2839170209668476e-06,4.143195707152967e-11,4.143195707152967e-11
1991,2.257269995555232e-06,2.257269995555232e-06,5.457049395696245e-11,5.457049395696245e-11
1992,2.274134853256068e-06,2.274134853256068e-06,4.646469023031738e-11,4.646469023031738e-11
1993,2.294054671178206e-06,2.294054671178206e-06,5.290604958098553e-11,5.290604958098553e-11
1994,2.2822599216202174e-06,2.2822599216202174e-06,3.953111449295221e-11,3.953111449295221e-11
1995,2.2673838040126223e-06,2.2673838040126223e-06,3.259970468175563e-11,3.259970468175563e-11
1996,2.2566253587033965e-06,2.2566253587033965e-06,3.259970468175563e-11,3.259970468175563e-11
1997,2.206275212301989e-06,2.206275212301989e-06,4.3199814757168193e-11,4.3199814757168193e-11
1998,2.2303609057416907e-06,2.2303609057416907e-06,3.006127787173542e-11,3.006127787173542e-11
1999,2.2191126650536068e-06,2.2191126650536068e-06,2.3698931705951054e-11,2.3698931705951054e-11
2000,2.204577802850898e-06,2.204577802850898e-06,1.72575723552829e-11,1.72575723552829e-11
2001,2.2112761338835947e-06,2.2112761338835947e-06,2.2328302401453115e-11,2.2328302401453115e-11
2002,2.21778571228372e-06,2.21778571228372e-06,3.3065410033022196e-11,3.3065410033022196e-11
2003,2.2038690791045416e-06,2.2038690791045416e-06,3.822354734315882e-11,3.822354734315882e-11
2004,2.2056065388044644e-06,2.2056065388044644e-06,2.0965974987875923e-11,2.0965974987875923e-11
2005,2.163860082354014e-06,2.163860082354014e-06,2.0965974987875923e-11,2.0965974987875923e-11
2006,2.144244782747202e-06,2.144244782747202e-06,2.0965974987875923e-11,2.0965974987875923e-11
2007,2.09278271410897e-06,2.09278271410897e-06,2.6333136068526894e-11,2.6333136068526894e-11
2008,2.059672332117251e-06,2.059672332117251e-06,2.1262406022356675e-11,2.1262406022356675e-11
2009,2.067235819985009e-06,2.067235819985009e-06,1.0525298390787592e-11,1.0525298390787592e-11
2010,2.0505419797700597e-06,2.0505419797700597e-06,9.461057185704875e-12,9.461057185704875e-12
2011,2.032300277018554e-06,2.032300277018554e-06,1.4103454267539688e-11,1.4103454267539688e-11
2012,2.0392063626266984e-06,2.0392063626266984e-06,3.012302684076865e-11,3.012302684076865e-11
2013,2.048046293826441e-06,2.048046293826441e-06,3.012302684076865e-11,3.012302684076865e-11
2014,2.1223300531606322e-06,2.1223300531606322e-06,2.995161584029571e-11,2.995161584029571e-11
2015,2.1658276442134853e-06,2.1658276442134853e-06,2.995161584029571e-11,2.995161584029571e-11
2016,2.1355922724199317e-06,2.1355922724199317e-06,2.995161584029571e-11,2.995161584029571e-11
2017,2.1435820372062153e-06,2.1435820372062153e-06,3.016733969111544e-11,3.016733969111544e-11
2018,2.1734394522354707e-06,2.1734394522354707e-06,2.970145171476979e-11,2.970145171476979e-11
2019,2.2021839072294824e-06,2.2021839072294824e-06,9.092562640311552e-12,9.092562640311552e-12
