ngram,Commerzbank,Commerbank,Comerzbank,Comerzbank
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0.0
1853,0.0,0.0,0.0,0.0
1854,0.0,0.0,0.0,0.0
1855,0.0,0.0,0.0,0.0
1856,0.0,0.0,0.0,0.0
1857,0.0,0.0,0.0,0.0
1858,0.0,0.0,0.0,0.0
1859,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.0
1861,0.0,0.0,0.0,0.0
1862,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0
1866,0.0,0.0,0.0,0.0
1867,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,0.0
1871,1.2172818308897604e-10,0.0,0.0,0.0
1872,2.855350241962437e-10,0.0,0.0,0.0
1873,4.4157003450554354e-10,0.0,0.0,0.0
1874,4.4157003450554354e-10,0.0,0.0,0.0
1875,5.218000951958044e-10,0.0,0.0,0.0
1876,5.218000951958044e-10,0.0,0.0,0.0
1877,5.218000951958044e-10,0.0,0.0,0.0
1878,4.000719121068284e-10,0.0,0.0,0.0
1879,2.3626507099956077e-10,0.0,0.0,0.0
1880,8.023006069026093e-11,0.0,0.0,0.0
1881,8.023006069026093e-11,0.0,0.0,0.0
1882,0.0,0.0,0.0,0.0
1883,6.424525594057279e-11,0.0,0.0,0.0
1884,6.424525594057279e-11,0.0,0.0,0.0
1885,6.424525594057279e-11,0.0,0.0,0.0
1886,9.183387185616811e-11,0.0,0.0,0.0
1887,1.4710180890847065e-10,0.0,0.0,0.0
1888,1.4710180890847065e-10,0.0,0.0,0.0
1889,1.4710180890847065e-10,0.0,0.0,0.0
1890,1.84039313550726e-10,0.0,0.0,0.0
1891,1.84039313550726e-10,0.0,0.0,0.0
1892,2.5145406193757426e-10,0.0,0.0,0.0
1893,2.2386544602197896e-10,0.0,0.0,0.0
1894,1.685975089696764e-10,0.0,0.0,0.0
1895,3.1679596247867284e-10,0.0,0.0,0.0
1896,3.1679596247867284e-10,0.0,0.0,0.0
1897,2.71343467536259e-10,0.0,0.0,0.0
1898,2.71343467536259e-10,0.0,0.0,0.0
1899,2.2214262572285903e-10,0.0,0.0,0.0
1900,2.2214262572285903e-10,0.0,0.0,0.0
1901,2.2214262572285903e-10,0.0,0.0,0.0
1902,1.7725391392759652e-10,0.0,0.0,0.0
1903,2.8882792586187074e-10,0.0,0.0,0.0
1904,2.3309766022145643e-10,0.0,0.0,0.0
1905,2.3309766022145643e-10,0.0,0.0,0.0
1906,4.476085454666442e-10,0.0,0.0,0.0
1907,8.431632455721935e-10,0.0,0.0,0.0
1908,1.2823457771839385e-09,0.0,0.0,0.0
1909,1.2341600717581868e-09,0.0,0.0,0.0
1910,1.2327771779587137e-09,0.0,0.0,0.0
1911,1.330622703291492e-09,1.3977931907176761e-11,0.0,0.0
1912,1.4459355657248096e-09,1.3977931907176761e-11,0.0,0.0
1913,1.785127510097898e-09,1.3977931907176761e-11,0.0,0.0
1914,1.784218015396125e-09,1.3977931907176761e-11,1.461648956630717e-11,1.461648956630717e-11
1915,1.520361428023317e-09,1.3977931907176761e-11,3.055521213030892e-11,3.055521213030892e-11
1916,1.5254448418719084e-09,1.3977931907176761e-11,3.055521213030892e-11,3.055521213030892e-11
1917,1.694568422091639e-09,5.587513586734007e-11,3.055521213030892e-11,3.055521213030892e-11
1918,1.7117648092630183e-09,1.7131935949242306e-10,3.055521213030892e-11,3.055521213030892e-11
1919,2.0936530842341483e-09,1.997308528884594e-10,3.055521213030892e-11,3.055521213030892e-11
1920,1.70734958710688e-09,1.997308528884594e-10,3.055521213030892e-11,3.055521213030892e-11
1921,1.565708856216779e-09,1.997308528884594e-10,1.593872256400175e-11,1.593872256400175e-11
1922,2.235678301218006e-09,1.997308528884594e-10,0.0,0.0
1923,2.3473449691938495e-09,1.997308528884594e-10,0.0,0.0
1924,2.0680302708393175e-09,1.578336489282961e-10,0.0,0.0
1925,2.0680142360467765e-09,2.841149339603634e-11,0.0,0.0
1926,1.7312738385756786e-09,0.0,0.0,0.0
1927,1.6820908634228105e-09,0.0,0.0,0.0
1928,2.2502278929081854e-09,0.0,0.0,0.0
1929,1.7336478760502212e-09,0.0,0.0,0.0
1930,1.861275070577254e-09,0.0,0.0,0.0
1931,1.9662071098253922e-09,0.0,0.0,0.0
1932,1.8748244782048775e-09,0.0,0.0,0.0
1933,1.9923696422833157e-09,0.0,0.0,0.0
1934,2.6647828467650315e-09,0.0,0.0,0.0
1935,2.1769763531536465e-09,0.0,0.0,0.0
1936,2.120447603218675e-09,0.0,0.0,0.0
1937,2.135140136123275e-09,0.0,0.0,0.0
1938,2.856793627056423e-09,0.0,0.0,0.0
1939,3.928487535276304e-09,0.0,0.0,0.0
1940,4.527452571575655e-09,0.0,0.0,0.0
1941,4.739016227059015e-09,0.0,0.0,0.0
1942,8.390968491462608e-09,0.0,2.490804586395358e-11,2.490804586395358e-11
1943,9.234354772910284e-09,0.0,2.490804586395358e-11,2.490804586395358e-11
1944,1.0551694692598597e-08,0.0,4.3879368392753444e-11,4.3879368392753444e-11
1945,1.0945121444093177e-08,0.0,4.3879368392753444e-11,4.3879368392753444e-11
1946,1.0511708456054488e-08,0.0,4.3879368392753444e-11,4.3879368392753444e-11
1947,1.018111772665975e-08,1.6556976028298768e-11,4.3879368392753444e-11,4.3879368392753444e-11
1948,9.91311058636971e-09,1.6556976028298768e-11,4.3879368392753444e-11,4.3879368392753444e-11
1949,6.352977382257612e-09,1.6556976028298768e-11,1.8971322528799864e-11,1.8971322528799864e-11
1950,5.525044073045089e-09,1.6556976028298768e-11,1.8971322528799864e-11,1.8971322528799864e-11
1951,5.2008890210381816e-09,1.6556976028298768e-11,0.0,0.0
1952,4.702338423407631e-09,1.6556976028298768e-11,0.0,0.0
1953,4.793497630574604e-09,1.6556976028298768e-11,0.0,0.0
1954,5.103558813652447e-09,1.451595589761569e-11,0.0,0.0
1955,5.554181781164402e-09,2.9010207926370514e-11,0.0,0.0
1956,6.516232220477036e-09,4.2478213407066385e-11,1.346800548069587e-11,1.346800548069587e-11
1957,7.388271708716079e-09,4.2478213407066385e-11,2.6211731198243017e-11,2.6211731198243017e-11
1958,6.878314108758689e-09,4.2478213407066385e-11,2.6211731198243017e-11,2.6211731198243017e-11
1959,7.433067494844181e-09,4.2478213407066385e-11,2.6211731198243017e-11,2.6211731198243017e-11
1960,8.596386903901378e-09,4.2478213407066385e-11,4.7387453088505134e-11,4.7387453088505134e-11
1961,1.071141569093064e-08,5.0473395304554256e-11,6.989859088360869e-11,6.989859088360869e-11
1962,1.1579349225497384e-08,6.658441159546058e-11,6.989859088360869e-11,6.989859088360869e-11
1963,1.2390800956702769e-08,1.026356876472028e-10,8.614215590840857e-11,8.614215590840857e-11
1964,1.3614348949784829e-08,1.2062230777701696e-10,7.339843019086142e-11,7.339843019086142e-11
1965,1.5620123734143883e-08,2.0877312775383468e-10,9.102859339320851e-11,9.102859339320851e-11
1966,1.8098550214062925e-08,2.879107686386868e-10,1.0861473625262924e-10,1.0861473625262924e-10
1967,2.0569108321361844e-08,8.628148929450725e-10,1.051283722773379e-10,1.051283722773379e-10
1968,2.5143411670163525e-08,9.908649535793147e-10,1.0918685796771196e-10,1.0918685796771196e-10
1969,3.043350130634995e-08,1.076959200390399e-09,1.5407128747416517e-10,1.5407128747416517e-10
1970,3.64781832676694e-08,1.0975959902863914e-09,1.4189873482577704e-10,1.4189873482577704e-10
1971,4.330543238292453e-08,1.3033818786161483e-09,2.224568426293213e-10,2.224568426293213e-10
1972,4.8632477600563107e-08,1.2326219489544599e-09,3.1786746251023194e-10,3.1786746251023194e-10
1973,5.647484156513981e-08,1.2195170825560604e-09,3.745681899568e-10,3.745681899568e-10
1974,6.710372854204902e-08,7.749730064026445e-10,3.8132134156614635e-10,3.8132134156614635e-10
1975,7.246016967396177e-08,7.29835311233781e-10,3.9529921994471296e-10,3.9529921994471296e-10
1976,7.717787907170401e-08,6.372450900293813e-10,4.066698069563454e-10,4.066698069563454e-10
1977,7.993874971491874e-08,5.991946621415017e-10,4.3728925441006387e-10,4.3728925441006387e-10
1978,8.052834792644197e-08,4.488615114515783e-10,3.8937086095052516e-10,3.8937086095052516e-10
1979,8.215134832718312e-08,4.5585372381624316e-10,3.088408814403262e-10,3.088408814403262e-10
1980,8.400233854542551e-08,4.368419158153257e-10,2.659013208030002e-10,2.659013208030002e-10
1981,8.340681034724184e-08,3.4463085956432897e-10,2.8723760473311645e-10,2.8723760473311645e-10
1982,8.36229422215443e-08,2.910878205142353e-10,2.83747579004385e-10,2.83747579004385e-10
1983,1.0755737532365726e-07,5.334687215783975e-10,2.867126080203468e-10,2.867126080203468e-10
1984,1.2129526335716685e-07,5.160642647344155e-10,2.7530710845967224e-10,2.7530710845967224e-10
1985,1.4263064786389024e-07,4.860293576333266e-10,2.93305919234805e-10,2.93305919234805e-10
1986,1.6013165549111363e-07,5.100061424766013e-10,3.160635562794921e-10,3.160635562794921e-10
1987,1.718486006195365e-07,4.763601110790994e-10,3.1815358284400675e-10,3.1815358284400675e-10
1988,1.8127233098701773e-07,4.728681662505682e-10,3.0010042863435974e-10,3.0010042863435974e-10
1989,1.9627869107807783e-07,5.407239150482087e-10,3.229110590030615e-10,3.229110590030615e-10
1990,1.8812032465120865e-07,3.1417849373692267e-10,2.7034847574888433e-10,2.7034847574888433e-10
1991,1.9893111056847245e-07,3.3232364974957104e-10,2.795803886021123e-10,2.795803886021123e-10
1992,2.029794257753435e-07,3.7162969626239727e-10,2.6075359530316634e-10,2.6075359530316634e-10
1993,2.0733292720771195e-07,3.4259388679133297e-10,2.24809232737425e-10,2.24809232737425e-10
1994,2.2176554231074469e-07,3.3572208158313567e-10,1.9787502638408354e-10,1.9787502638408354e-10
1995,2.2203930021597834e-07,3.202264292028507e-10,1.701493871392972e-10,1.701493871392972e-10
1996,2.2311824311925322e-07,2.0049021619482155e-10,1.4179147588198682e-10,1.4179147588198682e-10
1997,2.2217373084133995e-07,2.1807068898665223e-10,1.523915859573994e-10,1.523915859573994e-10
1998,2.1356844927465447e-07,1.9100213375208445e-10,1.6996236808825797e-10,1.6996236808825797e-10
1999,2.0289773975231844e-07,1.0829163657069937e-10,1.4357388046305963e-10,1.4357388046305963e-10
2000,1.9243875369413998e-07,9.415998784250462e-11,1.2424980241105514e-10,1.2424980241105514e-10
2001,1.6955939433468563e-07,8.765685796266861e-11,1.1774667253121914e-10,1.1774667253121914e-10
2002,1.6294843975726637e-07,7.386401708529635e-11,1.2311522634700367e-10,1.2311522634700367e-10
2003,1.443499207149606e-07,7.386401708529635e-11,9.160503110029948e-11,9.160503110029948e-11
2004,1.2761849380435057e-07,2.13853166326177e-11,7.434745874501658e-11,7.434745874501658e-11
2005,1.1076707449676957e-07,1.560752915796826e-11,1.0791798010778564e-11,1.0791798010778564e-11
2006,9.655744699037833e-08,1.560752915796826e-11,5.368553815784541e-12,5.368553815784541e-12
2007,8.632012082898655e-08,1.5782260914809498e-11,1.0735714896435512e-11,1.0735714896435512e-11
2008,7.693536068537859e-08,1.5782260914809498e-11,2.6608954127395533e-11,2.6608954127395533e-11
2009,6.867591346398122e-08,1.8711065435146016e-11,2.1240400311610993e-11,2.1240400311610993e-11
2010,6.319634085879703e-08,4.3274442561104716e-11,2.1240400311610993e-11,2.1240400311610993e-11
2011,5.790590204160903e-08,3.822789654273073e-11,3.052519447528062e-11,3.052519447528062e-11
2012,5.431900668944374e-08,4.356775406714039e-11,3.052519447528062e-11,3.052519447528062e-11
2013,5.228825068164562e-08,4.356775406714039e-11,3.052519447528062e-11,3.052519447528062e-11
2014,4.823520224509334e-08,4.3396343066667444e-11,3.035378347480768e-11,3.035378347480768e-11
2015,4.568618702397284e-08,4.3396343066667444e-11,1.4480544243847656e-11,1.4480544243847656e-11
2016,4.209019367960666e-08,3.509898473054638e-11,1.4480544243847656e-11,1.4480544243847656e-11
2017,4.312540842950815e-08,1.2291542205352298e-11,1.689396828448893e-11,1.689396828448893e-11
2018,4.490666825063272e-08,1.4749850646422757e-11,7.274050112249242e-12,7.274050112249242e-12
2019,4.4742083815663136e-08,9.092562640311552e-12,9.092562640311552e-12,9.092562640311552e-12
