ngram,Keyboard,Video,Mouse,Keyboard,e Video,Mouse,Keyboard,Mouse,Keyboardl,Video,Mouse,Video,Mouse,Keyboard,Video,Keyboard,Video,Mouseh
1629,0.0,2.296218164182002e-07,4.4670535511873564e-07,0.0,0.0,4.4670535511873564e-07,0.0,4.4670535511873564e-07,0.0,2.296218164182002e-07,4.4670535511873564e-07,2.296218164182002e-07,4.4670535511873564e-07,0.0,2.296218164182002e-07,0.0,2.296218164182002e-07,0.0
1630,0.0,4.0211981351084045e-07,4.4670535511873564e-07,0.0,0.0,4.4670535511873564e-07,0.0,4.4670535511873564e-07,0.0,4.0211981351084045e-07,4.4670535511873564e-07,4.0211981351084045e-07,4.4670535511873564e-07,0.0,4.0211981351084045e-07,0.0,4.0211981351084045e-07,0.0
1631,0.0,4.0211981351084045e-07,2.614009417811758e-07,0.0,0.0,2.614009417811758e-07,0.0,2.614009417811758e-07,0.0,4.0211981351084045e-07,2.614009417811758e-07,4.0211981351084045e-07,2.614009417811758e-07,0.0,4.0211981351084045e-07,0.0,4.0211981351084045e-07,0.0
1632,0.0,4.937459477462523e-07,2.614009417811758e-07,0.0,0.0,2.614009417811758e-07,0.0,2.614009417811758e-07,0.0,4.937459477462523e-07,2.614009417811758e-07,4.937459477462523e-07,2.614009417811758e-07,0.0,4.937459477462523e-07,0.0,4.937459477462523e-07,0.0
1633,0.0,2.641241313280521e-07,2.614009417811758e-07,0.0,0.0,2.614009417811758e-07,0.0,2.614009417811758e-07,0.0,2.641241313280521e-07,2.614009417811758e-07,2.641241313280521e-07,2.614009417811758e-07,0.0,2.641241313280521e-07,0.0,2.641241313280521e-07,0.0
1634,0.0,2.641241313280521e-07,2.614009417811758e-07,0.0,0.0,2.614009417811758e-07,0.0,2.614009417811758e-07,0.0,2.641241313280521e-07,2.614009417811758e-07,2.641241313280521e-07,2.614009417811758e-07,0.0,2.641241313280521e-07,0.0,2.641241313280521e-07,0.0
1635,0.0,2.641241313280521e-07,2.7820902914754697e-07,0.0,0.0,2.7820902914754697e-07,0.0,2.7820902914754697e-07,0.0,2.641241313280521e-07,2.7820902914754697e-07,2.641241313280521e-07,2.7820902914754697e-07,0.0,2.641241313280521e-07,0.0,2.641241313280521e-07,0.0
1636,0.0,2.641241313280521e-07,4.5621292039348713e-07,0.0,0.0,4.5621292039348713e-07,0.0,4.5621292039348713e-07,0.0,2.641241313280521e-07,4.5621292039348713e-07,2.641241313280521e-07,4.5621292039348713e-07,0.0,2.641241313280521e-07,0.0,2.641241313280521e-07,0.0
1637,0.0,9.162613423541188e-08,6.025331750996494e-07,0.0,0.0,6.025331750996494e-07,0.0,6.025331750996494e-07,0.0,9.162613423541188e-08,6.025331750996494e-07,9.162613423541188e-08,6.025331750996494e-07,0.0,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1638,0.0,9.162613423541188e-08,6.238432774807734e-07,0.0,0.0,6.238432774807734e-07,0.0,6.238432774807734e-07,0.0,9.162613423541188e-08,6.238432774807734e-07,9.162613423541188e-08,6.238432774807734e-07,0.0,9.162613423541188e-08,0.0,9.162613423541188e-08,0.0
1639,0.0,0.0,7.017135073640799e-07,0.0,0.0,7.017135073640799e-07,0.0,7.017135073640799e-07,0.0,0.0,7.017135073640799e-07,0.0,7.017135073640799e-07,0.0,0.0,0.0,0.0,0.0
1640,0.0,0.0,8.04521562258742e-07,0.0,0.0,8.04521562258742e-07,0.0,8.04521562258742e-07,0.0,0.0,8.04521562258742e-07,0.0,8.04521562258742e-07,0.0,0.0,0.0,0.0,0.0
1641,0.0,0.0,8.04521562258742e-07,0.0,0.0,8.04521562258742e-07,0.0,8.04521562258742e-07,0.0,0.0,8.04521562258742e-07,0.0,8.04521562258742e-07,0.0,0.0,0.0,0.0,0.0
1642,0.0,0.0,9.381015177366083e-07,0.0,0.0,9.381015177366083e-07,0.0,9.381015177366083e-07,0.0,0.0,9.381015177366083e-07,0.0,9.381015177366083e-07,0.0,0.0,0.0,0.0,0.0
1643,0.0,0.0,6.775682826238543e-07,0.0,0.0,6.775682826238543e-07,0.0,6.775682826238543e-07,0.0,0.0,6.775682826238543e-07,0.0,6.775682826238543e-07,0.0,0.0,0.0,0.0,0.0
1644,0.0,0.0,7.145709608786481e-07,0.0,0.0,7.145709608786481e-07,0.0,7.145709608786481e-07,0.0,0.0,7.145709608786481e-07,0.0,7.145709608786481e-07,0.0,0.0,0.0,0.0,0.0
1645,0.0,0.0,6.290177176586959e-07,0.0,0.0,6.290177176586959e-07,0.0,6.290177176586959e-07,0.0,0.0,6.290177176586959e-07,0.0,6.290177176586959e-07,0.0,0.0,0.0,0.0,0.0
1646,0.0,0.0,5.511474877753894e-07,0.0,0.0,5.511474877753894e-07,0.0,5.511474877753894e-07,0.0,0.0,5.511474877753894e-07,0.0,5.511474877753894e-07,0.0,0.0,0.0,0.0,0.0
1647,0.0,2.080911047284774e-07,8.645216423376821e-07,0.0,0.0,8.645216423376821e-07,0.0,8.645216423376821e-07,0.0,2.080911047284774e-07,8.645216423376821e-07,2.080911047284774e-07,8.645216423376821e-07,0.0,2.080911047284774e-07,0.0,2.080911047284774e-07,0.0
1648,0.0,2.080911047284774e-07,1.0020693496569168e-06,0.0,0.0,1.0020693496569168e-06,0.0,1.0020693496569168e-06,0.0,2.080911047284774e-07,1.0020693496569168e-06,2.080911047284774e-07,1.0020693496569168e-06,0.0,2.080911047284774e-07,0.0,2.080911047284774e-07,0.0
1649,0.0,2.8631887971641845e-07,8.64397455708448e-07,0.0,0.0,8.64397455708448e-07,0.0,8.64397455708448e-07,0.0,2.8631887971641845e-07,8.64397455708448e-07,2.8631887971641845e-07,8.64397455708448e-07,0.0,2.8631887971641845e-07,0.0,2.8631887971641845e-07,0.0
1650,0.0,2.8631887971641845e-07,1.5231994926320373e-06,0.0,0.0,1.5231994926320373e-06,0.0,1.5231994926320373e-06,0.0,2.8631887971641845e-07,1.5231994926320373e-06,2.8631887971641845e-07,1.5231994926320373e-06,0.0,2.8631887971641845e-07,0.0,2.8631887971641845e-07,0.0
1651,0.0,3.293189609264248e-07,1.3828766408810874e-06,0.0,0.0,1.3828766408810874e-06,0.0,1.3828766408810874e-06,0.0,3.293189609264248e-07,1.3828766408810874e-06,3.293189609264248e-07,1.3828766408810874e-06,0.0,3.293189609264248e-07,0.0,3.293189609264248e-07,0.0
1652,0.0,3.8499035781569546e-07,1.6677881749923732e-06,0.0,0.0,1.6677881749923732e-06,0.0,1.6677881749923732e-06,0.0,3.8499035781569546e-07,1.6677881749923732e-06,3.8499035781569546e-07,1.6677881749923732e-06,0.0,3.8499035781569546e-07,0.0,3.8499035781569546e-07,0.0
1653,0.0,3.8499035781569546e-07,1.8185397315002255e-06,0.0,0.0,1.8185397315002255e-06,0.0,1.8185397315002255e-06,0.0,3.8499035781569546e-07,1.8185397315002255e-06,3.8499035781569546e-07,1.8185397315002255e-06,0.0,3.8499035781569546e-07,0.0,3.8499035781569546e-07,0.0
1654,0.0,1.7689925308721805e-07,1.443840708199267e-06,0.0,0.0,1.443840708199267e-06,0.0,1.443840708199267e-06,0.0,1.7689925308721805e-07,1.443840708199267e-06,1.7689925308721805e-07,1.443840708199267e-06,0.0,1.7689925308721805e-07,0.0,1.7689925308721805e-07,0.0
1655,0.0,1.7689925308721805e-07,1.3643960455413305e-06,0.0,0.0,1.3643960455413305e-06,0.0,1.3643960455413305e-06,0.0,1.7689925308721805e-07,1.3643960455413305e-06,1.7689925308721805e-07,1.3643960455413305e-06,0.0,1.7689925308721805e-07,0.0,1.7689925308721805e-07,0.0
1656,0.0,9.867147809927701e-08,1.4220902642136934e-06,0.0,0.0,1.4220902642136934e-06,0.0,1.4220902642136934e-06,0.0,9.867147809927701e-08,1.4220902642136934e-06,9.867147809927701e-08,1.4220902642136934e-06,0.0,9.867147809927701e-08,0.0,9.867147809927701e-08,0.0
1657,0.0,9.867147809927701e-08,8.467015269226457e-07,0.0,0.0,8.467015269226457e-07,0.0,8.467015269226457e-07,0.0,9.867147809927701e-08,8.467015269226457e-07,9.867147809927701e-08,8.467015269226457e-07,0.0,9.867147809927701e-08,0.0,9.867147809927701e-08,0.0
1658,0.0,5.567139688927065e-08,1.2326265204722273e-06,0.0,0.0,1.2326265204722273e-06,0.0,1.2326265204722273e-06,0.0,5.567139688927065e-08,1.2326265204722273e-06,5.567139688927065e-08,1.2326265204722273e-06,0.0,5.567139688927065e-08,0.0,5.567139688927065e-08,0.0
1659,0.0,3.2167185232927816e-08,2.153118377431643e-06,0.0,0.0,2.153118377431643e-06,0.0,2.153118377431643e-06,0.0,3.2167185232927816e-08,2.153118377431643e-06,3.2167185232927816e-08,2.153118377431643e-06,0.0,3.2167185232927816e-08,0.0,3.2167185232927816e-08,0.0
1660,0.0,1.9251678549738115e-07,2.0023668209237907e-06,0.0,0.0,2.0023668209237907e-06,0.0,2.0023668209237907e-06,0.0,1.9251678549738115e-07,2.0023668209237907e-06,1.9251678549738115e-07,2.0023668209237907e-06,0.0,1.9251678549738115e-07,0.0,1.9251678549738115e-07,0.0
1661,0.0,1.9251678549738115e-07,2.095254452732271e-06,0.0,0.0,2.095254452732271e-06,0.0,2.095254452732271e-06,0.0,1.9251678549738115e-07,2.095254452732271e-06,1.9251678549738115e-07,2.095254452732271e-06,0.0,1.9251678549738115e-07,0.0,1.9251678549738115e-07,0.0
1662,0.0,2.3311664522550147e-07,2.1995508469834542e-06,0.0,0.0,2.1995508469834542e-06,0.0,2.1995508469834542e-06,0.0,2.3311664522550147e-07,2.1995508469834542e-06,2.3311664522550147e-07,2.1995508469834542e-06,0.0,2.3311664522550147e-07,0.0,2.3311664522550147e-07,0.0
1663,0.0,2.3311664522550147e-07,2.2607137891230067e-06,0.0,0.0,2.2607137891230067e-06,0.0,2.2607137891230067e-06,0.0,2.3311664522550147e-07,2.2607137891230067e-06,2.3311664522550147e-07,2.2607137891230067e-06,0.0,2.3311664522550147e-07,0.0,2.3311664522550147e-07,0.0
1664,0.0,2.3311664522550147e-07,2.2166034706775202e-06,0.0,0.0,2.2166034706775202e-06,0.0,2.2166034706775202e-06,0.0,2.3311664522550147e-07,2.2166034706775202e-06,2.3311664522550147e-07,2.2166034706775202e-06,0.0,2.3311664522550147e-07,0.0,2.3311664522550147e-07,0.0
1665,0.0,2.3311664522550147e-07,1.8758616298392944e-06,0.0,0.0,1.8758616298392944e-06,0.0,1.8758616298392944e-06,0.0,2.3311664522550147e-07,1.8758616298392944e-06,2.3311664522550147e-07,1.8758616298392944e-06,0.0,2.3311664522550147e-07,0.0,2.3311664522550147e-07,0.0
1666,0.0,2.0094945999257367e-07,6.213414077852317e-07,0.0,0.0,6.213414077852317e-07,0.0,6.213414077852317e-07,0.0,2.0094945999257367e-07,6.213414077852317e-07,2.0094945999257367e-07,6.213414077852317e-07,0.0,2.0094945999257367e-07,0.0,2.0094945999257367e-07,0.0
1667,0.0,7.305217561029817e-08,8.809599348426543e-07,0.0,0.0,8.809599348426543e-07,0.0,8.809599348426543e-07,0.0,7.305217561029817e-08,8.809599348426543e-07,7.305217561029817e-08,8.809599348426543e-07,0.0,7.305217561029817e-08,0.0,7.305217561029817e-08,0.0
1668,0.0,7.305217561029817e-08,1.0528616201099794e-06,0.0,0.0,1.0528616201099794e-06,0.0,1.0528616201099794e-06,0.0,7.305217561029817e-08,1.0528616201099794e-06,7.305217561029817e-08,1.0528616201099794e-06,0.0,7.305217561029817e-08,0.0,7.305217561029817e-08,0.0
1669,0.0,3.245231588217783e-08,1.100140825168897e-06,0.0,0.0,1.100140825168897e-06,0.0,1.100140825168897e-06,0.0,3.245231588217783e-08,1.100140825168897e-06,3.245231588217783e-08,1.100140825168897e-06,0.0,3.245231588217783e-08,0.0,3.245231588217783e-08,0.0
1670,0.0,3.245231588217783e-08,1.1736000625920236e-06,0.0,0.0,1.1736000625920236e-06,0.0,1.1736000625920236e-06,0.0,3.245231588217783e-08,1.1736000625920236e-06,3.245231588217783e-08,1.1736000625920236e-06,0.0,3.245231588217783e-08,0.0,3.245231588217783e-08,0.0
1671,0.0,3.245231588217783e-08,1.173407274076713e-06,0.0,0.0,1.173407274076713e-06,0.0,1.173407274076713e-06,0.0,3.245231588217783e-08,1.173407274076713e-06,3.245231588217783e-08,1.173407274076713e-06,0.0,3.245231588217783e-08,0.0,3.245231588217783e-08,0.0
1672,0.0,5.705291731114162e-08,1.1344252430132786e-06,0.0,0.0,1.1344252430132786e-06,0.0,1.1344252430132786e-06,0.0,5.705291731114162e-08,1.1344252430132786e-06,5.705291731114162e-08,1.1344252430132786e-06,0.0,5.705291731114162e-08,0.0,5.705291731114162e-08,0.0
1673,0.0,8.179578766690351e-08,1.3076253375337338e-06,0.0,0.0,1.3076253375337338e-06,0.0,1.3076253375337338e-06,0.0,8.179578766690351e-08,1.3076253375337338e-06,8.179578766690351e-08,1.3076253375337338e-06,0.0,8.179578766690351e-08,0.0,8.179578766690351e-08,0.0
1674,0.0,4.9343471784725675e-08,1.3082510049246463e-06,0.0,0.0,1.3082510049246463e-06,0.0,1.3082510049246463e-06,0.0,4.9343471784725675e-08,1.3082510049246463e-06,4.9343471784725675e-08,1.3082510049246463e-06,0.0,4.9343471784725675e-08,0.0,4.9343471784725675e-08,0.0
1675,0.0,8.366197131895855e-08,1.2422079984324746e-06,0.0,0.0,1.2422079984324746e-06,0.0,1.2422079984324746e-06,0.0,8.366197131895855e-08,1.2422079984324746e-06,8.366197131895855e-08,1.2422079984324746e-06,0.0,8.366197131895855e-08,0.0,8.366197131895855e-08,0.0
1676,0.0,8.366197131895855e-08,1.0754758648090501e-06,0.0,0.0,1.0754758648090501e-06,0.0,1.0754758648090501e-06,0.0,8.366197131895855e-08,1.0754758648090501e-06,8.366197131895855e-08,1.0754758648090501e-06,0.0,8.366197131895855e-08,0.0,8.366197131895855e-08,0.0
1677,0.0,8.366197131895855e-08,9.056902894956563e-07,0.0,0.0,9.056902894956563e-07,0.0,9.056902894956563e-07,0.0,8.366197131895855e-08,9.056902894956563e-07,8.366197131895855e-08,9.056902894956563e-07,0.0,8.366197131895855e-08,0.0,8.366197131895855e-08,0.0
1678,0.0,8.366197131895855e-08,1.0259286682412494e-06,0.0,0.0,1.0259286682412494e-06,0.0,1.0259286682412494e-06,0.0,8.366197131895855e-08,1.0259286682412494e-06,8.366197131895855e-08,1.0259286682412494e-06,0.0,8.366197131895855e-08,0.0,8.366197131895855e-08,0.0
1679,0.0,8.213313914698769e-08,1.0459427731543007e-06,0.0,0.0,1.0459427731543007e-06,0.0,1.0459427731543007e-06,0.0,8.213313914698769e-08,1.0459427731543007e-06,8.213313914698769e-08,1.0459427731543007e-06,0.0,8.213313914698769e-08,0.0,8.213313914698769e-08,0.0
1680,0.0,7.549219763599727e-08,1.0537619752020483e-06,0.0,0.0,1.0537619752020483e-06,0.0,1.0537619752020483e-06,0.0,7.549219763599727e-08,1.0537619752020483e-06,7.549219763599727e-08,1.0537619752020483e-06,0.0,7.549219763599727e-08,0.0,7.549219763599727e-08,0.0
1681,0.0,1.6499558747844795e-07,1.0396521068806969e-06,0.0,0.0,1.0396521068806969e-06,0.0,1.0396521068806969e-06,0.0,1.6499558747844795e-07,1.0396521068806969e-06,1.6499558747844795e-07,1.0396521068806969e-06,0.0,1.6499558747844795e-07,0.0,1.6499558747844795e-07,0.0
1682,0.0,1.3067708794421507e-07,1.0615160346917816e-06,0.0,0.0,1.0615160346917816e-06,0.0,1.0615160346917816e-06,0.0,1.3067708794421507e-07,1.0615160346917816e-06,1.3067708794421507e-07,1.0615160346917816e-06,0.0,1.3067708794421507e-07,0.0,1.3067708794421507e-07,0.0
1683,0.0,1.3067708794421507e-07,1.1951073507329317e-06,0.0,0.0,1.1951073507329317e-06,0.0,1.1951073507329317e-06,0.0,1.3067708794421507e-07,1.1951073507329317e-06,1.3067708794421507e-07,1.1951073507329317e-06,0.0,1.3067708794421507e-07,0.0,1.3067708794421507e-07,0.0
1684,0.0,1.3067708794421507e-07,1.3865645606918925e-06,0.0,0.0,1.3865645606918925e-06,0.0,1.3865645606918925e-06,0.0,1.3067708794421507e-07,1.3865645606918925e-06,1.3067708794421507e-07,1.3865645606918925e-06,0.0,1.3067708794421507e-07,0.0,1.3067708794421507e-07,0.0
1685,0.0,2.721179035753656e-07,1.5505092960665934e-06,0.0,0.0,1.5505092960665934e-06,0.0,1.5505092960665934e-06,0.0,2.721179035753656e-07,1.5505092960665934e-06,2.721179035753656e-07,1.5505092960665934e-06,0.0,2.721179035753656e-07,0.0,2.721179035753656e-07,0.0
1686,0.0,3.595629607389128e-07,1.812844467557235e-06,0.0,0.0,1.812844467557235e-06,0.0,1.812844467557235e-06,0.0,3.595629607389128e-07,1.812844467557235e-06,3.595629607389128e-07,1.812844467557235e-06,0.0,3.595629607389128e-07,0.0,3.595629607389128e-07,0.0
1687,0.0,3.8266112158323396e-07,2.1262262310171664e-06,0.0,0.0,2.1262262310171664e-06,0.0,2.1262262310171664e-06,0.0,3.8266112158323396e-07,2.1262262310171664e-06,3.8266112158323396e-07,2.1262262310171664e-06,0.0,3.8266112158323396e-07,0.0,3.8266112158323396e-07,0.0
1688,0.0,9.454397960390841e-07,2.1130497965974167e-06,0.0,0.0,2.1130497965974167e-06,0.0,2.1130497965974167e-06,0.0,9.454397960390841e-07,2.1130497965974167e-06,9.454397960390841e-07,2.1130497965974167e-06,0.0,9.454397960390841e-07,0.0,9.454397960390841e-07,0.0
1689,0.0,9.770109658445238e-07,2.513950919689835e-06,0.0,0.0,2.513950919689835e-06,0.0,2.513950919689835e-06,0.0,9.770109658445238e-07,2.513950919689835e-06,9.770109658445238e-07,2.513950919689835e-06,0.0,9.770109658445238e-07,0.0,9.770109658445238e-07,0.0
1690,0.0,9.977812567285582e-07,2.565886299115456e-06,0.0,0.0,2.565886299115456e-06,0.0,2.565886299115456e-06,0.0,9.977812567285582e-07,2.565886299115456e-06,9.977812567285582e-07,2.565886299115456e-06,0.0,9.977812567285582e-07,0.0,9.977812567285582e-07,0.0
1691,0.0,9.977812567285582e-07,3.3012446952592915e-06,0.0,0.0,3.3012446952592915e-06,0.0,3.3012446952592915e-06,0.0,9.977812567285582e-07,3.3012446952592915e-06,9.977812567285582e-07,3.3012446952592915e-06,0.0,9.977812567285582e-07,0.0,9.977812567285582e-07,0.0
1692,0.0,9.273445787779824e-07,3.427644222548614e-06,0.0,0.0,3.427644222548614e-06,0.0,3.427644222548614e-06,0.0,9.273445787779824e-07,3.427644222548614e-06,9.273445787779824e-07,3.427644222548614e-06,0.0,9.273445787779824e-07,0.0,9.273445787779824e-07,0.0
1693,0.0,8.48178946252379e-07,3.2214985188667403e-06,0.0,0.0,3.2214985188667403e-06,0.0,3.2214985188667403e-06,0.0,8.48178946252379e-07,3.2214985188667403e-06,8.48178946252379e-07,3.2214985188667403e-06,0.0,8.48178946252379e-07,0.0,8.48178946252379e-07,0.0
1694,0.0,8.313644071579671e-07,2.9465674141907324e-06,0.0,0.0,2.9465674141907324e-06,0.0,2.9465674141907324e-06,0.0,8.313644071579671e-07,2.9465674141907324e-06,8.313644071579671e-07,2.9465674141907324e-06,0.0,8.313644071579671e-07,0.0,8.313644071579671e-07,0.0
1695,0.0,1.790823428596663e-07,3.054759198611074e-06,0.0,0.0,3.054759198611074e-06,0.0,3.054759198611074e-06,0.0,1.790823428596663e-07,3.054759198611074e-06,1.790823428596663e-07,3.054759198611074e-06,0.0,1.790823428596663e-07,0.0,1.790823428596663e-07,0.0
1696,0.0,1.4751117305422667e-07,2.5649700562878152e-06,0.0,0.0,2.5649700562878152e-06,0.0,2.5649700562878152e-06,0.0,1.4751117305422667e-07,2.5649700562878152e-06,1.4751117305422667e-07,2.5649700562878152e-06,0.0,1.4751117305422667e-07,0.0,1.4751117305422667e-07,0.0
1697,2.204122446463381e-08,1.4143503181328144e-07,2.4613971244694506e-06,2.204122446463381e-08,0.0,2.4613971244694506e-06,2.204122446463381e-08,2.4613971244694506e-06,0.0,1.4143503181328144e-07,2.4613971244694506e-06,1.4143503181328144e-07,2.4613971244694506e-06,2.204122446463381e-08,1.4143503181328144e-07,2.204122446463381e-08,1.4143503181328144e-07,0.0
1698,2.204122446463381e-08,1.621775729583013e-07,1.6101345262801e-06,2.204122446463381e-08,0.0,1.6101345262801e-06,2.204122446463381e-08,1.6101345262801e-06,0.0,1.621775729583013e-07,1.6101345262801e-06,1.621775729583013e-07,1.6101345262801e-06,2.204122446463381e-08,1.621775729583013e-07,2.204122446463381e-08,1.621775729583013e-07,0.0
1699,2.204122446463381e-08,1.1731251601889068e-07,1.5133192700237226e-06,2.204122446463381e-08,0.0,1.5133192700237226e-06,2.204122446463381e-08,1.5133192700237226e-06,0.0,1.1731251601889068e-07,1.5133192700237226e-06,1.1731251601889068e-07,1.5133192700237226e-06,2.204122446463381e-08,1.1731251601889068e-07,2.204122446463381e-08,1.1731251601889068e-07,0.0
1700,2.204122446463381e-08,8.596132212395397e-08,2.0118114239916655e-06,2.204122446463381e-08,0.0,2.0118114239916655e-06,2.204122446463381e-08,2.0118114239916655e-06,0.0,8.596132212395397e-08,2.0118114239916655e-06,8.596132212395397e-08,2.0118114239916655e-06,2.204122446463381e-08,8.596132212395397e-08,2.204122446463381e-08,8.596132212395397e-08,0.0
1701,2.204122446463381e-08,7.12425308587886e-08,2.4786813810351305e-06,2.204122446463381e-08,0.0,2.4786813810351305e-06,2.204122446463381e-08,2.4786813810351305e-06,0.0,7.12425308587886e-08,2.4786813810351305e-06,7.12425308587886e-08,2.4786813810351305e-06,2.204122446463381e-08,7.12425308587886e-08,2.204122446463381e-08,7.12425308587886e-08,0.0
1702,2.204122446463381e-08,9.521285042930166e-08,2.4970865004953728e-06,2.204122446463381e-08,0.0,2.4970865004953728e-06,2.204122446463381e-08,2.4970865004953728e-06,0.0,9.521285042930166e-08,2.4970865004953728e-06,9.521285042930166e-08,2.4970865004953728e-06,2.204122446463381e-08,9.521285042930166e-08,2.204122446463381e-08,9.521285042930166e-08,0.0
1703,2.204122446463381e-08,1.504188986700683e-07,2.5557465050951578e-06,2.204122446463381e-08,0.0,2.5557465050951578e-06,2.204122446463381e-08,2.5557465050951578e-06,0.0,1.504188986700683e-07,2.5557465050951578e-06,1.504188986700683e-07,2.5557465050951578e-06,2.204122446463381e-08,1.504188986700683e-07,2.204122446463381e-08,1.504188986700683e-07,0.0
1704,0.0,1.357247490269791e-07,2.7253462998747376e-06,0.0,0.0,2.7253462998747376e-06,0.0,2.7253462998747376e-06,0.0,1.357247490269791e-07,2.7253462998747376e-06,1.357247490269791e-07,2.7253462998747376e-06,0.0,1.357247490269791e-07,0.0,1.357247490269791e-07,0.0
1705,0.0,1.5161342657523035e-07,2.832926643999859e-06,0.0,0.0,2.832926643999859e-06,0.0,2.832926643999859e-06,0.0,1.5161342657523035e-07,2.832926643999859e-06,1.5161342657523035e-07,2.832926643999859e-06,0.0,1.5161342657523035e-07,0.0,1.5161342657523035e-07,0.0
1706,0.0,1.587004935085393e-07,4.0638288477826535e-06,0.0,0.0,4.0638288477826535e-06,0.0,4.0638288477826535e-06,0.0,1.587004935085393e-07,4.0638288477826535e-06,1.587004935085393e-07,4.0638288477826535e-06,0.0,1.587004935085393e-07,0.0,1.587004935085393e-07,0.0
1707,0.0,1.587004935085393e-07,3.853115328768451e-06,0.0,0.0,3.853115328768451e-06,0.0,3.853115328768451e-06,0.0,1.587004935085393e-07,3.853115328768451e-06,1.587004935085393e-07,3.853115328768451e-06,0.0,1.587004935085393e-07,0.0,1.587004935085393e-07,0.0
1708,0.0,1.5867960152198585e-07,3.475443171347641e-06,0.0,0.0,3.475443171347641e-06,0.0,3.475443171347641e-06,0.0,1.5867960152198585e-07,3.475443171347641e-06,1.5867960152198585e-07,3.475443171347641e-06,0.0,1.5867960152198585e-07,0.0,1.5867960152198585e-07,0.0
1709,0.0,1.347092819514728e-07,3.404488779779058e-06,0.0,0.0,3.404488779779058e-06,0.0,3.404488779779058e-06,0.0,1.347092819514728e-07,3.404488779779058e-06,1.347092819514728e-07,3.404488779779058e-06,0.0,1.347092819514728e-07,0.0,1.347092819514728e-07,0.0
1710,0.0,7.950323371070616e-08,3.7235041158315392e-06,0.0,0.0,3.7235041158315392e-06,0.0,3.7235041158315392e-06,0.0,7.950323371070616e-08,3.7235041158315392e-06,7.950323371070616e-08,3.7235041158315392e-06,0.0,7.950323371070616e-08,0.0,7.950323371070616e-08,0.0
1711,0.0,1.3765720601505954e-07,3.7391585660121303e-06,0.0,0.0,3.7391585660121303e-06,0.0,3.7391585660121303e-06,0.0,1.3765720601505954e-07,3.7391585660121303e-06,1.3765720601505954e-07,3.7391585660121303e-06,0.0,1.3765720601505954e-07,0.0,1.3765720601505954e-07,0.0
1712,0.0,1.0102598732178844e-07,4.661106264133455e-06,0.0,0.0,4.661106264133455e-06,0.0,4.661106264133455e-06,0.0,1.0102598732178844e-07,4.661106264133455e-06,1.0102598732178844e-07,4.661106264133455e-06,0.0,1.0102598732178844e-07,0.0,1.0102598732178844e-07,0.0
1713,0.0,1.1107190037559381e-07,3.39104891671533e-06,0.0,0.0,3.39104891671533e-06,0.0,3.39104891671533e-06,0.0,1.1107190037559381e-07,3.39104891671533e-06,1.1107190037559381e-07,3.39104891671533e-06,0.0,1.1107190037559381e-07,0.0,1.1107190037559381e-07,0.0
1714,0.0,1.2064351092736354e-07,3.494732482067775e-06,0.0,0.0,3.494732482067775e-06,0.0,3.494732482067775e-06,0.0,1.2064351092736354e-07,3.494732482067775e-06,1.2064351092736354e-07,3.494732482067775e-06,0.0,1.2064351092736354e-07,0.0,1.2064351092736354e-07,0.0
1715,0.0,1.336423502656154e-07,3.706892974670544e-06,0.0,0.0,3.706892974670544e-06,0.0,3.706892974670544e-06,0.0,1.336423502656154e-07,3.706892974670544e-06,1.336423502656154e-07,3.706892974670544e-06,0.0,1.336423502656154e-07,0.0,1.336423502656154e-07,0.0
1716,0.0,1.4249730842915857e-07,4.08241443697729e-06,0.0,0.0,4.08241443697729e-06,0.0,4.08241443697729e-06,0.0,1.4249730842915857e-07,4.08241443697729e-06,1.4249730842915857e-07,4.08241443697729e-06,0.0,1.4249730842915857e-07,0.0,1.4249730842915857e-07,0.0
1717,0.0,1.730629303356831e-07,3.875396942021325e-06,0.0,0.0,3.875396942021325e-06,0.0,3.875396942021325e-06,0.0,1.730629303356831e-07,3.875396942021325e-06,1.730629303356831e-07,3.875396942021325e-06,0.0,1.730629303356831e-07,0.0,1.730629303356831e-07,0.0
1718,0.0,1.3039247091585692e-07,4.0684565841989496e-06,0.0,0.0,4.0684565841989496e-06,0.0,4.0684565841989496e-06,0.0,1.3039247091585692e-07,4.0684565841989496e-06,1.3039247091585692e-07,4.0684565841989496e-06,0.0,1.3039247091585692e-07,0.0,1.3039247091585692e-07,0.0
1719,0.0,1.4356221303809695e-07,3.2774638124724982e-06,0.0,0.0,3.2774638124724982e-06,0.0,3.2774638124724982e-06,0.0,1.4356221303809695e-07,3.2774638124724982e-06,1.4356221303809695e-07,3.2774638124724982e-06,0.0,1.4356221303809695e-07,0.0,1.4356221303809695e-07,0.0
1720,0.0,1.1841240876719894e-07,3.425858916930987e-06,0.0,0.0,3.425858916930987e-06,0.0,3.425858916930987e-06,0.0,1.1841240876719894e-07,3.425858916930987e-06,1.1841240876719894e-07,3.425858916930987e-06,0.0,1.1841240876719894e-07,0.0,1.1841240876719894e-07,0.0
1721,0.0,1.1760085629118424e-07,3.198073857544971e-06,0.0,0.0,3.198073857544971e-06,0.0,3.198073857544971e-06,0.0,1.1760085629118424e-07,3.198073857544971e-06,1.1760085629118424e-07,3.198073857544971e-06,0.0,1.1760085629118424e-07,0.0,1.1760085629118424e-07,0.0
