ngram,Jini,Jinib,Jni,Jiini,Jinji,Jiani
1847,4.049885395294796e-09,0.0,1.1817265895989033e-09,1.8664140471231454e-10,2.3450725647070467e-09,6.997761100738638e-11
1848,4.19865848438101e-09,0.0,1.3393175457565576e-09,2.9601675475911446e-10,2.174537470724301e-09,5.4687675023399966e-11
1849,4.2919857509308e-09,5.3739536630205616e-11,1.3718293802509963e-09,2.3520131477359843e-10,1.9312757107822367e-09,1.621667482838112e-10
1850,4.045364995367404e-09,5.3739536630205616e-11,1.4486645851162295e-09,2.8267122372963426e-10,1.013232291719695e-09,1.621667482838112e-10
1851,3.740051062501542e-09,5.3739536630205616e-11,1.526887600482902e-09,3.2909981882513403e-10,1.1525180809712765e-09,1.621667482838112e-10
1852,3.5762491380962403e-09,5.3739536630205616e-11,2.016326098149993e-09,3.7966138962833694e-10,1.1525180809712765e-09,1.621667482838112e-10
1853,2.5131357947064512e-09,5.3739536630205616e-11,2.221076346651886e-09,3.1444088999244e-10,3.6987206948018477e-10,1.621667482838112e-10
1854,2.5535178733398264e-09,5.3739536630205616e-11,2.513983909935291e-09,3.548391461613168e-10,1.4607058261363802e-09,2.126686089137004e-10
1855,2.4922724201863797e-09,5.3739536630205616e-11,2.2864895056682956e-09,3.5046729407461896e-10,2.1388567107903457e-09,2.1048268287035147e-10
1856,2.824001096460701e-09,0.0,2.469121795911633e-09,3.5046729407461896e-10,2.387350729802863e-09,1.0300360960994023e-10
1857,2.638107383339567e-09,0.0,2.7117858752185545e-09,3.5113161188173233e-10,2.387350729802863e-09,1.0300360960994023e-10
1858,2.4025065429153105e-09,0.0,3.5276810361750677e-09,3.0470301678623256e-10,2.248064940551282e-09,1.0300360960994023e-10
1859,2.281925283652088e-09,0.0,3.2761507157934896e-09,2.5414144598302965e-10,2.248064940551282e-09,1.0300360960994023e-10
1860,2.40659984004513e-09,0.0,3.050274001635346e-09,2.5414144598302965e-10,2.248064940551282e-09,1.6399881849363648e-10
1861,2.7933984649207234e-09,0.0,2.979194383253717e-09,2.661110855482564e-10,1.0925069341257858e-09,1.1349695786374729e-10
1862,2.970202845580567e-09,0.0,3.0477787595271722e-09,1.6110758758815435e-10,3.049806994250202e-10,1.1671348015036235e-10
1863,2.709943317366229e-09,0.0,3.1275671259172508e-09,3.0432123487855733e-10,2.1092155879008446e-09,1.1671348015036235e-10
1864,2.8920891713214912e-09,0.0,3.2605396477996304e-09,2.5618700811540814e-10,2.1092155879008446e-09,1.6380860160377812e-10
1865,2.6966203714451353e-09,0.0,2.475658757359968e-09,2.5618700811540814e-10,2.1092155879008446e-09,1.6380860160377812e-10
1866,2.8677491651204636e-09,0.0,2.9230853293427117e-09,3.889058678271543e-10,2.1092155879008446e-09,1.6380860160377812e-10
1867,2.977114951388923e-09,0.0,2.963808944299119e-09,4.321183252490154e-10,2.757402425438268e-09,1.0281339272008187e-10
1868,2.768853543270008e-09,0.0,3.1743042163055536e-09,4.983917564363846e-10,2.8353508430001284e-09,1.4762509072317543e-10
1869,3.34501929330092e-09,0.0,3.529087022613453e-09,5.37977642592732e-10,2.8353508430001284e-09,9.190681945650932e-11
1870,3.523193054759994e-09,0.0,3.4740728389286754e-09,4.792369160241553e-10,7.826219355117863e-10,9.190681945650932e-11
1871,3.6608827873913744e-09,0.0,3.645819551018852e-09,5.603890407268608e-10,3.866402785236898e-09,4.4811698003093574e-11
1872,3.64123374309498e-09,0.0,3.7047991024203544e-09,6.013407510036777e-10,4.1940164674514335e-09,8.576340827991049e-11
1873,3.5993868044822565e-09,0.0,3.264795608462886e-09,6.246569016012313e-10,4.272033972606084e-09,1.2477216085723545e-10
1874,3.402234763757609e-09,0.0,3.515206665432353e-09,6.211851588666661e-10,4.975031442366884e-09,1.645128755445313e-10
1875,3.2609480036884163e-09,0.0,3.463543325159841e-09,4.820533971994223e-10,6.766117800958784e-09,1.598162078865682e-10
1876,2.848788427378679e-09,0.0,3.213488998708515e-09,4.807994954550817e-10,6.766117800958784e-09,1.598162078865682e-10
1877,2.6288490749339287e-09,0.0,3.2105444334819465e-09,5.361332647676623e-10,7.0806828416409525e-09,1.947678803951699e-10
1878,2.3830617162141313e-09,3.6285359637590526e-11,2.738463551159904e-09,5.275518593401379e-10,4.069472711191022e-09,2.3105324003276044e-10
1879,2.3817481479123816e-09,3.6285359637590526e-11,2.8237777195881465e-09,5.215139629667829e-10,4.230652415694789e-09,1.9010152975594353e-10
1880,2.299884917432239e-09,3.6285359637590526e-11,2.873461215001173e-09,4.3125231956914993e-10,4.2512949589250985e-09,1.83979460634452e-10
1881,2.1795278914993332e-09,3.6285359637590526e-11,2.8770967830382688e-09,4.862083949738352e-10,3.468291392178762e-09,1.758043413227891e-10
1882,2.0623583475907837e-09,3.6285359637590526e-11,2.8571559721310027e-09,5.757316805838591e-10,1.7048178345215247e-09,1.6809888996644721e-10
1883,1.9495140739828845e-09,3.6285359637590526e-11,2.827185025771379e-09,5.695223241421386e-10,1.8333083464026701e-09,2.002215179367336e-10
1884,2.1625159916739888e-09,3.6285359637590526e-11,2.773895843180948e-09,4.907374486931967e-10,3.2273540823928623e-09,1.652698454281319e-10
1885,2.0318486258576384e-09,0.0,3.0205561226840214e-09,5.052365648865781e-10,3.2418531985862434e-09,1.2898448579054137e-10
1886,1.980572245890195e-09,0.0,3.0632716363498957e-09,6.358544504417704e-10,4.353199515147058e-09,1.2898448579054137e-10
1887,2.192508952170158e-09,0.0,3.0054917602281452e-09,6.253490205824061e-10,4.447977240497534e-09,9.609780233470794e-11
1888,2.277706563041144e-09,2.700284242239194e-11,2.999807989313906e-09,7.196721254646274e-10,3.960805025230282e-09,6.453220695907496e-11
1889,2.189148814605143e-09,5.3173737238739907e-11,2.9972177755561394e-09,6.94717388774865e-10,3.955782503149509e-09,3.212262797028639e-11
1890,2.1325212548209802e-09,5.3173737238739907e-11,3.073895614237797e-09,7.131861410959926e-10,5.243850671148615e-09,2.529569014570703e-11
1891,1.879698048006568e-09,5.3173737238739907e-11,3.1430506134252514e-09,7.545845337464385e-10,4.533836909078762e-09,7.650579376366246e-11
1892,2.0295287196857105e-09,7.564531937350897e-11,3.1056382227794596e-09,1.3641337147176002e-09,4.4467670736102e-09,9.897737589843153e-11
1893,2.067025138354138e-09,7.564531937350897e-11,3.0010915974543195e-09,1.2677870380490524e-09,3.1233674614915076e-09,1.220390495009533e-10
1894,2.1550841904678056e-09,7.564531937350897e-11,3.0947698689435097e-09,1.2567026467077573e-09,2.996205006322583e-09,1.4413082235645699e-10
1895,2.2931403442782994e-09,4.8642476951117026e-11,2.9241315083591448e-09,1.1100251670218393e-09,2.957538896326233e-09,1.6530203000059933e-10
1896,2.5033520811845733e-09,2.247158213476906e-11,2.970527411351652e-09,1.1022437169343797e-09,3.362545844939494e-09,1.6530203000059933e-10
1897,2.4345826783139e-09,2.247158213476906e-11,2.874882268752036e-09,1.0702290918564371e-09,2.057447696340071e-09,1.9573660549530659e-10
1898,2.5003147806147906e-09,2.247158213476906e-11,2.7823215794800913e-09,1.0219233911471344e-09,1.203156027188409e-09,1.4452650187735117e-10
1899,2.5736455506424657e-09,0.0,2.719639656336069e-09,3.4351828128085874e-10,1.421722906069789e-09,1.7669663946292705e-10
1900,2.5056642633763157e-09,1.8070604536544822e-11,2.833568110308501e-09,3.285450721003867e-10,1.3437594608462738e-09,1.5363496586040526e-10
1901,2.2496487054165672e-09,1.8070604536544822e-11,2.881470046694241e-09,3.35771585139152e-10,1.5345344439587905e-09,1.3154319300490158e-10
1902,2.023531580392606e-09,1.8070604536544822e-11,3.0090311829513082e-09,3.623023309933566e-10,1.6471566412411066e-09,1.2759027564638155e-10
1903,1.8487472663863969e-09,1.8070604536544822e-11,3.0380144431875676e-09,3.132176343686613e-10,1.2445157682172692e-09,1.2759027564638155e-10
1904,1.842332540493073e-09,3.3924344484364304e-11,3.0207076522665535e-09,3.2634835905082886e-10,1.9257422323448736e-09,7.186001000596726e-11
1905,1.7852161019301808e-09,3.3924344484364304e-11,2.9676728693520513e-09,3.0272757713310586e-10,2.4065582384023644e-09,1.0235373461485255e-10
1906,1.485018298806397e-09,3.3924344484364304e-11,3.1619342382478114e-09,3.155436428021423e-10,2.6379259570370142e-09,1.7183190386444684e-10
1907,1.5274852969783736e-09,1.5853739947819482e-11,2.9343106357414074e-09,3.199325249170215e-10,2.571000872515177e-09,1.7183190386444684e-10
1908,1.5415118546714878e-09,1.5853739947819482e-11,2.969112670011701e-09,2.959713743929829e-10,2.835479835055261e-09,2.4045417046369977e-10
1909,1.5381383468491906e-09,1.5853739947819482e-11,2.735090598449119e-09,2.9600326158428306e-10,3.1904125531921424e-09,2.2323588017807745e-10
1910,1.680389573520204e-09,1.5853739947819482e-11,2.5715504646330244e-09,2.7573360856474645e-10,3.5131072495531157e-09,4.1607034286160275e-10
1911,1.664354574794556e-09,0.0,2.520056354070123e-09,2.859599263731789e-10,2.9161113048102395e-09,6.536951833010665e-10
1912,1.6238677862696299e-09,0.0,2.5907186554771246e-09,2.8429441737262296e-10,2.622514443701667e-09,6.232014586921813e-10
1913,1.6688887890684408e-09,0.0,2.332435451129251e-09,2.675623641296936e-10,2.930369550188264e-09,5.705711617462076e-10
1914,1.6245677343056692e-09,0.0,2.4194943826216786e-09,2.381946475377943e-10,3.0469983044615188e-09,6.436536066039317e-10
1915,1.527618856808236e-09,0.0,2.2100967722593623e-09,2.585619070040655e-10,2.8761209287202813e-09,5.750313400046788e-10
1916,1.85768735315252e-09,0.0,2.450052446637382e-09,1.896568586702761e-10,2.712416450175884e-09,6.051350650729656e-10
1917,1.598093736708352e-09,0.0,2.622245531824774e-09,2.0400628309673914e-10,3.948115580497204e-09,4.402320710353688e-10
1918,1.5330317650251247e-09,0.0,1.1157371027081808e-08,1.7645272445568746e-10,5.20482869502205e-09,2.745084298760858e-10
1919,1.5873544225085213e-09,0.0,1.525762291113405e-08,1.4762450884735808e-10,8.282683396286318e-09,3.3133141666815847e-10
1920,1.5727967975617422e-09,0.0,3.310106116189664e-08,1.5652824473085961e-10,1.0494705517314986e-08,3.062451344103069e-10
1921,1.6087966673136327e-09,0.0,3.3410327520450826e-08,1.5540687387754255e-10,1.9804172016587732e-08,2.3316268955258275e-10
1922,1.610742364884946e-09,0.0,5.241210402192767e-08,1.317420022279541e-10,2.153053157982754e-08,2.3316268955258275e-10
1923,1.4237240910018402e-09,2.700878885621348e-10,6.592430890073331e-08,1.5629544682292463e-10,2.2240136843265645e-08,2.0305896448429602e-10
1924,1.3677871295898164e-09,2.700878885621348e-10,7.65089172968406e-08,1.1439824286276133e-10,2.3843679792483792e-08,1.751274958383675e-10
1925,1.3562604928019084e-09,2.700878885621348e-10,6.828334050571324e-08,1.2302317894555666e-10,2.365656026626084e-08,1.4923664684981678e-10
1926,1.2665063204535848e-09,2.700878885621348e-10,6.444165594794121e-08,1.2302317894555666e-10,2.5175618161605532e-08,1.3825958631942725e-10
1927,2.3997190187355753e-09,2.700878885621348e-10,6.969575202678665e-08,1.452982813430838e-10,2.7867662590251385e-08,2.9650168828102407e-10
1928,2.316985191010344e-09,2.700878885621348e-10,7.385668470456202e-08,1.3999615950626472e-10,2.150304379000545e-08,3.1931117472350223e-10
1929,2.199632214467633e-09,2.9537368582767595e-10,5.496323688244534e-08,1.1584486346384791e-10,1.980531928934072e-08,3.1931117472350223e-10
1930,2.177264804955773e-09,2.5285797265541176e-11,4.160202531673056e-08,9.129141886887737e-11,2.0219800437156924e-08,3.1931117472350223e-10
1931,2.3419087780141012e-09,2.5285797265541176e-11,3.977490324404341e-08,1.17524428680912e-10,1.8078957632537496e-08,3.1931117472350223e-10
1932,2.5828077295945005e-09,2.5285797265541176e-11,3.953077928490042e-08,1.418057457173002e-10,1.7428397391938688e-08,2.733008244318721e-10
1933,2.676941541451023e-09,2.5285797265541176e-11,4.007021723952318e-08,1.649729043849492e-10,1.3565649556060829e-08,2.2745489817018897e-10
1934,1.4255192264706856e-09,2.5285797265541176e-11,1.725659133049768e-08,1.1949614710436507e-10,8.487958018983072e-09,2.2809486442478187e-11
1935,1.6670291258513714e-09,2.5285797265541176e-11,1.2954316032574655e-08,9.66866606618869e-11,6.472413716096526e-09,0.0
1936,1.7167963241502905e-09,0.0,1.318221462146393e-08,9.66866606618869e-11,7.265623023857058e-09,0.0
1937,1.7138314259820424e-09,0.0,1.2900708342858787e-08,9.66866606618869e-11,6.872579838557158e-09,2.2442416972420378e-11
1938,1.8430418461231772e-09,0.0,4.0537483528676634e-09,9.220590164409665e-11,6.496927694245512e-09,2.2442416972420378e-11
1939,1.789623021204128e-09,0.0,4.121047312923208e-09,6.981343479507883e-11,7.823937307551075e-09,2.2442416972420378e-11
1940,2.0480234175224155e-09,0.0,3.4785545872344822e-09,7.243953849465714e-11,8.22846400540454e-09,2.2442416972420378e-11
1941,2.614926941646445e-09,2.7578570379763587e-11,3.583854102373607e-09,7.243953849465714e-11,9.133542049661564e-09,2.2442416972420378e-11
1942,2.4835420228289504e-09,2.7578570379763587e-11,3.399230769878565e-09,1.222556302225643e-10,1.044656285285685e-08,4.735046283637396e-11
1943,2.7655306140366473e-09,2.7578570379763587e-11,3.5643649619134165e-09,1.222556302225643e-10,1.3521825056475985e-08,4.735046283637396e-11
1944,2.818734087409577e-09,2.7578570379763587e-11,3.782984021276954e-09,1.4122695275136417e-10,1.4341721207447985e-08,2.490804586395358e-11
1945,2.877659650251425e-09,2.7578570379763587e-11,3.914004422154806e-09,1.9455238412354906e-10,1.6952922367506418e-08,2.490804586395358e-11
1946,2.9262977913851226e-09,2.7578570379763587e-11,4.177624183096132e-09,2.027545671039783e-10,1.5739304970452395e-08,2.490804586395358e-11
1947,3.0653909093609447e-09,2.7578570379763587e-11,4.175025182716143e-09,1.7696130473675098e-10,1.5709545918087186e-08,2.490804586395358e-11
1948,2.7046837626696986e-09,0.0,3.895960950675967e-09,1.9406130472418174e-10,1.6682703218862116e-08,2.490804586395358e-11
1949,2.8546469315366655e-09,0.0,4.176476339371302e-09,1.9526370005034417e-10,1.6453718387765548e-08,1.7006162351356532e-11
1950,2.886953121006286e-09,0.0,4.080955605191759e-09,2.2910365073323747e-10,1.335651830406245e-08,5.084611303424984e-11
1951,3.0443644747992137e-09,0.0,4.263385549358694e-09,2.2668142660561434e-10,1.4322379980415332e-08,8.394430983660328e-11
1952,2.8762094927969883e-09,0.0,4.1268550481683115e-09,1.9865559098513382e-10,1.5517426835539742e-08,9.962825901567638e-11
1953,3.5459231106926836e-09,0.0,3.935607966505066e-09,1.6555938267151912e-10,1.648374782701824e-08,9.962825901567638e-11
1954,3.6280398368100056e-09,0.0,3.828788460883256e-09,1.945912944667505e-10,1.8657763968730834e-08,9.962825901567638e-11
1955,6.485198219711005e-09,0.0,3.7227677448673344e-09,2.7895105570679187e-10,2.1094421067045588e-08,9.962825901567638e-11
1956,6.461230788496713e-09,0.0,3.605323912430387e-09,2.4140057413341813e-10,2.1418458498853203e-08,1.0955810762571159e-10
1957,6.569291618622028e-09,0.0,3.3235804267458693e-09,2.2030434916807196e-10,2.08923426495541e-08,7.571815694281828e-11
1958,6.54163647060914e-09,0.0,3.1388231379127417e-09,2.0375525076689526e-10,1.899339517409869e-08,4.2619960140464845e-11
1959,6.530379919362466e-09,0.0,3.1715041069548177e-09,1.567034042209465e-10,1.7250974363288866e-08,3.822994995969101e-11
1960,5.918789807474971e-09,0.0,3.187868635734503e-09,1.778791261112086e-10,1.8637604348725745e-08,5.940567184995312e-11
1961,5.657730728358956e-09,0.0,3.254155770246062e-09,1.8261392199990312e-10,1.8399801936043658e-08,1.1568351534644147e-10
1962,2.9044373255666348e-09,0.0,3.4802678199647677e-09,1.0155767298553847e-10,1.5734929422909057e-08,1.360870275595489e-10
1963,2.970231140407366e-09,0.0,3.6419458560033036e-09,9.799352400958433e-11,1.663522970168125e-08,1.0915101659815716e-10
1964,2.7999699701654534e-09,0.0,3.777495649615048e-09,1.0323641842185133e-10,1.7629582936353116e-08,1.2713763672797133e-10
1965,2.7972704470207485e-09,8.81508160117355e-12,3.7165933822588417e-09,1.473118284102602e-10,1.8525518769812218e-08,1.4476779993031841e-10
1966,3.088972474632864e-09,1.7608153030883907e-11,3.663024899276073e-09,1.5610489983997056e-10,1.7951849911363686e-08,2.2140457126404049e-10
1967,3.420870888147322e-09,1.7608153030883907e-11,3.821644841853608e-09,2.233759675245623e-10,1.7020039346147897e-08,2.1791820728874915e-10
1968,3.714597613629118e-09,1.7608153030883907e-11,3.747455330176714e-09,2.427485068115917e-10,1.582207799698056e-08,1.704969052845102e-10
1969,3.965514615091235e-09,1.7608153030883907e-11,3.944091751608068e-09,2.4927565071632326e-10,1.6586173069908583e-08,1.860009358835489e-10
1970,4.066953694449791e-09,1.7608153030883907e-11,3.849417070814606e-09,2.6568032099724293e-10,1.4573293175398509e-08,2.123094626692103e-10
1971,4.127828777202223e-09,2.6559053567520863e-11,3.829013106582124e-09,2.9244820255934304e-10,1.91485207372872e-08,2.3012644468594397e-10
1972,4.434763350198117e-09,2.6439417123911925e-11,4.455884550225164e-09,2.657636828860634e-10,1.9844999421536613e-08,2.7336439758654917e-10
1973,4.540588603520388e-09,1.764634569420157e-11,5.092497407892844e-09,2.899869986995794e-10,1.8936696020789767e-08,2.01941880876141e-10
1974,4.486687465998784e-09,1.764634569420157e-11,5.171963619281834e-09,2.3413022116296796e-10,1.8123629454334733e-08,1.8425252296117023e-10
1975,4.61045449437084e-09,1.764634569420157e-11,5.965515827353686e-09,1.8910047436656744e-10,1.9553647716869752e-08,1.8350548164347558e-10
1976,4.72946063264804e-09,1.764634569420157e-11,6.0982861934836106e-09,1.862791121750743e-10,1.899844307270574e-08,1.7170723275767534e-10
1977,5.520364546437609e-09,1.764634569420157e-11,7.213071283120241e-09,1.9207622892996364e-10,2.0848099627609632e-08,2.0158358018543662e-10
1978,7.015673502459257e-09,8.695445157564612e-12,9.787323015534151e-09,1.554816558240508e-10,1.6734858070727958e-08,3.779381262312777e-10
1979,7.510835699418652e-09,0.0,9.334532385147604e-09,1.4621846640218627e-10,1.5470701545236158e-08,5.690287338544486e-10
1980,7.978593912533988e-09,0.0,9.165238536366717e-09,1.9157035134807566e-10,1.7594912067003017e-08,9.52198735534474e-10
1981,1.032012735586412e-08,0.0,9.248869416365681e-09,1.8186973603704993e-10,1.801357526634969e-08,1.1505734965967994e-09
1982,1.0571546622222577e-08,7.411495028808446e-12,9.042501668078882e-09,1.8117173089130364e-10,1.6887698477725214e-08,1.1721099765374783e-09
1983,1.1793225063172486e-08,7.411495028808446e-12,9.107916769985586e-09,2.0147747210676392e-10,1.748705320230621e-08,1.2146232313587596e-09
1984,1.217555656296554e-08,7.411495028808446e-12,8.083248102609884e-09,1.987742019593508e-10,1.6097325250541417e-08,1.2686972543957913e-09
1985,1.1080806177383401e-08,7.411495028808446e-12,5.801777344264078e-09,2.4848687294306716e-10,1.5615274026207056e-08,1.1071776313225407e-09
1986,1.1991517937356581e-08,7.411495028808446e-12,5.964738988443027e-09,2.6108483728145716e-10,1.8654633520449286e-08,9.795728950212634e-10
1987,1.2834668248830537e-08,3.416136520487509e-11,5.7391468085857664e-09,1.827165650923414e-10,1.7056350490715237e-08,6.668317763049356e-10
1988,1.1180798572699554e-08,3.416136520487509e-11,5.568077871791794e-09,1.8062139779871445e-10,1.6556081965697038e-08,5.86290980050411e-10
1989,1.1392065132501524e-08,2.6749870176066638e-11,5.081249928754314e-09,1.9981794988474125e-10,1.6314959288316848e-08,6.497731638458301e-10
1990,1.0328413426106766e-08,2.6749870176066638e-11,4.641931442403038e-09,1.820327638624164e-10,1.5176563751749328e-08,6.364103133371657e-10
1991,9.44579696999475e-09,4.645767500858053e-11,4.610246502017341e-09,2.4460014767603763e-10,1.4445533785029901e-08,5.589977587959285e-10
1992,9.961824000624477e-09,4.645767500858053e-11,4.799790184354233e-09,2.1217693276945734e-10,1.4361041625729091e-08,5.274462711828726e-10
1993,8.604616194166478e-09,5.289903435924868e-11,5.156341544219702e-09,2.2365806429114343e-10,1.1955344143237717e-08,4.481817992127038e-10
1994,8.237902043057538e-09,2.6149164183182042e-11,6.53068358122003e-09,2.5617371319468825e-10,1.116776994690229e-08,4.327791518012246e-10
1995,1.1390149014443653e-08,2.6149164183182042e-11,7.413131156549671e-09,2.8647653495448925e-10,1.131835374630035e-08,3.979778946870484e-10
1996,3.6087168681880096e-08,2.6149164183182042e-11,7.897348362563759e-09,3.2288887833306236e-10,1.14966088712468e-08,3.615680830134796e-10
1997,7.139389441539784e-08,2.6149164183182042e-11,7.739247528551881e-09,3.365266993642686e-10,1.1565690500552656e-08,3.3707100801004334e-10
1998,1.2632418818928466e-07,6.441359350668157e-12,7.500695810490145e-09,3.890016364582749e-10,1.2501295617742666e-08,3.504469650980216e-10
1999,1.6590365563879622e-07,6.441359350668157e-12,6.801025013000331e-09,4.3405442732133027e-10,1.2543528374716776e-08,4.6151778827179564e-10
2000,2.0472710663252007e-07,0.0,5.904683155120795e-09,5.005037852421981e-10,1.2912615738563155e-08,6.2412544973459e-10
2001,2.3002469516443723e-07,0.0,4.211033680486967e-09,5.085539767080149e-10,1.551456068377937e-08,7.452787593414151e-10
2002,2.4619560130239346e-07,5.368553815784541e-12,3.0022725258252845e-09,6.346191944966201e-10,1.5446161683030368e-08,8.340397737528957e-10
2003,2.3615324705263318e-07,5.368553815784541e-12,2.240954342726452e-09,7.0571036712787e-10,1.5914735434258935e-08,8.54693482654767e-10
2004,2.0922675097218807e-07,5.368553815784541e-12,2.10482918396236e-09,7.159081581521929e-10,1.5359698909581506e-08,9.3695487479728e-10
2005,1.641510384128456e-07,1.0337147308771476e-11,1.984403102157322e-09,7.453642306539824e-10,1.480193034808508e-08,1.0397903728507985e-09
2006,1.2790491865644071e-07,2.0630291621851324e-11,1.9128504970465444e-09,7.777934962760469e-10,1.4516662538710534e-08,9.353653724580064e-10
2007,9.207088069729252e-08,2.0630291621851324e-11,1.608943422937159e-09,7.489104336677599e-10,1.4556323765394349e-08,8.189099319290603e-10
2008,6.912353457875855e-08,2.0630291621851324e-11,1.3737039918280759e-09,7.295089116121645e-10,1.2247346628920956e-08,7.002973042727742e-10
2009,5.1702534317347015e-08,1.526173780606678e-11,1.141152767519011e-09,6.726583397430121e-10,1.170297439908755e-08,5.948824488566373e-10
2010,3.9307813385188895e-08,2.344953001617459e-11,9.643857141432883e-10,5.467345688284616e-10,1.0120370256113835e-08,6.607967546161981e-10
2011,3.1507735975822015e-08,2.344953001617459e-11,7.95828956306239e-10,5.00911504735286e-10,1.2495129185298635e-08,9.861580797996895e-10
2012,2.2489810902470708e-08,1.8480936523187654e-11,5.282674317827077e-10,3.270107379327314e-10,3.548380034246179e-08,1.2482693172761422e-09
2013,2.1461383019933626e-08,8.187792210107808e-12,3.711771069075149e-10,2.2407929678447402e-10,3.566272413887564e-08,1.966328595979862e-09
2014,2.0228304872408183e-08,8.187792210107808e-12,3.3240709986147113e-10,1.543062047185525e-10,3.574403281295499e-08,2.3530958570550098e-09
2015,1.948567428046642e-08,8.187792210107808e-12,2.691933313163959e-10,6.273329871448701e-10,3.518406956258348e-08,2.561415647044691e-09
2016,1.957971562660532e-08,8.187792210107808e-12,2.2166085336275795e-10,6.134155485147476e-10,3.567466144716036e-08,7.06999002199536e-09
2017,1.8654263615284588e-08,0.0,2.0606599412942295e-10,7.060990490220798e-10,4.009682674777082e-08,8.081154264279652e-09
2018,2.0305322401270588e-08,0.0,2.1478241268857446e-10,8.40819502911927e-10,4.280621848096189e-08,9.08644564034944e-09
2019,2.2503469754298067e-08,0.0,2.497885145252843e-10,1.0510243786399087e-09,1.0512576364973825e-08,1.0638511238614257e-08
