ngram,Macro,Macoro,Maycro,Macros
1952,1.719433555535943e-07,8.459987472469216e-11,0.0,4.325429316308162e-09
1953,1.805090253778222e-07,8.459987472469216e-11,0.0,4.286780232374911e-09
1954,1.7654671832393172e-07,8.459987472469216e-11,0.0,4.8769554426643575e-09
1955,1.8817513388772307e-07,8.459987472469216e-11,0.0,6.2705196907890985e-09
1956,2.0539142805578843e-07,8.459987472469216e-11,0.0,8.027982183784438e-09
1957,2.2805899188175056e-07,1.2743725717547149e-11,1.2743725717547149e-11,9.331281747293474e-09
1958,2.4301123094768886e-07,1.2743725717547149e-11,1.2743725717547149e-11,1.0624727288442517e-08
1959,2.582930440959379e-07,2.403766471584642e-11,1.2743725717547149e-11,1.1677014466471292e-08
1960,2.759368332557902e-07,2.403766471584642e-11,1.2743725717547149e-11,1.2538002255472032e-08
1961,2.9364977852505293e-07,2.403766471584642e-11,1.2743725717547149e-11,1.3513498003143404e-08
1962,3.069743773461856e-07,2.403766471584642e-11,1.2743725717547149e-11,1.403524280923258e-08
1963,3.8859006476091705e-07,2.403766471584642e-11,1.2743725717547149e-11,1.5083691248410754e-08
1964,3.9130925090700786e-07,4.726717925792759e-11,0.0,1.6268777690088754e-08
1965,4.067279836103158e-07,5.6082260859101145e-11,8.81508160117355e-12,1.7474905839825235e-08
1966,4.2104507461512443e-07,4.478832186080187e-11,8.81508160117355e-12,1.860452122518349e-08
1967,4.4453786683464257e-07,5.363300081828726e-11,8.81508160117355e-12,2.027467032356916e-08
1968,4.747301188347462e-07,5.363300081828726e-11,8.81508160117355e-12,2.189700357543448e-08
1969,5.090013936686384e-07,6.260988652132379e-11,1.779196730421008e-11,2.3595500664441715e-08
1970,4.787447867978958e-07,7.137939544987759e-11,1.779196730421008e-11,2.3432987106275505e-08
1971,5.28712632785755e-07,3.540615519024927e-11,6.254646899612431e-11,2.332791382286814e-08
1972,5.683055316499772e-07,2.659107358907572e-11,5.373138739495076e-11,2.4809179726454593e-08
1973,6.349254257591903e-07,2.659107358907572e-11,5.373138739495076e-11,2.6079927297116357e-08
1974,6.85287797555897e-07,1.7746394631590334e-11,6.187889040451137e-11,2.6940968820911493e-08
1975,7.287327272414197e-07,1.7746394631590334e-11,6.187889040451137e-11,2.880044977108095e-08
1976,7.802473435601444e-07,8.769508928553803e-12,5.2902004701474834e-11,2.9538766099790337e-08
1977,8.309897826360871e-07,0.0,6.092841558661251e-11,3.158479116344941e-08
1978,8.734947576678158e-07,0.0,1.617391389469829e-11,3.381567204030489e-08
1979,9.185770782746008e-07,0.0,1.617391389469829e-11,3.686490427209524e-08
1980,9.514238042486665e-07,0.0,1.617391389469829e-11,4.4344288241404684e-08
1981,9.9544052188451e-07,3.051919431459485e-11,2.3286008042435112e-11,5.797774704774383e-08
1982,1.072245465495923e-06,3.7930689343403297e-11,2.3286008042435112e-11,8.294762920968424e-08
1983,1.1643430428063896e-06,3.7930689343403297e-11,2.3286008042435112e-11,1.1798889585991543e-07
1984,1.213364839713904e-06,3.7930689343403297e-11,1.5259597157297425e-11,1.5162147397924336e-07
1985,1.2893686809028232e-06,3.7930689343403297e-11,1.5259597157297425e-11,1.9171915610627366e-07
1986,1.4283170100627883e-06,3.7930689343403297e-11,1.5259597157297425e-11,2.7023448824690733e-07
1987,1.5211735444609076e-06,3.7930689343403297e-11,1.5259597157297425e-11,3.100242602321097e-07
1988,1.5836157802238761e-06,1.1138264417929835e-10,0.0,3.399113909706232e-07
1989,1.650022227295267e-06,1.039711491504899e-10,0.0,3.563477995222846e-07
1990,1.6719211544113932e-06,1.039711491504899e-10,6.657462279870328e-12,3.7489862896628825e-07
1991,1.7359102620113326e-06,1.4995602775386933e-10,1.3226730722586716e-11,3.788593971876253e-07
1992,1.7576442457669015e-06,1.4995602775386933e-10,1.3226730722586716e-11,3.6842370069020293e-07
1993,1.6799457560929504e-06,1.4995602775386933e-10,1.3226730722586716e-11,3.0797700998976195e-07
1994,1.6589173453342352e-06,1.88974808024156e-10,1.3226730722586716e-11,2.982536143138402e-07
1995,1.6255510380298283e-06,9.777792167201379e-11,1.3226730722586716e-11,2.8024557252592786e-07
1996,1.594812796871078e-06,1.1038200016720369e-10,1.3226730722586716e-11,2.803459986060781e-07
1997,1.5263033057116054e-06,1.1038200016720369e-10,6.569268442716389e-12,2.472051668129487e-07
1998,1.4925023249036582e-06,8.173048448340786e-11,0.0,2.472231130923319e-07
1999,1.453184917668945e-06,1.3053968322962461e-10,5.423244194994023e-12,2.4667541863111963e-07
2000,1.4373193835126585e-06,1.3573211255343435e-10,5.423244194994023e-12,2.623246716991291e-07
2001,1.4375194723470486e-06,9.671333228314768e-11,5.423244194994023e-12,2.585805581085359e-07
2002,1.4461313639912987e-06,8.393906948479999e-11,5.423244194994023e-12,2.542879156765464e-07
2003,1.4374002148542786e-06,1.1260008947070307e-10,5.423244194994023e-12,2.38739405387735e-07
2004,1.4877294428775452e-06,1.479259111036857e-10,5.423244194994023e-12,2.596047953115236e-07
2005,1.5080815468796312e-06,1.3059254818410208e-10,5.423244194994023e-12,2.4565532490734246e-07
2006,1.4970375851979561e-06,9.722306640314038e-11,0.0,2.418860357725602e-07
2007,1.5418694212192868e-06,9.203063707933064e-11,0.0,2.6253077781543e-07
2008,1.5429299732464382e-06,9.203063707933064e-11,0.0,2.6434676669850887e-07
2009,1.5086534403963014e-06,9.203063707933064e-11,0.0,2.62468704802034e-07
2010,1.5321744837949934e-06,5.4859434703291576e-11,4.093896105053904e-12,2.685468172915405e-07
2011,1.4946885877569521e-06,2.4176010152143768e-11,4.093896105053904e-12,2.4201189928265065e-07
2012,1.4322559666522596e-06,3.4855725200963075e-11,4.093896105053904e-12,2.3362429755837054e-07
2013,1.4516873696785687e-06,1.9416008235708025e-11,4.093896105053904e-12,2.2688438556477714e-07
2014,1.3619687868932878e-06,2.980750839606408e-11,4.093896105053904e-12,1.7741920491484313e-07
2015,1.2869115997610997e-06,2.980750839606408e-11,4.093896105053904e-12,1.5178817441048003e-07
2016,1.2950790408337655e-06,2.980750839606408e-11,4.093896105053904e-12,1.4311190454918687e-07
2017,1.2234119139975519e-06,2.999921433951188e-11,0.0,1.229654245094025e-07
2018,1.2036030057060998e-06,2.9499701292845515e-11,0.0,1.2012472723199607e-07
2019,1.1857823380978516e-06,1.8185125280623105e-11,0.0,1.1402910260471799e-07
