ngram,Availability,Availaibility,Availabilty
1571,1.3325693933958454e-05,0.0,0.0
1572,1.3325693933958454e-05,0.0,0.0
1573,0.0,0.0,0.0
1574,0.0,0.0,0.0
1575,0.0,0.0,0.0
1576,0.0,0.0,0.0
1577,0.0,0.0,0.0
1578,0.0,0.0,0.0
1579,0.0,0.0,0.0
1580,0.0,0.0,0.0
1581,0.0,0.0,0.0
1582,0.0,0.0,0.0
1583,5.767471260956622e-06,0.0,0.0
1584,5.767471260956622e-06,0.0,0.0
1585,5.767471260956622e-06,0.0,0.0
1586,5.767471260956622e-06,0.0,0.0
1587,5.767471260956622e-06,0.0,0.0
1588,5.767471260956622e-06,0.0,0.0
1589,5.9541977342243106e-06,0.0,0.0
1590,1.867264732676891e-07,0.0,0.0
1591,1.867264732676891e-07,0.0,0.0
1592,1.867264732676891e-07,0.0,0.0
1593,1.867264732676891e-07,0.0,0.0
1594,1.867264732676891e-07,0.0,0.0
1595,1.867264732676891e-07,0.0,0.0
1596,2.1041822557370843e-07,0.0,0.0
1597,2.1041822557370843e-07,0.0,0.0
1598,2.546521419130191e-07,0.0,0.0
1599,2.546521419130191e-07,0.0,0.0
1600,2.546521419130191e-07,0.0,0.0
1601,2.546521419130191e-07,0.0,0.0
1602,2.546521419130191e-07,0.0,0.0
1603,4.423391633931065e-08,0.0,0.0
1604,4.423391633931065e-08,0.0,0.0
1605,0.0,0.0,0.0
1606,0.0,0.0,0.0
1607,0.0,0.0,0.0
1608,0.0,0.0,0.0
1609,0.0,0.0,0.0
1610,0.0,0.0,0.0
1611,2.0482455706119902e-07,0.0,0.0
1612,2.0482455706119902e-07,0.0,0.0
1613,2.0482455706119902e-07,0.0,0.0
1614,2.0482455706119902e-07,0.0,0.0
1615,2.0482455706119902e-07,0.0,0.0
1616,2.0482455706119902e-07,0.0,0.0
1617,2.0482455706119902e-07,0.0,0.0
1618,0.0,0.0,0.0
1619,0.0,0.0,0.0
1620,7.051724294017601e-07,0.0,0.0
1621,7.051724294017601e-07,0.0,0.0
1622,7.051724294017601e-07,0.0,0.0
1623,7.051724294017601e-07,0.0,0.0
1624,7.051724294017601e-07,0.0,0.0
1625,7.051724294017601e-07,0.0,0.0
1626,7.051724294017601e-07,0.0,0.0
1627,0.0,0.0,0.0
1628,1.8343255630627806e-06,0.0,0.0
1629,1.8343255630627806e-06,0.0,0.0
1630,1.9205745616091008e-06,0.0,0.0
1631,1.9205745616091008e-06,0.0,0.0
1632,1.9205745616091008e-06,0.0,0.0
1633,1.9205745616091008e-06,0.0,0.0
1634,3.7718469993056454e-06,0.0,0.0
1635,1.937521436242865e-06,0.0,0.0
1636,2.1112102542377087e-06,0.0,0.0
1637,2.0249612556913884e-06,0.0,0.0
1638,2.0249612556913884e-06,0.0,0.0
1639,2.414312396987433e-06,0.0,0.0
1640,2.414312396987433e-06,0.0,0.0
1641,5.630399592908881e-07,0.0,0.0
1642,5.630399592908881e-07,0.0,0.0
1643,3.893511412960444e-07,0.0,0.0
1644,3.893511412960444e-07,0.0,0.0
1645,3.893511412960444e-07,0.0,0.0
1646,0.0,0.0,0.0
1647,0.0,0.0,0.0
1648,0.0,0.0,0.0
1649,0.0,0.0,0.0
1650,0.0,0.0,0.0
1651,0.0,0.0,0.0
1652,0.0,0.0,0.0
1653,0.0,0.0,0.0
1654,0.0,0.0,0.0
1655,0.0,0.0,0.0
1656,0.0,0.0,0.0
1657,0.0,0.0,0.0
1658,5.361563434494851e-08,0.0,0.0
1659,5.361563434494851e-08,0.0,0.0
1660,5.361563434494851e-08,0.0,0.0
1661,5.361563434494851e-08,0.0,0.0
1662,5.361563434494851e-08,0.0,0.0
1663,5.361563434494851e-08,0.0,0.0
1664,5.361563434494851e-08,0.0,0.0
1665,0.0,0.0,0.0
1666,0.0,0.0,0.0
1667,3.245231588217783e-08,0.0,0.0
1668,3.245231588217783e-08,0.0,0.0
1669,3.245231588217783e-08,0.0,0.0
1670,3.245231588217783e-08,0.0,0.0
1671,3.245231588217783e-08,0.0,0.0
1672,3.245231588217783e-08,0.0,0.0
1673,3.245231588217783e-08,0.0,0.0
1674,0.0,0.0,0.0
1675,0.0,0.0,0.0
1676,0.0,0.0,0.0
1677,0.0,0.0,0.0
1678,0.0,0.0,0.0
1679,0.0,0.0,0.0
1680,0.0,0.0,0.0
1681,1.3425508476367603e-07,0.0,0.0
1682,1.3425508476367603e-07,0.0,0.0
1683,1.3425508476367603e-07,0.0,0.0
1684,1.3425508476367603e-07,0.0,0.0
1685,1.5446091643817844e-07,0.0,0.0
1686,1.5446091643817844e-07,0.0,0.0
1687,1.5446091643817844e-07,0.0,0.0
1688,2.0205831674502406e-08,0.0,0.0
1689,2.0205831674502406e-08,0.0,0.0
1690,2.0205831674502406e-08,0.0,0.0
1691,2.0205831674502406e-08,0.0,0.0
1692,0.0,0.0,0.0
1693,0.0,0.0,0.0
1694,0.0,0.0,0.0
1695,6.202721384137736e-08,0.0,0.0
1696,6.202721384137736e-08,0.0,0.0
1697,9.141551312755577e-08,0.0,0.0
1698,1.017867837000657e-07,0.0,0.0
1699,1.017867837000657e-07,0.0,0.0
1700,1.017867837000657e-07,0.0,0.0
1701,1.017867837000657e-07,0.0,0.0
1702,3.975956985868834e-08,0.0,0.0
1703,3.975956985868834e-08,0.0,0.0
1704,1.0371270572509924e-08,0.0,0.0
1705,4.578902235152782e-08,0.0,0.0
1706,4.578902235152782e-08,0.0,0.0
1707,4.578902235152782e-08,0.0,0.0
1708,4.578902235152782e-08,0.0,0.0
1709,4.578902235152782e-08,0.0,0.0
1710,4.578902235152782e-08,0.0,0.0
1711,4.578902235152782e-08,0.0,0.0
1712,0.0,0.0,0.0
1713,0.0,0.0,0.0
1714,0.0,0.0,0.0
1715,0.0,0.0,0.0
1716,0.0,0.0,0.0
1717,0.0,0.0,0.0
1718,0.0,0.0,0.0
1719,0.0,0.0,0.0
1720,0.0,0.0,0.0
1721,0.0,0.0,0.0
1722,4.6365520185125727e-08,0.0,0.0
1723,4.6365520185125727e-08,0.0,0.0
1724,4.6365520185125727e-08,0.0,0.0
1725,4.6365520185125727e-08,0.0,0.0
1726,4.6365520185125727e-08,0.0,0.0
1727,4.6365520185125727e-08,0.0,0.0
1728,4.6365520185125727e-08,0.0,0.0
1729,0.0,0.0,0.0
1730,0.0,0.0,0.0
1731,0.0,0.0,0.0
1732,0.0,0.0,0.0
1733,7.024769591420668e-09,0.0,0.0
1734,7.024769591420668e-09,0.0,0.0
1735,1.9958621675998855e-08,0.0,0.0
1736,1.9958621675998855e-08,0.0,0.0
1737,1.9958621675998855e-08,0.0,0.0
1738,1.9958621675998855e-08,0.0,0.0
1739,1.9958621675998855e-08,0.0,0.0
1740,2.0421130691212445e-08,0.0,0.0
1741,2.0421130691212445e-08,0.0,0.0
1742,7.48727860663426e-09,0.0,0.0
1743,7.48727860663426e-09,0.0,0.0
1744,7.48727860663426e-09,0.0,0.0
1745,7.48727860663426e-09,0.0,0.0
1746,7.48727860663426e-09,0.0,0.0
1747,0.0,0.0,0.0
1748,3.639731817526938e-09,0.0,0.0
1749,3.639731817526938e-09,0.0,0.0
1750,6.938463264256305e-09,0.0,0.0
1751,6.938463264256305e-09,0.0,0.0
1752,6.938463264256305e-09,0.0,0.0
1753,6.938463264256305e-09,0.0,0.0
1754,6.938463264256305e-09,0.0,0.0
1755,3.298731446729367e-09,0.0,0.0
1756,3.298731446729367e-09,0.0,0.0
1757,0.0,0.0,0.0
1758,0.0,0.0,0.0
1759,0.0,0.0,0.0
1760,0.0,0.0,0.0
1761,0.0,0.0,0.0
1762,0.0,0.0,0.0
1763,0.0,0.0,0.0
1764,5.621359377983026e-09,0.0,0.0
1765,5.621359377983026e-09,0.0,0.0
1766,5.621359377983026e-09,0.0,0.0
1767,8.565861670766545e-09,0.0,0.0
1768,1.1248074218071582e-08,0.0,0.0
1769,1.1248074218071582e-08,0.0,0.0
1770,1.1248074218071582e-08,0.0,0.0
1771,5.6267148400885554e-09,0.0,0.0
1772,5.6267148400885554e-09,0.0,0.0
1773,5.6267148400885554e-09,0.0,0.0
1774,2.682212547305036e-09,0.0,0.0
1775,0.0,0.0,0.0
1776,0.0,0.0,0.0
1777,0.0,0.0,0.0
1778,0.0,0.0,0.0
1779,0.0,0.0,0.0
1780,0.0,0.0,0.0
1781,0.0,0.0,0.0
1782,0.0,0.0,0.0
1783,0.0,0.0,0.0
1784,0.0,0.0,0.0
1785,0.0,0.0,0.0
1786,1.5813160254245823e-07,0.0,1.3400983180287896e-09
1787,1.6715559374753347e-07,0.0,1.3400983180287896e-09
1788,1.6715559374753347e-07,0.0,1.3400983180287896e-09
1789,1.6715559374753347e-07,0.0,1.3400983180287896e-09
1790,1.6715559374753347e-07,0.0,1.3400983180287896e-09
1791,1.6715559374753347e-07,0.0,1.3400983180287896e-09
1792,1.6715559374753347e-07,0.0,1.3400983180287896e-09
1793,9.023991205075227e-09,0.0,0.0
1794,0.0,0.0,0.0
1795,0.0,0.0,0.0
1796,9.481616127158888e-10,0.0,0.0
1797,9.481616127158888e-10,0.0,0.0
1798,9.481616127158888e-10,0.0,0.0
1799,9.481616127158888e-10,0.0,0.0
1800,9.481616127158888e-10,0.0,0.0
1801,9.481616127158888e-10,0.0,0.0
1802,9.481616127158888e-10,0.0,0.0
1803,0.0,0.0,0.0
1804,0.0,0.0,0.0
1805,7.790325210318575e-10,0.0,0.0
1806,7.790325210318575e-10,0.0,0.0
1807,7.790325210318575e-10,0.0,0.0
1808,1.2497588995431995e-09,0.0,0.0
1809,1.2497588995431995e-09,0.0,0.0
1810,1.2497588995431995e-09,0.0,0.0
1811,1.2497588995431995e-09,0.0,0.0
1812,4.70726378511342e-10,0.0,0.0
1813,2.798479099246671e-09,0.0,0.0
1814,4.470144191312134e-09,0.0,0.0
1815,3.999417812800792e-09,0.0,0.0
1816,3.999417812800792e-09,0.0,0.0
1817,3.999417812800792e-09,0.0,0.0
1818,4.715557277990001e-09,0.0,0.0
1819,4.715557277990001e-09,0.0,0.0
1820,2.3878045572546723e-09,0.0,0.0
1821,7.161394651892092e-10,0.0,0.0
1822,1.0904461777982988e-09,0.0,0.0
1823,2.07368557246314e-09,0.0,0.0
1824,2.07368557246314e-09,0.0,0.0
1825,1.357546107273931e-09,0.0,0.0
1826,1.8315390791302987e-09,0.0,1.1849824296409191e-10
1827,1.8315390791302987e-09,0.0,1.1849824296409191e-10
1828,3.2658200905493526e-09,0.0,1.1849824296409191e-10
1829,1.5821980233913076e-08,0.0,1.1849824296409191e-10
1830,1.4838740839248236e-08,0.0,1.1849824296409191e-10
1831,1.4931635499466315e-08,0.0,1.1849824296409191e-10
1832,1.535738280988852e-08,0.0,1.1849824296409191e-10
1833,1.4883389838032152e-08,0.0,0.0
1834,1.4883389838032152e-08,0.0,0.0
1835,1.3449108826613099e-08,0.0,0.0
1836,7.438255091228387e-10,0.0,0.0
1837,1.363356792540214e-09,0.0,0.0
1838,1.8810681107999424e-09,0.0,0.0
1839,1.5311022370591486e-09,0.0,0.0
1840,1.7578601352319367e-09,0.0,0.0
1841,1.967792968254096e-09,0.0,0.0
1842,2.028608408239612e-09,0.0,0.0
1843,1.8689993996900967e-09,0.0,0.0
1844,2.0508623688186844e-09,0.0,0.0
1845,2.641554118300503e-09,0.0,0.0
1846,4.000623649818331e-09,0.0,0.0
1847,5.046580510624312e-09,0.0,0.0
1848,5.985088892744374e-09,0.0,0.0
1849,6.461668850781572e-09,0.0,0.0
1850,6.633443857698548e-09,0.0,0.0
1851,6.574907126680582e-09,0.0,0.0
1852,6.789333317769319e-09,0.0,0.0
1853,6.560965897557074e-09,0.0,0.0
1854,5.793269736947033e-09,0.0,0.0
1855,5.537358254465679e-09,0.0,0.0
1856,6.093336502033253e-09,0.0,0.0
1857,7.155611119508925e-09,0.0,0.0
1858,6.700771176022207e-09,0.0,0.0
1859,5.467835422529837e-09,0.0,0.0
1860,4.6273231278450206e-09,0.0,0.0
1861,4.517711284433647e-09,0.0,0.0
1862,4.683828689979106e-09,0.0,0.0
1863,6.454727926755563e-09,0.0,0.0
1864,5.908625715684528e-09,0.0,0.0
1865,5.841740900537827e-09,0.0,0.0
1866,7.030380912352387e-09,0.0,0.0
1867,7.917570916354017e-09,0.0,0.0
1868,8.821703431241953e-09,0.0,0.0
1869,9.227734068925234e-09,0.0,0.0
1870,7.5460820449434e-09,0.0,0.0
1871,8.861939309363315e-09,0.0,0.0
1872,9.664599279598666e-09,0.0,0.0
1873,1.0477661151396335e-08,0.0,0.0
1874,1.1251276355039863e-08,0.0,3.974071468729587e-11
1875,1.1516223276584827e-08,0.0,3.974071468729587e-11
1876,1.2658120520013329e-08,0.0,3.974071468729587e-11
1877,1.5425038770087796e-08,0.0,3.974071468729587e-11
1878,1.5859349262419594e-08,0.0,3.974071468729587e-11
1879,1.675581629001499e-08,0.0,3.974071468729587e-11
1880,1.9635875401848224e-08,0.0,3.974071468729587e-11
1881,2.2343938001410735e-08,0.0,3.156559537563299e-11
1882,2.4441734223858347e-08,0.0,3.156559537563299e-11
1883,2.4404969473883805e-08,0.0,3.156559537563299e-11
1884,2.256068297258805e-08,0.0,3.156559537563299e-11
1885,2.571653264940973e-08,0.0,8.961215103298059e-11
1886,2.730002712780788e-08,0.0,8.961215103298059e-11
1887,2.593842981671709e-08,0.0,8.961215103298059e-11
1888,2.5713065454624484e-08,0.0,5.80465556573476e-11
1889,2.7729867418153324e-08,0.0,5.80465556573476e-11
1890,3.229344182541029e-08,0.0,8.334224580305464e-11
1891,3.720397348924312e-08,0.0,1.0894729761203235e-10
1892,4.592624642490202e-08,0.0,2.756165593372931e-10
1893,5.238513470625808e-08,0.0,3.217399065423367e-10
1894,6.489754460809699e-08,0.0,4.5429054367535874e-10
1895,6.974574416420052e-08,0.0,4.5429054367535874e-10
1896,7.538482803072708e-08,0.0,4.5429054367535874e-10
1897,8.991194074984118e-08,0.0,4.289948535296517e-10
1898,9.305164537311481e-08,0.0,4.03389801720674e-10
1899,8.865105424352545e-08,0.0,2.1510179748496228e-10
1900,8.775985500213729e-08,0.0,1.6897845027991869e-10
1901,8.035275048509252e-08,0.0,3.642781314689663e-11
1902,8.229027465793998e-08,0.0,3.642781314689663e-11
1903,8.326118664366991e-08,0.0,6.830610283741529e-11
1904,7.258733144713655e-08,0.0,6.830610283741529e-11
1905,7.758722375683647e-08,0.0,1.7503414194232547e-10
1906,8.242281422456341e-08,0.0,5.730259401902162e-10
1907,1.0502504770621662e-07,0.0,5.730259401902162e-10
1908,1.1537612871442044e-07,0.0,5.730259401902162e-10
1909,1.274121796005342e-07,0.0,5.730259401902162e-10
1910,1.4247804460053105e-07,0.0,5.824693188089774e-10
1911,1.507809486156475e-07,0.0,5.824693188089774e-10
1912,1.6066287246628364e-07,0.0,4.901553875082319e-10
1913,1.6969498923507282e-07,0.0,5.5735776113444555e-11
1914,1.7121535985812182e-07,0.0,5.5735776113444555e-11
1915,1.8500136077039186e-07,0.0,7.16744986774463e-11
1916,1.9714735190388767e-07,0.0,8.672636121158967e-11
1917,1.9858975162735858e-07,0.0,8.730189686247312e-11
1918,2.1399972232367353e-07,0.0,1.7358333124059148e-10
1919,2.2238854009109283e-07,0.0,1.7337497013444495e-10
1920,2.381680376726893e-07,0.0,1.7337497013444495e-10
1921,2.4357122794884033e-07,0.0,2.295981866930395e-10
1922,2.8723379687432627e-07,0.0,3.34415948306204e-10
1923,2.942094628874007e-07,0.0,3.1936408577206063e-10
1924,3.3066644635125287e-07,0.0,3.263099423603652e-10
1925,3.579198651745433e-07,0.0,2.4002850798224683e-10
1926,3.9839737350381e-07,0.0,3.175146138075949e-10
1927,4.181843321150934e-07,0.0,3.175146138075949e-10
1928,4.3777409278586023e-07,0.0,2.6129139724900037e-10
1929,4.2870455071611756e-07,0.0,1.4053491307183411e-10
1930,4.77654002192399e-07,0.0,2.494444849089815e-10
1931,4.823106475474301e-07,0.0,2.530674439845829e-10
1932,5.116206409638835e-07,0.0,3.003539361667862e-10
1933,5.451199537479365e-07,0.0,2.086620836434199e-10
1934,5.801819855020897e-07,0.0,3.210014595403773e-10
1935,6.323510928853336e-07,0.0,4.3211312702621084e-10
1936,6.972419847833018e-07,0.0,4.739879917130857e-10
1937,7.316069335112323e-07,2.2442416972420378e-11,4.5484808776561994e-10
1938,8.460462806527045e-07,2.2442416972420378e-11,8.374270840264383e-10
1939,8.996665720977555e-07,2.2442416972420378e-11,7.90140591844235e-10
1940,9.665487011391503e-07,2.2442416972420378e-11,8.159338542114623e-10
1941,1.075215030661119e-06,2.2442416972420378e-11,7.035944783145049e-10
1942,1.1718447824802882e-06,2.2442416972420378e-11,7.917471777403001e-10
1943,1.2392746953082678e-06,2.2442416972420378e-11,8.785922683829384e-10
1944,1.2978137939561357e-06,0.0,8.267652455508565e-10
1945,1.327509949078376e-06,0.0,4.855673343565467e-10
1946,1.4461387373947737e-06,1.6548104156807344e-11,6.675964880115919e-10
1947,1.4917468596260214e-06,1.6548104156807344e-11,6.749171777009622e-10
1948,1.479165510837837e-06,1.6548104156807344e-11,7.091171776758237e-10
1949,1.4989568301513958e-06,1.6548104156807344e-11,6.799144263475959e-10
1950,1.4883644975530582e-06,3.3468079498254004e-11,6.188743723838692e-10
1951,1.5337099382252615e-06,3.3468079498254004e-11,5.974808257274461e-10
1952,1.5201827474291868e-06,3.3468079498254004e-11,5.663695177531609e-10
1953,1.4631567799889517e-06,1.6919975341446657e-11,5.726112074579324e-10
1954,1.4650238426838769e-06,1.6919975341446657e-11,6.120770388544955e-10
1955,1.4980642747884434e-06,1.6919975341446657e-11,6.358540469946534e-10
1956,1.4931724925710505e-06,1.6919975341446657e-11,5.331324617885436e-10
1957,1.5597869215915644e-06,0.0,5.291711900017632e-10
1958,1.6065426637266813e-06,0.0,6.43541977643888e-10
1959,1.6658404514860844e-06,0.0,7.728031389423304e-10
1960,1.7722468653248922e-06,0.0,7.539380707046104e-10
1961,1.8346559532541766e-06,0.0,8.614473896122782e-10
1962,1.8854089570855389e-06,0.0,8.850844303496887e-10
1963,2.3065512583083806e-06,0.0,1.0455330926425636e-09
1964,2.9046207470985663e-06,0.0,1.1077208039722564e-09
1965,3.41988684989961e-06,0.0,1.073766813559323e-09
1966,3.929085421207544e-06,0.0,1.0136659289727845e-09
1967,4.433131769993841e-06,0.0,9.857750171704538e-10
1968,4.945980305949758e-06,0.0,9.473905786856157e-10
1969,5.402675144848347e-06,1.7953771406073062e-11,1.0812217787758982e-09
1970,5.499346765905752e-06,1.7953771406073062e-11,1.0814403182481313e-09
1971,5.460957319363453e-06,1.7953771406073062e-11,1.2419627945118146e-09
1972,5.552062637954285e-06,1.7953771406073062e-11,1.388469363293256e-09
1973,5.8484610495465205e-06,1.7953771406073062e-11,1.685786335922249e-09
1974,6.585446564193782e-06,2.610127441563367e-11,1.88646660197784e-09
1975,6.96030013256989e-06,4.232027476474316e-11,2.5070549604576188e-09
1976,7.711609409203188e-06,2.4366503358670092e-11,2.6050305246272387e-09
1977,8.162226874576714e-06,2.4366503358670092e-11,2.8024230713796783e-09
1978,8.310859032332831e-06,3.2526431944671483e-11,3.307507331510148e-09
1979,8.542119563311904e-06,3.2526431944671483e-11,3.559824625552567e-09
1980,8.39343407018792e-06,4.0363259361837174e-11,3.843762895274137e-09
1981,7.774350836241086e-06,3.984555493092528e-11,2.566613229885003e-08
1982,7.651443086485545e-06,3.8449544639432684e-11,3.011412024506959e-08
1983,7.18550641717489e-06,3.8449544639432684e-11,3.040770492544555e-08
1984,6.930361515904744e-06,4.5800137987717093e-11,3.029103006519611e-08
1985,6.817879109023904e-06,4.487428434793042e-11,2.983951850689591e-08
1986,6.607948372610346e-06,5.1782839425148655e-11,2.9647705179769446e-08
1987,6.4436000164797794e-06,4.3946012007982964e-11,2.928230217033193e-08
1988,6.29532840840901e-06,4.324762324053084e-11,7.609867720097846e-09
1989,6.046787997807509e-06,4.1728656740331567e-11,2.8186634930855395e-09
1990,5.850890309894956e-06,4.838611902020189e-11,2.6909952678875827e-09
1991,5.668504010308035e-06,4.1035525671917483e-11,2.7173030492377848e-09
1992,6.71723851805187e-06,3.380145072570276e-11,2.695418840506899e-09
1993,7.859736407616375e-06,4.6216973700489004e-11,2.777923986079551e-09
1994,7.924025729672784e-06,5.272010358032502e-11,2.696804018193737e-09
1995,7.735419525748252e-06,5.217582516830228e-11,2.4409978007154466e-09
1996,7.555892027864632e-06,6.407995860126446e-11,2.2803046752427137e-09
1997,7.357519215085111e-06,8.043259411679874e-11,1.9965532401958595e-09
1998,7.428091456469181e-06,8.621038159144817e-11,1.898409826165245e-09
1999,6.108854969560136e-06,9.16336257864422e-11,1.699603886200813e-09
2000,4.658079563211816e-06,7.230954773443773e-11,1.4792800476623062e-09
2001,4.407901867255402e-06,6.580641785460171e-11,1.3191370376982751e-09
2002,4.285297206609227e-06,6.478784027121241e-11,1.2653440041786114e-09
2003,4.105809011889505e-06,4.9895957901105856e-11,1.1874951974125532e-09
2004,3.919677802904127e-06,2.688586010570125e-11,1.123119557672985e-09
2005,3.5159922455412536e-06,7.079400656965059e-11,1.109816976414229e-09
2006,3.3287172495225344e-06,6.537076237465657e-11,1.134609620542396e-09
2007,3.131590899231794e-06,6.537076237465657e-11,1.0596936185690099e-09
2008,2.8998392086318096e-06,6.537076237465657e-11,1.127813921618172e-09
2009,2.7269442008608687e-06,6.000220855887203e-11,1.0490000693482875e-09
2010,2.5673112824214125e-06,4.968593393859879e-11,9.667187685278934e-10
2011,2.3615526093375853e-06,5.43283310204336e-11,8.865749444110702e-10
2012,2.156361054923244e-06,4.642397081834813e-12,7.21726674455882e-10
2013,1.998578308562823e-06,4.642397081834813e-12,6.311328880150211e-10
2014,1.7921472915207102e-06,3.062114797836024e-11,7.269381485652815e-10
2015,1.6774090779238447e-06,3.605181926800784e-11,6.175005705179513e-10
2016,1.6008642985200692e-06,3.605181926800784e-11,5.575929916203291e-10
2017,1.538937889714968e-06,4.206045581267581e-11,5.3589606363591e-10
2018,1.524357412563404e-06,4.397319106064224e-11,5.715823592211678e-10
2019,1.530105521396763e-06,5.4966488825802795e-11,6.116856882121269e-10
