ngram,Foo,Foso,Faoo,Foos
1929,1.7614832716260155e-07,2.273704875171185e-09,5.208579460593197e-10,6.84697279191531e-08
1930,1.7319444266052285e-07,2.423211567911413e-09,4.253181140612128e-10,5.979186187435711e-08
1931,1.6965016007881267e-07,2.572491410367052e-09,3.7828653106800457e-10,4.726166861043371e-08
1932,1.6900189133853667e-07,2.7411844857486554e-09,4.044820609402525e-10,4.784215969420659e-08
1933,1.6940071897611882e-07,2.4451395194294687e-09,3.815590978094109e-10,4.6256174002223815e-08
1934,1.7295922053303263e-07,2.420237105964824e-09,3.577386997744014e-10,4.776102890957645e-08
1935,1.7275034330006228e-07,2.2348254596111464e-09,3.787867242088794e-10,4.589070127078035e-08
1936,1.664597988337846e-07,1.5303671108135575e-09,3.491525620212345e-10,5.093390598176484e-08
1937,1.664809344349903e-07,1.2805356100883562e-09,3.44367586034368e-10,5.322250373751558e-08
1938,1.5961850457253085e-07,1.1915719799748814e-09,4.0514357939931093e-10,5.192495830133989e-08
1939,1.6117652380996462e-07,1.0572171828458566e-09,4.362915049079977e-10,4.7776341359297344e-08
1940,1.6424438545722557e-07,1.0008462273233425e-09,5.652578187266753e-10,4.6431965066468754e-08
1941,1.5738646043571081e-07,1.014153217753539e-09,4.753863195951422e-10,4.286014844621734e-08
1942,1.6510186437049663e-07,1.00267373372352e-09,5.083515057315222e-10,4.014824130292384e-08
1943,1.7445940768214185e-07,1.069613171843033e-09,6.375873440322977e-10,3.622885356792592e-08
1944,1.722872805690453e-07,1.2368839841236934e-09,7.100015416864177e-10,3.186886082013578e-08
1945,1.724706817997555e-07,1.063738414812982e-09,6.79300798151721e-10,2.806351367163578e-08
1946,1.818077756914655e-07,1.956904828657814e-09,5.961290588147555e-10,2.7435566453602534e-08
1947,1.7050802979058843e-07,2.0431791972593973e-09,5.830615752116281e-10,2.6107663586572016e-08
1948,1.6747721685663108e-07,2.517029204110851e-09,6.172615751864896e-10,2.532299221107743e-08
1949,1.5150375531902682e-07,3.0976434829886402e-09,5.176293917306753e-10,2.6360365319127206e-08
1950,1.3869638288659708e-07,3.1121366039776888e-09,4.0129607176935574e-10,2.501952270758271e-08
1951,1.3076119387278595e-07,3.8657219568273754e-09,4.0573404556733447e-10,2.3376624318822385e-08
1952,1.3081483375896953e-07,4.706740838348164e-09,4.278455328116897e-10,2.277316113463712e-08
1953,1.1884905047411718e-07,4.589875210062441e-09,4.714777734893261e-10,2.0908098109982476e-08
1954,1.223966736217465e-07,5.724618398364864e-09,4.2815872672693645e-10,2.1891613601253213e-08
1955,1.257428558736657e-07,5.956362038515652e-09,4.5193573486709427e-10,2.1847798490983095e-08
1956,1.303273852012613e-07,5.734027760543167e-09,4.78871745828486e-10,2.3085267031319745e-08
1957,1.3459518908933076e-07,6.541918625860685e-09,5.087504247245991e-10,2.6487136801327845e-08
1958,1.3795361602270922e-07,6.074692368177434e-09,4.3325945212454743e-10,2.7699775679528623e-08
1959,1.388945694965774e-07,5.938039012879212e-09,3.6613364423621064e-10,2.91852464735192e-08
1960,1.3702857464587786e-07,5.7429364755786796e-09,3.198361545846724e-10,2.8792445760927876e-08
1961,1.3998663510912073e-07,5.57478729845684e-09,2.810230788154376e-10,2.7550405385617134e-08
1962,1.419519557137911e-07,5.2474419730076855e-09,2.6385309512663314e-10,2.8237723016997862e-08
1963,1.4381094664323818e-07,5.373857295662024e-09,2.8643636569767953e-10,2.5963045300971188e-08
1964,1.4415940492134333e-07,4.856492129081045e-09,2.4969766631339445e-10,2.2479565891282098e-08
1965,1.416959299100589e-07,5.023920739739245e-09,2.347091320901004e-10,2.0656103113684106e-08
1966,1.5963099692888655e-07,5.682991442514305e-09,2.6738054825781177e-10,1.9681494783136648e-08
1967,1.6307228329586515e-07,6.1995287316461506e-09,2.4807677539191124e-10,1.9776122580797813e-08
1968,1.6621613038328826e-07,5.921061260342039e-09,2.3202315069248414e-10,2.055852707120006e-08
1969,1.677165875386371e-07,5.897352986902352e-09,2.271236690784154e-10,2.1350275959873344e-08
1970,1.7134274900497205e-07,6.347827565176902e-09,2.1268242326019252e-10,2.6539996866858928e-08
1971,1.7178807455918233e-07,6.8378794055539464e-09,2.0360429413874519e-10,2.9489725201463964e-08
1972,1.7843375539022028e-07,6.968273069674069e-09,3.165254447434762e-10,3.4232059980305555e-08
1973,1.6632315334520952e-07,6.637278536304945e-09,2.973223810011559e-10,3.68105279591191e-08
1974,1.6651809175982635e-07,7.1989245041338884e-09,2.9383650274843783e-10,3.82078275050292e-08
1975,1.623450966040504e-07,7.171383296723986e-09,3.896564202251643e-10,3.841648954505672e-08
1976,1.6224604288644124e-07,7.009541962738857e-09,3.7785817133936407e-10,3.8167863028856375e-08
1977,1.5890998586850662e-07,6.745275322422068e-09,3.5080654651028654e-10,3.6363335200105344e-08
1978,1.555315013287587e-07,6.202894356884972e-09,3.5738453069938155e-10,3.517326087530494e-08
1979,1.516967793285013e-07,5.81100171156582e-09,2.6003140117327103e-10,3.4565953908684473e-08
1980,1.5152640133107654e-07,5.109546880837408e-09,2.744532458441386e-10,3.328535567805245e-08
1981,1.5239443687927894e-07,3.804367931792285e-09,2.566051260366464e-10,3.718733232460636e-08
1982,1.559305827316036e-07,3.2842936624279316e-09,1.8012960171073392e-10,4.1786149651557025e-08
1983,1.621420356709028e-07,3.2908777607738263e-09,1.8563033055141176e-10,4.428763971426568e-08
1984,1.6516247163573488e-07,3.005481482735003e-09,1.923051063628429e-10,4.2861443410353265e-08
1985,1.7215881850266408e-07,3.0079756146201522e-09,2.0399569731845346e-10,4.354937718379201e-08
1986,1.8373798939462306e-07,3.2822863791994094e-09,1.7961259463865938e-10,4.3424219141132066e-08
1987,1.9598445736132168e-07,3.4552229648860636e-09,1.6049086068051618e-10,4.3128011384396814e-08
1988,2.0255110655398312e-07,3.7903568537802e-09,1.376014639532995e-10,3.966378006988894e-08
1989,2.0988895041032914e-07,4.199586456365978e-09,1.005439878179867e-10,3.597070730165797e-08
1990,2.1513891316057458e-07,4.6394364223394695e-09,1.0422127446777348e-10,3.595120544121398e-08
1991,2.2333373855027666e-07,4.752100712934748e-09,1.4864350425128744e-10,3.954722517716748e-08
1992,2.3603724993595927e-07,4.745205117728801e-09,1.3156016553939054e-10,4.026203522958635e-08
1993,2.4080940111811546e-07,4.417401714259686e-09,1.3800152489005868e-10,3.824950971826573e-08
1994,2.440250576845366e-07,4.6274991774960685e-09,1.504547716571888e-10,3.9734938894753213e-08
1995,2.4895540816162664e-07,4.165639325545303e-09,1.760032972538842e-10,4.023975514704554e-08
1996,2.5777370841037086e-07,3.640135462898034e-09,1.8860737574907408e-10,3.9039674096638266e-08
1997,2.650658643688075e-07,3.3371849410863366e-09,1.6682511522996586e-10,3.67262088677275e-08
1998,2.71600762451791e-07,3.582938453864212e-09,1.3081284864848086e-10,3.363936253362811e-08
1999,2.8061735893710906e-07,3.5209577475825427e-09,1.2257229953238635e-10,3.424560419367546e-08
2000,2.970042081480122e-07,3.638997357415162e-09,1.2132336950552792e-10,3.394883383935264e-08
2001,2.9699415498336226e-07,3.3817951613660367e-09,9.894918069432355e-11,3.2557112815214036e-08
2002,3.0894330344770946e-07,4.320250094177627e-09,7.876920891341272e-11,3.2112596772191996e-08
2003,3.109378740516279e-07,4.947339680784677e-09,7.132326772835945e-11,3.199082268931111e-08
2004,3.1594920203912936e-07,4.907622403698448e-09,6.991131086740511e-11,3.268521783387054e-08
2005,3.262927756557994e-07,4.23299761909135e-09,6.667453494075509e-11,3.345493253854264e-08
2006,3.2678574208538133e-07,4.0809263746055535e-09,5.5828046550767037e-11,3.113524270150135e-08
2007,3.3047964263589945e-07,4.095953306685171e-09,7.21042615495612e-11,2.9295369685655714e-08
2008,3.375315600351314e-07,3.819922330830902e-09,8.841819885379338e-11,2.9278966806600693e-08
2009,3.3794542072688015e-07,2.7203579706330014e-09,9.13470033741299e-11,3.1037304789752595e-08
2010,3.358886268805301e-07,2.0625795991792627e-09,9.028276216904718e-11,3.007315387191868e-08
2011,3.419512089359549e-07,1.6798397672879162e-09,8.483206721413402e-11,2.8408304026632843e-08
2012,3.4301842382384553e-07,2.141010789293217e-09,7.029755076659594e-11,2.651167717106416e-08
2013,3.3938279995839237e-07,2.577270642932307e-09,7.029755076659594e-11,2.7572538538070797e-08
2014,3.4744898666109035e-07,2.2455885405138686e-09,4.882890644399205e-11,2.9596832920982966e-08
2015,3.4640513847859567e-07,2.14521104055113e-09,2.780418033706703e-11,2.784479567554042e-08
2016,3.4989096775461803e-07,2.1860776363727805e-09,1.9506822000945968e-11,2.4158928318180576e-08
2017,3.595986205103448e-07,2.3068370917182315e-09,1.7981746878540743e-11,2.4923263453047184e-08
2018,3.5850458175445964e-07,2.618719319169571e-09,1.5078740339680152e-11,2.537136580826882e-08
2019,3.587388448522688e-07,2.170718535476901e-09,9.503674756883296e-12,2.50514000654789e-08
