ngram,Naspers,Napers,Naspers,Napers
2006,1.71525092542067e-08,2.358048453919372e-10,1.71525092542067e-08,2.358048453919372e-10
2007,1.5999114350811235e-08,2.5225579214757255e-10,1.5999114350811235e-08,2.5225579214757255e-10
2008,1.3716834398483765e-08,1.8280801921835962e-10,1.3716834398483765e-08,1.8280801921835962e-10
2009,1.0460347889461121e-08,1.3449103388502818e-10,1.0460347889461121e-08,1.3449103388502818e-10
2010,6.851231201413352e-09,1.5389627370085027e-10,6.851231201413352e-09,1.5389627370085027e-10
2011,5.6223787530435794e-09,1.438031816641023e-10,5.6223787530435794e-09,1.438031816641023e-10
2012,6.753954982587272e-09,1.9446074710811294e-10,6.753954982587272e-09,1.9446074710811294e-10
2013,8.204314434172894e-09,1.8457650388262588e-10,8.204314434172894e-09,1.8457650388262588e-10
2014,9.099054145065923e-09,1.7852369880008315e-10,9.099054145065923e-09,1.7852369880008315e-10
2015,1.006198489607511e-08,2.1751554030169373e-10,1.006198489607511e-08,2.1751554030169373e-10
2016,1.2824743679727492e-08,2.300325118878962e-10,1.2824743679727492e-08,2.300325118878962e-10
2017,1.4135916289366909e-08,2.397139905555938e-10,1.4135916289366909e-08,2.397139905555938e-10
2018,1.51367805401037e-08,2.8765678866671254e-10,1.51367805401037e-08,2.8765678866671254e-10
2019,1.4575666673621868e-08,2.1005497514992033e-10,1.4575666673621868e-08,2.1005497514992033e-10
