ngram,Siemens,Siemes,Siemns,Siemes
1976,1.3944726658467386e-06,5.073939681108998e-09,4.13160453270413e-11,5.073939681108998e-09
1977,1.4224297858943049e-06,5.229270984484304e-09,4.9342456212178984e-11,5.229270984484304e-09
1978,1.4517064041033985e-06,5.7809418839229105e-09,5.750238479818037e-11,5.7809418839229105e-09
1979,1.4815917341236075e-06,6.34946254304428e-09,9.757314500020392e-11,6.34946254304428e-09
1980,1.5152809770110513e-06,6.216105979157354e-09,8.931904818939732e-11,6.216105979157354e-09
1981,1.5377725536122204e-06,5.990513735858778e-09,9.643114233713414e-11,5.990513735858778e-09
1982,1.5840634140269167e-06,6.124478575080567e-09,1.0985812210325844e-10,6.124478575080567e-09
1983,1.6333947477115934e-06,6.5356848821807034e-09,1.1726062779501437e-10,6.5356848821807034e-09
1984,1.6938576631478748e-06,6.264397381780132e-09,1.0923421690987669e-10,6.264397381780132e-09
1985,1.7511264819144605e-06,6.419449543366389e-09,1.0107428832387529e-10,6.419449543366389e-09
1986,1.7918872734818642e-06,6.099625566540518e-09,5.2308082964287146e-11,6.099625566540518e-09
1987,1.8520419839010823e-06,5.908828727894746e-09,5.89955505083038e-11,5.908828727894746e-09
1988,1.921715303459288e-06,5.4777531716914444e-09,4.3735953351006376e-11,5.4777531716914444e-09
1989,1.9680448011578326e-06,5.068287503969973e-09,2.0741985014481402e-11,5.068287503969973e-09
1990,1.9832547033209787e-06,4.650287773902814e-09,1.3339479322725468e-11,4.650287773902814e-09
1991,2.0338044838094253e-06,5.019616151307511e-09,1.3339479322725468e-11,5.019616151307511e-09
1992,2.0701987263497098e-06,4.826716550253098e-09,1.9701825488509835e-11,4.826716550253098e-09
1993,2.0824041777294563e-06,4.6211996134510565e-09,2.614318483917799e-11,4.6211996134510565e-09
1994,2.0698728024269386e-06,4.493871687470476e-09,1.9455717295161332e-11,4.493871687470476e-09
1995,2.0577802095950962e-06,4.800133052944895e-09,1.9455717295161332e-11,4.800133052944895e-09
1996,2.061266562642621e-06,4.897478613129027e-09,1.9105744764047472e-11,4.897478613129027e-09
1997,2.0237615996977965e-06,4.699819644571335e-09,1.9105744764047472e-11,4.699819644571335e-09
1998,1.9513629143018207e-06,4.471952839781222e-09,1.9105744764047472e-11,4.471952839781222e-09
1999,1.8948230717796832e-06,4.39325553713843e-09,1.2743398598263107e-11,4.39325553713843e-09
2000,1.835151952686179e-06,4.422099638848717e-09,1.1494468571404681e-11,4.422099638848717e-09
2001,1.781924522349852e-06,4.549355622377302e-09,1.1494468571404681e-11,4.549355622377302e-09
2002,1.7445545219223796e-06,4.132131494115145e-09,1.686302238718922e-11,4.132131494115145e-09
2003,1.6355160953805483e-06,4.1587797650066705e-09,1.5719120449730895e-11,4.1587797650066705e-09
2004,1.6065401463752745e-06,4.138438004984226e-09,1.5719120449730895e-11,4.138438004984226e-09
2005,1.5255835705829668e-06,4.4474964346262274e-09,2.068771394271783e-11,4.4474964346262274e-09
2006,1.4474134916651695e-06,4.383582861779343e-09,2.068771394271783e-11,4.383582861779343e-09
2007,1.374149438301434e-06,4.2795333943246305e-09,1.5495284618908098e-11,4.2795333943246305e-09
2008,1.2938799695153387e-06,4.247773466303784e-09,1.5495284618908098e-11,4.247773466303784e-09
2009,1.220352000278321e-06,4.741977477351611e-09,1.0126730803123556e-11,4.741977477351611e-09
2010,1.1842692109504632e-06,4.599618083237342e-09,4.968593492986934e-12,4.599618083237342e-09
2011,1.096118458982736e-06,4.626621625496747e-09,4.968593492986934e-12,4.626621625496747e-09
2012,1.0630270789338932e-06,4.0668295397949805e-09,0.0,4.0668295397949805e-09
2013,1.0366093598739617e-06,4.2813072452320606e-09,0.0,4.2813072452320606e-09
2014,1.0367190189494328e-06,4.224657068618853e-09,0.0,4.224657068618853e-09
2015,1.0228038961810983e-06,4.538559496479268e-09,0.0,4.538559496479268e-09
2016,1.0092063819554044e-06,4.188900972122513e-09,3.7550914758607437e-11,4.188900972122513e-09
2017,9.988965246066073e-07,4.132409599696037e-09,4.380940055170868e-11,4.132409599696037e-09
2018,1.014893541650963e-06,4.256961094739608e-09,5.257128066205041e-11,4.256961094739608e-09
2019,1.0235134482172725e-06,4.779205808880249e-09,6.571410082756302e-11,4.779205808880249e-09
