ngram,SEB AB,SE AB,SB AB,SB AB
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,1.0848647694469297e-08,0.0,0.0
1716,0.0,1.0848647694469297e-08,0.0,0.0
1717,0.0,1.0848647694469297e-08,0.0,0.0
1718,0.0,1.0848647694469297e-08,0.0,0.0
1719,0.0,1.0848647694469297e-08,0.0,0.0
1720,0.0,1.0848647694469297e-08,0.0,0.0
1721,0.0,1.0848647694469297e-08,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,2.870461646153899e-10,0.0,0.0
1820,0.0,2.870461646153899e-10,0.0,0.0
1821,0.0,2.870461646153899e-10,0.0,0.0
1822,0.0,2.870461646153899e-10,0.0,0.0
1823,0.0,2.870461646153899e-10,0.0,0.0
1824,0.0,2.870461646153899e-10,0.0,0.0
1825,0.0,2.870461646153899e-10,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,0.0,0.0,0.0,0.0
1852,0.0,0.0,0.0,0.0
1853,0.0,0.0,0.0,0.0
1854,0.0,0.0,0.0,0.0
1855,0.0,0.0,0.0,0.0
1856,0.0,0.0,0.0,0.0
1857,0.0,0.0,0.0,0.0
1858,0.0,0.0,0.0,0.0
1859,0.0,0.0,0.0,0.0
1860,0.0,0.0,0.0,0.0
1861,0.0,0.0,0.0,0.0
1862,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0
1866,0.0,0.0,0.0,0.0
1867,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,0.0
1870,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0
1872,0.0,0.0,0.0,0.0
1873,0.0,0.0,0.0,0.0
1874,0.0,0.0,3.785038552425338e-11,3.785038552425338e-11
1875,0.0,0.0,3.785038552425338e-11,3.785038552425338e-11
1876,0.0,0.0,3.785038552425338e-11,3.785038552425338e-11
1877,0.0,0.0,3.785038552425338e-11,3.785038552425338e-11
1878,0.0,0.0,3.785038552425338e-11,3.785038552425338e-11
1879,0.0,0.0,3.785038552425338e-11,3.785038552425338e-11
1880,0.0,0.0,3.785038552425338e-11,3.785038552425338e-11
1881,0.0,0.0,0.0,0.0
1882,0.0,3.084325850277736e-11,0.0,0.0
1883,0.0,3.084325850277736e-11,0.0,0.0
1884,0.0,3.084325850277736e-11,0.0,0.0
1885,0.0,3.084325850277736e-11,0.0,0.0
1886,0.0,8.330806481168399e-11,0.0,0.0
1887,0.0,8.330806481168399e-11,0.0,0.0
1888,0.0,1.603297474942319e-10,0.0,0.0
1889,0.0,1.2948648899145455e-10,0.0,0.0
1890,0.0,1.7760529554980816e-10,0.0,0.0
1891,0.0,1.7760529554980816e-10,0.0,0.0
1892,0.0,1.7760529554980816e-10,0.0,0.0
1893,0.0,1.2514048924090153e-10,0.0,0.0
1894,0.0,1.2514048924090153e-10,0.0,0.0
1895,0.0,4.811880655835361e-11,0.0,0.0
1896,0.0,4.811880655835361e-11,0.0,0.0
1897,0.0,0.0,0.0,0.0
1898,0.0,0.0,0.0,0.0
1899,0.0,0.0,0.0,0.0
1900,0.0,0.0,0.0,0.0
1901,0.0,1.6277888759130832e-11,0.0,0.0
1902,0.0,3.2628366278660994e-11,0.0,0.0
1903,0.0,3.2628366278660994e-11,0.0,0.0
1904,0.0,3.2628366278660994e-11,0.0,0.0
1905,0.0,3.2628366278660994e-11,0.0,0.0
1906,0.0,3.2628366278660994e-11,0.0,0.0
1907,0.0,8.82784420960395e-11,0.0,0.0
1908,0.0,7.200055333690867e-11,1.303194357982207e-11,1.303194357982207e-11
1909,0.0,5.565007581737851e-11,1.303194357982207e-11,1.303194357982207e-11
1910,0.0,5.565007581737851e-11,1.303194357982207e-11,1.303194357982207e-11
1911,0.0,5.565007581737851e-11,1.303194357982207e-11,1.303194357982207e-11
1912,0.0,6.933844768194523e-11,1.303194357982207e-11,1.303194357982207e-11
1913,0.0,8.291490807435916e-11,1.303194357982207e-11,1.303194357982207e-11
1914,0.0,2.7264832256980652e-11,1.303194357982207e-11,1.303194357982207e-11
1915,0.0,2.7264832256980652e-11,0.0,0.0
1916,0.0,2.7264832256980652e-11,0.0,0.0
1917,0.0,2.7264832256980652e-11,0.0,0.0
1918,0.0,2.7264832256980652e-11,0.0,0.0
1919,0.0,1.357646039241394e-11,0.0,0.0
1920,0.0,0.0,0.0,0.0
1921,0.0,0.0,0.0,0.0
1922,0.0,0.0,0.0,0.0
1923,0.0,0.0,0.0,0.0
1924,0.0,0.0,0.0,0.0
1925,0.0,0.0,0.0,0.0
1926,0.0,0.0,0.0,0.0
1927,0.0,0.0,0.0,0.0
1928,0.0,0.0,0.0,0.0
1929,0.0,0.0,0.0,0.0
1930,0.0,0.0,0.0,0.0
1931,0.0,0.0,0.0,0.0
1932,0.0,0.0,0.0,0.0
1933,0.0,0.0,0.0,0.0
1934,0.0,2.1340790246071606e-11,0.0,0.0
1935,0.0,2.1340790246071606e-11,0.0,0.0
1936,0.0,2.1340790246071606e-11,0.0,0.0
1937,0.0,2.1340790246071606e-11,0.0,0.0
1938,0.0,4.200295270325885e-11,0.0,0.0
1939,0.0,4.200295270325885e-11,0.0,0.0
1940,0.0,6.652287451050905e-11,0.0,0.0
1941,0.0,4.5182084264437454e-11,0.0,0.0
1942,0.0,4.5182084264437454e-11,0.0,0.0
1943,0.0,4.5182084264437454e-11,0.0,0.0
1944,0.0,4.5182084264437454e-11,0.0,0.0
1945,0.0,4.236190763253132e-11,0.0,0.0
1946,0.0,5.809586343742877e-11,0.0,0.0
1947,0.0,3.3575941630178565e-11,0.0,0.0
1948,0.0,3.3575941630178565e-11,1.625215636672347e-11,1.625215636672347e-11
1949,0.0,3.3575941630178565e-11,1.625215636672347e-11,1.625215636672347e-11
1950,0.0,3.3575941630178565e-11,1.625215636672347e-11,1.625215636672347e-11
1951,0.0,6.504835757338765e-11,1.625215636672347e-11,1.625215636672347e-11
1952,0.0,4.720637174810654e-11,3.116328128089612e-11,3.116328128089612e-11
1953,0.0,6.130351980017577e-11,3.116328128089612e-11,3.116328128089612e-11
1954,0.0,7.51063893617803e-11,3.116328128089612e-11,3.116328128089612e-11
1955,0.0,7.51063893617803e-11,1.4911124914172648e-11,1.4911124914172648e-11
1956,0.0,1.1355106537586884e-10,2.7726016918868825e-11,2.7726016918868825e-11
1957,0.0,1.4991885510795555e-10,2.7726016918868825e-11,2.7726016918868825e-11
1958,0.0,1.524130940503251e-10,2.7726016918868825e-11,2.7726016918868825e-11
1959,0.0,1.631611175532756e-10,1.2814892004696178e-11,1.2814892004696178e-11
1960,0.0,1.3333001369630892e-10,1.2814892004696178e-11,1.2814892004696178e-11
1961,0.0,1.302334510075046e-10,1.2814892004696178e-11,1.2814892004696178e-11
1962,0.0,1.4964530011977014e-10,1.2814892004696178e-11,1.2814892004696178e-11
1963,0.0,1.3005169560312676e-10,0.0,0.0
1964,0.0,1.022451855324315e-10,0.0,0.0
1965,0.0,8.50556024421602e-11,1.677707179530736e-11,1.677707179530736e-11
1966,0.0,8.267867541394175e-11,2.5148168270039406e-11,2.5148168270039406e-11
1967,0.0,9.951443240880614e-11,2.5148168270039406e-11,2.5148168270039406e-11
1968,0.0,1.0567118806965275e-10,2.5148168270039406e-11,2.5148168270039406e-11
1969,0.0,9.480572775246086e-11,3.369455706511307e-11,3.369455706511307e-11
1970,0.0,9.264642327120955e-11,5.0386324081306915e-11,5.0386324081306915e-11
1971,8.521465279441388e-12,1.0112807416870088e-10,5.0386324081306915e-11,5.0386324081306915e-11
1972,8.521465279441388e-12,9.262991366007104e-11,3.3609252285999553e-11,3.3609252285999553e-11
1973,8.521465279441388e-12,8.425881718533899e-11,3.3095583813163336e-11,3.3095583813163336e-11
1974,8.521465279441388e-12,6.742306019047462e-11,4.860350614041156e-11,4.860350614041156e-11
1975,8.521465279441388e-12,7.369315574434765e-11,4.860350614041156e-11,4.860350614041156e-11
1976,8.521465279441388e-12,8.043512978688533e-11,4.00571173453379e-11,4.00571173453379e-11
1977,8.521465279441388e-12,1.0955986415713984e-10,3.100143405876388e-11,3.100143405876388e-11
1978,0.0,9.251693359825706e-11,3.100143405876388e-11,3.100143405876388e-11
1979,0.0,8.423802231157954e-11,3.8731872867689023e-11,3.8731872867689023e-11
1980,0.0,9.169262373186017e-11,3.087444486579319e-11,3.087444486579319e-11
1981,0.0,9.169262373186017e-11,1.5366522538544965e-11,1.5366522538544965e-11
1982,0.0,7.56081720049944e-11,1.5366522538544965e-11,1.5366522538544965e-11
1983,0.0,1.6591395370675015e-10,2.944574148003706e-11,2.944574148003706e-11
1984,0.0,1.620486527702842e-10,2.1809657750417243e-11,2.1809657750417243e-11
1985,0.0,1.758136924735952e-10,2.1809657750417243e-11,2.1809657750417243e-11
1986,0.0,2.2837603187521515e-10,2.0649511366694587e-11,2.0649511366694587e-11
1987,0.0,2.4000844020544143e-10,2.0649511366694587e-11,2.0649511366694587e-11
1988,0.0,2.4660270303963495e-10,4.043229986927521e-11,4.043229986927521e-11
1989,0.0,2.395539966789809e-10,5.942173291116428e-11,5.942173291116428e-11
1990,0.0,1.339598521396138e-10,5.1677836117512503e-11,5.1677836117512503e-11
1991,0.0,9.20086516896314e-11,5.1677836117512503e-11,5.1677836117512503e-11
1992,0.0,9.64123086921731e-11,5.1677836117512503e-11,5.1677836117512503e-11
1993,0.0,1.2968729859849252e-10,5.1238781570825e-11,5.1238781570825e-11
1994,0.0,1.2298445694376118e-10,6.36229496666006e-11,6.36229496666006e-11
1995,6.08408611189683e-12,2.0765148628365537e-10,5.6008333387813636e-11,5.6008333387813636e-11
1996,6.610660481322559e-11,2.2565824110103756e-10,4.9023403887936217e-11,4.9023403887936217e-11
1997,1.2087468377410182e-10,2.3113504909625223e-10,5.364169773052525e-11,5.364169773052525e-11
1998,1.483776459833473e-10,2.641386053333797e-10,6.464288281247756e-11,6.464288281247756e-11
1999,2.0000436475637555e-10,2.6662059613673835e-10,8.013089844438603e-11,8.013089844438603e-11
2000,2.5934131677491605e-10,2.5000970886788846e-10,7.894440656741608e-11,7.894440656741608e-11
2001,2.979838067764172e-10,2.5211647501831106e-10,9.554210696403688e-11,9.554210696403688e-11
2002,3.1747351771281377e-10,1.8131422008634982e-10,9.871821217620282e-11,9.871821217620282e-11
2003,2.869409392631488e-10,1.8296742543674353e-10,1.2111863991906954e-10,1.2111863991906954e-10
2004,2.417894743549682e-10,2.2557368671373623e-10,1.1016502392864019e-10,1.1016502392864019e-10
2005,2.2375327483694007e-10,1.973035118222174e-10,9.916383884668787e-11,9.916383884668787e-11
2006,1.819276723317006e-10,1.9625505684858372e-10,9.83774976164626e-11,9.83774976164626e-11
2007,1.225907203131601e-10,1.3724652763486793e-10,9.854170802760441e-11,9.854170802760441e-11
2008,8.394823031165899e-11,1.2275559338866974e-10,7.45913331101633e-11,7.45913331101633e-11
2009,7.02151442147755e-11,1.0624345971440733e-10,5.92470556742037e-11,5.92470556742037e-11
2010,4.85201615988259e-11,8.658349954663144e-11,2.8739603207182464e-11,2.8739603207182464e-11
2011,4.331301884612821e-11,4.2909901574421965e-11,3.314907450718036e-11,3.314907450718036e-11
2012,3.384625615491085e-11,4.325158510113233e-11,3.314907450718036e-11,3.314907450718036e-11
2013,2.913585444337079e-11,6.437506901554472e-11,2.3538114661745903e-11,2.3538114661745903e-11
2014,3.4075261957327334e-11,5.909656370412758e-11,1.842915824905906e-11,1.842915824905906e-11
2015,3.4075261957327334e-11,6.426246117582516e-11,1.3397664674103765e-11,1.3397664674103765e-11
2016,2.2234551005917425e-11,6.031555760796107e-11,2.5295993226680048e-11,2.5295993226680048e-11
2017,1.6846192265237054e-11,7.036815054262124e-11,2.4964933476960088e-11,2.4964933476960088e-11
2018,1.404217089828741e-11,7.826852083114843e-11,2.3784660352355046e-11,2.3784660352355046e-11
2019,1.7552713622859262e-11,8.895428751237722e-11,2.973082544044381e-11,2.973082544044381e-11
