ngram,Cummins,Cumins,Cummns,Cummns
1937,1.3526512410472996e-06,6.446571847768772e-09,8.681061425264147e-11,8.681061425264147e-11
1938,1.3840684524828767e-06,6.202084750534758e-09,8.681061425264147e-11,8.681061425264147e-11
1939,1.3899852677111215e-06,1.686197346830097e-08,8.681061425264147e-11,8.681061425264147e-11
1940,1.3545100695669783e-06,1.7402409227936947e-08,8.681061425264147e-11,8.681061425264147e-11
1941,1.3645672294972298e-06,1.7220737026844646e-08,4.187486468687496e-11,4.187486468687496e-11
1942,1.345187553982084e-06,1.762853532990708e-08,4.187486468687496e-11,4.187486468687496e-11
1943,1.3323060557013378e-06,1.7192158744247114e-08,0.0,0.0
1944,1.264479741231688e-06,1.698437187716958e-08,0.0,0.0
1945,1.245121178986405e-06,1.796263353932253e-08,1.876942054160732e-11,1.876942054160732e-11
1946,1.2522376014853113e-06,7.1229433779811706e-09,1.876942054160732e-11,1.876942054160732e-11
1947,1.2988981065323709e-06,6.423926279808256e-09,1.876942054160732e-11,1.876942054160732e-11
1948,1.3485703870433748e-06,6.561883481026598e-09,5.29694205164688e-11,5.29694205164688e-11
1949,1.408227636342677e-06,6.345440300188037e-09,6.997558286782533e-11,6.997558286782533e-11
1950,1.4432571496009977e-06,6.775331914557878e-09,6.997558286782533e-11,6.997558286782533e-11
1951,1.4707540653294667e-06,6.70952537973335e-09,6.997558286782533e-11,6.997558286782533e-11
1952,1.5173716129928444e-06,5.600840236041904e-09,5.1206162326218014e-11,5.1206162326218014e-11
1953,1.546655815738112e-06,5.618936110047506e-09,5.1206162326218014e-11,5.1206162326218014e-11
1954,1.5656152559781082e-06,5.68630812277807e-09,9.475403001906507e-11,9.475403001906507e-11
1955,1.5480221041538504e-06,6.251744836102294e-09,6.05540300442036e-11,6.05540300442036e-11
1956,1.5401589215408812e-06,6.770150852629188e-09,5.7015873173542935e-11,5.7015873173542935e-11
1957,1.522053740440502e-06,6.262244944821305e-09,9.524704933491383e-11,9.524704933491383e-11
1958,1.4961203435502414e-06,6.4209385744870164e-09,9.524704933491383e-11,9.524704933491383e-11
1959,1.425298039846114e-06,6.356401500389503e-09,9.524704933491383e-11,9.524704933491383e-11
1960,1.365413303184531e-06,6.420123861110889e-09,9.524704933491383e-11,9.524704933491383e-11
1961,1.3033656744352941e-06,6.5823531387414795e-09,6.295475053961854e-11,6.295475053961854e-11
1962,1.2251390444362187e-06,5.886241081855457e-09,7.315650664617225e-11,7.315650664617225e-11
1963,1.154059581105165e-06,5.361050841352315e-09,6.959235767021811e-11,6.959235767021811e-11
1964,1.1199975428358551e-06,4.934384234545064e-09,4.934780163866139e-11,4.934780163866139e-11
1965,1.092231091856125e-06,5.113240656281651e-09,5.816288323983494e-11,5.816288323983494e-11
1966,1.084746356484954e-06,5.461812748107166e-09,5.816288323983494e-11,5.816288323983494e-11
1967,1.083548032251461e-06,5.386271650920094e-09,7.585224115480571e-11,7.585224115480571e-11
1968,1.0785952326841652e-06,5.2899316355896934e-09,1.0887938070977147e-10,1.0887938070977147e-10
1969,1.0851772133589423e-06,5.445341796520406e-09,9.867762460321775e-11,9.867762460321775e-11
1970,1.0832332658797635e-06,6.552089823078486e-09,9.754327702702982e-11,9.754327702702982e-11
1971,1.0910673771442298e-06,6.889849135660597e-09,8.850755743385262e-11,8.850755743385262e-11
1972,1.097294768572153e-06,6.799147911351611e-09,1.1447425646293752e-10,1.1447425646293752e-10
1973,1.0927171355693384e-06,6.988022541573205e-09,1.227283532737441e-10,1.227283532737441e-10
1974,1.0996888347238252e-06,6.911551838787286e-09,1.1318649836833394e-10,1.1318649836833394e-10
1975,1.1083838639284034e-06,7.392244784552661e-09,8.51227902649259e-11,8.51227902649259e-11
1976,1.131012985362239e-06,7.468845288270489e-09,9.31592214084961e-11,9.31592214084961e-11
1977,1.1526156608202394e-06,7.012992789664654e-09,8.43897124799423e-11,8.43897124799423e-11
1978,1.179926146375822e-06,7.2487187046428e-09,7.543881194330534e-11,7.543881194330534e-11
1979,1.2147666146639885e-06,8.170107067075248e-09,4.0657031313046894e-11,4.0657031313046894e-11
1980,1.2345028608251596e-06,8.166964438061086e-09,4.807658933657168e-11,4.807658933657168e-11
1981,1.255576681355056e-06,8.940765334435646e-09,4.7558884905659784e-11,4.7558884905659784e-11
1982,1.2547898709921616e-06,9.066087563220598e-09,3.13398845565503e-11,3.13398845565503e-11
1983,1.2504038327928616e-06,9.538435818967628e-09,2.3303453412980092e-11,2.3303453412980092e-11
1984,1.2405797471209162e-06,9.720949632553908e-09,2.3303453412980092e-11,2.3303453412980092e-11
1985,1.2281240060474374e-06,9.598736916416328e-09,5.2239753197838976e-11,5.2239753197838976e-11
1986,1.2239429452165496e-06,9.143181069402675e-09,5.2239753197838976e-11,5.2239753197838976e-11
1987,1.2300897976404355e-06,9.182685976684622e-09,3.6566098363507595e-11,3.6566098363507595e-11
1988,1.2302678637102612e-06,8.713739951815569e-09,4.279911940725205e-11,4.279911940725205e-11
1989,1.2344024591064745e-06,9.137504213591846e-09,7.605917879643137e-11,7.605917879643137e-11
1990,1.237023281776471e-06,8.640865356568384e-09,9.603156563604237e-11,9.603156563604237e-11
1991,1.2701893540776967e-06,8.09310694650987e-09,1.1573937046855626e-10,1.1573937046855626e-10
1992,1.2661530328322051e-06,8.105285712442115e-09,9.316541684948173e-11,9.316541684948173e-11
1993,1.2548077360666606e-06,7.676528048148969e-09,9.960677620014989e-11,9.960677620014989e-11
1994,1.231377739584007e-06,7.656906537383584e-09,9.960677620014989e-11,9.960677620014989e-11
1995,1.2486713265908683e-06,7.3856838105663365e-09,9.85182193761044e-11,9.85182193761044e-11
1996,1.251198292655837e-06,6.3017685038500664e-09,7.156019923452003e-11,7.156019923452003e-11
1997,1.2411602970782302e-06,5.962233817768947e-09,5.158781239490904e-11,5.158781239490904e-11
1998,1.222997769088709e-06,5.8524554091832215e-09,3.1880007562395156e-11,3.1880007562395156e-11
1999,1.209351613137447e-06,5.471089169008434e-09,3.094090559160481e-11,3.094090559160481e-11
2000,1.196533048641868e-06,5.038918679137591e-09,2.969197556474639e-11,2.969197556474639e-11
2001,1.1822436038398467e-06,4.229809581955481e-09,2.969197556474639e-11,2.969197556474639e-11
2002,1.127130108865718e-06,4.0125162240453196e-09,1.6917712766398705e-11,1.6917712766398705e-11
2003,1.1013540220769106e-06,3.714138393665475e-09,1.5773810828940374e-11,1.5773810828940374e-11
2004,1.0762004356885363e-06,3.4143280266566276e-09,2.5866902865688347e-11,2.5866902865688347e-11
2005,1.0419334850147216e-06,3.101601356699949e-09,5.567846481488051e-11,5.567846481488051e-11
2006,1.00694031094203e-06,2.865857868477357e-09,5.025522061988649e-11,5.025522061988649e-11
2007,9.667185898771485e-07,2.9662351622558194e-09,4.5062791296076756e-11,4.5062791296076756e-11
2008,9.246343698318274e-07,2.9128755915256275e-09,5.035387087451834e-11,5.035387087451834e-11
2009,9.000414706861193e-07,2.5095142630604528e-09,5.035387087451834e-11,5.035387087451834e-11
2010,8.586552715834322e-07,2.768176434107618e-09,4.5195733564381715e-11,4.5195733564381715e-11
2011,8.265370265040214e-07,2.651887852169109e-09,4.438743569130337e-11,4.438743569130337e-11
2012,8.03801900214499e-07,2.558487929452521e-09,1.9915731266520862e-11,1.9915731266520862e-11
2013,7.995774516140435e-07,2.347647600130033e-09,1.9915731266520862e-11,1.9915731266520862e-11
2014,7.922807948749064e-07,2.12804367778168e-09,1.9915731266520862e-11,1.9915731266520862e-11
2015,7.875566763816875e-07,2.342365920274655e-09,1.462465168807928e-11,1.462465168807928e-11
2016,7.830329959038604e-07,2.3518691597398546e-09,1.462465168807928e-11,1.462465168807928e-11
2017,7.849103269563784e-07,2.0990586861261798e-09,1.7062093636092495e-11,1.7062093636092495e-11
2018,7.935055919006118e-07,2.2718948944344675e-09,7.475800534173515e-12,7.475800534173515e-12
2019,7.786254343500332e-07,2.064254323030923e-09,0.0,0.0
