ngram,E.ON,EON,E.ON,EON
1932,6.548924200552467e-10,1.626367326526942e-08,6.548924200552467e-10,1.626367326526942e-08
1933,6.329462370890937e-10,1.4697861531029081e-08,6.329462370890937e-10,1.4697861531029081e-08
1934,5.86928472093692e-10,1.3840581950371903e-08,5.86928472093692e-10,1.3840581950371903e-08
1935,5.623575236432135e-10,1.3115783824092984e-08,5.623575236432135e-10,1.3115783824092984e-08
1936,5.449640639547987e-10,1.1872279857629207e-08,5.449640639547987e-10,1.1872279857629207e-08
1937,4.761543599883313e-10,1.027017892951676e-08,4.761543599883313e-10,1.027017892951676e-08
1938,4.408830994728774e-09,1.0648197117697172e-08,4.408830994728774e-09,1.0648197117697172e-08
1939,4.364046061030738e-09,9.974164605353053e-09,4.364046061030738e-09,9.974164605353053e-09
1940,4.29717068872737e-09,1.0428587263585802e-08,4.29717068872737e-09,1.0428587263585802e-08
1941,4.3073920799211305e-09,1.0647382531203675e-08,4.3073920799211305e-09,1.0647382531203675e-08
1942,4.290541174329603e-09,1.078288062014313e-08,4.290541174329603e-09,1.078288062014313e-08
1943,4.27115142262061e-09,1.1266933544870232e-08,4.27115142262061e-09,1.1266933544870232e-08
1944,4.279709457853466e-09,1.2628200580471521e-08,4.279709457853466e-09,1.2628200580471521e-08
1945,3.9587749546741794e-10,1.3963588253927485e-08,3.9587749546741794e-10,1.3963588253927485e-08
1946,3.791856531146617e-10,1.5183404628820492e-08,3.791856531146617e-10,1.5183404628820492e-08
1947,3.865063428040319e-10,1.58722329248105e-08,3.865063428040319e-10,1.58722329248105e-08
1948,3.997492019942277e-10,1.6054933002099655e-08,3.997492019942277e-10,1.6054933002099655e-08
1949,3.669392726176771e-10,1.651186425683753e-08,3.669392726176771e-10,1.651186425683753e-08
1950,3.5333922295980157e-10,1.6697275308428872e-08,3.5333922295980157e-10,1.6697275308428872e-08
1951,2.940030312457788e-10,1.5899633736588773e-08,2.940030312457788e-10,1.5899633736588773e-08
1952,3.287129963066729e-10,1.539567546464988e-08,3.287129963066729e-10,1.539567546464988e-08
1953,4.211306809228813e-10,1.4431250987862704e-08,4.211306809228813e-10,1.4431250987862704e-08
1954,4.170486406615151e-10,1.3393405876424173e-08,4.170486406615151e-10,1.3393405876424173e-08
1955,3.921313977893272e-10,1.392740919417942e-08,3.921313977893272e-10,1.392740919417942e-08
1956,4.155292528713288e-10,1.3741031677584812e-08,4.155292528713288e-10,1.3741031677584812e-08
1957,4.1574422773463636e-10,1.4998515826139932e-08,4.1574422773463636e-10,1.4998515826139932e-08
1958,4.82507787692908e-10,1.6022646955247766e-08,4.82507787692908e-10,1.6022646955247766e-08
1959,4.06601958451753e-10,1.8100393184283803e-08,4.06601958451753e-10,1.8100393184283803e-08
1960,5.034331443784115e-10,2.008774061376276e-08,5.034331443784115e-10,2.008774061376276e-08
1961,5.306790760796685e-10,2.2607263236043958e-08,5.306790760796685e-10,2.2607263236043958e-08
1962,5.07599831215241e-10,2.3631125373973257e-08,5.07599831215241e-10,2.3631125373973257e-08
1963,5.563305213332878e-10,2.4722312578059506e-08,5.563305213332878e-10,2.4722312578059506e-08
1964,8.920679631493503e-10,2.8386260199551672e-08,8.920679631493503e-10,2.8386260199551672e-08
1965,8.704608740155756e-10,3.0125570863300966e-08,8.704608740155756e-10,3.0125570863300966e-08
1966,8.717513417482487e-10,3.035222232280635e-08,8.717513417482487e-10,3.035222232280635e-08
1967,6.670956208067378e-10,3.222436336817022e-08,6.670956208067378e-10,3.222436336817022e-08
1968,6.373874007957272e-10,3.2574979412304724e-08,6.373874007957272e-10,3.2574979412304724e-08
1969,6.528914313947659e-10,3.287179138413064e-08,6.528914313947659e-10,3.287179138413064e-08
1970,6.514518131288988e-10,3.401549772011744e-08,6.514518131288988e-10,3.401549772011744e-08
1971,3.0054307058919553e-10,3.187030271435885e-08,3.0054307058919553e-10,3.187030271435885e-08
1972,2.7361928199378024e-10,3.187765530908239e-08,2.7361928199378024e-10,3.187765530908239e-08
1973,2.7146338351816523e-10,3.215580233830094e-08,2.7146338351816523e-10,3.215580233830094e-08
1974,2.8636403764143685e-10,3.1123467993308754e-08,2.8636403764143685e-10,3.1123467993308754e-08
1975,3.3277991275314026e-10,3.0980640782932567e-08,3.3277991275314026e-10,3.0980640782932567e-08
1976,3.3705452516320985e-10,3.1296532349805213e-08,3.3705452516320985e-10,3.1296532349805213e-08
1977,2.654122576479472e-10,3.103110809580098e-08,2.654122576479472e-10,3.103110809580098e-08
1978,3.4384765471414825e-10,2.990460196932483e-08,3.4384765471414825e-10,2.990460196932483e-08
1979,3.253212758704192e-10,2.998683460272592e-08,3.253212758704192e-10,2.998683460272592e-08
1980,3.0797854346152423e-10,3.4416819870232625e-08,3.0797854346152423e-10,3.4416819870232625e-08
1981,2.9064812858057923e-10,3.5177093492068575e-08,2.9064812858057923e-10,3.5177093492068575e-08
1982,2.621315981737078e-10,4.724969012873511e-07,2.621315981737078e-10,4.724969012873511e-07
1983,2.367544543350039e-10,4.740400742418517e-07,2.367544543350039e-10,4.740400742418517e-07
1984,4.485700233877335e-10,9.90068089988329e-07,4.485700233877335e-10,9.90068089988329e-07
1985,7.683755070700801e-10,9.924211806630216e-07,7.683755070700801e-10,9.924211806630216e-07
1986,8.004799928066194e-10,9.933022313240208e-07,8.004799928066194e-10,9.933022313240208e-07
1987,8.048687401087027e-10,1.0191118364437962e-06,8.048687401087027e-10,1.0191118364437962e-06
1988,8.311976018185848e-10,1.0430845018203984e-06,8.311976018185848e-10,1.0430845018203984e-06
1989,8.066846684687664e-10,6.141580618036966e-07,8.066846684687664e-10,6.141580618036966e-07
1990,8.118520439248655e-10,6.174651256328291e-07,8.118520439248655e-10,6.174651256328291e-07
1991,8.270465879605433e-10,1.0770404504764233e-07,8.270465879605433e-10,1.0770404504764233e-07
1992,6.02959521597438e-10,1.1377837135942822e-07,6.02959521597438e-10,1.1377837135942822e-07
1993,6.125718682303827e-10,1.202048208272442e-07,6.125718682303827e-10,1.202048208272442e-07
1994,6.640438952677994e-10,1.0279358215419571e-07,6.640438952677994e-10,1.0279358215419571e-07
1995,7.438109334805582e-10,9.183861087486938e-08,7.438109334805582e-10,9.183861087486938e-08
1996,1.372964934203453e-09,1.0227295632603273e-07,1.372964934203453e-09,1.0227295632603273e-07
1997,2.7335983992277893e-09,1.0390260436159743e-07,2.7335983992277893e-09,1.0390260436159743e-07
1998,3.40025881141935e-08,1.285899762543912e-07,3.40025881141935e-08,1.285899762543912e-07
1999,5.353323959123024e-08,2.206900688861424e-07,5.353323959123024e-08,2.206900688861424e-07
2000,6.611364024498658e-08,2.3522168492360963e-07,6.611364024498658e-08,2.3522168492360963e-07
2001,7.179738422838763e-08,2.3476978786415463e-07,7.179738422838763e-08,2.3476978786415463e-07
2002,9.876575068901161e-08,3.267833140593471e-07,9.876575068901161e-08,3.267833140593471e-07
2003,1.1019699793938084e-07,3.2168081531835924e-07,1.1019699793938084e-07,3.2168081531835924e-07
2004,1.226186958953284e-07,3.3739895042929546e-07,1.226186958953284e-07,3.3739895042929546e-07
2005,1.0418398131508053e-07,3.136306503392916e-07,1.0418398131508053e-07,3.136306503392916e-07
2006,9.58996417515274e-08,2.1917576731311783e-07,9.58996417515274e-08,2.1917576731311783e-07
2007,9.256255952193118e-08,2.0464272714499592e-07,9.256255952193118e-08,2.0464272714499592e-07
2008,9.480210242226608e-08,1.9613870096333942e-07,9.480210242226608e-08,1.9613870096333942e-07
2009,7.46655669355992e-08,9.2288582871041e-08,7.46655669355992e-08,9.2288582871041e-08
2010,6.770257954258341e-08,8.023871903414406e-08,6.770257954258341e-08,8.023871903414406e-08
2011,6.111456077714397e-08,5.872507610352581e-08,6.111456077714397e-08,5.872507610352581e-08
2012,5.644215862941694e-08,5.302880318985055e-08,5.644215862941694e-08,5.302880318985055e-08
2013,5.303917863638422e-08,4.884646338203831e-08,5.303917863638422e-08,4.884646338203831e-08
2014,5.096517646003511e-08,4.1995164679065056e-08,5.096517646003511e-08,4.1995164679065056e-08
2015,4.899840025781746e-08,3.873648728764627e-08,4.899840025781746e-08,3.873648728764627e-08
2016,4.9305057306777856e-08,3.685104285214688e-08,4.9305057306777856e-08,3.685104285214688e-08
2017,5.155230198283789e-08,3.597662789900369e-08,5.155230198283789e-08,3.597662789900369e-08
2018,5.176276332008456e-08,3.675708910577669e-08,5.176276332008456e-08,3.675708910577669e-08
2019,4.999481628686908e-08,3.649881819001166e-08,4.999481628686908e-08,3.649881819001166e-08
