ngram,Merck KGaA,Darmstadt,Merck KGaA,Darmstadt,Darmstadt,Darmstadt
1812,0.0,4.010852348658643e-07,0.0,4.010852348658643e-07,4.010852348658643e-07,4.010852348658643e-07
1813,0.0,3.9386133770286893e-07,0.0,3.9386133770286893e-07,3.9386133770286893e-07,3.9386133770286893e-07
1814,0.0,3.883523943061716e-07,0.0,3.883523943061716e-07,3.883523943061716e-07,3.883523943061716e-07
1815,0.0,4.4429564078589987e-07,0.0,4.4429564078589987e-07,4.4429564078589987e-07,4.4429564078589987e-07
1816,0.0,5.055438439934992e-07,0.0,5.055438439934992e-07,5.055438439934992e-07,5.055438439934992e-07
1817,0.0,5.222965374481905e-07,0.0,5.222965374481905e-07,5.222965374481905e-07,5.222965374481905e-07
1818,0.0,5.532049962247194e-07,0.0,5.532049962247194e-07,5.532049962247194e-07,5.532049962247194e-07
1819,0.0,6.123158828229082e-07,0.0,6.123158828229082e-07,6.123158828229082e-07,6.123158828229082e-07
1820,0.0,6.274506095646107e-07,0.0,6.274506095646107e-07,6.274506095646107e-07,6.274506095646107e-07
1821,0.0,6.793232013738557e-07,0.0,6.793232013738557e-07,6.793232013738557e-07,6.793232013738557e-07
1822,0.0,7.08278857278596e-07,0.0,7.08278857278596e-07,7.08278857278596e-07,7.08278857278596e-07
1823,0.0,6.886597572832085e-07,0.0,6.886597572832085e-07,6.886597572832085e-07,6.886597572832085e-07
1824,0.0,7.407629384813066e-07,0.0,7.407629384813066e-07,7.407629384813066e-07,7.407629384813066e-07
1825,0.0,7.36415058457039e-07,0.0,7.36415058457039e-07,7.36415058457039e-07,7.36415058457039e-07
1826,0.0,6.559130838468263e-07,0.0,6.559130838468263e-07,6.559130838468263e-07,6.559130838468263e-07
1827,0.0,6.588312097781974e-07,0.0,6.588312097781974e-07,6.588312097781974e-07,6.588312097781974e-07
1828,0.0,6.207377875203488e-07,0.0,6.207377875203488e-07,6.207377875203488e-07,6.207377875203488e-07
1829,0.0,5.691589056563576e-07,0.0,5.691589056563576e-07,5.691589056563576e-07,5.691589056563576e-07
1830,0.0,5.690858293811678e-07,0.0,5.690858293811678e-07,5.690858293811678e-07,5.690858293811678e-07
1831,0.0,5.149558067582152e-07,0.0,5.149558067582152e-07,5.149558067582152e-07,5.149558067582152e-07
1832,2.442231655004028e-10,5.207608191020492e-07,2.442231655004028e-10,5.207608191020492e-07,5.207608191020492e-07,5.207608191020492e-07
1833,2.442231655004028e-10,5.891989149274326e-07,2.442231655004028e-10,5.891989149274326e-07,5.891989149274326e-07,5.891989149274326e-07
1834,2.442231655004028e-10,6.080401898803498e-07,2.442231655004028e-10,6.080401898803498e-07,6.080401898803498e-07,6.080401898803498e-07
1835,2.442231655004028e-10,6.545072080500956e-07,2.442231655004028e-10,6.545072080500956e-07,6.545072080500956e-07,6.545072080500956e-07
1836,2.442231655004028e-10,6.665683339893544e-07,2.442231655004028e-10,6.665683339893544e-07,6.665683339893544e-07,6.665683339893544e-07
1837,2.442231655004028e-10,6.678676121347442e-07,2.442231655004028e-10,6.678676121347442e-07,6.678676121347442e-07,6.678676121347442e-07
1838,2.442231655004028e-10,6.878307528625425e-07,2.442231655004028e-10,6.878307528625425e-07,6.878307528625425e-07,6.878307528625425e-07
1839,0.0,6.966186642135394e-07,0.0,6.966186642135394e-07,6.966186642135394e-07,6.966186642135394e-07
1840,0.0,6.422099383079123e-07,0.0,6.422099383079123e-07,6.422099383079123e-07,6.422099383079123e-07
1841,0.0,6.524730987881153e-07,0.0,6.524730987881153e-07,6.524730987881153e-07,6.524730987881153e-07
1842,0.0,6.358527489932644e-07,0.0,6.358527489932644e-07,6.358527489932644e-07,6.358527489932644e-07
1843,0.0,6.206316567970913e-07,0.0,6.206316567970913e-07,6.206316567970913e-07,6.206316567970913e-07
1844,0.0,6.097123040100476e-07,0.0,6.097123040100476e-07,6.097123040100476e-07,6.097123040100476e-07
1845,0.0,6.154342599984375e-07,0.0,6.154342599984375e-07,6.154342599984375e-07,6.154342599984375e-07
1846,0.0,5.891087815663403e-07,0.0,5.891087815663403e-07,5.891087815663403e-07,5.891087815663403e-07
1847,0.0,6.004951274007908e-07,0.0,6.004951274007908e-07,6.004951274007908e-07,6.004951274007908e-07
1848,0.0,5.993349044989113e-07,0.0,5.993349044989113e-07,5.993349044989113e-07,5.993349044989113e-07
1849,0.0,6.055451698167807e-07,0.0,6.055451698167807e-07,6.055451698167807e-07,6.055451698167807e-07
1850,0.0,6.444316146111564e-07,0.0,6.444316146111564e-07,6.444316146111564e-07,6.444316146111564e-07
1851,0.0,6.601478373470724e-07,0.0,6.601478373470724e-07,6.601478373470724e-07,6.601478373470724e-07
1852,0.0,6.425541495705797e-07,0.0,6.425541495705797e-07,6.425541495705797e-07,6.425541495705797e-07
1853,0.0,6.691027546626824e-07,0.0,6.691027546626824e-07,6.691027546626824e-07,6.691027546626824e-07
1854,0.0,6.498968738404593e-07,0.0,6.498968738404593e-07,6.498968738404593e-07,6.498968738404593e-07
1855,0.0,6.341315952340665e-07,0.0,6.341315952340665e-07,6.341315952340665e-07,6.341315952340665e-07
1856,0.0,6.194931318402399e-07,0.0,6.194931318402399e-07,6.194931318402399e-07,6.194931318402399e-07
1857,0.0,5.808602086939832e-07,0.0,5.808602086939832e-07,5.808602086939832e-07,5.808602086939832e-07
1858,0.0,5.874037875790756e-07,0.0,5.874037875790756e-07,5.874037875790756e-07,5.874037875790756e-07
1859,0.0,6.209772404222999e-07,0.0,6.209772404222999e-07,6.209772404222999e-07,6.209772404222999e-07
1860,0.0,6.488827872479825e-07,0.0,6.488827872479825e-07,6.488827872479825e-07,6.488827872479825e-07
1861,0.0,7.105355166459049e-07,0.0,7.105355166459049e-07,7.105355166459049e-07,7.105355166459049e-07
1862,0.0,7.650683642168588e-07,0.0,7.650683642168588e-07,7.650683642168588e-07,7.650683642168588e-07
1863,0.0,8.121134068720234e-07,0.0,8.121134068720234e-07,8.121134068720234e-07,8.121134068720234e-07
1864,0.0,8.827861961435701e-07,0.0,8.827861961435701e-07,8.827861961435701e-07,8.827861961435701e-07
1865,0.0,8.941426423396999e-07,0.0,8.941426423396999e-07,8.941426423396999e-07,8.941426423396999e-07
1866,0.0,8.927470876837365e-07,0.0,8.927470876837365e-07,8.927470876837365e-07,8.927470876837365e-07
1867,0.0,8.929191933150702e-07,0.0,8.929191933150702e-07,8.929191933150702e-07,8.929191933150702e-07
1868,0.0,8.748187708208986e-07,0.0,8.748187708208986e-07,8.748187708208986e-07,8.748187708208986e-07
1869,0.0,8.730320847202425e-07,0.0,8.730320847202425e-07,8.730320847202425e-07,8.730320847202425e-07
1870,0.0,8.499563283034409e-07,0.0,8.499563283034409e-07,8.499563283034409e-07,8.499563283034409e-07
1871,0.0,8.117183207494756e-07,0.0,8.117183207494756e-07,8.117183207494756e-07,8.117183207494756e-07
1872,0.0,8.226013911943093e-07,0.0,8.226013911943093e-07,8.226013911943093e-07,8.226013911943093e-07
1873,0.0,8.250184870511086e-07,0.0,8.250184870511086e-07,8.250184870511086e-07,8.250184870511086e-07
1874,0.0,7.93208049084829e-07,0.0,7.93208049084829e-07,7.93208049084829e-07,7.93208049084829e-07
1875,0.0,7.655138623314477e-07,0.0,7.655138623314477e-07,7.655138623314477e-07,7.655138623314477e-07
1876,0.0,7.779044121239817e-07,0.0,7.779044121239817e-07,7.779044121239817e-07,7.779044121239817e-07
1877,0.0,7.821977630685848e-07,0.0,7.821977630685848e-07,7.821977630685848e-07,7.821977630685848e-07
1878,0.0,7.698019836815157e-07,0.0,7.698019836815157e-07,7.698019836815157e-07,7.698019836815157e-07
1879,0.0,7.452248139218552e-07,0.0,7.452248139218552e-07,7.452248139218552e-07,7.452248139218552e-07
1880,0.0,7.27337383718155e-07,0.0,7.27337383718155e-07,7.27337383718155e-07,7.27337383718155e-07
1881,0.0,7.567373359051999e-07,0.0,7.567373359051999e-07,7.567373359051999e-07,7.567373359051999e-07
1882,0.0,7.838818874006392e-07,0.0,7.838818874006392e-07,7.838818874006392e-07,7.838818874006392e-07
1883,0.0,7.435721564823845e-07,0.0,7.435721564823845e-07,7.435721564823845e-07,7.435721564823845e-07
1884,0.0,7.431720762594653e-07,0.0,7.431720762594653e-07,7.431720762594653e-07,7.431720762594653e-07
1885,0.0,7.316193010150787e-07,0.0,7.316193010150787e-07,7.316193010150787e-07,7.316193010150787e-07
1886,0.0,7.339591466656462e-07,0.0,7.339591466656462e-07,7.339591466656462e-07,7.339591466656462e-07
1887,0.0,7.321260113712924e-07,0.0,7.321260113712924e-07,7.321260113712924e-07,7.321260113712924e-07
1888,0.0,6.97567892465096e-07,0.0,6.97567892465096e-07,6.97567892465096e-07,6.97567892465096e-07
1889,0.0,6.623852917592947e-07,0.0,6.623852917592947e-07,6.623852917592947e-07,6.623852917592947e-07
1890,0.0,6.361867203200486e-07,0.0,6.361867203200486e-07,6.361867203200486e-07,6.361867203200486e-07
1891,0.0,6.016173951398482e-07,0.0,6.016173951398482e-07,6.016173951398482e-07,6.016173951398482e-07
1892,0.0,6.048453623666969e-07,0.0,6.048453623666969e-07,6.048453623666969e-07,6.048453623666969e-07
1893,0.0,5.895301212279134e-07,0.0,5.895301212279134e-07,5.895301212279134e-07,5.895301212279134e-07
1894,0.0,5.817468604618625e-07,0.0,5.817468604618625e-07,5.817468604618625e-07,5.817468604618625e-07
1895,0.0,5.839500382925118e-07,0.0,5.839500382925118e-07,5.839500382925118e-07,5.839500382925118e-07
1896,0.0,5.828209412227027e-07,0.0,5.828209412227027e-07,5.828209412227027e-07,5.828209412227027e-07
1897,0.0,5.960825027224408e-07,0.0,5.960825027224408e-07,5.960825027224408e-07,5.960825027224408e-07
1898,0.0,5.960982483494652e-07,0.0,5.960982483494652e-07,5.960982483494652e-07,5.960982483494652e-07
1899,0.0,5.93913747642156e-07,0.0,5.93913747642156e-07,5.93913747642156e-07,5.93913747642156e-07
1900,0.0,6.028186508696567e-07,0.0,6.028186508696567e-07,6.028186508696567e-07,6.028186508696567e-07
1901,0.0,6.091216359241766e-07,0.0,6.091216359241766e-07,6.091216359241766e-07,6.091216359241766e-07
1902,0.0,6.060578406114863e-07,0.0,6.060578406114863e-07,6.060578406114863e-07,6.060578406114863e-07
1903,0.0,6.032644981652473e-07,0.0,6.032644981652473e-07,6.032644981652473e-07,6.032644981652473e-07
1904,0.0,5.995618965113993e-07,0.0,5.995618965113993e-07,5.995618965113993e-07,5.995618965113993e-07
1905,0.0,5.986000652618324e-07,0.0,5.986000652618324e-07,5.986000652618324e-07,5.986000652618324e-07
1906,0.0,5.920666126257856e-07,0.0,5.920666126257856e-07,5.920666126257856e-07,5.920666126257856e-07
1907,0.0,6.037238173511079e-07,0.0,6.037238173511079e-07,6.037238173511079e-07,6.037238173511079e-07
1908,0.0,6.174953942458419e-07,0.0,6.174953942458419e-07,6.174953942458419e-07,6.174953942458419e-07
1909,0.0,6.229286506303262e-07,0.0,6.229286506303262e-07,6.229286506303262e-07,6.229286506303262e-07
1910,0.0,6.305450109981134e-07,0.0,6.305450109981134e-07,6.305450109981134e-07,6.305450109981134e-07
1911,0.0,6.208422454229938e-07,0.0,6.208422454229938e-07,6.208422454229938e-07,6.208422454229938e-07
1912,0.0,5.910106202528758e-07,0.0,5.910106202528758e-07,5.910106202528758e-07,5.910106202528758e-07
1913,0.0,5.629189883750639e-07,0.0,5.629189883750639e-07,5.629189883750639e-07,5.629189883750639e-07
1914,0.0,5.146518000336593e-07,0.0,5.146518000336593e-07,5.146518000336593e-07,5.146518000336593e-07
1915,0.0,4.639219598954826e-07,0.0,4.639219598954826e-07,4.639219598954826e-07,4.639219598954826e-07
1916,1.4304875736329388e-11,4.111611815460492e-07,1.4304875736329388e-11,4.111611815460492e-07,4.111611815460492e-07,4.111611815460492e-07
1917,1.4304875736329388e-11,3.6936570170707584e-07,1.4304875736329388e-11,3.6936570170707584e-07,3.6936570170707584e-07,3.6936570170707584e-07
1918,1.4304875736329388e-11,3.371474568731563e-07,1.4304875736329388e-11,3.371474568731563e-07,3.371474568731563e-07,3.371474568731563e-07
1919,1.4304875736329388e-11,3.305475420997287e-07,1.4304875736329388e-11,3.305475420997287e-07,3.305475420997287e-07,3.305475420997287e-07
1920,1.4304875736329388e-11,3.3687743439259066e-07,1.4304875736329388e-11,3.3687743439259066e-07,3.3687743439259066e-07,3.3687743439259066e-07
1921,1.4304875736329388e-11,3.4458403368781934e-07,1.4304875736329388e-11,3.4458403368781934e-07,3.4458403368781934e-07,3.4458403368781934e-07
1922,1.4304875736329388e-11,3.473472531823063e-07,1.4304875736329388e-11,3.473472531823063e-07,3.473472531823063e-07,3.473472531823063e-07
1923,0.0,3.8569218320714883e-07,0.0,3.8569218320714883e-07,3.8569218320714883e-07,3.8569218320714883e-07
1924,0.0,4.074694775876456e-07,0.0,4.074694775876456e-07,4.074694775876456e-07,4.074694775876456e-07
1925,0.0,4.278750347046818e-07,0.0,4.278750347046818e-07,4.278750347046818e-07,4.278750347046818e-07
1926,0.0,4.6001894864795237e-07,0.0,4.6001894864795237e-07,4.6001894864795237e-07,4.6001894864795237e-07
1927,0.0,4.7287906568271865e-07,0.0,4.7287906568271865e-07,4.7287906568271865e-07,4.7287906568271865e-07
1928,0.0,4.815048230609266e-07,0.0,4.815048230609266e-07,4.815048230609266e-07,4.815048230609266e-07
1929,0.0,4.841668287878877e-07,0.0,4.841668287878877e-07,4.841668287878877e-07,4.841668287878877e-07
1930,0.0,4.52668063287222e-07,0.0,4.52668063287222e-07,4.52668063287222e-07,4.52668063287222e-07
1931,0.0,4.553140229290875e-07,0.0,4.553140229290875e-07,4.553140229290875e-07,4.553140229290875e-07
1932,0.0,4.4357806570717783e-07,0.0,4.4357806570717783e-07,4.4357806570717783e-07,4.4357806570717783e-07
1933,0.0,4.16842344260918e-07,0.0,4.16842344260918e-07,4.16842344260918e-07,4.16842344260918e-07
1934,0.0,4.0775614706944907e-07,0.0,4.0775614706944907e-07,4.0775614706944907e-07,4.0775614706944907e-07
1935,0.0,3.973061138497412e-07,0.0,3.973061138497412e-07,3.973061138497412e-07,3.973061138497412e-07
1936,0.0,3.7278625443702496e-07,0.0,3.7278625443702496e-07,3.7278625443702496e-07,3.7278625443702496e-07
1937,0.0,3.60734820300682e-07,0.0,3.60734820300682e-07,3.60734820300682e-07,3.60734820300682e-07
1938,4.13243249143745e-11,3.2476053693894104e-07,4.13243249143745e-11,3.2476053693894104e-07,3.2476053693894104e-07,3.2476053693894104e-07
1939,4.13243249143745e-11,3.2958046907489394e-07,4.13243249143745e-11,3.2958046907489394e-07,3.2958046907489394e-07,3.2958046907489394e-07
1940,4.13243249143745e-11,3.371696095655352e-07,4.13243249143745e-11,3.371696095655352e-07,3.371696095655352e-07,3.371696095655352e-07
1941,4.13243249143745e-11,3.192608508990296e-07,4.13243249143745e-11,3.192608508990296e-07,3.192608508990296e-07,3.192608508990296e-07
1942,4.13243249143745e-11,3.0968357935177794e-07,4.13243249143745e-11,3.0968357935177794e-07,3.0968357935177794e-07,3.0968357935177794e-07
1943,4.13243249143745e-11,3.384212813476292e-07,4.13243249143745e-11,3.384212813476292e-07,3.384212813476292e-07,3.384212813476292e-07
1944,4.13243249143745e-11,3.6174601599928534e-07,4.13243249143745e-11,3.6174601599928534e-07,3.6174601599928534e-07,3.6174601599928534e-07
1945,0.0,3.7235706632340483e-07,0.0,3.7235706632340483e-07,3.7235706632340483e-07,3.7235706632340483e-07
1946,0.0,3.7637670402546064e-07,0.0,3.7637670402546064e-07,3.7637670402546064e-07,3.7637670402546064e-07
1947,0.0,3.671135207891244e-07,0.0,3.671135207891244e-07,3.671135207891244e-07,3.671135207891244e-07
1948,0.0,3.7020720761964707e-07,0.0,3.7020720761964707e-07,3.7020720761964707e-07,3.7020720761964707e-07
1949,0.0,3.7438689202774965e-07,0.0,3.7438689202774965e-07,3.7438689202774965e-07,3.7438689202774965e-07
1950,0.0,3.5727813951780263e-07,0.0,3.5727813951780263e-07,3.5727813951780263e-07,3.5727813951780263e-07
1951,0.0,3.842813457920004e-07,0.0,3.842813457920004e-07,3.842813457920004e-07,3.842813457920004e-07
1952,0.0,4.0527599155991213e-07,0.0,4.0527599155991213e-07,4.0527599155991213e-07,4.0527599155991213e-07
1953,0.0,4.080025998324085e-07,0.0,4.080025998324085e-07,4.080025998324085e-07,4.080025998324085e-07
1954,0.0,4.1553723966509484e-07,0.0,4.1553723966509484e-07,4.1553723966509484e-07,4.1553723966509484e-07
1955,0.0,4.429055430981472e-07,0.0,4.429055430981472e-07,4.429055430981472e-07,4.429055430981472e-07
1956,0.0,4.630442284841203e-07,0.0,4.630442284841203e-07,4.630442284841203e-07,4.630442284841203e-07
1957,0.0,4.774282038917071e-07,0.0,4.774282038917071e-07,4.774282038917071e-07,4.774282038917071e-07
1958,0.0,4.6133558027707166e-07,0.0,4.6133558027707166e-07,4.6133558027707166e-07,4.6133558027707166e-07
1959,2.1496047005900973e-11,4.76399110636651e-07,2.1496047005900973e-11,4.76399110636651e-07,4.76399110636651e-07,4.76399110636651e-07
1960,2.1496047005900973e-11,4.862888463971363e-07,2.1496047005900973e-11,4.862888463971363e-07,4.862888463971363e-07,4.862888463971363e-07
1961,2.1496047005900973e-11,5.15303542312852e-07,2.1496047005900973e-11,5.15303542312852e-07,5.15303542312852e-07,5.15303542312852e-07
1962,2.1496047005900973e-11,5.267708169347835e-07,2.1496047005900973e-11,5.267708169347835e-07,5.267708169347835e-07,5.267708169347835e-07
1963,2.1496047005900973e-11,5.317576413485117e-07,2.1496047005900973e-11,5.317576413485117e-07,5.317576413485117e-07,5.317576413485117e-07
1964,2.1496047005900973e-11,5.789552639206314e-07,2.1496047005900973e-11,5.789552639206314e-07,5.789552639206314e-07,5.789552639206314e-07
1965,2.1496047005900973e-11,6.038985702616628e-07,2.1496047005900973e-11,6.038985702616628e-07,6.038985702616628e-07,6.038985702616628e-07
1966,8.371096474732047e-12,6.240537767813034e-07,8.371096474732047e-12,6.240537767813034e-07,6.240537767813034e-07,6.240537767813034e-07
1967,3.362473295829917e-11,6.421030970419192e-07,3.362473295829917e-11,6.421030970419192e-07,6.421030970419192e-07,6.421030970419192e-07
1968,3.362473295829917e-11,6.41065436671592e-07,3.362473295829917e-11,6.41065436671592e-07,6.41065436671592e-07,6.41065436671592e-07
1969,5.07175105484465e-11,6.868550112163316e-07,5.07175105484465e-11,6.868550112163316e-07,6.868550112163316e-07,6.868550112163316e-07
1970,5.07175105484465e-11,7.099660186733152e-07,5.07175105484465e-11,7.099660186733152e-07,7.099660186733152e-07,7.099660186733152e-07
1971,5.07175105484465e-11,7.103288664568806e-07,5.07175105484465e-11,7.103288664568806e-07,7.103288664568806e-07,7.103288664568806e-07
1972,5.07175105484465e-11,7.235016710183118e-07,5.07175105484465e-11,7.235016710183118e-07,7.235016710183118e-07,7.235016710183118e-07
1973,7.377612608129778e-11,7.321518751268741e-07,7.377612608129778e-11,7.321518751268741e-07,7.321518751268741e-07,7.321518751268741e-07
1974,5.627645076135477e-11,7.520107000605744e-07,5.627645076135477e-11,7.520107000605744e-07,7.520107000605744e-07,7.520107000605744e-07
1975,5.627645076135477e-11,7.98629100375235e-07,5.627645076135477e-11,7.98629100375235e-07,7.98629100375235e-07,7.98629100375235e-07
1976,3.918367317120744e-11,7.964642674908516e-07,3.918367317120744e-11,7.964642674908516e-07,7.964642674908516e-07,7.964642674908516e-07
1977,3.918367317120744e-11,8.717460023685167e-07,3.918367317120744e-11,8.717460023685167e-07,8.717460023685167e-07,8.717460023685167e-07
1978,3.918367317120744e-11,9.009323369874827e-07,3.918367317120744e-11,9.009323369874827e-07,9.009323369874827e-07,9.009323369874827e-07
1979,1.551402587745316e-10,9.505980236618987e-07,1.551402587745316e-10,9.505980236618987e-07,9.505980236618987e-07,9.505980236618987e-07
1980,1.2371054676694826e-10,9.984316550669194e-07,1.2371054676694826e-10,9.984316550669194e-07,9.984316550669194e-07,9.984316550669194e-07
1981,1.2321413433198051e-10,1.0541504350060547e-06,1.2321413433198051e-10,1.0541504350060547e-06,1.0541504350060547e-06,1.0541504350060547e-06
1982,1.4436025291830745e-10,1.1300130609015469e-06,1.4436025291830745e-10,1.1300130609015469e-06,1.1300130609015469e-06,1.1300130609015469e-06
1983,2.71073226365548e-10,1.1848536587422132e-06,2.71073226365548e-10,1.1848536587422132e-06,1.1848536587422132e-06,1.1848536587422132e-06
1984,2.780650932724235e-10,1.1789257184448485e-06,2.780650932724235e-10,1.1789257184448485e-06,1.1789257184448485e-06,1.1789257184448485e-06
1985,3.4000777045041705e-10,1.2132895790273324e-06,3.4000777045041705e-10,1.2132895790273324e-06,1.2132895790273324e-06,1.2132895790273324e-06
1986,2.371917696974979e-10,1.2423382388858175e-06,2.371917696974979e-10,1.2423382388858175e-06,1.2423382388858175e-06,1.2423382388858175e-06
1987,2.817281284254022e-10,1.2552003616812207e-06,2.817281284254022e-10,1.2552003616812207e-06,1.2552003616812207e-06,1.2552003616812207e-06
1988,2.8765910536513294e-10,1.2451685539157812e-06,2.8765910536513294e-10,1.2451685539157812e-06,1.2451685539157812e-06,1.2451685539157812e-06
1989,3.1082166651993527e-10,1.2280856448601947e-06,3.1082166651993527e-10,1.2280856448601947e-06,1.2280856448601947e-06,1.2280856448601947e-06
1990,2.3479127025541734e-10,1.1954017021967696e-06,2.3479127025541734e-10,1.1954017021967696e-06,1.1954017021967696e-06,1.1954017021967696e-06
1991,3.466168988735292e-10,1.2099108549331764e-06,3.466168988735292e-10,1.2099108549331764e-06,1.2099108549331764e-06,1.2099108549331764e-06
1992,4.663611728937336e-10,1.1907398110062267e-06,4.663611728937336e-10,1.1907398110062267e-06,1.1907398110062267e-06,1.1907398110062267e-06
1993,2.3416418169576657e-09,1.157603622102345e-06,2.3416418169576657e-09,1.157603622102345e-06,1.157603622102345e-06,1.157603622102345e-06
1994,4.668673543000474e-09,1.1173490536618504e-06,4.668673543000474e-09,1.1173490536618504e-06,1.1173490536618504e-06,1.1173490536618504e-06
1995,7.642771372123086e-09,1.087538383412071e-06,7.642771372123086e-09,1.087538383412071e-06,1.087538383412071e-06,1.087538383412071e-06
1996,1.0713631259928746e-08,1.0215614695750576e-06,1.0713631259928746e-08,1.0215614695750576e-06,1.0215614695750576e-06,1.0215614695750576e-06
1997,1.3176803457883222e-08,9.909957969154805e-07,1.3176803457883222e-08,9.909957969154805e-07,9.909957969154805e-07,9.909957969154805e-07
1998,1.5857787495830522e-08,9.542214505537622e-07,1.5857787495830522e-08,9.542214505537622e-07,9.542214505537622e-07,9.542214505537622e-07
1999,1.9026674711954328e-08,9.147913228194479e-07,1.9026674711954328e-08,9.147913228194479e-07,9.147913228194479e-07,9.147913228194479e-07
2000,2.0040819289793684e-08,8.778953640233209e-07,2.0040819289793684e-08,8.778953640233209e-07,8.778953640233209e-07,8.778953640233209e-07
2001,2.006025517126935e-08,8.560516318669085e-07,2.006025517126935e-08,8.560516318669085e-07,8.560516318669085e-07,8.560516318669085e-07
2002,2.0106020975114395e-08,8.345486597655898e-07,2.0106020975114395e-08,8.345486597655898e-07,8.345486597655898e-07,8.345486597655898e-07
2003,2.020034095551182e-08,8.274488761474328e-07,2.020034095551182e-08,8.274488761474328e-07,8.274488761474328e-07,8.274488761474328e-07
2004,2.1172508825527203e-08,8.17376725795579e-07,2.1172508825527203e-08,8.17376725795579e-07,8.17376725795579e-07,8.17376725795579e-07
2005,2.1340537464149227e-08,7.672615863287189e-07,2.1340537464149227e-08,7.672615863287189e-07,7.672615863287189e-07,7.672615863287189e-07
2006,2.043534179969291e-08,7.402603452127161e-07,2.043534179969291e-08,7.402603452127161e-07,7.402603452127161e-07,7.402603452127161e-07
2007,1.887132253638616e-08,7.057868499162266e-07,1.887132253638616e-08,7.057868499162266e-07,7.057868499162266e-07,7.057868499162266e-07
2008,1.7838821848264226e-08,6.770139862055657e-07,1.7838821848264226e-08,6.770139862055657e-07,6.770139862055657e-07,6.770139862055657e-07
2009,1.6609504628815686e-08,6.720557783929897e-07,1.6609504628815686e-08,6.720557783929897e-07,6.720557783929897e-07,6.720557783929897e-07
2010,1.4830390756718056e-08,6.595955791713745e-07,1.4830390756718056e-08,6.595955791713745e-07,6.595955791713745e-07,6.595955791713745e-07
2011,1.2433507556863788e-08,6.332361408567522e-07,1.2433507556863788e-08,6.332361408567522e-07,6.332361408567522e-07,6.332361408567522e-07
2012,1.0622792169710595e-08,6.202116976185477e-07,1.0622792169710595e-08,6.202116976185477e-07,6.202116976185477e-07,6.202116976185477e-07
2013,9.226100835694036e-09,6.28901164288566e-07,9.226100835694036e-09,6.28901164288566e-07,6.28901164288566e-07,6.28901164288566e-07
2014,9.191557927477691e-09,6.369362251591935e-07,9.191557927477691e-09,6.369362251591935e-07,6.369362251591935e-07,6.369362251591935e-07
2015,9.134860804290871e-09,6.481129811878159e-07,9.134860804290871e-09,6.481129811878159e-07,6.481129811878159e-07,6.481129811878159e-07
2016,9.78218160442777e-09,6.369944246996186e-07,9.78218160442777e-09,6.369944246996186e-07,6.369944246996186e-07,6.369944246996186e-07
2017,9.743774750011388e-09,6.204545002219675e-07,9.743774750011388e-09,6.204545002219675e-07,6.204545002219675e-07,6.204545002219675e-07
2018,1.0167734476596025e-08,6.317165798463975e-07,1.0167734476596025e-08,6.317165798463975e-07,6.317165798463975e-07,6.317165798463975e-07
2019,1.0684717222098072e-08,6.473718912047843e-07,1.0684717222098072e-08,6.473718912047843e-07,6.473718912047843e-07,6.473718912047843e-07
