ngram,eBay,eBy,eay,eay
1915,1.8730909581313578e-10,6.156195196473289e-10,2.959725442508443e-08,2.959725442508443e-08
1916,2.0617351774245207e-10,6.82181236103371e-10,3.12186398636933e-08,3.12186398636933e-08
1917,2.624201461290784e-10,6.276612087217716e-10,3.250153263983131e-08,3.250153263983131e-08
1918,2.911806242551178e-10,5.741633279932046e-10,3.227227145836358e-08,3.227227145836358e-08
1919,6.60321672341091e-10,5.449183901725821e-10,3.333743440033946e-08,3.333743440033946e-08
1920,6.174279163336952e-10,5.144379228161355e-10,3.569666492556475e-08,3.569666492556475e-08
1921,6.444181537596754e-10,4.97578694517006e-10,3.8738750873790195e-08,3.8738750873790195e-08
1922,6.608433007165055e-10,4.661876698167486e-10,4.0134571983279395e-08,4.0134571983279395e-08
1923,6.00635850579932e-10,3.5527434962188767e-10,4.1666693968116826e-08,4.1666693968116826e-08
1924,5.412629729338394e-10,3.866417384669672e-10,4.142206577739671e-08,4.142206577739671e-08
1925,5.125024948077999e-10,3.6937582754375294e-10,4.231873822797232e-08,4.231873822797232e-08
1926,1.9771622632764567e-10,3.409643341477166e-10,4.0903015070219747e-08,4.0903015070219747e-08
1927,1.9771622632764567e-10,2.7135936949854566e-10,3.918485371100035e-08,3.918485371100035e-08
1928,1.643024962115293e-10,3.0637409870986383e-10,3.553115465341047e-08,3.553115465341047e-08
1929,1.6657149865777805e-10,3.3392889842165374e-10,3.247105543177245e-08,3.247105543177245e-08
1930,1.9379889161706488e-10,3.093754538266832e-10,2.7788374522076864e-08,2.7788374522076864e-08
1931,1.6937736134283099e-10,2.6234387083347496e-10,2.649980222559277e-08,2.649980222559277e-08
1932,1.6937736134283099e-10,1.933283473785709e-10,2.450207681192751e-08,2.450207681192751e-08
1933,1.0060847393284738e-10,2.396626647138689e-10,2.3382057433098324e-08,2.3382057433098324e-08
1934,1.6801209629895604e-10,2.6213053949675214e-10,2.168699048914797e-08,2.168699048914797e-08
1935,2.1186960717591218e-10,1.708925937268394e-10,2.064746722802673e-08,2.064746722802673e-08
1936,1.6129801264482983e-10,1.3691006661709082e-10,1.941572591590557e-08,1.941572591590557e-08
1937,2.0139787456788635e-10,1.817949005619316e-10,1.8944170930369963e-08,1.8944170930369963e-08
1938,6.799473920412627e-10,1.7731414154414134e-10,1.7890781173995103e-08,1.7890781173995103e-08
1939,7.795234933740045e-10,4.0136036756026934e-10,1.7983581861764312e-08,1.7983581861764312e-08
1940,7.795234933740045e-10,3.8081931259219866e-10,1.8341954748685955e-08,1.8341954748685955e-08
1941,7.396984413876595e-10,4.135085785688426e-10,1.8123830817070744e-08,1.8123830817070744e-08
1942,6.730314440682252e-10,5.131407620246569e-10,1.819313766304731e-08,1.819313766304731e-08
1943,6.944847692956304e-10,5.356258750025386e-10,1.9147314337227987e-08,1.9147314337227987e-08
1944,7.220141290398274e-10,5.097123635864977e-10,1.8535743606662436e-08,1.8535743606662436e-08
1945,2.997728712087319e-10,5.442683724345341e-10,1.852161928590184e-08,1.852161928590184e-08
1946,5.311588530121369e-10,3.6986645888882816e-10,1.803367487087014e-08,1.803367487087014e-08
1947,7.629565134432375e-10,4.4341504872631125e-10,1.8325684588863363e-08,1.8325684588863363e-08
1948,8.379779429880583e-10,4.053579079542148e-10,1.770918484871637e-08,1.770918484871637e-08
1949,8.379779429880583e-10,4.4177502330925277e-10,1.7747488938774884e-08,1.7747488938774884e-08
1950,8.165246177606531e-10,4.112549963273894e-10,1.654871389129247e-08,1.654871389129247e-08
1951,2.194537702353878e-09,4.088327721997663e-10,1.603120391990842e-08,1.603120391990842e-08
1952,2.1852812892575457e-09,1.3092454372627088e-09,1.4968537774352952e-08,1.4968537774352952e-08
1953,1.9641438634262644e-09,1.306668835632241e-09,1.621411868260988e-08,1.621411868260988e-08
1954,1.7904100265856267e-09,1.2508748511203776e-09,1.4550961705391989e-08,1.4550961705391989e-08
1955,1.6878100266610424e-09,1.2482691031617016e-09,1.4015646674993474e-08,1.4015646674993474e-08
1956,1.6878100266610424e-09,1.1795598347281405e-09,1.3342367084183998e-08,1.3342367084183998e-08
1957,1.7387849295312309e-09,1.260413416494442e-09,1.3290993829327493e-08,1.3290993829327493e-08
1958,3.135224619604011e-10,1.5176058871881258e-09,1.3129024470767296e-08,1.3129024470767296e-08
1959,3.342342513867891e-10,6.399425324971858e-10,1.3152437107675854e-08,1.3152437107675854e-08
1960,3.726396413661348e-10,6.56401989310559e-10,1.1385430376265049e-08,1.1385430376265049e-08
1961,3.708536612721604e-10,6.91643104891845e-10,1.1607654139465597e-08,1.1607654139465597e-08
1962,4.1166068569837526e-10,7.791664139286273e-10,1.2066515025261587e-08,1.2066515025261587e-08
1963,4.908915377363091e-10,1.0386536472165427e-09,1.21332214117079e-08,1.21332214117079e-08
1964,6.827360026535295e-10,1.0138932154164187e-09,1.2044319573435911e-08,1.2044319573435911e-08
1965,7.849851522769211e-10,7.842270563099671e-10,1.2212938723824403e-08,1.2212938723824403e-08
1966,7.523938020234258e-10,7.667209882861975e-10,1.2959370211871959e-08,1.2959370211871959e-08
1967,6.837658653565829e-10,7.297278575053262e-10,1.3338711341808512e-08,1.3338711341808512e-08
1968,6.717707303126121e-10,6.952215826837107e-10,1.392650731243553e-08,1.392650731243553e-08
1969,9.002702829251166e-10,7.36834192866758e-10,1.8371142321679405e-08,1.8371142321679405e-08
1970,8.999650112441669e-10,4.713934917014281e-10,1.9305032366340972e-08,1.9305032366340972e-08
1971,7.198019482044873e-10,4.262148927442715e-10,2.1731322519258356e-08,2.1731322519258356e-08
1972,6.134227927199833e-10,5.212666052768964e-10,2.2707850076488156e-08,2.2707850076488156e-08
1973,7.433324392521915e-10,5.092396861337636e-10,2.32956942625151e-08,2.32956942625151e-08
1974,7.207628501973825e-10,6.375082009909708e-10,2.389144856554789e-08,2.389144856554789e-08
1975,9.197651529291306e-10,6.743204962665419e-10,2.3667020851040173e-08,2.3667020851040173e-08
1976,9.317336743411682e-10,6.03018206796995e-10,1.9302112035696998e-08,1.9302112035696998e-08
1977,9.892570730839013e-10,5.978165185105411e-10,1.9101032755486358e-08,1.9101032755486358e-08
1978,1.5957149292398854e-09,6.509811578681024e-10,1.7848794823091144e-08,1.7848794823091144e-08
1979,1.8123241320365325e-09,6.01258741207898e-10,1.7322735119356432e-08,1.7322735119356432e-08
1980,2.156635996770311e-09,6.065919512719477e-10,1.7037714350465194e-08,1.7037714350465194e-08
1981,2.7328767820173586e-09,5.204575897239344e-10,1.6397312460217757e-08,1.6397312460217757e-08
1982,2.5785297072137124e-09,4.838315541861554e-10,1.6828459641666475e-08,1.6828459641666475e-08
1983,7.960171601238488e-09,4.559187075489238e-10,1.738168199848035e-08,1.738168199848035e-08
1984,8.007487450889528e-09,4.511879877647626e-10,1.8005498679331466e-08,1.8005498679331466e-08
1985,8.061780782624745e-09,4.111414462850048e-10,1.722275287465079e-08,1.722275287465079e-08
1986,8.236933310027235e-09,3.6318807088748477e-10,1.7034192849913713e-08,1.7034192849913713e-08
1987,8.215724656146506e-09,3.3508014815212105e-10,1.6377478421044804e-08,1.6377478421044804e-08
1988,8.71920261388429e-09,3.2186323646004363e-10,1.601073952782274e-08,1.601073952782274e-08
1989,1.0685736279952046e-08,3.3726237477374864e-10,1.4765162933575278e-08,1.4765162933575278e-08
1990,5.375664786327101e-09,3.3279211331116443e-10,1.373357440469038e-08,1.373357440469038e-08
1991,8.016685442464272e-09,3.207535685469308e-10,1.2341977852413168e-08,1.2341977852413168e-08
1992,7.846802096977967e-09,2.8833035364035046e-10,1.2017707337211699e-08,1.2017707337211699e-08
1993,8.42929792632674e-09,2.8552717928105e-10,1.1644824786977942e-08,1.1644824786977942e-08
1994,9.983095620011032e-09,3.042992167769297e-10,1.2119042150767915e-08,1.2119042150767915e-08
1995,1.888691514295715e-08,2.9994498948074776e-10,1.1739172935319532e-08,1.1739172935319532e-08
1996,1.3721299867747965e-07,2.904931969574928e-10,1.2449228949305637e-08,1.2449228949305637e-08
1997,2.6408873361154814e-07,2.793110465137971e-10,1.2512107667410938e-08,1.2512107667410938e-08
1998,4.213606601410902e-07,2.6300658674736713e-10,1.2268252572563857e-08,1.2268252572563857e-08
1999,5.774792431547025e-07,2.8636640083044643e-10,1.1926349939374501e-08,1.1926349939374501e-08
2000,8.424437048911873e-07,2.736803918411214e-10,1.2142496278296936e-08,1.2142496278296936e-08
2001,1.2658055581482586e-06,2.8900724670575887e-10,1.09945381053324e-08,1.09945381053324e-08
2002,1.7428538723964136e-06,3.1306994695081055e-10,1.0626243060077708e-08,1.0626243060077708e-08
2003,2.07204009581931e-06,3.1939314288591854e-10,1.0020028552913475e-08,1.0020028552913475e-08
2004,2.4018468950868865e-06,3.310028877973841e-10,9.420958172309416e-09,9.420958172309416e-09
2005,2.5777165514487673e-06,3.6751486179717064e-10,1.2522774373024959e-08,1.2522774373024959e-08
2006,2.826125978572236e-06,3.856111045554199e-10,1.371246957252278e-08,1.371246957252278e-08
2007,2.8687770087084833e-06,3.9185192392464177e-10,1.3081786130543703e-08,1.3081786130543703e-08
2008,2.724430032685632e-06,4.1566043464312333e-10,1.2484528268328989e-08,1.2484528268328989e-08
2009,2.4611582440619325e-06,4.815557714492919e-10,1.191743989207136e-08,1.191743989207136e-08
2010,2.2003722993499e-06,4.944124950715231e-10,1.139510343227203e-08,1.139510343227203e-08
2011,1.9796163672123967e-06,4.818945084242695e-10,1.056159382173405e-08,1.056159382173405e-08
2012,1.8348756287066083e-06,4.596503891792939e-10,7.0939819732781675e-09,7.0939819732781675e-09
2013,1.6408598315008151e-06,4.087980152802016e-10,4.65361844297669e-09,4.65361844297669e-09
2014,1.4680331170373911e-06,4.285525505893466e-10,3.7423363138547725e-09,3.7423363138547725e-09
2015,1.3365152296630965e-06,3.8190997586617925e-10,3.400662989300989e-09,3.400662989300989e-09
2016,1.2579137741600529e-06,2.8466428817327683e-10,3.2070228060478355e-09,3.2070228060478355e-09
2017,1.247320597030921e-06,2.5091273040770784e-10,2.7862842033599122e-09,2.7862842033599122e-09
2018,1.1659934898489154e-06,2.6209914238961576e-10,3.005574544800993e-09,3.005574544800993e-09
2019,1.1228470100377308e-06,2.6221066984355446e-10,1.869328580816898e-09,1.869328580816898e-09
