ngram,CRRC,CRC,CRRC,CRC
1976,3.4336021169169483e-09,1.1482769894298274e-06,3.4336021169169483e-09,1.1482769894298274e-06
1977,3.604090708415291e-09,1.301868410662012e-06,3.604090708415291e-09,1.301868410662012e-06
1978,3.27498973971631e-09,1.435635673325513e-06,3.27498973971631e-09,1.435635673325513e-06
1979,3.112585078568486e-09,1.5305626155687996e-06,3.112585078568486e-09,1.5305626155687996e-06
1980,2.9856701555530663e-09,1.6084961446592518e-06,2.9856701555530663e-09,1.6084961446592518e-06
1981,2.250570238107993e-09,1.6960378193938856e-06,2.250570238107993e-09,1.6960378193938856e-06
1982,2.267385565016663e-09,1.7791751523483462e-06,2.267385565016663e-09,1.7791751523483462e-06
1983,1.979995929118112e-09,1.813820014311724e-06,1.979995929118112e-09,1.813820014311724e-06
1984,2.252985940666617e-09,1.8548990803018178e-06,2.252985940666617e-09,1.8548990803018178e-06
1985,2.4804274348763246e-09,1.9156742285174133e-06,2.4804274348763246e-09,1.9156742285174133e-06
1986,3.190383528790213e-09,2.0480290296680844e-06,3.190383528790213e-09,2.0480290296680844e-06
1987,3.2500505620092213e-09,2.145510328383742e-06,3.2500505620092213e-09,2.145510328383742e-06
1988,3.551383235108777e-09,2.2147812939822742e-06,3.551383235108777e-09,2.2147812939822742e-06
1989,4.197414003672049e-09,2.3003095585798813e-06,4.197414003672049e-09,2.3003095585798813e-06
1990,5.1433269706738625e-09,2.3681566290179035e-06,5.1433269706738625e-09,2.3681566290179035e-06
1991,5.512048722217904e-09,2.453295240099708e-06,5.512048722217904e-09,2.453295240099708e-06
1992,6.40660258177661e-09,2.542486916874103e-06,6.40660258177661e-09,2.542486916874103e-06
1993,6.4648832002031244e-09,2.6499474513132426e-06,6.4648832002031244e-09,2.6499474513132426e-06
1994,7.13591420873984e-09,2.720549478648796e-06,7.13591420873984e-09,2.720549478648796e-06
1995,7.915223333908119e-09,2.807030179090881e-06,7.915223333908119e-09,2.807030179090881e-06
1996,8.246099358899528e-09,2.9088177728096653e-06,8.246099358899528e-09,2.9088177728096653e-06
1997,7.87521470257957e-09,2.990066864835431e-06,7.87521470257957e-09,2.990066864835431e-06
1998,8.0172844870877e-09,3.0460516232519045e-06,8.0172844870877e-09,3.0460516232519045e-06
1999,8.58141684696128e-09,3.079354395855002e-06,8.58141684696128e-09,3.079354395855002e-06
2000,9.463452370945496e-09,3.0633700589532964e-06,9.463452370945496e-09,3.0633700589532964e-06
2001,9.556044971199234e-09,3.1861573006608523e-06,9.556044971199234e-09,3.1861573006608523e-06
2002,1.017861947108908e-08,3.2256772166355015e-06,1.017861947108908e-08,3.2256772166355015e-06
2003,9.898819097742262e-09,3.274698136530268e-06,9.898819097742262e-09,3.274698136530268e-06
2004,1.0699783979463616e-08,3.323627294906016e-06,1.0699783979463616e-08,3.323627294906016e-06
2005,1.0920413462400802e-08,3.2646600435068e-06,1.0920413462400802e-08,3.2646600435068e-06
2006,1.0213626198764456e-08,3.1897132625350163e-06,1.0213626198764456e-08,3.1897132625350163e-06
2007,1.0113991739351441e-08,3.1184961244434817e-06,1.0113991739351441e-08,3.1184961244434817e-06
2008,1.5948923768961876e-08,2.975546359656229e-06,1.5948923768961876e-08,2.975546359656229e-06
2009,1.7227080397118144e-08,3.0330299328592706e-06,1.7227080397118144e-08,3.0330299328592706e-06
2010,1.8177550893077362e-08,2.9661708010410493e-06,1.8177550893077362e-08,2.9661708010410493e-06
2011,1.8190520962540243e-08,2.8610457840321553e-06,1.8190520962540243e-08,2.8610457840321553e-06
2012,1.9994176726965762e-08,2.870412734929622e-06,1.9994176726965762e-08,2.870412734929622e-06
2013,2.0810111982833794e-08,3.047444644315484e-06,2.0810111982833794e-08,3.047444644315484e-06
2014,2.124873876852007e-08,3.2484616505306415e-06,2.124873876852007e-08,3.2484616505306415e-06
2015,1.7893318953505448e-08,3.4349452237490496e-06,1.7893318953505448e-08,3.4349452237490496e-06
2016,1.7066937196830168e-08,3.5742397942937842e-06,1.7066937196830168e-08,3.5742397942937842e-06
2017,1.7695264364903096e-08,3.6539531341380402e-06,1.7695264364903096e-08,3.6539531341380402e-06
2018,1.8927045886130144e-08,3.8446407870651456e-06,1.8927045886130144e-08,3.8446407870651456e-06
2019,1.815474925948024e-08,4.131698688070173e-06,1.815474925948024e-08,4.131698688070173e-06
