ngram,Danone,Danon,Dnone,Dnone
1997,8.471167741877902e-08,3.9385014868490286e-08,1.576790796145985e-10,1.576790796145985e-10
1998,9.421423539736549e-08,3.8136851137388865e-08,1.7263800062125182e-10,1.7263800062125182e-10
1999,9.860359487642459e-08,3.9634313355106447e-08,2.0517746579121595e-10,2.0517746579121595e-10
2000,9.776404600155989e-08,4.054960202535897e-08,1.7066951373981683e-10,1.7066951373981683e-10
2001,9.813159453285283e-08,3.9683489510317875e-08,1.8952003359519664e-10,1.8952003359519664e-10
2002,1.003062501630276e-07,3.881506316361083e-08,1.8007716944585487e-10,1.8007716944585487e-10
2003,9.959892314067734e-08,4.0143254815510384e-08,1.8409140481853318e-10,1.8409140481853318e-10
2004,1.0380862899442686e-07,4.42663485549539e-08,2.663527969610462e-10,2.663527969610462e-10
2005,1.0805349859310809e-07,4.721664786140016e-08,2.31686071121879e-10,2.31686071121879e-10
2006,1.1461411223275978e-07,4.639986985109447e-08,1.9914660595191488e-10,1.9914660595191488e-10
2007,1.2224386633111601e-07,4.6237542302865875e-08,1.6279960118088203e-10,1.6279960118088203e-10
2008,1.2624029872248294e-07,4.82037358600402e-08,1.3744595144566622e-10,1.3744595144566622e-10
2009,1.2471229890057396e-07,5.053292742981544e-08,1.213402899983126e-10,1.213402899983126e-10
2010,1.311801836680258e-07,5.052455063849136e-08,1.1102401537803936e-10,1.1102401537803936e-10
2011,1.228435237976555e-07,4.8450983923333165e-08,4.642397081834813e-12,4.642397081834813e-12
2012,1.2177197256895462e-07,4.6805299953283404e-08,2.0661969655063774e-11,2.0661969655063774e-11
2013,1.1763429138714595e-07,4.855182465592277e-08,2.0661969655063774e-11,2.0661969655063774e-11
2014,1.103700384419426e-07,5.314987662684091e-08,2.0661969655063774e-11,2.0661969655063774e-11
2015,1.0405855935654732e-07,5.207127732173181e-08,2.0661969655063774e-11,2.0661969655063774e-11
2016,1.0291511744396433e-07,5.043720209739279e-08,2.0661969655063774e-11,2.0661969655063774e-11
2017,9.749525749687867e-08,5.112026772261894e-08,2.4105631264241072e-11,2.4105631264241072e-11
2018,9.589739988768997e-08,5.1452301619292486e-08,2.2427401602520548e-11,2.2427401602520548e-11
2019,8.99405137033682e-08,5.196161634302143e-08,0.0,0.0
