ngram,Sika,Sik,Sika,Sik
1907,1.3374115783091968e-08,8.092510991478516e-08,1.3374115783091968e-08,8.092510991478516e-08
1908,1.380093322162728e-08,7.091490163345173e-08,1.380093322162728e-08,7.091490163345173e-08
1909,1.4438806975444355e-08,6.664512243657685e-08,1.4438806975444355e-08,6.664512243657685e-08
1910,1.4330125530648274e-08,5.858535294984384e-08,1.4330125530648274e-08,5.858535294984384e-08
1911,1.584682391657972e-08,5.3818587681624715e-08,1.584682391657972e-08,5.3818587681624715e-08
1912,1.3646157346970865e-08,4.877010236928722e-08,1.3646157346970865e-08,4.877010236928722e-08
1913,1.3511973127679409e-08,4.536097618159017e-08,1.3511973127679409e-08,4.536097618159017e-08
1914,1.3974479859005636e-08,4.4933457335868554e-08,1.3974479859005636e-08,4.4933457335868554e-08
1915,1.352516384603827e-08,4.4481708982857526e-08,1.352516384603827e-08,4.4481708982857526e-08
1916,1.3322775898367517e-08,4.6157301726777537e-08,1.3322775898367517e-08,4.6157301726777537e-08
1917,1.3604815306069083e-08,4.7741379611514797e-08,1.3604815306069083e-08,4.7741379611514797e-08
1918,1.142567037807193e-08,4.904708918372437e-08,1.142567037807193e-08,4.904708918372437e-08
1919,1.1586175257300674e-08,5.278130288388638e-08,1.1586175257300674e-08,5.278130288388638e-08
1920,1.1776470275139315e-08,5.449855880864821e-08,1.1776470275139315e-08,5.449855880864821e-08
1921,1.1292115369749517e-08,5.792109852060483e-08,1.1292115369749517e-08,5.792109852060483e-08
1922,1.2809868911643564e-08,6.073471934899186e-08,1.2809868911643564e-08,6.073471934899186e-08
1923,1.6052999120473388e-08,5.988131286065774e-08,1.6052999120473388e-08,5.988131286065774e-08
1924,1.794280248189141e-08,5.793622648297969e-08,1.794280248189141e-08,5.793622648297969e-08
1925,1.9147552242161836e-08,5.818259804105505e-08,1.9147552242161836e-08,5.818259804105505e-08
1926,2.261021541422841e-08,5.8710169931990615e-08,2.261021541422841e-08,5.8710169931990615e-08
1927,2.7300883078039207e-08,6.173649223585795e-08,2.7300883078039207e-08,6.173649223585795e-08
1928,2.8290901557933727e-08,5.74386374653711e-08,2.8290901557933727e-08,5.74386374653711e-08
1929,2.8722529878320657e-08,5.439732524743184e-08,2.8722529878320657e-08,5.439732524743184e-08
1930,2.8397226665382343e-08,5.342096593657126e-08,2.8397226665382343e-08,5.342096593657126e-08
1931,2.8070084669349982e-08,5.440111294774397e-08,2.8070084669349982e-08,5.440111294774397e-08
1932,3.380699479090968e-08,5.449923737696086e-08,3.380699479090968e-08,5.449923737696086e-08
1933,3.3840236517741166e-08,5.3023013789145675e-08,3.3840236517741166e-08,5.3023013789145675e-08
1934,3.421060691875612e-08,4.716413469298329e-08,3.421060691875612e-08,4.716413469298329e-08
1935,3.3460561052070914e-08,4.95266192501731e-08,3.3460561052070914e-08,4.95266192501731e-08
1936,3.369170035024841e-08,4.824159002428782e-08,3.369170035024841e-08,4.824159002428782e-08
1937,3.42134092485529e-08,4.5074728965183956e-08,3.42134092485529e-08,4.5074728965183956e-08
1938,3.47812536866903e-08,4.704148435865006e-08,3.47812536866903e-08,4.704148435865006e-08
1939,2.9752225318345282e-08,4.4252675175065244e-08,2.9752225318345282e-08,4.4252675175065244e-08
1940,2.6461446748068544e-08,4.374746203390194e-08,2.6461446748068544e-08,4.374746203390194e-08
1941,2.154744103778837e-08,4.329270047216076e-08,2.154744103778837e-08,4.329270047216076e-08
1942,2.3342723690486115e-08,4.9586195720913954e-08,2.3342723690486115e-08,4.9586195720913954e-08
1943,2.4906578006372067e-08,6.046276875995968e-08,2.4906578006372067e-08,6.046276875995968e-08
1944,2.599865579964801e-08,7.660951847502215e-08,2.599865579964801e-08,7.660951847502215e-08
1945,2.8975848641112278e-08,8.560680190125172e-08,2.8975848641112278e-08,8.560680190125172e-08
1946,3.1193016296932844e-08,8.892895512043911e-08,3.1193016296932844e-08,8.892895512043911e-08
1947,3.5778138800830154e-08,9.226636115451064e-08,3.5778138800830154e-08,9.226636115451064e-08
1948,3.908576725767229e-08,1.0012001894210698e-07,3.908576725767229e-08,1.0012001894210698e-07
1949,3.9801394941767805e-08,9.25642825880654e-08,3.9801394941767805e-08,9.25642825880654e-08
1950,4.08522678542665e-08,8.505271610813128e-08,4.08522678542665e-08,8.505271610813128e-08
1951,4.4961562853781545e-08,7.256940293132175e-08,4.4961562853781545e-08,7.256940293132175e-08
1952,4.428634525766029e-08,6.396781973957591e-08,4.428634525766029e-08,6.396781973957591e-08
1953,4.5523686407835025e-08,6.635145309376509e-08,4.5523686407835025e-08,6.635145309376509e-08
1954,4.86846504697626e-08,6.695314271252886e-08,4.86846504697626e-08,6.695314271252886e-08
1955,5.0760084897254794e-08,6.514572906520958e-08,5.0760084897254794e-08,6.514572906520958e-08
1956,5.260202026339097e-08,6.895000583183122e-08,5.260202026339097e-08,6.895000583183122e-08
1957,5.4853363248444764e-08,6.954706169689676e-08,5.4853363248444764e-08,6.954706169689676e-08
1958,5.11310942792014e-08,7.565420493246425e-08,5.11310942792014e-08,7.565420493246425e-08
1959,5.292071187617304e-08,7.805151775690839e-08,5.292071187617304e-08,7.805151775690839e-08
1960,5.464587918676703e-08,7.964020909412284e-08,5.464587918676703e-08,7.964020909412284e-08
1961,5.459819161858702e-08,8.198380945551825e-08,5.459819161858702e-08,8.198380945551825e-08
1962,5.657618475294969e-08,8.5825612521668e-08,5.657618475294969e-08,8.5825612521668e-08
1963,5.877665846095884e-08,9.142710715488128e-08,5.877665846095884e-08,9.142710715488128e-08
1964,5.6814041471398014e-08,1.0240563292589805e-07,5.6814041471398014e-08,1.0240563292589805e-07
1965,5.7400783808654e-08,1.2793937693394192e-07,5.7400783808654e-08,1.2793937693394192e-07
1966,5.615243178372761e-08,1.4851104777692724e-07,5.615243178372761e-08,1.4851104777692724e-07
1967,5.6651617999900084e-08,1.6172479178067078e-07,5.6651617999900084e-08,1.6172479178067078e-07
1968,5.600236262028245e-08,1.8218792620570768e-07,5.600236262028245e-08,1.8218792620570768e-07
1969,5.583641231916252e-08,1.97049321367818e-07,5.583641231916252e-08,1.97049321367818e-07
1970,5.564262599883867e-08,2.0381142665623235e-07,5.564262599883867e-08,2.0381142665623235e-07
1971,5.776115535078523e-08,2.0769058599918416e-07,5.776115535078523e-08,2.0769058599918416e-07
1972,6.070921035724755e-08,1.8363256109361309e-07,6.070921035724755e-08,1.8363256109361309e-07
1973,6.04786849172407e-08,1.7167969547569684e-07,6.04786849172407e-08,1.7167969547569684e-07
1974,6.23314179953078e-08,1.7164226611449912e-07,6.23314179953078e-08,1.7164226611449912e-07
1975,6.132166875870229e-08,1.548930421384804e-07,6.132166875870229e-08,1.548930421384804e-07
1976,6.041258921689924e-08,1.4441902505625747e-07,6.041258921689924e-08,1.4441902505625747e-07
1977,5.926148308585003e-08,1.4043489621989075e-07,5.926148308585003e-08,1.4043489621989075e-07
1978,5.713078162930937e-08,1.335702169821421e-07,5.713078162930937e-08,1.335702169821421e-07
1979,5.474837903664463e-08,1.3480849604872803e-07,5.474837903664463e-08,1.3480849604872803e-07
1980,5.571116089088589e-08,1.3952319883563697e-07,5.571116089088589e-08,1.3952319883563697e-07
1981,5.386936814082739e-08,1.3336645768699133e-07,5.386936814082739e-08,1.3336645768699133e-07
1982,5.281840336530357e-08,1.3416567006580798e-07,5.281840336530357e-08,1.3416567006580798e-07
1983,5.056568040475083e-08,1.3506949057630534e-07,5.056568040475083e-08,1.3506949057630534e-07
1984,4.9660300252948475e-08,1.3264235170546662e-07,4.9660300252948475e-08,1.3264235170546662e-07
1985,5.066910243759334e-08,1.391726921643307e-07,5.066910243759334e-08,1.391726921643307e-07
1986,5.008310464761832e-08,1.4693589938425638e-07,5.008310464761832e-08,1.4693589938425638e-07
1987,4.949726419210622e-08,1.6194460832658869e-07,4.949726419210622e-08,1.6194460832658869e-07
1988,4.728435243350759e-08,1.6805642896347957e-07,4.728435243350759e-08,1.6805642896347957e-07
1989,5.3515714780262765e-08,1.8006228482850668e-07,5.3515714780262765e-08,1.8006228482850668e-07
1990,5.628081010757212e-08,1.8645550881046802e-07,5.628081010757212e-08,1.8645550881046802e-07
1991,5.672819572818558e-08,1.9598706606822297e-07,5.672819572818558e-08,1.9598706606822297e-07
1992,5.8050865447967226e-08,1.968914286213216e-07,5.8050865447967226e-08,1.968914286213216e-07
1993,6.020520310861294e-08,1.941606849901031e-07,6.020520310861294e-08,1.941606849901031e-07
1994,6.162953474537452e-08,1.7805897251881625e-07,6.162953474537452e-08,1.7805897251881625e-07
1995,6.455378910784151e-08,1.7396194656222568e-07,6.455378910784151e-08,1.7396194656222568e-07
1996,6.054142127303358e-08,1.6944017033893033e-07,6.054142127303358e-08,1.6944017033893033e-07
1997,5.975811084064325e-08,1.646315236517434e-07,5.975811084064325e-08,1.646315236517434e-07
1998,6.146857042413753e-08,1.587464778042756e-07,6.146857042413753e-08,1.587464778042756e-07
1999,6.108643800319311e-08,1.5386220094829435e-07,6.108643800319311e-08,1.5386220094829435e-07
2000,6.071760846485372e-08,1.5371265606388208e-07,6.071760846485372e-08,1.5371265606388208e-07
2001,5.970049546785308e-08,1.4960694727506052e-07,5.970049546785308e-08,1.4960694727506052e-07
2002,5.729997555801804e-08,1.475856825956206e-07,5.729997555801804e-08,1.475856825956206e-07
2003,5.5250485075930555e-08,1.4410374912391228e-07,5.5250485075930555e-08,1.4410374912391228e-07
2004,5.365451625851035e-08,1.4171671125495777e-07,5.365451625851035e-08,1.4171671125495777e-07
2005,5.354881896632183e-08,1.3596352082296497e-07,5.354881896632183e-08,1.3596352082296497e-07
2006,4.906818545131435e-08,1.2750530536160503e-07,4.906818545131435e-08,1.2750530536160503e-07
2007,4.486095786912106e-08,1.1532489046268373e-07,4.486095786912106e-08,1.1532489046268373e-07
2008,4.408080935190485e-08,1.0575687627221799e-07,4.408080935190485e-08,1.0575687627221799e-07
2009,4.03537647741814e-08,9.629046969296593e-08,4.03537647741814e-08,9.629046969296593e-08
2010,3.7366688537027974e-08,8.567925391389508e-08,3.7366688537027974e-08,8.567925391389508e-08
2011,3.557755816936086e-08,7.561461602888033e-08,3.557755816936086e-08,7.561461602888033e-08
2012,3.138447800056708e-08,7.067698350380982e-08,3.138447800056708e-08,7.067698350380982e-08
2013,3.270539648627034e-08,6.953506824304765e-08,3.270539648627034e-08,6.953506824304765e-08
2014,3.3109761281886156e-08,6.986262641411096e-08,3.3109761281886156e-08,6.986262641411096e-08
2015,3.156883008971688e-08,7.028404322032397e-08,3.156883008971688e-08,7.028404322032397e-08
2016,3.5298554936145724e-08,7.09992958393611e-08,3.5298554936145724e-08,7.09992958393611e-08
2017,3.62717014941912e-08,6.940180341530322e-08,3.62717014941912e-08,6.940180341530322e-08
2018,3.690969734293503e-08,7.083589821377246e-08,3.690969734293503e-08,7.083589821377246e-08
2019,3.799784398239581e-08,7.025719561681854e-08,3.799784398239581e-08,7.025719561681854e-08
