ngram,KLA,KLA,KLA,KLA
1947,1.0872375127186323e-08,1.0872375127186323e-08,1.0872375127186323e-08,1.0872375127186323e-08
1948,1.1964075190868634e-08,1.1964075190868634e-08,1.1964075190868634e-08,1.1964075190868634e-08
1949,1.1981938489010905e-08,1.1981938489010905e-08,1.1981938489010905e-08,1.1981938489010905e-08
1950,1.349260195634575e-08,1.349260195634575e-08,1.349260195634575e-08,1.349260195634575e-08
1951,1.617635130608213e-08,1.617635130608213e-08,1.617635130608213e-08,1.617635130608213e-08
1952,1.8490108999458243e-08,1.8490108999458243e-08,1.8490108999458243e-08,1.8490108999458243e-08
1953,2.5127634068715972e-08,2.5127634068715972e-08,2.5127634068715972e-08,2.5127634068715972e-08
1954,2.4661119115064267e-08,2.4661119115064267e-08,2.4661119115064267e-08,2.4661119115064267e-08
1955,2.4159678828945223e-08,2.4159678828945223e-08,2.4159678828945223e-08,2.4159678828945223e-08
1956,2.535034594939946e-08,2.535034594939946e-08,2.535034594939946e-08,2.535034594939946e-08
1957,3.001608599768295e-08,3.001608599768295e-08,3.001608599768295e-08,3.001608599768295e-08
1958,2.8523052745096526e-08,2.8523052745096526e-08,2.8523052745096526e-08,2.8523052745096526e-08
1959,2.8744464459456206e-08,2.8744464459456206e-08,2.8744464459456206e-08,2.8744464459456206e-08
1960,2.6293113844896458e-08,2.6293113844896458e-08,2.6293113844896458e-08,2.6293113844896458e-08
1961,2.743767105580933e-08,2.743767105580933e-08,2.743767105580933e-08,2.743767105580933e-08
1962,3.2369694734159434e-08,3.2369694734159434e-08,3.2369694734159434e-08,3.2369694734159434e-08
1963,3.333140544522653e-08,3.333140544522653e-08,3.333140544522653e-08,3.333140544522653e-08
1964,3.388722242496962e-08,3.388722242496962e-08,3.388722242496962e-08,3.388722242496962e-08
1965,3.6017512274254063e-08,3.6017512274254063e-08,3.6017512274254063e-08,3.6017512274254063e-08
1966,4.146361679399238e-08,4.146361679399238e-08,4.146361679399238e-08,4.146361679399238e-08
1967,4.521739731850565e-08,4.521739731850565e-08,4.521739731850565e-08,4.521739731850565e-08
1968,4.8425953279109176e-08,4.8425953279109176e-08,4.8425953279109176e-08,4.8425953279109176e-08
1969,4.8110075923091244e-08,4.8110075923091244e-08,4.8110075923091244e-08,4.8110075923091244e-08
1970,5.315944306971687e-08,5.315944306971687e-08,5.315944306971687e-08,5.315944306971687e-08
1971,5.3338471417418987e-08,5.3338471417418987e-08,5.3338471417418987e-08,5.3338471417418987e-08
1972,5.635253381391132e-08,5.635253381391132e-08,5.635253381391132e-08,5.635253381391132e-08
1973,5.3215414043604273e-08,5.3215414043604273e-08,5.3215414043604273e-08,5.3215414043604273e-08
1974,5.059166901284178e-08,5.059166901284178e-08,5.059166901284178e-08,5.059166901284178e-08
1975,5.2305684355198016e-08,5.2305684355198016e-08,5.2305684355198016e-08,5.2305684355198016e-08
1976,5.3592011844167635e-08,5.3592011844167635e-08,5.3592011844167635e-08,5.3592011844167635e-08
1977,5.247256343717968e-08,5.247256343717968e-08,5.247256343717968e-08,5.247256343717968e-08
1978,5.437269682114934e-08,5.437269682114934e-08,5.437269682114934e-08,5.437269682114934e-08
1979,5.6200054388000353e-08,5.6200054388000353e-08,5.6200054388000353e-08,5.6200054388000353e-08
1980,5.6464667100694244e-08,5.6464667100694244e-08,5.6464667100694244e-08,5.6464667100694244e-08
1981,5.6386410461430255e-08,5.6386410461430255e-08,5.6386410461430255e-08,5.6386410461430255e-08
1982,5.702493664573792e-08,5.702493664573792e-08,5.702493664573792e-08,5.702493664573792e-08
1983,5.834691003363852e-08,5.834691003363852e-08,5.834691003363852e-08,5.834691003363852e-08
1984,6.868607676275523e-08,6.868607676275523e-08,6.868607676275523e-08,6.868607676275523e-08
1985,7.195108762760225e-08,7.195108762760225e-08,7.195108762760225e-08,7.195108762760225e-08
1986,7.07855869157876e-08,7.07855869157876e-08,7.07855869157876e-08,7.07855869157876e-08
1987,7.447178315292799e-08,7.447178315292799e-08,7.447178315292799e-08,7.447178315292799e-08
1988,7.642049482114999e-08,7.642049482114999e-08,7.642049482114999e-08,7.642049482114999e-08
1989,7.58084028567347e-08,7.58084028567347e-08,7.58084028567347e-08,7.58084028567347e-08
1990,7.680824205229847e-08,7.680824205229847e-08,7.680824205229847e-08,7.680824205229847e-08
1991,7.030879091627997e-08,7.030879091627997e-08,7.030879091627997e-08,7.030879091627997e-08
1992,7.007350788512667e-08,7.007350788512667e-08,7.007350788512667e-08,7.007350788512667e-08
1993,7.44910094242966e-08,7.44910094242966e-08,7.44910094242966e-08,7.44910094242966e-08
1994,1.100035932820122e-07,1.100035932820122e-07,1.100035932820122e-07,1.100035932820122e-07
1995,1.4633453966033422e-07,1.4633453966033422e-07,1.4633453966033422e-07,1.4633453966033422e-07
1996,2.4085374101494903e-07,2.4085374101494903e-07,2.4085374101494903e-07,2.4085374101494903e-07
1997,3.1269973175897447e-07,3.1269973175897447e-07,3.1269973175897447e-07,3.1269973175897447e-07
1998,3.753055395350202e-07,3.753055395350202e-07,3.753055395350202e-07,3.753055395350202e-07
1999,4.3354775211160555e-07,4.3354775211160555e-07,4.3354775211160555e-07,4.3354775211160555e-07
2000,4.6615282047111707e-07,4.6615282047111707e-07,4.6615282047111707e-07,4.6615282047111707e-07
2001,4.6065942780972235e-07,4.6065942780972235e-07,4.6065942780972235e-07,4.6065942780972235e-07
2002,4.51538409963957e-07,4.51538409963957e-07,4.51538409963957e-07,4.51538409963957e-07
2003,3.8445544094299423e-07,3.8445544094299423e-07,3.8445544094299423e-07,3.8445544094299423e-07
2004,3.398372590319403e-07,3.398372590319403e-07,3.398372590319403e-07,3.398372590319403e-07
2005,3.1009720454936283e-07,3.1009720454936283e-07,3.1009720454936283e-07,3.1009720454936283e-07
2006,2.650790337708843e-07,2.650790337708843e-07,2.650790337708843e-07,2.650790337708843e-07
2007,2.5123066953775766e-07,2.5123066953775766e-07,2.5123066953775766e-07,2.5123066953775766e-07
2008,2.302834880245947e-07,2.302834880245947e-07,2.302834880245947e-07,2.302834880245947e-07
2009,2.2660217626123214e-07,2.2660217626123214e-07,2.2660217626123214e-07,2.2660217626123214e-07
2010,2.1551609360618125e-07,2.1551609360618125e-07,2.1551609360618125e-07,2.1551609360618125e-07
2011,2.0100825638889675e-07,2.0100825638889675e-07,2.0100825638889675e-07,2.0100825638889675e-07
2012,1.793188581749356e-07,1.793188581749356e-07,1.793188581749356e-07,1.793188581749356e-07
2013,1.718780059231254e-07,1.718780059231254e-07,1.718780059231254e-07,1.718780059231254e-07
2014,1.5421721550572848e-07,1.5421721550572848e-07,1.5421721550572848e-07,1.5421721550572848e-07
2015,1.52559913146888e-07,1.52559913146888e-07,1.52559913146888e-07,1.52559913146888e-07
2016,1.315052579846971e-07,1.315052579846971e-07,1.315052579846971e-07,1.315052579846971e-07
2017,1.2529091245975602e-07,1.2529091245975602e-07,1.2529091245975602e-07,1.2529091245975602e-07
2018,1.191196901118019e-07,1.191196901118019e-07,1.191196901118019e-07,1.191196901118019e-07
2019,1.0941804262643018e-07,1.0941804262643018e-07,1.0941804262643018e-07,1.0941804262643018e-07
