ngram,Naver,Nver,Navr,Navr
1948,4.598142533396299e-09,4.762645932394299e-10,5.465914324328683e-09,5.465914324328683e-09
1949,6.217335107067916e-09,5.193811967809024e-10,4.675383699240651e-09,4.675383699240651e-09
1950,6.497373829437793e-09,3.861279014781362e-10,4.071943385649693e-09,4.071943385649693e-09
1951,8.057427074754336e-09,3.9783255063279606e-10,3.733678160295588e-09,3.733678160295588e-09
1952,8.426124972363676e-09,2.8521603134823437e-10,3.4752747029338185e-09,3.4752747029338185e-09
1953,8.997408786269391e-09,3.462552447145281e-10,3.3362485789873678e-09,3.3362485789873678e-09
1954,9.134880153892157e-09,3.0905925239656437e-10,3.0965156629290748e-09,3.0965156629290748e-09
1955,8.581978968738975e-09,2.72253504463027e-10,2.8574409346607663e-09,2.8574409346607663e-09
1956,7.742630504990546e-09,2.1769686053829673e-10,2.5110410100432593e-09,2.5110410100432593e-09
1957,7.607178981976809e-09,2.5175178806703865e-10,2.2752362533700374e-09,2.2752362533700374e-09
1958,6.606868544320069e-09,2.3780991660020996e-10,2.0644066773505595e-09,2.0644066773505595e-09
1959,6.951464578567165e-09,2.716917345863783e-10,1.82415700005529e-09,1.82415700005529e-09
1960,7.287295497196819e-09,2.1990775668699414e-10,1.8240620284056978e-09,1.8240620284056978e-09
1961,6.726364259230471e-09,2.358981204819699e-10,1.987537626543404e-09,1.987537626543404e-09
1962,8.11659203340095e-09,2.8261440509253736e-10,2.084761506284037e-09,2.084761506284037e-09
1963,8.781820604042423e-09,3.186656811442796e-10,2.0198182333024714e-09,2.0198182333024714e-09
1964,1.7819100734633205e-08,3.3064394872844057e-10,2.0797095791534404e-09,2.0797095791534404e-09
1965,1.8477948441183604e-08,3.037536075841832e-10,1.9879979884507293e-09,1.9879979884507293e-09
1966,1.958094448489029e-08,3.3142329158852846e-10,2.019619154453827e-09,2.019619154453827e-09
1967,1.918453878297604e-08,3.244505636379458e-10,1.84375573538834e-09,1.84375573538834e-09
1968,1.933082468700117e-08,3.237109965002562e-10,1.8249241641653059e-09,1.8249241641653059e-09
1969,2.0269994064189437e-08,3.7022308433229e-10,1.7726740393036217e-09,1.7726740393036217e-09
1970,1.951734596161714e-08,4.873244724423742e-10,1.817874470003541e-09,1.817874470003541e-09
1971,1.0671366901249257e-08,4.959785062811203e-10,1.6642248214436351e-09,1.6642248214436351e-09
1972,1.057528211033189e-08,5.654224271329461e-10,1.6181155938964154e-09,1.6181155938964154e-09
1973,9.336445267698373e-09,6.772069532130181e-10,1.5947702047824919e-09,1.5947702047824919e-09
1974,9.429459118288314e-09,6.744182494213189e-10,1.5263642572094227e-09,1.5263642572094227e-09
1975,9.69513802573374e-09,6.787925400335887e-10,1.475142278170186e-09,1.475142278170186e-09
1976,8.071943113918678e-09,6.675070912676162e-10,1.3703261462058185e-09,1.3703261462058185e-09
1977,8.562454491465945e-09,5.650977087061954e-10,1.2757955089196367e-09,1.2757955089196367e-09
1978,8.630195732653841e-09,5.342901458562008e-10,1.2778778590849527e-09,1.2778778590849527e-09
1979,8.469434487068384e-09,5.779466528370897e-10,1.2113323043040835e-09,1.2113323043040835e-09
1980,7.970068097559339e-09,4.4379476086106196e-10,1.0590031312191733e-09,1.0590031312191733e-09
1981,8.023290159237767e-09,5.409113276336594e-10,9.179070598846246e-10,9.179070598846246e-10
1982,8.055651193724804e-09,5.886037649346524e-10,7.318199855634231e-10,7.318199855634231e-10
1983,8.004343537188724e-09,5.36581624371075e-10,6.698596360139269e-10,6.698596360139269e-10
1984,8.0024166975485e-09,6.120316039684834e-10,6.042133143020173e-10,6.042133143020173e-10
1985,9.040841155081937e-09,6.508067854468383e-10,5.278236498667305e-10,5.278236498667305e-10
1986,9.22777993699648e-09,6.256110510590876e-10,5.225407487660253e-10,5.225407487660253e-10
1987,9.92129553115514e-09,7.335511959765434e-10,5.188839754691596e-10,5.188839754691596e-10
1988,9.82416706715331e-09,6.731587113125873e-10,5.223234424343661e-10,5.223234424343661e-10
1989,1.0015503791395628e-08,7.031975002291802e-10,5.006651046127583e-10,5.006651046127583e-10
1990,9.578973804634318e-09,8.252190280317556e-10,5.139321032235752e-10,5.139321032235752e-10
1991,9.017120827792269e-09,8.694972757667635e-10,4.701472108451351e-10,4.701472108451351e-10
1992,7.4000711590217955e-09,9.298940744401867e-10,4.024253470140999e-10,4.024253470140999e-10
1993,7.206472878757657e-09,9.49118767706076e-10,3.972861960045902e-10,3.972861960045902e-10
1994,7.077086853054684e-09,9.58069607775209e-10,4.019459527120668e-10,4.019459527120668e-10
1995,7.091252030022588e-09,9.845624870941094e-10,4.050674121521983e-10,4.050674121521983e-10
1996,6.2335076782866446e-09,1.1291619385543429e-09,4.2082378058440536e-10,4.2082378058440536e-10
1997,6.5605562252609874e-09,1.2330940237146949e-09,3.6969685646148776e-10,3.6969685646148776e-10
1998,6.82039796069083e-09,1.257154856406016e-09,3.336845898800027e-10,3.336845898800027e-10
1999,7.24878601587875e-09,1.2527643367121755e-09,3.6882999630640153e-10,3.6882999630640153e-10
2000,7.2113681375591506e-09,1.2198987375811043e-09,3.1355232695976353e-10,3.1355232695976353e-10
2001,7.009543548771749e-09,1.195662600674195e-09,2.623008179706129e-10,2.623008179706129e-10
2002,7.2709625621923484e-09,1.2125952543660746e-09,2.873820962946892e-10,2.873820962946892e-10
2003,7.781310643447829e-09,9.931889517161047e-10,2.5302271983956055e-10,2.5302271983956055e-10
2004,8.903660094919782e-09,7.732857647863816e-10,2.646324647510261e-10,2.646324647510261e-10
2005,9.480069618206244e-09,6.149713516201416e-10,2.912072487910271e-10,2.912072487910271e-10
2006,1.0314815604825104e-08,5.308559702932314e-10,2.7300080846741944e-10,2.7300080846741944e-10
2007,1.1733615856712731e-08,4.960815488555933e-10,2.949936505387234e-10,2.949936505387234e-10
2008,1.375324146632043e-08,4.3302659870546126e-10,2.8000180993248414e-10,2.8000180993248414e-10
2009,1.4665786553434503e-08,3.4932772547640363e-10,2.351026878138247e-10,2.351026878138247e-10
2010,1.5637636328693005e-08,3.673425849218656e-10,2.184009664586904e-10,2.184009664586904e-10
2011,1.487850604624847e-08,3.261619179105248e-10,1.9659818663903776e-10,1.9659818663903776e-10
2012,1.5596488418217243e-08,2.9783541406956463e-10,1.5225211022484864e-10,1.5225211022484864e-10
2013,1.5416103822068246e-08,3.1058196391693064e-10,1.1622610661597501e-10,1.1622610661597501e-10
2014,1.5556676074319446e-08,2.8825626707013845e-10,5.982309949993856e-10,5.982309949993856e-10
2015,1.4312834726938815e-08,2.357642464193407e-10,5.983705867105917e-10,5.983705867105917e-10
2016,1.5683623415847185e-08,4.132535236630755e-10,5.734785121978638e-10,5.734785121978638e-10
2017,1.5737510998074338e-08,4.009335051458063e-10,6.404009909172226e-10,6.404009909172226e-10
2018,1.690270963194962e-08,4.681214943458301e-10,7.424837654423921e-10,7.424837654423921e-10
2019,1.7063420454377365e-08,5.4777286526142e-10,9.187599561352733e-10,9.187599561352733e-10
