ngram,BASF,BSF,BASF,BSF
1958,5.114277027270678e-08,4.177494236249199e-08,5.114277027270678e-08,4.177494236249199e-08
1959,6.398953037286706e-08,4.362027970574088e-08,6.398953037286706e-08,4.362027970574088e-08
1960,7.669642495703296e-08,4.4451735498845276e-08,7.669642495703296e-08,4.4451735498845276e-08
1961,8.978440289654697e-08,4.393734011541385e-08,8.978440289654697e-08,4.393734011541385e-08
1962,1.0995557987923479e-07,3.8870884415993194e-08,1.0995557987923479e-07,3.8870884415993194e-08
1963,1.3050704187175404e-07,3.754747979201056e-08,1.3050704187175404e-07,3.754747979201056e-08
1964,1.5202205259713863e-07,4.030738841111413e-08,1.5202205259713863e-07,4.030738841111413e-08
1965,1.8145715330319945e-07,4.0602729559477014e-08,1.8145715330319945e-07,4.0602729559477014e-08
1966,2.0972134352957384e-07,5.738808717126176e-08,2.0972134352957384e-07,5.738808717126176e-08
1967,2.492470595630688e-07,6.102868889610948e-08,2.492470595630688e-07,6.102868889610948e-08
1968,2.981523863354596e-07,7.515766624927827e-08,2.981523863354596e-07,7.515766624927827e-08
1969,3.415479921743879e-07,9.093186952619752e-08,3.415479921743879e-07,9.093186952619752e-08
1970,3.8279327441159694e-07,1.0989364948191646e-07,3.8279327441159694e-07,1.0989364948191646e-07
1971,4.344219389297775e-07,1.3621261375971828e-07,4.344219389297775e-07,1.3621261375971828e-07
1972,4.7252452921903956e-07,1.5087913750124115e-07,4.7252452921903956e-07,1.5087913750124115e-07
1973,5.100302473692864e-07,1.4480090320440858e-07,5.100302473692864e-07,1.4480090320440858e-07
1974,5.288694312964383e-07,1.937502369336081e-07,5.288694312964383e-07,1.937502369336081e-07
1975,5.3788812692801e-07,2.0151377506343643e-07,5.3788812692801e-07,2.0151377506343643e-07
1976,6.354849477117699e-07,2.044277920276727e-07,6.354849477117699e-07,2.044277920276727e-07
1977,6.557147490379325e-07,2.1447293363507924e-07,6.557147490379325e-07,2.1447293363507924e-07
1978,6.60787772436119e-07,2.0880485302703683e-07,6.60787772436119e-07,2.0880485302703683e-07
1979,6.724965016603944e-07,2.1378689447309235e-07,6.724965016603944e-07,2.1378689447309235e-07
1980,6.837342587979427e-07,2.2445951637044865e-07,6.837342587979427e-07,2.2445951637044865e-07
1981,7.068709919622052e-07,1.9670238162104526e-07,7.068709919622052e-07,1.9670238162104526e-07
1982,7.375302532506924e-07,2.1859131444606256e-07,7.375302532506924e-07,2.1859131444606256e-07
1983,6.804927953193587e-07,2.425410323374828e-07,6.804927953193587e-07,2.425410323374828e-07
1984,6.992503764584918e-07,2.626546132335404e-07,6.992503764584918e-07,2.626546132335404e-07
1985,7.182173037888009e-07,2.670966990438371e-07,7.182173037888009e-07,2.670966990438371e-07
1986,7.501520177096868e-07,2.721403871776472e-07,7.501520177096868e-07,2.721403871776472e-07
1987,7.680501425966213e-07,2.7093848992925426e-07,7.680501425966213e-07,2.7093848992925426e-07
1988,7.905306753335546e-07,2.7062871765792806e-07,7.905306753335546e-07,2.7062871765792806e-07
1989,8.028404343869105e-07,2.4550686207801065e-07,8.028404343869105e-07,2.4550686207801065e-07
1990,8.033418989076122e-07,2.3187427952312385e-07,8.033418989076122e-07,2.3187427952312385e-07
1991,8.323936607926694e-07,2.108734439129226e-07,8.323936607926694e-07,2.108734439129226e-07
1992,8.516786026900393e-07,2.1163223250044082e-07,8.516786026900393e-07,2.1163223250044082e-07
1993,8.577369093083169e-07,2.0925338008380224e-07,8.577369093083169e-07,2.0925338008380224e-07
1994,8.621997104845442e-07,2.0281209905143832e-07,8.621997104845442e-07,2.0281209905143832e-07
1995,8.523444989805284e-07,1.904941180035686e-07,8.523444989805284e-07,1.904941180035686e-07
1996,8.693082967121362e-07,1.9938083742740025e-07,8.693082967121362e-07,1.9938083742740025e-07
1997,8.641383309233268e-07,1.9554704116282145e-07,8.641383309233268e-07,1.9554704116282145e-07
1998,8.266804668112724e-07,1.9462384516698095e-07,8.266804668112724e-07,1.9462384516698095e-07
1999,7.837302941230259e-07,1.8594614508466683e-07,7.837302941230259e-07,1.8594614508466683e-07
2000,7.680827301166053e-07,1.83008333059271e-07,7.680827301166053e-07,1.83008333059271e-07
2001,7.174472500537377e-07,2.780617194275692e-07,7.174472500537377e-07,2.780617194275692e-07
2002,6.782051684695034e-07,4.391870760400707e-07,6.782051684695034e-07,4.391870760400707e-07
2003,6.270357622335203e-07,4.4008400428603114e-07,6.270357622335203e-07,4.4008400428603114e-07
2004,6.121774934594473e-07,4.460020051055835e-07,6.121774934594473e-07,4.460020051055835e-07
2005,5.754589632748061e-07,4.7485673145989236e-07,5.754589632748061e-07,4.7485673145989236e-07
2006,5.46778112818304e-07,4.733254915631083e-07,5.46778112818304e-07,4.733254915631083e-07
2007,4.706654733256853e-07,4.778924786056191e-07,4.706654733256853e-07,4.778924786056191e-07
2008,4.437377185695368e-07,3.835080864941379e-07,4.437377185695368e-07,3.835080864941379e-07
2009,4.1493885711523557e-07,2.306138437039148e-07,4.1493885711523557e-07,2.306138437039148e-07
2010,3.7236817515154795e-07,2.1998424618426986e-07,3.7236817515154795e-07,2.1998424618426986e-07
2011,3.1675384905481353e-07,2.0462285630985987e-07,3.1675384905481353e-07,2.0462285630985987e-07
2012,2.827812336038603e-07,1.5833893485250883e-07,2.827812336038603e-07,1.5833893485250883e-07
2013,2.706120036626609e-07,1.5182285194116828e-07,2.706120036626609e-07,1.5182285194116828e-07
2014,2.6594434692534765e-07,1.3403931425110776e-07,2.6594434692534765e-07,1.3403931425110776e-07
2015,2.6143063028679793e-07,1.3001614819683839e-07,2.6143063028679793e-07,1.3001614819683839e-07
2016,2.478218143713613e-07,1.306980053072948e-07,2.478218143713613e-07,1.306980053072948e-07
2017,2.375232549904164e-07,1.2623571995125835e-07,2.375232549904164e-07,1.2623571995125835e-07
2018,2.3606826005106996e-07,1.2519297030166853e-07,2.3606826005106996e-07,1.2519297030166853e-07
2019,2.388673046027634e-07,1.313912125766592e-07,2.388673046027634e-07,1.313912125766592e-07
