ngram,Denso,Dens,Dnso,Dnso
1934,4.1575062598957806e-09,7.555444879260773e-08,4.809528370801936e-11,4.809528370801936e-11
1935,4.254526239247777e-09,7.719841527935906e-08,2.5285797265541176e-11,2.5285797265541176e-11
1936,4.293987942993738e-09,7.95109517274081e-08,0.0,0.0
1937,4.786576262334157e-09,9.300634472099643e-08,0.0,0.0
1938,4.606122864078291e-09,1.0731633131350854e-07,0.0,0.0
1939,4.798013494447925e-09,1.0969184265669745e-07,0.0,0.0
1940,5.933384767636036e-09,1.090750042668073e-07,0.0,0.0
1941,5.8610623021593256e-09,1.066603262854317e-07,0.0,0.0
1942,6.063488187736863e-09,1.0245917029091548e-07,0.0,0.0
1943,6.1167126919059456e-09,9.87331156514821e-08,4.2906650454810347e-11,4.2906650454810347e-11
1944,5.827714152520766e-09,7.997843555683306e-08,6.187797298361021e-11,6.187797298361021e-11
1945,6.451832750593261e-09,6.283944133299104e-08,8.064739352521753e-11,8.064739352521753e-11
1946,6.548246611615127e-09,6.315086409358628e-08,8.064739352521753e-11,8.064739352521753e-11
1947,1.2648399883019579e-08,6.689911913326796e-08,9.72043695535163e-11,9.72043695535163e-11
1948,1.2967321280247087e-08,6.680667650828451e-08,9.72043695535163e-11,9.72043695535163e-11
1949,1.6678099250861626e-08,6.992051230067123e-08,9.72043695535163e-11,9.72043695535163e-11
1950,1.739052432217899e-08,7.22041651865116e-08,5.4297719098705954e-11,5.4297719098705954e-11
1951,1.8026640180579534e-08,7.68264649358181e-08,5.187549497108281e-11,5.187549497108281e-11
1952,2.008046148408279e-08,7.731261624550306e-08,3.310607442947549e-11,3.310607442947549e-11
1953,2.2926284997432892e-08,8.26642109684274e-08,3.310607442947549e-11,3.310607442947549e-11
1954,1.7970349145254464e-08,7.957548880150561e-08,3.106505429879241e-11,3.106505429879241e-11
1955,2.201684751972672e-08,7.980672072400402e-08,3.106505429879241e-11,3.106505429879241e-11
1956,2.2051785921105094e-08,8.396939270889042e-08,3.106505429879241e-11,3.106505429879241e-11
1957,2.7379431674238016e-08,8.51242256365887e-08,3.106505429879241e-11,3.106505429879241e-11
1958,3.0033314755785664e-08,8.419344814975765e-08,2.6417763809849504e-11,2.6417763809849504e-11
1959,3.167885128821776e-08,9.229059725969688e-08,6.029958179601787e-11,6.029958179601787e-11
1960,3.1319549874199634e-08,8.69779443389364e-08,7.088744274114894e-11,7.088744274114894e-11
1961,3.3186705700976356e-08,9.074822011306033e-08,9.013819452745914e-11,9.013819452745914e-11
1962,3.139985541419524e-08,9.337974964702361e-08,1.207434628471203e-10,1.207434628471203e-10
1963,3.1858232115869866e-08,9.601992141077581e-08,1.4055117585660375e-10,1.4055117585660375e-10
1964,2.830498705260912e-08,9.765642110843536e-08,1.5853779598641792e-10,1.5853779598641792e-10
1965,2.8111008124450824e-08,1.0060466796143633e-07,1.5545106967535764e-10,1.5545106967535764e-10
1966,2.7021520259446722e-08,9.730011336322214e-08,1.3915539454861e-10,1.3915539454861e-10
1967,2.6158139781224625e-08,9.65496056437587e-08,1.462568915184497e-10,1.462568915184497e-10
1968,2.826271204371876e-08,9.320025741642115e-08,1.124901838345238e-10,1.124901838345238e-10
1969,3.034221661226054e-08,9.242156754193534e-08,1.0881557163270169e-10,1.0881557163270169e-10
1970,3.071957621614274e-08,8.760124765266092e-08,8.900785862321823e-11,8.900785862321823e-11
1971,3.315817055847349e-08,8.283277099150967e-08,7.102123849340408e-11,7.102123849340408e-11
1972,3.6158469488408885e-08,7.879788402728341e-08,7.090160204979514e-11,7.090160204979514e-11
1973,3.701035287763586e-08,7.452870777667289e-08,7.807775061406476e-11,7.807775061406476e-11
1974,3.889022792691321e-08,7.285574556346677e-08,7.66833987182152e-11,7.66833987182152e-11
1975,3.9138124614217825e-08,7.206781558823292e-08,8.479289889276994e-11,8.479289889276994e-11
1976,3.805173928331637e-08,6.895657632201488e-08,5.7862242774930905e-11,5.7862242774930905e-11
1977,3.743123297031811e-08,6.855226430957373e-08,7.391506454520628e-11,7.391506454520628e-11
1978,3.509381280813224e-08,6.97648085333315e-08,8.207499313120766e-11,8.207499313120766e-11
1979,3.2120986251779216e-08,6.846607902843971e-08,7.337954797364305e-11,7.337954797364305e-11
1980,3.1878826689535344e-08,6.81087399811986e-08,4.861725654995272e-11,4.861725654995272e-11
1981,3.2525306892239314e-08,6.920767907964936e-08,3.2322250530831504e-11,3.2322250530831504e-11
1982,3.015979237781201e-08,6.713444733463803e-08,4.6447234451431536e-11,4.6447234451431536e-11
1983,2.9518018251906142e-08,6.726348900087942e-08,8.345976241457592e-11,8.345976241457592e-11
1984,2.8664817567200122e-08,6.670973056494794e-08,1.2621168743057583e-10,1.2621168743057583e-10
1985,3.079167600260137e-08,6.78919833368192e-08,2.048606601816922e-10,2.048606601816922e-10
1986,3.080224710215264e-08,7.103782552673823e-08,2.1867777033612867e-10,2.1867777033612867e-10
1987,3.138042486179009e-08,7.4213179094126e-08,2.387401724725434e-10,2.387401724725434e-10
1988,2.9022219548226402e-08,7.587422601318394e-08,2.872600431334606e-10,2.872600431334606e-10
1989,3.047735930294948e-08,8.139141373573824e-08,5.643660796631319e-10,5.643660796631319e-10
1990,2.923093234130647e-08,8.19520309391919e-08,6.471878687725712e-10,6.471878687725712e-10
1991,2.839671558214312e-08,9.19142633750068e-08,6.015216588717287e-10,6.015216588717287e-10
1992,2.672189910616193e-08,9.018244944465031e-08,6.928584462114909e-10,6.928584462114909e-10
1993,2.6680210041263308e-08,8.865943864780742e-08,7.692203669664086e-10,7.692203669664086e-10
1994,2.921800985283036e-08,8.400938966701688e-08,8.336986567373092e-10,8.336986567373092e-10
1995,3.770363729164014e-08,8.617536246496066e-08,9.193085409983251e-10,9.193085409983251e-10
1996,4.580433200983082e-08,8.332186750083435e-08,6.76686372610583e-10,6.76686372610583e-10
1997,5.584938353056909e-08,8.273588087653089e-08,5.913672002485651e-10,5.913672002485651e-10
1998,6.565966919375959e-08,6.944046912086118e-08,7.342289236917615e-10,7.342289236917615e-10
1999,7.548883499250028e-08,6.787331940927288e-08,6.320086517622567e-10,6.320086517622567e-10
2000,8.015478718854346e-08,6.86033665431296e-08,9.416466891945925e-10,9.416466891945925e-10
2001,8.115012205069303e-08,7.04027434445769e-08,1.0954303099529129e-09,1.0954303099529129e-09
2002,7.598170778270027e-08,6.623179160669679e-08,1.0042489855572561e-09,1.0042489855572561e-09
2003,6.974612734974731e-08,6.49867897907695e-08,9.578469079404454e-10,9.578469079404454e-10
2004,6.332661430162392e-08,6.743705581259616e-08,9.687506778908806e-10,9.687506778908806e-10
2005,5.474841405625089e-08,6.952310676362166e-08,8.276561985368477e-10,8.276561985368477e-10
2006,4.7011850158794136e-08,7.072047480960464e-08,8.237827890072197e-10,8.237827890072197e-10
2007,4.233793049479573e-08,7.004293779898165e-08,4.2933288174618056e-10,4.2933288174618056e-10
2008,3.7508757496799005e-08,7.006012988800389e-08,1.9100856908054505e-10,1.9100856908054505e-10
2009,3.39217456663781e-08,7.078006295354758e-08,1.480601385542687e-10,1.480601385542687e-10
2010,2.8557360159149018e-08,7.162657311710063e-08,1.4593165614410327e-10,1.4593165614410327e-10
2011,2.6222043203461e-08,6.85457663962552e-08,1.0515513856493693e-10,1.0515513856493693e-10
2012,2.4245791913861988e-08,6.626511403088184e-08,9.024935759034086e-11,9.024935759034086e-11
2013,2.121501679092879e-08,6.388821154652241e-08,1.819735037259359e-11,1.819735037259359e-11
2014,1.924899515971999e-08,6.450491188810961e-08,1.2830189291942621e-11,1.2830189291942621e-11
2015,1.8963059313291197e-08,6.327935356661588e-08,1.2830189291942621e-11,1.2830189291942621e-11
2016,1.844598429556754e-08,6.557764870811817e-08,1.2830189291942621e-11,1.2830189291942621e-11
2017,1.8812202758529868e-08,6.495837586347382e-08,5.416129928807282e-12,5.416129928807282e-12
2018,1.6751220499600096e-08,6.57377611901211e-08,0.0,0.0
2019,1.678061156695776e-08,6.7416840110468e-08,0.0,0.0
