ngram,Adidas,Adias,Adids,Adids
1982,7.044017940367147e-08,2.846093390724518e-10,2.020558736199567e-09,2.020558736199567e-09
1983,7.398277952168947e-08,2.660007739867838e-10,2.1157481798285615e-09,2.1157481798285615e-09
1984,7.765295708038269e-08,2.4859631714280184e-10,1.866679239752906e-09,1.866679239752906e-09
1985,7.975577582491106e-08,2.467446098632285e-10,2.0613082352127776e-09,2.0613082352127776e-09
1986,7.761942352349901e-08,2.5649795878538283e-10,2.017825319531953e-09,2.017825319531953e-09
1987,8.247970230611048e-08,2.2285192738788088e-10,2.1037189292170767e-09,2.1037189292170767e-09
1988,8.87635971074425e-08,2.4708562180413603e-10,2.0092103536484274e-09,2.0092103536484274e-09
1989,9.401137747642809e-08,2.1743964168890225e-10,2.1534856279156347e-09,2.1534856279156347e-09
1990,9.639571223780357e-08,2.144594680413598e-10,2.156971220682432e-09,2.156971220682432e-09
1991,9.906447421112066e-08,2.326046240540082e-10,2.1551206057830133e-09,2.1551206057830133e-09
1992,1.0247465809243295e-07,2.372235116676613e-10,2.125651099582626e-09,2.125651099582626e-09
1993,1.1266957398804931e-07,1.7364492879304701e-10,2.408404935800539e-09,2.408404935800539e-09
1994,1.2033481360569048e-07,2.0579190137695998e-10,2.282500395039173e-09,2.282500395039173e-09
1995,1.2855937723900623e-07,1.6257060975188864e-10,2.3517819120704483e-09,2.3517819120704483e-09
1996,1.4042539829363575e-07,2.9921862626514084e-09,2.458924175385846e-09,2.458924175385846e-09
1997,1.5440069997144486e-07,3.0518442792734237e-09,2.4124494306982616e-09,2.4124494306982616e-09
1998,1.646522278520024e-07,4.232333273528661e-09,2.554123801346009e-09,2.554123801346009e-09
1999,1.7653039411210818e-07,4.218669480217572e-09,2.431548264323981e-09,2.431548264323981e-09
2000,1.846864725913682e-07,4.225307549280252e-09,2.2547996485806313e-09,2.2547996485806313e-09
2001,1.9854644506267505e-07,4.1848563716544755e-09,2.3943739530756555e-09,2.3943739530756555e-09
2002,2.143053835977428e-07,4.1871691922244575e-09,2.6430654966245827e-09,2.6430654966245827e-09
2003,2.2641551262430376e-07,1.4039767736292612e-09,2.475886559264292e-09,2.475886559264292e-09
2004,2.483862857616259e-07,1.3681543690627747e-09,2.439776967756911e-09,2.439776967756911e-09
2005,2.7681635929509086e-07,4.181544807833694e-10,2.3384160480992885e-09,2.3384160480992885e-09
2006,2.9875388918298995e-07,4.384640968754397e-10,2.1067663883275347e-09,2.1067663883275347e-09
2007,3.1476478008179196e-07,4.3397059408335966e-10,1.848717512409337e-09,1.848717512409337e-09
2008,3.178001902272497e-07,4.394820231940726e-10,1.5352136328068105e-09,1.5352136328068105e-09
2009,3.265853974556064e-07,5.632115775739648e-10,9.649270824327712e-10,9.649270824327712e-10
2010,3.2650001051998903e-07,2.5637363511894176e-09,6.69849021488795e-10,6.69849021488795e-10
2011,3.198811953097902e-07,2.536482875919217e-09,4.667747319616769e-10,4.667747319616769e-10
2012,3.0531520727501107e-07,2.3318858619852153e-09,1.636905392978148e-10,1.636905392978148e-10
2013,3.015904123263421e-07,2.327557092499496e-09,9.163853208006754e-11,9.163853208006754e-11
2014,2.9876901765289533e-07,2.3684374471564874e-09,4.333408433674992e-11,4.333408433674992e-11
2015,3.0135011895384066e-07,2.4610380439898147e-09,2.2169766022983595e-11,2.2169766022983595e-11
2016,3.010532663795727e-07,2.390936103863999e-09,3.053805844112554e-11,3.053805844112554e-11
2017,3.0503328692551196e-07,4.013194452682593e-10,3.0851522725416913e-11,3.0851522725416913e-11
2018,3.048030123409262e-07,4.490865540551781e-10,1.752376022068347e-11,1.752376022068347e-11
2019,3.1079665063771245e-07,4.585659317546398e-10,2.190470027585434e-11,2.190470027585434e-11
