ngram,CVS Health,CS Health
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,0.0,0.0
1881,0.0,0.0
1882,0.0,0.0
1883,0.0,0.0
1884,0.0,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,0.0,0.0
1900,0.0,0.0
1901,0.0,0.0
1902,0.0,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,0.0,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,0.0,0.0
1921,0.0,0.0
1922,0.0,0.0
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,2.2465148788849578e-11
1933,0.0,2.2465148788849578e-11
1934,0.0,2.2465148788849578e-11
1935,0.0,2.2465148788849578e-11
1936,0.0,2.2465148788849578e-11
1937,0.0,2.2465148788849578e-11
1938,0.0,2.2465148788849578e-11
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,6.293582321958979e-11
1947,0.0,6.293582321958979e-11
1948,0.0,6.293582321958979e-11
1949,0.0,6.293582321958979e-11
1950,0.0,7.901886982044002e-11
1951,0.0,7.901886982044002e-11
1952,0.0,7.901886982044002e-11
1953,0.0,1.6083046600850234e-11
1954,0.0,1.6083046600850234e-11
1955,0.0,2.986681636134898e-11
1956,0.0,4.268170836604515e-11
1957,0.0,3.872125834255716e-11
1958,0.0,3.872125834255716e-11
1959,0.0,3.872125834255716e-11
1960,0.0,3.872125834255716e-11
1961,0.0,4.942756521535736e-11
1962,0.0,4.5349720010991386e-11
1963,0.0,3.253482800629521e-11
1964,0.0,2.041223142893297e-11
1965,0.0,2.041223142893297e-11
1966,0.0,2.8783327903665016e-11
1967,0.0,4.5619084898529394e-11
1968,0.0,3.49127780257292e-11
1969,0.0,3.375324226467009e-11
1970,0.0,1.0886618987246014e-10
1971,0.0,1.0886618987246014e-10
1972,0.0,1.0886618987246014e-10
1973,7.857428001895833e-12,1.0835252139962392e-10
1974,7.857428001895833e-12,9.151676440475955e-11
1975,7.857428001895833e-12,9.922781743102301e-11
1976,4.607833460028894e-11,9.068142863594935e-11
1977,4.607833460028894e-11,3.0840648487398934e-11
1978,4.607833460028894e-11,6.964948954881121e-11
1979,4.607833460028894e-11,7.737992835773636e-11
1980,3.82209065983931e-11,9.188630560795298e-11
1981,4.547845532704946e-11,1.064014030652657e-10
1982,6.66245739133764e-11,1.057390563996563e-10
1983,4.9522496222856713e-11,1.2685788530752973e-10
1984,4.9522496222856713e-11,1.115857178482901e-10
1985,4.9522496222856713e-11,7.277687678687781e-11
1986,4.9522496222856713e-11,7.161673040315516e-11
1987,4.9522496222856713e-11,6.197759864847084e-11
1988,4.2264947494200353e-11,6.065102685954521e-11
1989,2.7448640087048203e-11,6.626194285724069e-11
1990,1.26651333270151e-11,7.681972369729832e-11
1991,1.26651333270151e-11,1.768765595298673e-10
1992,1.26651333270151e-11,2.0110148714931013e-10
1993,1.26651333270151e-11,2.0066243260262262e-10
1994,9.316222644519177e-11,2.0651401075322262e-10
1995,9.92463125570886e-11,2.054936573086292e-10
1996,1.0492100491992546e-10,1.9283403495027963e-10
1997,1.095392987625145e-10,1.7211104119277794e-10
1998,2.0854996350881472e-10,8.305539044216128e-11
1999,2.0854996350881472e-10,6.915580657732408e-11
2000,2.431631845283595e-10,7.785880670344421e-11
2001,1.723267139105581e-10,6.411286630560374e-11
2002,1.6624262779866124e-10,5.7059453392341706e-11
2003,1.5915311429859358e-10,6.197444343428567e-11
2004,1.8185764600569295e-10,7.506236207996001e-11
2005,9.704712529621875e-11,7.352793968922505e-11
2006,9.704712529621875e-11,6.320259593461941e-11
2007,7.776077301909926e-11,4.8368357929984285e-11
2008,8.319463173922514e-11,4.353804667979664e-11
2009,9.108843887495333e-11,4.63170945049932e-11
2010,9.396840646872358e-11,4.140210446304923e-11
2011,7.353867316682385e-11,1.7360569826945545e-11
2012,6.734214089143542e-10,7.893807135728181e-12
2013,3.1067828577614952e-09,7.893807135728181e-12
2014,5.0820372761241545e-09,7.893807135728181e-12
2015,6.394578447112474e-09,7.893807135728181e-12
2016,8.409400476071843e-09,0.0
2017,9.801873104842151e-09,0.0
2018,1.17437279456567e-08,0.0
2019,1.3605014892448253e-08,0.0
