ngram,Paccar,Pacar,Pacar,Pacar
1975,2.234315684849061e-08,9.295652025897994e-10,9.295652025897994e-10,9.295652025897994e-10
1976,3.125093974075201e-08,9.882139233902925e-10,9.882139233902925e-10,9.882139233902925e-10
1977,3.5822287866186086e-08,1.0157133071128248e-09,1.0157133071128248e-09,1.0157133071128248e-09
1978,3.968797937911209e-08,9.801599135502874e-10,9.801599135502874e-10,9.801599135502874e-10
1979,4.4401836366400205e-08,8.684339041537775e-10,8.684339041537775e-10,8.684339041537775e-10
1980,4.5551110819782737e-08,7.838065870949659e-10,7.838065870949659e-10,7.838065870949659e-10
1981,4.94522132450064e-08,1.0349364579617264e-09,1.0349364579617264e-09,1.0349364579617264e-09
1982,4.9859155280630926e-08,1.068237343820095e-09,1.068237343820095e-09,1.068237343820095e-09
1983,5.1295107336305334e-08,1.281437563203726e-09,1.281437563203726e-09,1.281437563203726e-09
1984,5.4046325763985285e-08,1.207764836554302e-09,1.207764836554302e-09,1.207764836554302e-09
1985,5.847377134874218e-08,1.306091564266611e-09,1.306091564266611e-09,1.306091564266611e-09
1986,5.891470980908967e-08,1.3800538767316795e-09,1.3800538767316795e-09,1.3800538767316795e-09
1987,5.983500476044615e-08,1.447869221341388e-09,1.447869221341388e-09,1.447869221341388e-09
1988,5.967538082732712e-08,1.350567118458506e-09,1.350567118458506e-09,1.350567118458506e-09
1989,5.7370797890143876e-08,1.5001587749807754e-09,1.5001587749807754e-09,1.5001587749807754e-09
1990,5.3735030393551956e-08,1.2476806096220879e-09,1.2476806096220879e-09,1.2476806096220879e-09
1991,5.297616821410754e-08,1.2236035200936207e-09,1.2236035200936207e-09,1.2236035200936207e-09
1992,4.913010239907375e-08,1.1818515372701605e-09,1.1818515372701605e-09,1.1818515372701605e-09
1993,4.7670510079050084e-08,1.1761458156606913e-09,1.1761458156606913e-09,1.1761458156606913e-09
1994,4.674892193991452e-08,1.1731964130338009e-09,1.1731964130338009e-09,1.1731964130338009e-09
1995,4.466436769640885e-08,9.97589828204732e-10,9.97589828204732e-10,9.97589828204732e-10
1996,4.295523657406518e-08,7.731738344800882e-10,7.731738344800882e-10,7.731738344800882e-10
1997,4.012435869274863e-08,7.804770877203485e-10,7.804770877203485e-10,7.804770877203485e-10
1998,3.776393064924832e-08,8.634239196630184e-10,8.634239196630184e-10,8.634239196630184e-10
1999,3.677717000779726e-08,8.852105239297105e-10,8.852105239297105e-10,8.852105239297105e-10
2000,3.3829331970634616e-08,8.047575463164338e-10,8.047575463164338e-10,8.047575463164338e-10
2001,3.04966680480285e-08,7.311318495073493e-10,7.311318495073493e-10,7.311318495073493e-10
2002,2.8238683772282717e-08,7.245531436732883e-10,7.245531436732883e-10,7.245531436732883e-10
2003,2.7212011437833487e-08,1.043817425351788e-09,1.043817425351788e-09,1.043817425351788e-09
2004,2.4251663026981466e-08,1.0490733638933237e-09,1.0490733638933237e-09,1.0490733638933237e-09
2005,2.1089586965672424e-08,1.2649084280003109e-09,1.2649084280003109e-09,1.2649084280003109e-09
2006,1.743632057785557e-08,1.328383605495428e-09,1.328383605495428e-09,1.328383605495428e-09
2007,1.5268503287099326e-08,1.3207944539659978e-09,1.3207944539659978e-09,1.3207944539659978e-09
2008,1.4065829390119688e-08,1.6131259264870072e-09,1.6131259264870072e-09,1.6131259264870072e-09
2009,1.3796825523318797e-08,1.5982456627991075e-09,1.5982456627991075e-09,1.5982456627991075e-09
2010,1.1507865581096764e-08,1.2316917922091823e-09,1.2316917922091823e-09,1.2316917922091823e-09
2011,1.0348298028008327e-08,1.2155364690981584e-09,1.2155364690981584e-09,1.2155364690981584e-09
2012,1.0366648555455121e-08,9.660799343042775e-10,9.660799343042775e-10,9.660799343042775e-10
2013,1.2140275641923739e-08,1.1572149944643379e-09,1.1572149944643379e-09,1.1572149944643379e-09
2014,1.1587671774496552e-08,1.175255420760024e-09,1.175255420760024e-09,1.175255420760024e-09
2015,1.0758953379002328e-08,8.959449372879038e-10,8.959449372879038e-10,8.959449372879038e-10
2016,9.121396495258085e-09,8.588905618468954e-10,8.588905618468954e-10,8.588905618468954e-10
2017,9.767582409558884e-09,9.542768658610257e-10,9.542768658610257e-10,9.542768658610257e-10
2018,1.0603209643633704e-08,1.047641901008589e-09,1.047641901008589e-09,1.047641901008589e-09
2019,9.665627798138843e-09,1.085278360235531e-09,1.085278360235531e-09,1.085278360235531e-09
