ngram,IQVIA,IQIA,IQIA
1864,0.0,0.0,0.0
1865,0.0,0.0,0.0
1866,0.0,0.0,0.0
1867,0.0,0.0,0.0
1868,0.0,0.0,0.0
1869,0.0,0.0,0.0
1870,0.0,0.0,0.0
1871,0.0,0.0,0.0
1872,0.0,0.0,0.0
1873,0.0,0.0,0.0
1874,0.0,0.0,0.0
1875,0.0,4.011503034513047e-11,4.011503034513047e-11
1876,0.0,4.011503034513047e-11,4.011503034513047e-11
1877,0.0,7.506670285373218e-11,7.506670285373218e-11
1878,0.0,7.506670285373218e-11,7.506670285373218e-11
1879,0.0,7.506670285373218e-11,7.506670285373218e-11
1880,0.0,7.506670285373218e-11,7.506670285373218e-11
1881,0.0,7.506670285373218e-11,7.506670285373218e-11
1882,0.0,3.4951672508601714e-11,3.4951672508601714e-11
1883,0.0,3.4951672508601714e-11,3.4951672508601714e-11
1884,0.0,0.0,0.0
1885,0.0,0.0,0.0
1886,0.0,0.0,0.0
1887,0.0,0.0,0.0
1888,0.0,0.0,0.0
1889,0.0,0.0,0.0
1890,0.0,0.0,0.0
1891,0.0,0.0,0.0
1892,0.0,0.0,0.0
1893,0.0,0.0,0.0
1894,0.0,2.2091772855503677e-11,2.2091772855503677e-11
1895,0.0,2.2091772855503677e-11,2.2091772855503677e-11
1896,0.0,2.2091772855503677e-11,2.2091772855503677e-11
1897,0.0,4.066852806897511e-11,4.066852806897511e-11
1898,0.0,5.870669625033083e-11,5.870669625033083e-11
1899,0.0,5.870669625033083e-11,5.870669625033083e-11
1900,0.0,5.870669625033083e-11,5.870669625033083e-11
1901,0.0,3.6614923394827163e-11,3.6614923394827163e-11
1902,0.0,3.6614923394827163e-11,3.6614923394827163e-11
1903,0.0,3.6614923394827163e-11,3.6614923394827163e-11
1904,0.0,1.803816818135573e-11,1.803816818135573e-11
1905,0.0,0.0,0.0
1906,0.0,0.0,0.0
1907,0.0,0.0,0.0
1908,0.0,0.0,0.0
1909,0.0,0.0,0.0
1910,0.0,1.3773889766850139e-11,1.3773889766850139e-11
1911,0.0,1.5355320487353552e-10,1.5355320487353552e-10
1912,0.0,3.121083897280766e-10,3.121083897280766e-10
1913,0.0,4.1219382173369416e-10,4.1219382173369416e-10
1914,0.0,4.852762665914184e-10,4.852762665914184e-10
1915,0.0,5.330924342834236e-10,5.330924342834236e-10
1916,0.0,5.48144296817567e-10,5.48144296817567e-10
1917,0.0,6.041990816393497e-10,6.041990816393497e-10
1918,0.0,5.507012009107828e-10,5.507012009107828e-10
1919,0.0,4.631747465725208e-10,4.631747465725208e-10
1920,0.0,3.8629096944996025e-10,3.8629096944996025e-10
1921,0.0,3.1320852459223604e-10,3.1320852459223604e-10
1922,0.0,3.1369494898506444e-10,3.1369494898506444e-10
1923,0.0,3.477499756408621e-10,3.477499756408621e-10
1924,0.0,2.779213010522292e-10,2.779213010522292e-10
1925,0.0,2.146450418199259e-10,2.146450418199259e-10
1926,0.0,1.4361631130364672e-10,1.4361631130364672e-10
1927,0.0,1.431530350608818e-10,1.431530350608818e-10
1928,0.0,1.6596252150336e-10,1.6596252150336e-10
1929,0.0,1.176599294185264e-10,1.176599294185264e-10
1930,0.0,1.7746261206573267e-10,1.7746261206573267e-10
1931,0.0,2.036956218777673e-10,2.036956218777673e-10
1932,0.0,1.8069044673195223e-10,1.8069044673195223e-10
1933,0.0,2.0385760539960122e-10,2.0385760539960122e-10
1934,0.0,1.8111922675930917e-10,1.8111922675930917e-10
1935,0.0,2.471990727194649e-10,2.471990727194649e-10
1936,0.0,2.471990727194649e-10,2.471990727194649e-10
1937,0.0,1.3828950088231754e-10,1.3828950088231754e-10
1938,0.0,1.338087418645273e-10,1.338087418645273e-10
1939,0.0,1.5870276719771274e-10,1.5870276719771274e-10
1940,0.0,1.3553560853006375e-10,1.3553560853006375e-10
1941,0.0,1.6311417890982734e-10,1.6311417890982734e-10
1942,2.490804586395358e-11,9.913289237114701e-11,9.913289237114701e-11
1943,2.490804586395358e-11,1.6349287003590363e-10,1.6349287003590363e-10
1944,2.490804586395358e-11,1.824641925647035e-10,1.824641925647035e-10
1945,2.490804586395358e-11,1.7948136231206646e-10,1.7948136231206646e-10
1946,2.490804586395358e-11,1.7113544113568834e-10,1.7113544113568834e-10
1947,2.490804586395358e-11,1.7113544113568834e-10,1.7113544113568834e-10
1948,2.490804586395358e-11,1.4355687075592475e-10,1.4355687075592475e-10
1949,0.0,1.356549872433277e-10,1.356549872433277e-10
1950,0.0,8.821498492001772e-11,8.821498492001772e-11
1951,0.0,8.579276079239456e-11,8.579276079239456e-11
1952,0.0,8.270728942986035e-11,8.270728942986035e-11
1953,0.0,6.615918527305301e-11,6.615918527305301e-11
1954,0.0,8.06751411706687e-11,8.06751411706687e-11
1955,0.0,9.516939319942352e-11,9.516939319942352e-11
1956,0.0,7.8163230848067e-11,7.8163230848067e-11
1957,0.0,6.124325550662034e-11,6.124325550662034e-11
1958,0.0,1.0420319765788325e-10,1.0420319765788325e-10
1959,0.0,1.1110712647540869e-10,1.1110712647540869e-10
1960,0.0,1.2169498742053975e-10,1.2169498742053975e-10
1961,0.0,1.1843460042047583e-10,1.1843460042047583e-10
1962,0.0,1.2434386060482845e-10,1.2434386060482845e-10
1963,0.0,1.2434386060482845e-10,1.2434386060482845e-10
1964,0.0,1.423304807346426e-10,1.423304807346426e-10
1965,0.0,8.282144018220298e-11,8.282144018220298e-11
1966,0.0,8.66127764747355e-11,8.66127764747355e-11
1967,0.0,7.602491552960444e-11,7.602491552960444e-11
1968,0.0,8.248242961655145e-11,8.248242961655145e-11
1969,0.0,8.003268880951708e-11,8.003268880951708e-11
1970,0.0,1.414192513093937e-10,1.414192513093937e-10
1971,0.0,1.4133443225285347e-10,1.4133443225285347e-10
1972,0.0,1.5002987741041807e-10,1.5002987741041807e-10
1973,0.0,1.23650663121287e-10,1.23650663121287e-10
1974,8.147503009560607e-12,1.317981661308476e-10,1.317981661308476e-10
1975,8.147503009560607e-12,1.303040834954583e-10,1.303040834954583e-10
1976,8.147503009560607e-12,1.2038674323295544e-10,1.2038674323295544e-10
1977,8.147503009560607e-12,7.505300250335419e-11,7.505300250335419e-11
1978,8.147503009560607e-12,8.163098669244917e-11,8.163098669244917e-11
1979,8.147503009560607e-12,1.0544634510794332e-10,1.0544634510794332e-10
1980,8.147503009560607e-12,1.211199999422747e-10,1.211199999422747e-10
1981,0.0,1.587512903871475e-10,1.587512903871475e-10
1982,0.0,1.4253229003803802e-10,1.4253229003803802e-10
1983,0.0,1.4930087027797967e-10,1.4930087027797967e-10
1984,0.0,1.4794923520427313e-10,1.4794923520427313e-10
1985,0.0,1.5963982615988367e-10,1.5963982615988367e-10
1986,0.0,1.271290225868249e-10,1.271290225868249e-10
1987,0.0,1.2483030284052684e-10,1.2483030284052684e-10
1988,0.0,1.1370855645953526e-10,1.1370855645953526e-10
1989,0.0,1.4031660357437048e-10,1.4031660357437048e-10
1990,0.0,1.654563658700806e-10,1.654563658700806e-10
1991,0.0,1.5075517917351178e-10,1.5075517917351178e-10
1992,0.0,1.209471491213167e-10,1.209471491213167e-10
1993,0.0,1.2738850847198487e-10,1.2738850847198487e-10
1994,0.0,1.2051670326378757e-10,1.2051670326378757e-10
1995,0.0,9.22467875895196e-11,9.22467875895196e-11
1996,0.0,6.563874047468436e-11,6.563874047468436e-11
1997,0.0,2.5693966795462384e-11,2.5693966795462384e-11
1998,5.777787474649441e-12,3.147175427011182e-11,3.147175427011182e-11
1999,5.777787474649441e-12,2.510940810432746e-11,2.510940810432746e-11
2000,5.777787474649441e-12,7.059234298302717e-11,7.059234298302717e-11
2001,5.777787474649441e-12,6.408921310319116e-11,6.408921310319116e-11
2002,5.777787474649441e-12,8.454485177421058e-11,8.454485177421058e-11
2003,5.777787474649441e-12,8.454485177421058e-11,8.454485177421058e-11
2004,5.777787474649441e-12,8.959139779258457e-11,8.959139779258457e-11
2005,0.0,1.235623582618306e-10,1.235623582618306e-10
2006,0.0,1.3385550257491045e-10,1.3385550257491045e-10
2007,0.0,8.729836942619355e-11,8.729836942619355e-11
2008,0.0,9.78805285830767e-11,9.78805285830767e-11
2009,0.0,9.178115360973317e-11,9.178115360973317e-11
2010,0.0,9.178115360973317e-11,9.178115360973317e-11
2011,0.0,8.673460759135919e-11,8.673460759135919e-11
2012,0.0,4.698585964746371e-11,4.698585964746371e-11
2013,0.0,3.669271533438387e-11,3.669271533438387e-11
2014,0.0,3.132555425373289e-11,3.132555425373289e-11
2015,8.308926879863066e-10,2.0743395096849734e-11,2.0743395096849734e-11
2016,2.7772817696407922e-09,0.0,0.0
2017,3.240162064580924e-09,0.0,0.0
2018,3.888194477497109e-09,0.0,0.0
2019,4.860243096871386e-09,0.0,0.0
