ngram,Prologis,Prologis,Prologs,Prologs
1961,1.2892074114605785e-10,1.2892074114605785e-10,7.044622980194909e-10,7.044622980194909e-10
1962,1.59526009465719e-10,1.59526009465719e-10,7.587046031114803e-10,7.587046031114803e-10
1963,1.5239771151381072e-10,1.5239771151381072e-10,8.41909379513593e-10,8.41909379513593e-10
1964,1.7937764170853195e-10,1.7937764170853195e-10,1.1513939127524457e-09,1.1513939127524457e-09
1965,1.6747583379629815e-10,1.6747583379629815e-10,1.2293943601233386e-09,1.2293943601233386e-09
1966,1.6497496622770924e-10,1.6497496622770924e-10,1.3186956090586018e-09,1.3186956090586018e-09
1967,1.6497496622770924e-10,1.6497496622770924e-10,1.2941622892384937e-09,1.2941622892384937e-09
1968,1.03899065938075e-10,1.03899065938075e-10,1.4770110690065508e-09,1.4770110690065508e-09
1969,7.329379761841385e-11,7.329379761841385e-11,1.5892139033318082e-09,1.5892139033318082e-09
1970,1.236421560373608e-10,1.236421560373608e-10,1.5028717001034205e-09,1.5028717001034205e-09
1971,9.666222584263956e-11,9.666222584263956e-11,1.3485859096107333e-09,1.3485859096107333e-09
1972,1.0535767100020418e-10,1.0535767100020418e-10,1.4069416584153567e-09,1.4069416584153567e-09
1973,9.656459957049383e-11,9.656459957049383e-11,1.3120042829939393e-09,1.3120042829939393e-09
1974,1.0471210258005442e-10,1.0471210258005442e-10,1.526409443286525e-09,1.526409443286525e-09
1975,8.699901959555564e-11,8.699901959555564e-11,1.7333053405264666e-09,1.7333053405264666e-09
1976,1.1110831352190154e-10,1.1110831352190154e-10,1.6213932260303717e-09,1.6213932260303717e-09
1977,6.503147474888417e-11,6.503147474888417e-11,1.6503788177349828e-09,1.6503788177349828e-09
1978,6.503147474888417e-11,6.503147474888417e-11,1.5671572452445405e-09,1.5671572452445405e-09
1979,6.446373048458426e-11,6.446373048458426e-11,3.5831855577888358e-09,3.5831855577888358e-09
1980,7.230055790174994e-11,7.230055790174994e-11,3.593434708523294e-09,3.593434708523294e-09
1981,7.178285347083805e-11,7.178285347083805e-11,3.6439832579964512e-09,3.6439832579964512e-09
1982,1.0142883358607183e-10,1.0142883358607183e-10,3.7464113557460016e-09,3.7464113557460016e-09
1983,1.5874710276467648e-10,1.5874710276467648e-10,4.958949838064695e-09,4.958949838064695e-09
1984,2.0082320925255256e-10,2.0082320925255256e-10,6.422902733481197e-09,6.422902733481197e-09
1985,3.31036557293147e-10,3.31036557293147e-10,7.520112183761235e-09,7.520112183761235e-09
1986,3.505430767087552e-10,3.505430767087552e-10,6.483425637629889e-09,6.483425637629889e-09
1987,4.965180062734196e-10,4.965180062734196e-10,7.469305364691893e-09,7.469305364691893e-09
1988,5.443394861843436e-10,5.443394861843436e-10,7.909912153840942e-09,7.909912153840942e-09
1989,6.011696577054185e-10,6.011696577054185e-10,8.412479411491956e-09,8.412479411491956e-09
1990,6.129465704837348e-10,6.129465704837348e-10,7.892983853809353e-09,7.892983853809353e-09
1991,5.862068410054735e-10,5.862068410054735e-10,7.313016414656204e-09,7.313016414656204e-09
1992,4.623558391306634e-10,4.623558391306634e-10,6.728956249345077e-09,6.728956249345077e-09
1993,4.4116297817245863e-10,4.4116297817245863e-10,6.2597810744437405e-09,6.2597810744437405e-09
1994,3.8489816790126293e-10,3.8489816790126293e-10,5.403467863627855e-09,5.403467863627855e-09
1995,6.871262358701788e-10,6.871262358701788e-10,4.9465065059856835e-09,4.9465065059856835e-09
1996,1.5900702490800889e-09,1.5900702490800889e-09,4.336631371464656e-09,4.336631371464656e-09
1997,1.865027337923296e-09,1.865027337923296e-09,3.778436960136641e-09,3.778436960136641e-09
1998,2.4265016057963986e-09,2.4265016057963986e-09,3.2134796411144505e-09,3.2134796411144505e-09
1999,2.9950031621428508e-09,2.9950031621428508e-09,2.824413338130073e-09,2.824413338130073e-09
2000,3.4714577165243352e-09,3.4714577165243352e-09,2.3303957493884096e-09,2.3303957493884096e-09
2001,3.794781378019252e-09,3.794781378019252e-09,2.504147429099086e-09,2.504147429099086e-09
2002,4.532287053596715e-09,4.532287053596715e-09,2.4102701104819093e-09,2.4102701104819093e-09
2003,4.3681688742326836e-09,4.3681688742326836e-09,2.4230434484248266e-09,2.4230434484248266e-09
2004,5.0194095863836145e-09,5.0194095863836145e-09,2.3674536458224385e-09,2.3674536458224385e-09
2005,5.198588860975763e-09,5.198588860975763e-09,2.1810443134080107e-09,2.1810443134080107e-09
2006,4.958252158055692e-09,4.958252158055692e-09,1.9889071976665817e-09,1.9889071976665817e-09
2007,4.775917280700323e-09,4.775917280700323e-09,1.9600736589353573e-09,1.9600736589353573e-09
2008,4.540234458235862e-09,4.540234458235862e-09,1.6820622038084464e-09,1.6820622038084464e-09
2009,3.760349063876487e-09,3.760349063876487e-09,1.8714508672904427e-09,1.8714508672904427e-09
2010,3.246183179404584e-09,3.246183179404584e-09,1.6222295887554798e-09,1.6222295887554798e-09
2011,2.551748701229428e-09,2.551748701229428e-09,1.7507862302780707e-09,1.7507862302780707e-09
2012,2.0867311529520246e-09,2.0867311529520246e-09,1.644534207225133e-09,1.644534207225133e-09
2013,2.1053714486082444e-09,2.1053714486082444e-09,1.5967485984218805e-09,1.5967485984218805e-09
2014,2.651717654979434e-09,2.651717654979434e-09,1.6880971779161973e-09,1.6880971779161973e-09
2015,3.00416634426069e-09,3.00416634426069e-09,1.7135888343209972e-09,1.7135888343209972e-09
2016,3.640156557135502e-09,3.640156557135502e-09,1.5991282345925332e-09,1.5991282345925332e-09
2017,3.883857198812753e-09,3.883857198812753e-09,1.6268390061006481e-09,1.6268390061006481e-09
2018,4.205673720392156e-09,4.205673720392156e-09,1.5037512679505483e-09,1.5037512679505483e-09
2019,4.705751843747663e-09,4.705751843747663e-09,1.5526228219764349e-09,1.5526228219764349e-09
