ngram,Enel,Eel,Enl,Eel
1884,1.2681550650864688e-09,8.549882782712562e-07,2.126779489028e-08,8.549882782712562e-07
1885,1.4350076127378486e-09,8.470832995044475e-07,2.174616550324312e-08,8.470832995044475e-07
1886,1.6410661559821245e-09,8.169549395071434e-07,2.2151627833620424e-08,8.169549395071434e-07
1887,1.725338459403401e-09,7.890143365330005e-07,2.2973568951962468e-08,7.890143365330005e-07
1888,1.5987024085514383e-09,7.501545675430472e-07,1.9881792466337955e-08,7.501545675430472e-07
1889,1.3980062544113485e-09,7.563558191187829e-07,1.892029276108685e-08,7.563558191187829e-07
1890,1.5040038936486866e-09,7.290650907114988e-07,2.127875793027962e-08,7.290650907114988e-07
1891,1.5976881762025386e-09,7.225199120901899e-07,2.204294968777276e-08,7.225199120901899e-07
1892,1.5415394080279095e-09,7.276948151359517e-07,2.207227480153863e-08,7.276948151359517e-07
1893,1.473208305347029e-09,7.197793690595842e-07,2.1639823012874005e-08,7.197793690595842e-07
1894,1.4896038569300885e-09,7.468142046361339e-07,2.0626833447628153e-08,7.468142046361339e-07
1895,1.4699536231090248e-09,7.273197947402618e-07,1.9335130195331984e-08,7.273197947402618e-07
1896,1.7538695416620597e-09,6.893948563759165e-07,1.8794865600365744e-08,6.893948563759165e-07
1897,1.7744250830580605e-09,6.753978872049109e-07,1.667439875063792e-08,6.753978872049109e-07
1898,1.6836224795265968e-09,6.630730484045801e-07,1.6602014493319724e-08,6.630730484045801e-07
1899,1.646486597855252e-09,6.600541025493709e-07,1.4730076536295655e-07,6.600541025493709e-07
1900,1.6919199850663956e-09,6.408504792229255e-07,1.4961739935870355e-07,6.408504792229255e-07
1901,1.5296388282998968e-09,6.058329436850077e-07,1.5203739879763945e-07,6.058329436850077e-07
1902,1.7562898437160713e-09,6.149283779320415e-07,1.54423831182677e-07,6.149283779320415e-07
1903,1.8765599550464783e-09,6.280181992224243e-07,1.5728201826651196e-07,6.280181992224243e-07
1904,1.9707137033364575e-09,6.301012587885322e-07,2.0653407847451684e-07,6.301012587885322e-07
1905,1.9067243022569916e-09,6.248009997632055e-07,2.0869252383347104e-07,6.248009997632055e-07
1906,1.9309993604110787e-09,6.136475576568046e-07,7.753609995323327e-08,6.136475576568046e-07
1907,1.91241368772767e-09,6.221777247057097e-07,7.603483937706252e-08,6.221777247057097e-07
1908,1.905664752983276e-09,6.053274189201017e-07,7.548417230956212e-08,6.053274189201017e-07
1909,1.7301402215658917e-09,6.17390144595577e-07,7.30333845463552e-08,6.17390144595577e-07
1910,1.7405477694053063e-09,6.45582417746482e-07,7.373328538205572e-08,6.45582417746482e-07
1911,1.7030315887670407e-09,6.411820062826987e-07,2.9160622868776694e-08,6.411820062826987e-07
1912,1.7091181485946144e-09,6.220449790816929e-07,2.981030000626106e-08,6.220449790816929e-07
1913,1.5585296703995206e-09,6.09299417776908e-07,3.201791593759091e-08,6.09299417776908e-07
1914,1.4556752945895012e-09,5.890163460467843e-07,3.9112973939024546e-08,5.890163460467843e-07
1915,1.4552364472183603e-09,5.872654956614756e-07,4.046704812513521e-08,5.872654956614756e-07
1916,1.5809331542295168e-09,5.462777608045144e-07,4.828682520496841e-08,5.462777608045144e-07
1917,1.419483380044844e-09,4.7308444907555115e-07,4.92206138704075e-08,4.7308444907555115e-07
1918,1.31248761858771e-09,4.5213883481665107e-07,4.9337394614212826e-08,4.5213883481665107e-07
1919,1.3386071378335934e-09,4.4380927631339417e-07,5.0541943709601714e-08,4.4380927631339417e-07
1920,1.3027324853785517e-09,4.615960124608266e-07,5.0065244648424464e-08,4.615960124608266e-07
1921,1.5647465942006784e-09,4.5265570796410817e-07,4.3606341648683156e-08,4.5265570796410817e-07
1922,1.6140220271410044e-09,4.726172814376436e-07,4.41694579324446e-08,4.726172814376436e-07
1923,1.5133636248927068e-09,4.750500051743854e-07,5.158416627182305e-08,4.750500051743854e-07
1924,1.3073135193434178e-09,4.870839558991844e-07,4.9364385595091724e-08,4.870839558991844e-07
1925,1.364802406010414e-09,5.046574074185628e-07,6.493795977137649e-08,5.046574074185628e-07
1926,1.3405884418433394e-09,5.195506998591424e-07,8.564257569787515e-08,5.195506998591424e-07
1927,1.4524272340388222e-09,5.052782349983837e-07,9.327865311904913e-08,5.052782349983837e-07
1928,1.2413406096684859e-09,5.214344298565265e-07,1.434132173017133e-07,5.214344298565265e-07
1929,1.3745766033349378e-09,5.011387388874157e-07,1.4738970323589585e-07,5.011387388874157e-07
1930,1.2924065072107892e-09,5.141527351172824e-07,1.3596550272966722e-07,5.141527351172824e-07
1931,1.245374924217581e-09,5.534546647010887e-07,1.3646788740321165e-07,5.534546647010887e-07
1932,1.2044691375231613e-09,5.432191260622079e-07,1.2174043462209738e-07,5.432191260622079e-07
1933,1.553685904138418e-09,5.264035881477216e-07,1.032861100774036e-07,5.264035881477216e-07
1934,1.7309943577720993e-09,5.179985578251944e-07,9.651066231900326e-08,5.179985578251944e-07
1935,1.7707418012039407e-09,5.069844348781771e-07,6.364112995324181e-08,5.069844348781771e-07
1936,1.827596956708152e-09,5.138118085921763e-07,6.277326392023497e-08,5.138118085921763e-07
1937,1.7540022708071946e-09,4.994726460998728e-07,6.321315839029142e-08,4.994726460998728e-07
1938,2.293327781645514e-09,4.638302349186623e-07,7.249844255089296e-08,4.638302349186623e-07
1939,2.2535459688808957e-09,4.7666154452079876e-07,7.284640243402204e-08,4.7666154452079876e-07
1940,2.0018010899696445e-09,4.752878055569454e-07,7.57009693026183e-08,4.752878055569454e-07
1941,1.8956329363360526e-09,4.5299789722516183e-07,7.924008573110899e-08,4.5299789722516183e-07
1942,2.0968463790690552e-09,4.364652527653691e-07,6.461691575460854e-08,4.364652527653691e-07
1943,2.1480073275625955e-09,4.140709230731383e-07,6.046639861827835e-08,4.140709230731383e-07
1944,2.361778820133712e-09,3.973370772720435e-07,6.056173365972687e-08,3.973370772720435e-07
1945,2.2279169778879495e-09,3.840067271149954e-07,1.440343067672854e-07,3.840067271149954e-07
1946,2.277130071805443e-09,3.6038678834821827e-07,1.9385448573367675e-07,3.6038678834821827e-07
1947,2.4993497430411284e-09,3.8653692107410667e-07,2.641036342002475e-07,3.8653692107410667e-07
1948,2.668164038916692e-09,4.0395597368712644e-07,3.0494795006623985e-07,4.0395597368712644e-07
1949,2.4488012094283006e-09,4.197857330317285e-07,3.041050195154834e-07,4.197857330317285e-07
1950,2.3333609489029072e-09,4.4562318229119615e-07,3.1845831318020957e-07,4.4562318229119615e-07
1951,2.493194555570304e-09,4.582963738032829e-07,3.1960328681991867e-07,4.582963738032829e-07
1952,2.3124410640308822e-09,4.6233329190467233e-07,2.2999906436536678e-07,4.6233329190467233e-07
1953,2.474716241453377e-09,4.926059570412431e-07,1.812709276651146e-07,4.926059570412431e-07
1954,2.4155266675762732e-09,4.754407468356346e-07,1.0485013999885138e-07,4.754407468356346e-07
1955,2.246317449510522e-09,4.830745094100816e-07,6.214034797835666e-08,4.830745094100816e-07
1956,2.513623706005116e-09,4.842194657937528e-07,6.663731001919717e-08,4.842194657937528e-07
1957,2.574240963250572e-09,4.795773804744385e-07,5.530522884100719e-08,4.795773804744385e-07
1958,2.3608041553403935e-09,4.84580742262811e-07,5.1752861805555635e-08,4.84580742262811e-07
1959,2.685851842519428e-09,4.742202699097626e-07,5.114771336626031e-08,4.742202699097626e-07
1960,3.3837854899029398e-09,4.7097757211694055e-07,4.753602870063592e-08,4.7097757211694055e-07
1961,3.863268260850816e-09,4.876946206877619e-07,4.963113907154236e-08,4.876946206877619e-07
1962,4.281596902419185e-09,5.445584300949642e-07,5.551099694197806e-08,5.445584300949642e-07
1963,4.364832669904015e-09,5.897611085206986e-07,5.749512561286403e-08,5.897611085206986e-07
1964,4.806920496567914e-09,5.955979531790945e-07,5.489478738240905e-08,5.955979531790945e-07
1965,5.29744939977864e-09,6.07236606648647e-07,5.570789543948454e-08,6.07236606648647e-07
1966,5.838178575499699e-09,6.397389224080793e-07,5.391204181494556e-08,6.397389224080793e-07
1967,6.27414323669687e-09,6.218794794676796e-07,5.4517640941347574e-08,6.218794794676796e-07
1968,6.604757058730521e-09,6.172602776847011e-07,5.667968037771841e-08,6.172602776847011e-07
1969,6.9792869896088766e-09,5.719444767951895e-07,5.148966510302801e-08,5.719444767951895e-07
1970,7.661171823920249e-09,5.250028729213747e-07,4.635904358808927e-08,5.250028729213747e-07
1971,8.489958323666867e-09,5.124093555813098e-07,4.803405673214911e-08,5.124093555813098e-07
1972,1.0245084273005237e-08,4.905174811093665e-07,4.769498878382754e-08,4.905174811093665e-07
1973,1.0498544256165587e-08,4.789417005213181e-07,5.126918521471323e-08,4.789417005213181e-07
1974,1.0299246534982233e-08,4.7181060023961307e-07,5.133772112182149e-08,4.7181060023961307e-07
1975,1.0965810228112462e-08,4.5818548853406226e-07,4.772140168743785e-08,4.5818548853406226e-07
1976,1.1882559317452238e-08,4.2625133086663223e-07,4.780149051189905e-08,4.2625133086663223e-07
1977,1.2524238662032466e-08,4.4381730341618617e-07,4.604972758670556e-08,4.4381730341618617e-07
1978,1.2815130924691078e-08,4.368892518868961e-07,4.306268560786261e-08,4.368892518868961e-07
1979,1.1676864173994415e-08,4.4117502641581397e-07,4.3969581753344755e-08,4.4117502641581397e-07
1980,1.1983765218254966e-08,4.254393388691824e-07,4.063650393959506e-08,4.254393388691824e-07
1981,1.2809396210400337e-08,4.1112265794903837e-07,4.1383130573129686e-08,4.1112265794903837e-07
1982,1.3705906885620931e-08,3.8623673503934697e-07,4.352899602671252e-08,3.8623673503934697e-07
1983,1.3756597511920582e-08,3.82190409352136e-07,4.116838476469249e-08,3.82190409352136e-07
1984,1.3848376413859244e-08,3.7023104125312655e-07,4.2359758875168807e-08,3.7023104125312655e-07
1985,1.4089325135151803e-08,3.5276895411178497e-07,4.560959153211895e-08,3.5276895411178497e-07
1986,2.2956660318738742e-08,3.33708738610637e-07,4.561975889113715e-08,3.33708738610637e-07
1987,2.4335751953279735e-08,3.3730450305873614e-07,4.456620088839307e-08,3.3730450305873614e-07
1988,2.4716906870431947e-08,3.4203647000400193e-07,4.5755828078800475e-08,3.4203647000400193e-07
1989,2.4982698576536677e-08,3.4368023956890935e-07,4.4672360540890365e-08,3.4368023956890935e-07
1990,2.559002191101659e-08,3.34296008272109e-07,4.874558636101613e-08,3.34296008272109e-07
1991,2.6917835579557244e-08,3.0894078203605855e-07,4.9078024945613056e-08,3.0894078203605855e-07
1992,2.9008381220916946e-08,3.1610584626053294e-07,5.037114623819759e-08,3.1610584626053294e-07
1993,2.256479803008915e-08,3.236551882374832e-07,5.6845757307704455e-08,3.236551882374832e-07
1994,2.3547069056511257e-08,3.112272923187577e-07,6.192409886450281e-08,3.112272923187577e-07
1995,2.51645297615661e-08,3.0572899488236415e-07,5.809931431193556e-08,3.0572899488236415e-07
1996,2.7001288823872268e-08,3.0776479726617776e-07,5.934656499562152e-08,3.0776479726617776e-07
1997,3.089889690142757e-08,3.1567800208774444e-07,5.261074293676822e-08,3.1567800208774444e-07
1998,3.3979801321899165e-08,3.0921255448187625e-07,4.879288820599673e-08,3.0921255448187625e-07
1999,3.6599337909543854e-08,2.943536157675096e-07,4.23445405723604e-08,2.943536157675096e-07
2000,3.8072998468205044e-08,2.869398088023445e-07,3.4345084490691336e-08,2.869398088023445e-07
2001,3.984054051743767e-08,2.821448512284925e-07,2.744503824203548e-08,2.821448512284925e-07
2002,4.235100498866424e-08,2.80721613827544e-07,2.5481459989659276e-08,2.80721613827544e-07
2003,4.396388979850079e-08,2.6979289811736506e-07,1.9071236653392783e-08,2.6979289811736506e-07
2004,4.585604784779207e-08,2.627775635184142e-07,2.9190249075026842e-08,2.627775635184142e-07
2005,4.6950135461949164e-08,2.6377697638833653e-07,2.768201147672146e-08,2.6377697638833653e-07
2006,4.482026128016514e-08,2.74082846577325e-07,2.6914961307308464e-08,2.74082846577325e-07
2007,4.512053461017526e-08,2.762054935244253e-07,2.6357714614074927e-08,2.762054935244253e-07
2008,4.360561435744005e-08,2.8853576087125734e-07,2.536911569706035e-08,2.8853576087125734e-07
2009,5.036323764378332e-08,2.8315059401912937e-07,2.9340264947766822e-08,2.8315059401912937e-07
2010,4.7558644260854114e-08,2.77663427742222e-07,2.9027223545442993e-08,2.77663427742222e-07
2011,4.203200631991422e-08,2.718671489836717e-07,1.6567237740413735e-08,2.718671489836717e-07
2012,3.8371899943204623e-08,2.64307804595124e-07,1.5207304685357518e-08,2.64307804595124e-07
2013,3.789564979277722e-08,2.4561688251521575e-07,1.4863837462440545e-08,2.4561688251521575e-07
2014,3.674663367243218e-08,2.2576559948512503e-07,1.3927378171376046e-08,2.2576559948512503e-07
2015,3.693587201171665e-08,2.0155983447369052e-07,1.336225010005267e-08,2.0155983447369052e-07
2016,3.081418650400078e-08,1.9300681637040335e-07,8.880703918277634e-09,1.9300681637040335e-07
2017,3.1627412392746614e-08,1.8983064838569894e-07,8.631832434010297e-09,1.8983064838569894e-07
2018,3.388429803408144e-08,1.8124839016309124e-07,9.3832955627704e-09,1.8124839016309124e-07
2019,3.56832203785018e-08,1.7608948965630589e-07,1.0691852181388128e-08,1.7608948965630589e-07
