ngram,Neste,Nste,Neste,Nste
1927,1.0258486568151933e-08,3.3075947734685837e-10,1.0258486568151933e-08,3.3075947734685837e-10
1928,1.2277531055307885e-08,3.0264786906756113e-10,1.2277531055307885e-08,3.0264786906756113e-10
1929,1.1885918788883437e-08,3.5321946359864343e-10,1.1885918788883437e-08,3.5321946359864343e-10
1930,1.1422311731377834e-08,3.5589341196295976e-10,1.1422311731377834e-08,3.5589341196295976e-10
1931,1.2416549249089875e-08,3.3328336122652654e-10,1.2416549249089875e-08,3.3328336122652654e-10
1932,1.218901519400057e-08,1.7224712925819778e-10,1.218901519400057e-08,1.7224712925819778e-10
1933,1.1581328087016475e-08,1.7224712925819778e-10,1.1581328087016475e-08,1.7224712925819778e-10
1934,1.1314434659023424e-08,1.0403199730240381e-10,1.1314434659023424e-08,1.0403199730240381e-10
1935,8.398253901832829e-09,1.262543304030623e-10,8.398253901832829e-09,1.262543304030623e-10
1936,9.949885423513446e-09,9.662016821541743e-11,9.949885423513446e-09,9.662016821541743e-11
1937,9.724991542218016e-09,6.939277525613058e-11,9.724991542218016e-09,6.939277525613058e-11
1938,8.966680287159079e-09,6.491201623834034e-11,8.966680287159079e-09,6.491201623834034e-11
1939,9.141181589455982e-09,6.491201623834034e-11,9.141181589455982e-09,6.491201623834034e-11
1940,9.05563630431467e-09,1.422918013574811e-10,9.05563630431467e-09,1.422918013574811e-10
1941,8.65545660541248e-09,1.422918013574811e-10,8.65545660541248e-09,1.422918013574811e-10
1942,8.818809238420044e-09,1.2006946825682263e-10,8.818809238420044e-09,1.2006946825682263e-10
1943,7.336077079145298e-09,9.913203591338515e-11,7.336077079145298e-09,9.913203591338515e-11
1944,7.34367753908925e-09,1.5604600151724364e-10,7.34367753908925e-09,1.5604600151724364e-10
1945,6.776515539184759e-09,1.718325918062139e-10,6.776515539184759e-09,1.718325918062139e-10
1946,7.360739129325111e-09,2.0492880011982858e-10,7.360739129325111e-09,2.0492880011982858e-10
1947,7.65548227984628e-09,1.6066296705728534e-10,7.65548227984628e-09,1.6066296705728534e-10
1948,7.79125367397374e-09,2.290629670070083e-10,7.79125367397374e-09,2.290629670070083e-10
1949,7.489779717064136e-09,2.4606912935836485e-10,7.489779717064136e-09,2.4606912935836485e-10
1950,7.576738474719086e-09,2.7990908004125817e-10,7.576738474719086e-09,2.7990908004125817e-10
1951,7.821723142192078e-09,2.2299511443739968e-10,7.821723142192078e-09,2.2299511443739968e-10
1952,8.821121103405209e-09,2.1682417171233125e-10,8.821121103405209e-09,2.1682417171233125e-10
1953,8.685590024981593e-09,2.3079567423867076e-10,8.685590024981593e-09,2.3079567423867076e-10
1954,9.283261270809362e-09,2.1219767807968892e-10,9.283261270809362e-09,2.1219767807968892e-10
1955,1.1778224237194275e-08,1.5829193015872078e-10,1.1778224237194275e-08,1.5829193015872078e-10
1956,1.3162805321899538e-08,1.6822177876875599e-10,1.3162805321899538e-08,1.6822177876875599e-10
1957,1.4339957665754355e-08,1.7261300424723355e-10,1.4339957665754355e-08,1.7261300424723355e-10
1958,1.4615519461358417e-08,1.9641662007170117e-10,1.4615519461358417e-08,1.9641662007170117e-10
1959,1.5123971027922574e-08,1.8763659971015352e-10,1.5123971027922574e-08,1.8763659971015352e-10
1960,1.586320103846057e-08,1.5115674981533037e-10,1.586320103846057e-08,1.5115674981533037e-10
1961,1.7524891379342274e-08,1.4789636281526645e-10,1.7524891379342274e-08,1.4789636281526645e-10
1962,1.7074074598610878e-08,1.3340211078651165e-10,1.7074074598610878e-08,1.3340211078651165e-10
1963,1.814466570644007e-08,1.064660998251199e-10,1.814466570644007e-08,1.064660998251199e-10
1964,1.952905875108562e-08,7.72282337286561e-11,1.952905875108562e-08,7.72282337286561e-11
1965,2.028211478131782e-08,6.223969950536201e-11,2.028211478131782e-08,6.223969950536201e-11
1966,2.0418753671996067e-08,8.361717667477414e-11,2.0418753671996067e-08,8.361717667477414e-11
1967,2.1215082262366584e-08,8.187399468712847e-11,2.1215082262366584e-08,8.187399468712847e-11
1968,2.1568855400135234e-08,1.0604459175857426e-10,2.1568855400135234e-08,1.0604459175857426e-10
1969,2.3503957383549538e-08,1.1502147746161079e-10,2.3503957383549538e-08,1.1502147746161079e-10
1970,2.471555100263296e-08,1.325604953187184e-10,2.471555100263296e-08,1.325604953187184e-10
1971,2.5763362744766838e-08,1.5041988785499275e-10,2.5763362744766838e-08,1.5041988785499275e-10
1972,2.7088148613074736e-08,1.416048062538192e-10,2.7088148613074736e-08,1.416048062538192e-10
1973,2.8702903926663178e-08,1.2240174251149886e-10,2.8702903926663178e-08,1.2240174251149886e-10
1974,3.016917103439352e-08,1.4614707559225592e-10,3.016917103439352e-08,1.4614707559225592e-10
1975,3.081435957190999e-08,1.1883040979781308e-10,3.081435957190999e-08,1.1883040979781308e-10
1976,2.9539889011078102e-08,1.2592638638191696e-10,2.9539889011078102e-08,1.2592638638191696e-10
1977,2.9612169478403823e-08,1.324666011802224e-10,2.9612169478403823e-08,1.324666011802224e-10
1978,3.031244639422377e-08,1.1377382716504236e-10,3.031244639422377e-08,1.1377382716504236e-10
1979,3.2007818871550494e-08,1.4628463073810113e-10,3.2007818871550494e-08,1.4628463073810113e-10
1980,3.502104612656305e-08,1.4503282255717842e-10,3.502104612656305e-08,1.4503282255717842e-10
1981,3.755363918246855e-08,1.811110007005861e-10,3.755363918246855e-08,1.811110007005861e-10
1982,4.29592437813296e-08,2.0264748064126514e-10,4.29592437813296e-08,2.0264748064126514e-10
1983,5.012598945443512e-08,2.087821359250278e-10,5.012598945443512e-08,2.087821359250278e-10
1984,5.880962865895916e-08,2.1410527666275237e-10,5.880962865895916e-08,2.1410527666275237e-10
1985,6.953696589968266e-08,2.2764757341103044e-10,6.953696589968266e-08,2.2764757341103044e-10
1986,8.004976186677076e-08,2.3658810030128107e-10,8.004976186677076e-08,2.3658810030128107e-10
1987,8.608994660010336e-08,2.665773574106467e-10,8.608994660010336e-08,2.665773574106467e-10
1988,9.900451556989407e-08,2.2563480647378294e-10,9.900451556989407e-08,2.2563480647378294e-10
1989,1.0634762657803418e-07,2.1594486119904032e-10,1.0634762657803418e-07,2.1594486119904032e-10
1990,1.1492709920243474e-07,2.2702465304494775e-10,1.1492709920243474e-07,2.2702465304494775e-10
1991,1.1831923022295346e-07,2.370378893168379e-10,1.1831923022295346e-07,2.370378893168379e-10
1992,1.184404224220868e-07,2.2806035631412717e-10,1.184404224220868e-07,2.2806035631412717e-10
1993,1.169292614479543e-07,2.1881582260415859e-10,1.169292614479543e-07,2.1881582260415859e-10
1994,1.1819650731175508e-07,1.978317311555701e-10,1.1819650731175508e-07,1.978317311555701e-10
1995,1.160050798278332e-07,1.8926748660394058e-10,1.160050798278332e-07,1.8926748660394058e-10
1996,1.1105624508900291e-07,1.8191553025863934e-10,1.1105624508900291e-07,1.8191553025863934e-10
1997,1.0342464256447264e-07,1.5438074529067995e-10,1.0342464256447264e-07,1.5438074529067995e-10
1998,9.468173445270622e-08,1.611874354228477e-10,9.468173445270622e-08,1.611874354228477e-10
1999,8.289187545886176e-08,1.7015571987125507e-10,8.289187545886176e-08,1.7015571987125507e-10
2000,7.295284275089995e-08,1.379489231179143e-10,7.295284275089995e-08,1.379489231179143e-10
2001,6.248152014823713e-08,1.2571619439905035e-10,6.248152014823713e-08,1.2571619439905035e-10
2002,5.068929047930786e-08,1.4413467542511478e-10,5.068929047930786e-08,1.4413467542511478e-10
2003,4.485545243174524e-08,1.3153059692992486e-10,4.485545243174524e-08,1.3153059692992486e-10
2004,3.974048265068372e-08,1.358711645178217e-10,3.974048265068372e-08,1.358711645178217e-10
2005,3.764315183372803e-08,9.958605170660003e-11,3.764315183372803e-08,9.958605170660003e-11
2006,3.681734181018978e-08,7.789307492662395e-11,3.681734181018978e-08,7.789307492662395e-11
2007,3.583356773211628e-08,3.1404817040543113e-10,3.583356773211628e-08,3.1404817040543113e-10
2008,3.550675943740446e-08,2.9376525022075025e-10,3.550675943740446e-08,2.9376525022075025e-10
2009,3.455463724679118e-08,2.6863141175789297e-10,3.455463724679118e-08,2.6863141175789297e-10
2010,3.399562739251191e-08,2.727253078629469e-10,3.399562739251191e-08,2.727253078629469e-10
2011,3.01894466251237e-08,2.7191700998986853e-10,3.01894466251237e-08,2.7191700998986853e-10
2012,2.96871781760696e-08,2.619798230038947e-10,2.96871781760696e-08,2.619798230038947e-10
2013,3.006798746493392e-08,2.619798230038947e-10,3.006798746493392e-08,2.619798230038947e-10
2014,3.1641707412940634e-08,4.141197726998629e-11,3.1641707412940634e-08,4.141197726998629e-11
2015,3.365587706939875e-08,4.141197726998629e-11,3.365587706939875e-08,4.141197726998629e-11
2016,3.267305334223433e-08,4.148291159982482e-11,3.267305334223433e-08,4.148291159982482e-11
2017,3.118827833030006e-08,4.362051807723274e-11,3.118827833030006e-08,4.362051807723274e-11
2018,3.3188354109370263e-08,3.934590986354181e-11,3.3188354109370263e-08,3.934590986354181e-11
2019,3.261727421488558e-08,4.918238732942726e-11,3.261727421488558e-08,4.918238732942726e-11
