ngram,ICBC,ICB,IBC,ICB
1963,1.2160114344033396e-09,3.500385822466764e-08,1.1421495470033603e-07,3.500385822466764e-08
1964,1.1020449235716561e-09,3.8945451815867016e-08,8.801793224425377e-08,3.8945451815867016e-08
1965,1.254542947700824e-09,3.65418874841745e-08,9.38624802009664e-08,3.65418874841745e-08
1966,2.2387170232697683e-09,3.9114847487959585e-08,1.0032159281081476e-07,3.9114847487959585e-08
1967,2.3664151927687324e-09,4.556963187748611e-08,1.1235991641862191e-07,4.556963187748611e-08
1968,2.600743763205214e-09,4.37647508074893e-08,1.1866890758938098e-07,4.37647508074893e-08
1969,3.1768920906648036e-09,4.610280893554578e-08,1.1654897796071445e-07,4.610280893554578e-08
1970,4.1748712661541074e-09,4.906957354730171e-08,1.2269816807020106e-07,4.906957354730171e-08
1971,5.463376862024916e-09,5.33295731384799e-08,1.2775778251190267e-07,5.33295731384799e-08
1972,6.826169026855464e-09,6.788049030806828e-08,1.3165171200820884e-07,6.788049030806828e-08
1973,6.98503064912513e-09,7.93028545688555e-08,1.4420899166874994e-07,7.93028545688555e-08
1974,8.243273317911002e-09,8.220028746563912e-08,1.5163348113641666e-07,8.220028746563912e-08
1975,8.829821635763274e-09,8.613979015795589e-08,1.9295948305853017e-07,8.613979015795589e-08
1976,1.0531064211148435e-08,9.423177362220616e-08,2.0767312288886126e-07,9.423177362220616e-08
1977,1.0681050900883195e-08,1.0041145312048424e-07,2.453552200774668e-07,1.0041145312048424e-07
1978,1.3211217960876605e-08,1.0980969835015588e-07,2.8058664521982533e-07,1.0980969835015588e-07
1979,1.3565878515769164e-08,1.1473146750112001e-07,3.460571308875972e-07,1.1473146750112001e-07
1980,1.4136128014184481e-08,1.1631007116160877e-07,3.523775079981663e-07,1.1631007116160877e-07
1981,1.558053654347548e-08,1.2832735356888797e-07,3.642325826344209e-07,1.2832735356888797e-07
1982,1.8309489162910656e-08,1.3139787467610275e-07,3.657155340468827e-07,1.3139787467610275e-07
1983,1.9005914937102782e-08,1.3124886472886438e-07,4.3152309915837706e-07,1.3124886472886438e-07
1984,2.0019721626494758e-08,1.3535397158648266e-07,4.5953647388939446e-07,1.3535397158648266e-07
1985,2.181880111505409e-08,1.4921714759046673e-07,4.958294255175133e-07,1.4921714759046673e-07
1986,2.6736881914806484e-08,1.8426468224268839e-07,4.823403766554943e-07,1.8426468224268839e-07
1987,2.9801742026539354e-08,2.092442648355635e-07,5.296885043597805e-07,2.092442648355635e-07
1988,3.282942019820569e-08,2.1355644313254224e-07,5.743080464526429e-07,2.1355644313254224e-07
1989,3.507758984864852e-08,2.2415602834208975e-07,6.068891918533024e-07,2.2415602834208975e-07
1990,3.84270687650964e-08,2.3234503032654175e-07,6.055890772976065e-07,2.3234503032654175e-07
1991,4.4295377778423376e-08,2.4377899267489867e-07,6.239829011584723e-07,2.4377899267489867e-07
1992,4.5993463260174394e-08,2.4049199152744093e-07,6.153008403738827e-07,2.4049199152744093e-07
1993,4.5088354637203206e-08,2.1056777654848702e-07,6.304875504221335e-07,2.1056777654848702e-07
1994,4.758041782793043e-08,2.0000728641532207e-07,6.260310263834461e-07,2.0000728641532207e-07
1995,4.9824147347570554e-08,2.0061331034477397e-07,6.223617593345157e-07,2.0061331034477397e-07
1996,4.978890899565158e-08,2.0031067192251483e-07,5.983708076330783e-07,2.0031067192251483e-07
1997,4.995077570616299e-08,1.9826467223538202e-07,5.907870835082057e-07,1.9826467223538202e-07
1998,4.924611880190761e-08,1.8632300071073716e-07,5.824770710205485e-07,1.8632300071073716e-07
1999,4.8337394531472455e-08,1.7586594326855577e-07,5.727617430498608e-07,1.7586594326855577e-07
2000,5.266494592806989e-08,1.6766351710170317e-07,5.664777112152868e-07,1.6766351710170317e-07
2001,5.0140708347206394e-08,1.5190379493950396e-07,5.81479801959566e-07,1.5190379493950396e-07
2002,5.090437379554455e-08,1.402962957237313e-07,5.762202428221437e-07,1.402962957237313e-07
2003,5.228891250145093e-08,1.2962928812904855e-07,5.83742364921948e-07,1.2962928812904855e-07
2004,5.540667505751376e-08,1.299240598281618e-07,5.678556281704264e-07,1.299240598281618e-07
2005,5.893819375403707e-08,1.242543520772545e-07,5.407107477952065e-07,1.242543520772545e-07
2006,5.967722773090958e-08,1.1953321177315956e-07,5.290837756482298e-07,1.1953321177315956e-07
2007,5.7316574851386445e-08,1.1457538054823349e-07,5.005858188919124e-07,1.1457538054823349e-07
2008,5.810967757773662e-08,1.1583560320462181e-07,4.7122573424271e-07,1.1583560320462181e-07
2009,5.540845648965842e-08,1.1442176729912847e-07,4.709511561681471e-07,1.1442176729912847e-07
2010,5.393325506832168e-08,1.1295028201629975e-07,4.612868614068637e-07,1.1295028201629975e-07
2011,5.026245426214311e-08,9.769007951782832e-08,4.360954173015281e-07,9.769007951782832e-08
2012,4.628041746660269e-08,9.756126421020131e-08,4.156831892032642e-07,9.756126421020131e-08
2013,4.8488892393347017e-08,9.607098710213385e-08,4.3377912106734584e-07,9.607098710213385e-08
2014,4.7182695591832923e-08,9.739336194668016e-08,4.2825988089134626e-07,9.739336194668016e-08
2015,4.730660713952213e-08,8.952996617089021e-08,4.120862757060552e-07,8.952996617089021e-08
2016,4.795794136417239e-08,8.528902181329353e-08,3.783383501091261e-07,8.528902181329353e-08
2017,4.930722082481983e-08,8.313100371045341e-08,3.6373830880620517e-07,8.313100371045341e-08
2018,5.077799656305615e-08,8.970270073405118e-08,3.702770300151315e-07,8.970270073405118e-08
2019,5.114676948636543e-08,9.023362501636711e-08,3.8208894892477474e-07,9.023362501636711e-08
