ngram,Biogen,Biogen,Biogen,Biogen
1975,1.8632769295732844e-09,1.8632769295732844e-09,1.8632769295732844e-09,1.8632769295732844e-09
1976,2.298782592851418e-09,2.298782592851418e-09,2.298782592851418e-09,2.298782592851418e-09
1977,7.77829656239959e-09,7.77829656239959e-09,7.77829656239959e-09,7.77829656239959e-09
1978,1.3206731264148175e-08,1.3206731264148175e-08,1.3206731264148175e-08,1.3206731264148175e-08
1979,2.102423492443352e-08,2.102423492443352e-08,2.102423492443352e-08,2.102423492443352e-08
1980,2.9059629940470747e-08,2.9059629940470747e-08,2.9059629940470747e-08,2.9059629940470747e-08
1981,4.7780295878549084e-08,4.7780295878549084e-08,4.7780295878549084e-08,4.7780295878549084e-08
1982,6.288874221382912e-08,6.288874221382912e-08,6.288874221382912e-08,6.288874221382912e-08
1983,7.9456020176037e-08,7.9456020176037e-08,7.9456020176037e-08,7.9456020176037e-08
1984,8.706919325212376e-08,8.706919325212376e-08,8.706919325212376e-08,8.706919325212376e-08
1985,9.249713832965816e-08,9.249713832965816e-08,9.249713832965816e-08,9.249713832965816e-08
1986,9.440675542902812e-08,9.440675542902812e-08,9.440675542902812e-08,9.440675542902812e-08
1987,9.467242583533724e-08,9.467242583533724e-08,9.467242583533724e-08,9.467242583533724e-08
1988,8.517649113010911e-08,8.517649113010911e-08,8.517649113010911e-08,8.517649113010911e-08
1989,7.721824652711412e-08,7.721824652711412e-08,7.721824652711412e-08,7.721824652711412e-08
1990,6.75895245803661e-08,6.75895245803661e-08,6.75895245803661e-08,6.75895245803661e-08
1991,6.673293283045365e-08,6.673293283045365e-08,6.673293283045365e-08,6.673293283045365e-08
1992,6.658232416205984e-08,6.658232416205984e-08,6.658232416205984e-08,6.658232416205984e-08
1993,6.860522105966993e-08,6.860522105966993e-08,6.860522105966993e-08,6.860522105966993e-08
1994,7.597369133804932e-08,7.597369133804932e-08,7.597369133804932e-08,7.597369133804932e-08
1995,7.720056517866527e-08,7.720056517866527e-08,7.720056517866527e-08,7.720056517866527e-08
1996,8.353917430830344e-08,8.353917430830344e-08,8.353917430830344e-08,8.353917430830344e-08
1997,8.867425143372592e-08,8.867425143372592e-08,8.867425143372592e-08,8.867425143372592e-08
1998,9.002205254254087e-08,9.002205254254087e-08,9.002205254254087e-08,9.002205254254087e-08
1999,9.206791012112652e-08,9.206791012112652e-08,9.206791012112652e-08,9.206791012112652e-08
2000,9.253612631709984e-08,9.253612631709984e-08,9.253612631709984e-08,9.253612631709984e-08
2001,8.769062377820904e-08,8.769062377820904e-08,8.769062377820904e-08,8.769062377820904e-08
2002,9.395069712679418e-08,9.395069712679418e-08,9.395069712679418e-08,9.395069712679418e-08
2003,9.164384806581438e-08,9.164384806581438e-08,9.164384806581438e-08,9.164384806581438e-08
2004,8.939589386207964e-08,8.939589386207964e-08,8.939589386207964e-08,8.939589386207964e-08
2005,8.676712630923638e-08,8.676712630923638e-08,8.676712630923638e-08,8.676712630923638e-08
2006,8.015893219034556e-08,8.015893219034556e-08,8.015893219034556e-08,8.015893219034556e-08
2007,7.228153110970328e-08,7.228153110970328e-08,7.228153110970328e-08,7.228153110970328e-08
2008,6.725122960103493e-08,6.725122960103493e-08,6.725122960103493e-08,6.725122960103493e-08
2009,5.780083611739428e-08,5.780083611739428e-08,5.780083611739428e-08,5.780083611739428e-08
2010,5.23777892169619e-08,5.23777892169619e-08,5.23777892169619e-08,5.23777892169619e-08
2011,4.7058862711375175e-08,4.7058862711375175e-08,4.7058862711375175e-08,4.7058862711375175e-08
2012,4.0369976314228295e-08,4.0369976314228295e-08,4.0369976314228295e-08,4.0369976314228295e-08
2013,4.22631920571348e-08,4.22631920571348e-08,4.22631920571348e-08,4.22631920571348e-08
2014,4.456834393603718e-08,4.456834393603718e-08,4.456834393603718e-08,4.456834393603718e-08
2015,4.363508919271096e-08,4.363508919271096e-08,4.363508919271096e-08,4.363508919271096e-08
2016,4.3066853448538363e-08,4.3066853448538363e-08,4.3066853448538363e-08,4.3066853448538363e-08
2017,4.3175868214007096e-08,4.3175868214007096e-08,4.3175868214007096e-08,4.3175868214007096e-08
2018,4.4590257175514124e-08,4.4590257175514124e-08,4.4590257175514124e-08,4.4590257175514124e-08
2019,4.7888231158310646e-08,4.7888231158310646e-08,4.7888231158310646e-08,4.7888231158310646e-08
