ngram,Adobe,Adbe,Adbe,Adbe
1950,1.960820778127267e-07,2.5531124238563155e-10,2.5531124238563155e-10,2.5531124238563155e-10
1951,2.0132020901136067e-07,2.88409439187985e-10,2.88409439187985e-10,2.88409439187985e-10
1952,2.0036538168304624e-07,2.88409439187985e-10,2.88409439187985e-10,2.88409439187985e-10
1953,1.8882171965677636e-07,2.718613350311776e-10,2.718613350311776e-10,2.718613350311776e-10
1954,1.942226524371498e-07,2.8433627079811023e-10,2.8433627079811023e-10,2.8433627079811023e-10
1955,1.9000134037534216e-07,1.516075301014449e-10,1.516075301014449e-10,1.516075301014449e-10
1956,2.2217807124239437e-07,1.346013677500884e-10,1.346013677500884e-10,1.346013677500884e-10
1957,2.1582618054643327e-07,1.600888191851827e-10,1.600888191851827e-10,1.600888191851827e-10
1958,1.979016742227811e-07,1.5079423820729687e-10,1.5079423820729687e-10,1.5079423820729687e-10
1959,1.9064719936068286e-07,1.9596999420049396e-10,1.9596999420049396e-10,1.9596999420049396e-10
1960,1.9032568486311773e-07,2.06557855145625e-10,2.06557855145625e-10,2.06557855145625e-10
1961,1.9074002669380467e-07,1.887815122479454e-10,1.887815122479454e-10,1.887815122479454e-10
1962,1.8840757880817754e-07,1.2651200920199557e-10,1.2651200920199557e-10,1.2651200920199557e-10
1963,1.5188341860396447e-07,1.2651200920199557e-10,1.2651200920199557e-10,1.2651200920199557e-10
1964,1.4961845603725772e-07,1.0102455776690128e-10,1.0102455776690128e-10,1.0102455776690128e-10
1965,1.4830672715301523e-07,1.0366618674595429e-10,1.0366618674595429e-10,1.0366618674595429e-10
1966,1.443059614660212e-07,6.728350218246756e-11,6.728350218246756e-11,6.728350218246756e-11
1967,1.443440993398326e-07,2.2474454935972332e-10,2.2474454935972332e-10,2.2474454935972332e-10
1968,1.429373059279117e-07,2.3120206344667034e-10,2.3120206344667034e-10,2.3120206344667034e-10
1969,1.4574837337022473e-07,2.2997719304315315e-10,2.2997719304315315e-10,2.2997719304315315e-10
1970,1.5739959532571186e-07,2.5628571982881457e-10,2.5628571982881457e-10,2.5628571982881457e-10
1971,1.6289827645518278e-07,3.010402215207288e-10,3.010402215207288e-10,3.010402215207288e-10
1972,1.7262150769121426e-07,3.093767573474666e-10,3.093767573474666e-10,3.093767573474666e-10
1973,1.8887001626158702e-07,4.1614104325158966e-10,4.1614104325158966e-10,4.1614104325158966e-10
1974,1.9522199019255432e-07,2.562396381387634e-10,2.562396381387634e-10,2.562396381387634e-10
1975,2.0672256896757192e-07,3.196215588823532e-10,3.196215588823532e-10,3.196215588823532e-10
1976,2.1578495688702658e-07,3.267175354664571e-10,3.267175354664571e-10,3.267175354664571e-10
1977,2.1666208738224668e-07,3.485674739916218e-10,3.485674739916218e-10,3.485674739916218e-10
1978,2.186798846131361e-07,3.119729008857089e-10,3.119729008857089e-10,3.119729008857089e-10
1979,2.1986608089719084e-07,2.934465220419799e-10,2.934465220419799e-10,2.934465220419799e-10
1980,2.24038921763687e-07,1.8572599212531215e-10,1.8572599212531215e-10,1.8572599212531215e-10
1981,2.474906364925898e-07,2.5387647291969754e-10,2.5387647291969754e-10,2.5387647291969754e-10
1982,2.529973832971726e-07,2.024274493068428e-10,2.024274493068428e-10,2.024274493068428e-10
1983,3.2646813760298497e-07,2.0115959840321425e-10,2.0115959840321425e-10,2.0115959840321425e-10
1984,3.645192724174454e-07,3.8822012023748924e-10,3.8822012023748924e-10,3.8822012023748924e-10
1985,4.264014441852331e-07,3.872942665977026e-10,3.872942665977026e-10,3.872942665977026e-10
1986,5.644502607538016e-07,3.779474198883914e-10,3.779474198883914e-10,3.779474198883914e-10
1987,6.615370539618328e-07,3.8348552755925903e-10,3.8348552755925903e-10,3.8348552755925903e-10
1988,7.702730897563015e-07,3.210503633777062e-10,3.210503633777062e-10,3.210503633777062e-10
1989,9.048381782252233e-07,2.980563950411812e-10,2.980563950411812e-10,2.980563950411812e-10
1990,1.0070638316912145e-06,2.8325138365766934e-10,2.8325138365766934e-10,2.8325138365766934e-10
1991,1.1599638745402835e-06,7.43094702834338e-11,7.43094702834338e-11,7.43094702834338e-11
1992,1.3150495224830853e-06,9.252478000035654e-11,9.252478000035654e-11,9.252478000035654e-11
1993,1.494157028706208e-06,1.3070574037781542e-10,1.3070574037781542e-10,1.3070574037781542e-10
1994,1.7020761983336082e-06,1.4334332480912615e-10,1.4334332480912615e-10,1.4334332480912615e-10
1995,1.8388764146948233e-06,1.3586763658590684e-10,1.3586763658590684e-10,1.3586763658590684e-10
1996,1.974972276132446e-06,1.4181970330238792e-10,1.4181970330238792e-10,1.4181970330238792e-10
1997,2.0723402615528485e-06,1.5332475220009023e-10,1.5332475220009023e-10,1.5332475220009023e-10
1998,2.168244447732702e-06,1.2704767842922467e-10,1.2704767842922467e-10,1.2704767842922467e-10
1999,2.3014483758743154e-06,1.1244478215607526e-10,1.1244478215607526e-10,1.1244478215607526e-10
2000,2.3092389125979807e-06,8.293255417719208e-11,8.293255417719208e-11,8.293255417719208e-11
2001,2.3382509165717887e-06,7.720295484252887e-11,7.720295484252887e-11,7.720295484252887e-11
2002,2.4003581334649686e-06,1.1376425396963136e-10,1.1376425396963136e-10,1.1376425396963136e-10
2003,2.4220882681090316e-06,1.2179272471498796e-10,1.2179272471498796e-10,1.2179272471498796e-10
2004,2.5108237683265803e-06,1.3552040640479086e-10,1.3552040640479086e-10,1.3552040640479086e-10
2005,2.59744865616085e-06,1.6036337337409024e-10,1.6036337337409024e-10,1.6036337337409024e-10
2006,2.6913043192117973e-06,1.7524974527116655e-10,1.7524974527116655e-10,1.7524974527116655e-10
2007,2.887438833048301e-06,1.7040677995667457e-10,1.7040677995667457e-10,1.7040677995667457e-10
2008,2.8761950099059116e-06,1.5541493935043527e-10,1.5541493935043527e-10,1.5541493935043527e-10
2009,2.968135894272044e-06,1.456559421686432e-10,1.456559421686432e-10,1.456559421686432e-10
2010,3.0077831395049415e-06,1.741501471800141e-10,1.741501471800141e-10,1.741501471800141e-10
2011,2.884314296482314e-06,1.7212940249731823e-10,1.7212940249731823e-10,1.7212940249731823e-10
2012,2.6576256004773313e-06,1.526262930524285e-10,1.526262930524285e-10,1.526262930524285e-10
2013,2.352054739925994e-06,1.2689343276536417e-10,1.2689343276536417e-10,1.2689343276536417e-10
2014,1.964973583718737e-06,1.2135486068424025e-10,1.2135486068424025e-10,1.2135486068424025e-10
2015,1.7431287103266056e-06,1.1606378110579868e-10,1.1606378110579868e-10,1.1606378110579868e-10
2016,1.4690443776999018e-06,9.539131934751691e-11,9.539131934751691e-11,9.539131934751691e-11
2017,1.2800999797946133e-06,5.397532594486609e-11,5.397532594486609e-11,5.397532594486609e-11
2018,1.1562261306607979e-06,3.227361086710623e-11,3.227361086710623e-11,3.227361086710623e-11
2019,1.1310467300518212e-06,3.099726291616589e-11,3.099726291616589e-11,3.099726291616589e-11
