ngram,Bunge,Bung,Bunge,Bung
1896,1.9482124002934142e-07,9.231557385191991e-08,1.9482124002934142e-07,9.231557385191991e-08
1897,1.983432501414687e-07,9.070824294862437e-08,1.983432501414687e-07,9.070824294862437e-08
1898,2.0317164788658764e-07,8.654041648372055e-08,2.0317164788658764e-07,8.654041648372055e-08
1899,2.222590406323174e-07,8.716497136772108e-08,2.222590406323174e-07,8.716497136772108e-08
1900,2.2998931115125743e-07,8.859574864215705e-08,2.2998931115125743e-07,8.859574864215705e-08
1901,2.3586336591766406e-07,9.478275688122397e-08,2.3586336591766406e-07,9.478275688122397e-08
1902,2.2849786976816437e-07,9.195018943078789e-08,2.2849786976816437e-07,9.195018943078789e-08
1903,2.34385554774365e-07,8.95405603630804e-08,2.34385554774365e-07,8.95405603630804e-08
1904,2.424883181869778e-07,8.810262589317322e-08,2.424883181869778e-07,8.810262589317322e-08
1905,2.472105040039553e-07,8.629193765890314e-08,2.472105040039553e-07,8.629193765890314e-08
1906,2.2722000535070818e-07,8.101291675594829e-08,2.2722000535070818e-07,8.101291675594829e-08
1907,2.2002088379784774e-07,7.63663621228261e-08,2.2002088379784774e-07,7.63663621228261e-08
1908,2.2526547890525501e-07,6.91649719085165e-08,2.2526547890525501e-07,6.91649719085165e-08
1909,2.2060580663816965e-07,6.622860837524058e-08,2.2060580663816965e-07,6.622860837524058e-08
1910,2.1366005853451497e-07,6.64136692307693e-08,2.1366005853451497e-07,6.64136692307693e-08
1911,2.1168897238307442e-07,6.8155898702571e-08,2.1168897238307442e-07,6.8155898702571e-08
1912,2.0869961961774868e-07,6.454741604703226e-08,2.0869961961774868e-07,6.454741604703226e-08
1913,2.097757995248425e-07,6.098039863543039e-08,2.097757995248425e-07,6.098039863543039e-08
1914,2.1107224361977777e-07,6.025974183135726e-08,2.1107224361977777e-07,6.025974183135726e-08
1915,2.0991355142996326e-07,5.782855946482154e-08,2.0991355142996326e-07,5.782855946482154e-08
1916,2.078371953270367e-07,5.6908319326761814e-08,2.078371953270367e-07,5.6908319326761814e-08
1917,2.0749147974389155e-07,5.3125721219008226e-08,2.0749147974389155e-07,5.3125721219008226e-08
1918,2.054413000353504e-07,5.0415647275972985e-08,2.054413000353504e-07,5.0415647275972985e-08
1919,1.9930202808739394e-07,5.219287656034664e-08,1.9930202808739394e-07,5.219287656034664e-08
1920,1.898608802873371e-07,5.434530996646052e-08,1.898608802873371e-07,5.434530996646052e-08
1921,1.8997073628465193e-07,5.832784008167177e-08,1.8997073628465193e-07,5.832784008167177e-08
1922,1.9268993664159746e-07,5.8972652031538276e-08,1.9268993664159746e-07,5.8972652031538276e-08
1923,1.9506156182355232e-07,5.704622856634549e-08,1.9506156182355232e-07,5.704622856634549e-08
1924,1.9297805360045978e-07,5.809848906730102e-08,1.9297805360045978e-07,5.809848906730102e-08
1925,1.9141469311177518e-07,5.818938676936471e-08,1.9141469311177518e-07,5.818938676936471e-08
1926,1.9271232076789602e-07,5.740841148492239e-08,1.9271232076789602e-07,5.740841148492239e-08
1927,2.1073156679969024e-07,5.67381448490778e-08,2.1073156679969024e-07,5.67381448490778e-08
1928,2.1317676766687198e-07,5.001988461523459e-08,2.1317676766687198e-07,5.001988461523459e-08
1929,2.1472049687482858e-07,4.908686942631643e-08,2.1472049687482858e-07,4.908686942631643e-08
1930,2.1367957612840526e-07,4.907855556877751e-08,2.1367957612840526e-07,4.907855556877751e-08
1931,2.2112638881870745e-07,5.081154189464801e-08,2.2112638881870745e-07,5.081154189464801e-08
1932,2.17679541947291e-07,5.056455419451465e-08,2.17679541947291e-07,5.056455419451465e-08
1933,2.1830176828124032e-07,4.9373142526779445e-08,2.1830176828124032e-07,4.9373142526779445e-08
1934,2.0568110820866942e-07,5.0290872926390355e-08,2.0568110820866942e-07,5.0290872926390355e-08
1935,2.0018897016273384e-07,5.814421401493876e-08,2.0018897016273384e-07,5.814421401493876e-08
1936,1.8944767126478318e-07,6.182376921515242e-08,1.8944767126478318e-07,6.182376921515242e-08
1937,1.8660959304790075e-07,6.040640394238445e-08,1.8660959304790075e-07,6.040640394238445e-08
1938,1.7862004751480397e-07,5.7097958615161456e-08,1.7862004751480397e-07,5.7097958615161456e-08
1939,1.7167214342147678e-07,5.437907191208069e-08,1.7167214342147678e-07,5.437907191208069e-08
1940,1.6633467834838355e-07,5.362887632389045e-08,1.6633467834838355e-07,5.362887632389045e-08
1941,1.7305476416952713e-07,4.930655502935874e-08,1.7305476416952713e-07,4.930655502935874e-08
1942,1.7397022743028045e-07,6.381718873983897e-08,1.7397022743028045e-07,6.381718873983897e-08
1943,1.690316407478219e-07,5.8845468434550896e-08,1.690316407478219e-07,5.8845468434550896e-08
1944,1.6572332940865765e-07,6.02716089101055e-08,1.6572332940865765e-07,6.02716089101055e-08
1945,1.7009847600287946e-07,5.9034547916780866e-08,1.7009847600287946e-07,5.9034547916780866e-08
1946,1.708535717982938e-07,6.242850807731365e-08,1.708535717982938e-07,6.242850807731365e-08
1947,1.7469872456591213e-07,6.279153958692924e-08,1.7469872456591213e-07,6.279153958692924e-08
1948,1.6436344805827373e-07,6.608059014264914e-08,1.6436344805827373e-07,6.608059014264914e-08
1949,1.6697034003040505e-07,4.854050469508106e-08,1.6697034003040505e-07,4.854050469508106e-08
1950,2.4783766556473505e-07,5.0549176527121224e-08,2.4783766556473505e-07,5.0549176527121224e-08
1951,2.505221853458092e-07,5.1684054877146734e-08,2.505221853458092e-07,5.1684054877146734e-08
1952,2.5283529834853523e-07,5.579965137566692e-08,2.5283529834853523e-07,5.579965137566692e-08
1953,2.517547333777007e-07,5.822588887229228e-08,2.517547333777007e-07,5.822588887229228e-08
1954,2.539377744272185e-07,6.662211557032346e-08,2.539377744272185e-07,6.662211557032346e-08
1955,2.58536469946843e-07,6.516892676294056e-08,2.58536469946843e-07,6.516892676294056e-08
1956,2.56427439028682e-07,7.001446787415131e-08,2.56427439028682e-07,7.001446787415131e-08
1957,1.8083944399092745e-07,7.691653485559463e-08,1.8083944399092745e-07,7.691653485559463e-08
1958,1.9637630137887235e-07,8.450800085110391e-08,1.9637630137887235e-07,8.450800085110391e-08
1959,2.0359746802764027e-07,8.397834503983046e-08,2.0359746802764027e-07,8.397834503983046e-08
1960,2.1685170687695582e-07,8.993135531503477e-08,2.1685170687695582e-07,8.993135531503477e-08
1961,2.310471001822277e-07,1.0442720973661121e-07,2.310471001822277e-07,1.0442720973661121e-07
1962,2.447666003847969e-07,1.2281904560040857e-07,2.447666003847969e-07,1.2281904560040857e-07
1963,2.5787150142215456e-07,1.422545210516546e-07,2.5787150142215456e-07,1.422545210516546e-07
1964,2.66665285916393e-07,1.498669023801215e-07,2.66665285916393e-07,1.498669023801215e-07
1965,2.6724218571416714e-07,1.4467071248905734e-07,2.6724218571416714e-07,1.4467071248905734e-07
1966,2.654954036935513e-07,1.494976434709575e-07,2.654954036935513e-07,1.494976434709575e-07
1967,2.6616278603341925e-07,1.4488480510570817e-07,2.6616278603341925e-07,1.4488480510570817e-07
1968,2.5899921597881204e-07,1.2546290203577622e-07,2.5899921597881204e-07,1.2546290203577622e-07
1969,2.6019092607449626e-07,1.107145136204833e-07,2.6019092607449626e-07,1.107145136204833e-07
1970,2.6985119713377313e-07,8.770080484055143e-08,2.6985119713377313e-07,8.770080484055143e-08
1971,2.934854787132021e-07,9.476979556666265e-08,2.934854787132021e-07,9.476979556666265e-08
1972,3.120529673391762e-07,9.499311508826785e-08,3.120529673391762e-07,9.499311508826785e-08
1973,3.3202965710188437e-07,8.880335095844722e-08,3.3202965710188437e-07,8.880335095844722e-08
1974,3.426692550030046e-07,8.247788128658482e-08,3.426692550030046e-07,8.247788128658482e-08
1975,3.5714448439908407e-07,8.391729977574869e-08,3.5714448439908407e-07,8.391729977574869e-08
1976,3.7106502353318707e-07,8.320759142017258e-08,3.7106502353318707e-07,8.320759142017258e-08
1977,3.7394091480434456e-07,8.165563108215273e-08,3.7394091480434456e-07,8.165563108215273e-08
1978,3.8440208121366073e-07,6.79978333956959e-08,3.8440208121366073e-07,6.79978333956959e-08
1979,3.8202102002417503e-07,6.423650030943204e-08,3.8202102002417503e-07,6.423650030943204e-08
1980,3.7967019141303483e-07,6.376436039496574e-08,3.7967019141303483e-07,6.376436039496574e-08
1981,3.8226006284146153e-07,6.504559075486733e-08,3.8226006284146153e-07,6.504559075486733e-08
1982,3.8696260519697846e-07,6.139964930136038e-08,3.8696260519697846e-07,6.139964930136038e-08
1983,3.821789066803051e-07,6.036966786788461e-08,3.821789066803051e-07,6.036966786788461e-08
1984,3.8035289305428576e-07,6.192515249787383e-08,3.8035289305428576e-07,6.192515249787383e-08
1985,3.63941174847631e-07,5.43979165204941e-08,3.63941174847631e-07,5.43979165204941e-08
1986,3.549572836293789e-07,5.736738525489013e-08,3.549572836293789e-07,5.736738525489013e-08
1987,3.583059294344691e-07,6.115200942450169e-08,3.583059294344691e-07,6.115200942450169e-08
1988,3.53986532023295e-07,6.341633554792939e-08,3.53986532023295e-07,6.341633554792939e-08
1989,3.4588936971756213e-07,6.498049945743592e-08,3.4588936971756213e-07,6.498049945743592e-08
1990,3.3570853474884643e-07,6.325846868548979e-08,3.3570853474884643e-07,6.325846868548979e-08
1991,3.268779339902851e-07,6.482945431279014e-08,3.268779339902851e-07,6.482945431279014e-08
1992,3.1879547788906037e-07,6.705618765019089e-08,3.1879547788906037e-07,6.705618765019089e-08
1993,3.156906456881968e-07,6.551804686085103e-08,3.156906456881968e-07,6.551804686085103e-08
1994,2.9901722850159527e-07,6.424268964419103e-08,2.9901722850159527e-07,6.424268964419103e-08
1995,2.9062849599930427e-07,6.213805800062541e-08,2.9062849599930427e-07,6.213805800062541e-08
1996,2.850230893208001e-07,5.869523483121546e-08,2.850230893208001e-07,5.869523483121546e-08
1997,2.7857810128547757e-07,5.946842002962123e-08,2.7857810128547757e-07,5.946842002962123e-08
1998,2.7321004024218253e-07,5.5552894094392154e-08,2.7321004024218253e-07,5.5552894094392154e-08
1999,2.705869641366527e-07,5.562072554913097e-08,2.705869641366527e-07,5.562072554913097e-08
2000,2.6499612967459794e-07,5.6863140481969565e-08,2.6499612967459794e-07,5.6863140481969565e-08
2001,2.657309851526536e-07,5.601917862918526e-08,2.657309851526536e-07,5.601917862918526e-08
2002,2.740509696000767e-07,5.727319114206304e-08,2.740509696000767e-07,5.727319114206304e-08
2003,2.776368960764687e-07,6.774801012251633e-08,2.776368960764687e-07,6.774801012251633e-08
2004,2.803562121503741e-07,6.878837563054471e-08,2.803562121503741e-07,6.878837563054471e-08
2005,2.8456640929367237e-07,6.92007056102284e-08,2.8456640929367237e-07,6.92007056102284e-08
2006,2.83497769260066e-07,6.814846997826862e-08,2.83497769260066e-07,6.814846997826862e-08
2007,2.7811171321445727e-07,6.543875384425388e-08,2.7811171321445727e-07,6.543875384425388e-08
2008,2.797652070642341e-07,6.278333535598385e-08,2.797652070642341e-07,6.278333535598385e-08
2009,2.8615931211918776e-07,6.090426651894632e-08,2.8615931211918776e-07,6.090426651894632e-08
2010,3.0167972957834923e-07,5.259779405670477e-08,3.0167972957834923e-07,5.259779405670477e-08
2011,3.010517803301939e-07,5.156864446576037e-08,3.010517803301939e-07,5.156864446576037e-08
2012,2.978160458561823e-07,5.156284237679236e-08,2.978160458561823e-07,5.156284237679236e-08
2013,3.124530881645374e-07,4.9630738629957705e-08,3.124530881645374e-07,4.9630738629957705e-08
2014,3.1806172679742825e-07,5.0689144310516506e-08,3.1806172679742825e-07,5.0689144310516506e-08
2015,3.107533988863257e-07,5.2726832170232485e-08,3.107533988863257e-07,5.2726832170232485e-08
2016,3.3101913743394107e-07,5.255087691986253e-08,3.3101913743394107e-07,5.255087691986253e-08
2017,3.1768855753474173e-07,5.2272763303070256e-08,3.1768855753474173e-07,5.2272763303070256e-08
2018,3.294134018005934e-07,5.258832089793941e-08,3.294134018005934e-07,5.258832089793941e-08
2019,3.4576477858649923e-07,4.999884062328874e-08,3.4576477858649923e-07,4.999884062328874e-08
