ngram,Posco,Poso,Psco,Psco
1981,1.4565284026498863e-08,3.9067637252238844e-08,1.8430127562973908e-10,1.8430127562973908e-10
1982,1.5678695611650743e-08,4.186100710512619e-08,2.0653575972489387e-10,2.0653575972489387e-10
1983,2.0582813802556236e-08,4.2124894556699085e-08,1.9723147718205984e-10,1.9723147718205984e-10
1984,2.223671456493191e-08,4.2638153579283814e-08,1.570994207738303e-10,1.570994207738303e-10
1985,2.224776807224771e-08,4.3006246690830656e-08,1.3985371045767613e-10,1.3985371045767613e-10
1986,2.3970032435118227e-08,4.174889868733901e-08,1.187217254069609e-10,1.187217254069609e-10
1987,2.4901066986160458e-08,4.3401266834410176e-08,1.330373296645363e-10,1.330373296645363e-10
1988,2.583809521894409e-08,4.376537786145361e-08,1.8779021740411572e-10,1.8779021740411572e-10
1989,3.078873663956269e-08,4.112790565256676e-08,2.0546780298994324e-10,2.0546780298994324e-10
1990,3.162340713101587e-08,4.369981202298082e-08,2.239501010232419e-10,2.239501010232419e-10
1991,3.558232007451677e-08,4.256362373666889e-08,2.76504248564973e-10,2.76504248564973e-10
1992,3.753623900593084e-08,3.980212147171512e-08,3.0108190543895065e-10,3.0108190543895065e-10
1993,3.9363140556604644e-08,3.913589934662858e-08,3.829507901263542e-10,3.829507901263542e-10
1994,4.1280387362365086e-08,3.6572328657566034e-08,3.619666986777657e-10,3.619666986777657e-10
1995,4.19098569182097e-08,3.615950941845572e-08,3.2513253795623294e-10,3.2513253795623294e-10
1996,3.926244979928535e-08,3.714692375922368e-08,3.4824085876865903e-10,3.4824085876865903e-10
1997,3.647430370433215e-08,3.6995558362816287e-08,3.437161725873748e-10,3.437161725873748e-10
1998,3.32955676997569e-08,4.150895779478755e-08,2.969398125202931e-10,2.969398125202931e-10
1999,2.950311157284042e-08,5.1478798874476136e-08,3.0851403426005296e-10,3.0851403426005296e-10
2000,2.6992577062401324e-08,5.9595465578305655e-08,2.1978064655901542e-10,2.1978064655901542e-10
2001,2.5672361506475942e-08,6.391860095180033e-08,1.9233572770164083e-10,1.9233572770164083e-10
2002,2.671069283215794e-08,7.640546887241076e-08,1.7752430973651456e-10,1.7752430973651456e-10
2003,2.6267599650964257e-08,8.443127340131338e-08,1.196620565532428e-10,1.196620565532428e-10
2004,2.6578220513329143e-08,9.716856652630668e-08,9.089943331771647e-11,9.089943331771647e-11
2005,2.5495179554825753e-08,9.693712042592648e-08,9.50588328290409e-11,9.50588328290409e-11
2006,2.5195860128438393e-08,9.210012612876589e-08,1.0828517348666316e-10,1.0828517348666316e-10
2007,2.5229379728232615e-08,8.6595633267247e-08,1.5728854825734573e-10,1.5728854825734573e-10
2008,2.3935408322017793e-08,8.003821986132412e-08,2.3158401436597564e-10,2.3158401436597564e-10
2009,1.9939847360563234e-08,6.602258092617116e-08,2.9137445085671207e-10,2.9137445085671207e-10
2010,1.820015604891978e-08,6.250784778671914e-08,3.0259189796679106e-10,3.0259189796679106e-10
2011,1.5815602034357264e-08,4.885268672134251e-08,3.8615504643108826e-10,3.8615504643108826e-10
2012,1.3842249188148311e-08,4.175921018502647e-08,3.762178594451144e-10,3.762178594451144e-10
2013,1.3454944269852831e-08,3.727415379525415e-08,3.303076106282126e-10,3.303076106282126e-10
2014,1.1542220195488134e-08,3.188096948341419e-08,2.605345185622911e-10,2.605345185622911e-10
2015,9.8571977881688e-09,3.6730786793067894e-08,1.81168322407491e-10,1.81168322407491e-10
2016,8.95149268994747e-09,3.7176420164541923e-08,1.2315774987138794e-10,1.2315774987138794e-10
2017,7.821267707560272e-09,3.174241314241044e-08,1.245791930263677e-10,1.245791930263677e-10
2018,6.9092666699077656e-09,2.8608335611579604e-08,3.250662378162517e-11,3.250662378162517e-11
2019,7.281594438524053e-09,3.196645081970928e-08,4.063327972703146e-11,4.063327972703146e-11
